"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P36","Buena",0.014,0.065,0.227,0.076
"P36","Ni buena ni mala",0.198,0.134,0,0.056
"P36","Mala",0.033,0.409,0.223,0.106
"P36","Muy mala",0.353,0.344,0.243,0.756
"P36","No sabe",0.324,0,0.278,0
"P37","Muy buena",0,0.021,0.006,0.053
"P37","Buena",0.007,0.088,0.266,0
"P37","Ni buena ni mala",0.268,0.088,0.028,0.118
"P37","Mala",0.021,0.236,0.101,0.021
"P37","Muy mala",0.37,0.388,0.321,0.805
"P37","No sabe",0.334,0.179,0.278,0.003
