"var","categoria","Peor","Igual","Mejor","No sabe"
"P30","6",0.063,0.071,0.123,0.062
"P30","7",0.063,0.073,0.021,0.077
"P30","8",0.089,0.06,0.038,0.074
"P30","9-Pésimo",0.214,0.175,0.129,0.174
"P30","No sabe",0.059,0.033,0.045,0.078
"P31","1-Excelente",0.142,0.148,0.194,0.134
"P31","2",0.088,0.108,0.166,0.06
"P31","3",0.078,0.102,0.111,0.149
"P31","4",0.073,0.089,0.031,0.047
"P31","5",0.137,0.188,0.187,0.097
"P31","6",0.066,0.052,0.077,0.093
"P31","7",0.061,0.047,0.041,0.082
"P31","8",0.084,0.05,0.031,0.036
"P31","9-Pésimo",0.2,0.156,0.122,0.207
"P31","No sabe",0.071,0.06,0.04,0.095
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.579,0.314,0.325,0.319
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.138,0.183,0.179,0.227
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.129,0.182,0.242,0.145
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.127,0.286,0.126,0.181
"P32","No sabe",0.027,0.035,0.128,0.128
"P28","1-Excelente",0.13,0.159,0.267,0.158
"P28","2",0.091,0.139,0.076,0.117
"P28","3",0.06,0.067,0.048,0.051
"P28","4",0.058,0.064,0.054,0.08
"P28","5",0.196,0.21,0.256,0.187
"P28","6",0.068,0.054,0.071,0.054
"P28","7",0.067,0.054,0.048,0.087
"P28","8",0.074,0.045,0.037,0.053
"P28","9-Pésimo",0.21,0.153,0.104,0.124
"P28","No sabe",0.046,0.055,0.039,0.089
"P29","1-Excelente",0.139,0.154,0.223,0.099
"P29","2",0.086,0.175,0.153,0.169
"P29","3",0.083,0.084,0.062,0.089
"P29","4",0.053,0.069,0.086,0.089
"P29","5",0.142,0.137,0.166,0.105
"P29","6",0.058,0.064,0.08,0.061
"P29","7",0.055,0.058,0.053,0.039
"P29","8",0.066,0.04,0.03,0.106
"P29","9-Pésimo",0.272,0.184,0.094,0.168
"P29","No sabe",0.046,0.035,0.053,0.075
"P30","1-Excelente",0.136,0.16,0.229,0.09
"P30","2",0.08,0.125,0.124,0.133
"P30","3",0.091,0.091,0.066,0.115
"P30","4",0.067,0.078,0.102,0.096
"P30","5",0.138,0.134,0.123,0.101
"P30","6",0.063,0.071,0.123,0.062
"P30","7",0.063,0.073,0.021,0.077
"P30","8",0.089,0.06,0.038,0.074
"P30","9-Pésimo",0.214,0.175,0.129,0.174
"P30","No sabe",0.059,0.033,0.045,0.078
"P31","1-Excelente",0.142,0.148,0.194,0.134
"P31","2",0.088,0.108,0.166,0.06
"P31","3",0.078,0.102,0.111,0.149
"P31","4",0.073,0.089,0.031,0.047
"P31","5",0.137,0.188,0.187,0.097
"P31","6",0.066,0.052,0.077,0.093
"P31","7",0.061,0.047,0.041,0.082
"P31","8",0.084,0.05,0.031,0.036
"P31","9-Pésimo",0.2,0.156,0.122,0.207
"P31","No sabe",0.071,0.06,0.04,0.095
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.579,0.314,0.325,0.319
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.138,0.183,0.179,0.227
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.129,0.182,0.242,0.145
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.127,0.286,0.126,0.181
"P32","No sabe",0.027,0.035,0.128,0.128
"P33","Oponerse totalmente y no concurrir a la convocatoria",0.468,0.188,0.264,0.287
"P33","Oponerse parcialmente y concurrir a la convocatoria",0.18,0.222,0.191,0.188
"P33","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.197,0.324,0.369,0.259
"P33","Apoyar totalmente la iniciativa del gobierno nacional",0.123,0.248,0.115,0.133
"P33","No sabe",0.032,0.018,0.061,0.133
"P34","Oponerse totalmente",0.507,0.222,0.247,0.354
"P34","Oponerse parcialmente",0.114,0.146,0.146,0.108
"P34","Apoyar parcialmente",0.191,0.306,0.425,0.248
"P34","Apoyar totalmente",0.154,0.301,0.119,0.176
"P34","No sabe",0.034,0.025,0.063,0.114
"P35","Inseguridad y narcotráfico",0.508,0.118,0.157,0.22
"P35","Altos impuestos y tarifas",0.094,0.448,0.111,0.045
"P35","Educación y estado de las escuelas",0.096,0.198,0.585,0.127
"P35","Inflación",0.15,0.106,0.083,0.41
"P35","Estado de la salud",0.09,0.051,0.031,0.046
"P35","Corrupción",0.036,0.044,0.016,0.11
"P35","Pobreza",0.009,0.005,0.003,0.006
"P35","Medio ambiente, incendios y contaminación",0.003,0.001,0,0
"P35","Falta de trabajo",0.014,0.021,0.014,0.031
"P35","No sabe",0,0.008,0,0.005
"P39","Muy buena",0.058,0.039,0.129,0.002
"P39","Buena",0.062,0.218,0.166,0.061
"P39","Ni buena ni mala",0.242,0.398,0.525,0.194
"P39","Mala",0.407,0.223,0.112,0.545
"P39","Muy mala",0.201,0.098,0.029,0.019
"P39","No sabe",0.03,0.024,0.039,0.179
"P41","Peor",0.686,0.238,0.127,0.419
"P41","Igual",0.198,0.418,0.209,0.115
"P41","Mejor",0.07,0.263,0.532,0.17
"P41","No sabe",0.046,0.081,0.132,0.296
"P42","Javier Milei",0.34,0.528,0.38,0.435
"P42","Los gobernadores",0.577,0.342,0.364,0.376
"P42","No sabe",0.083,0.13,0.256,0.189
"P43","Muy buena",0.104,0.132,0.326,0.1
"P43","Buena",0.173,0.243,0.219,0.171
"P43","Ni buena ni mala",0.309,0.294,0.338,0.309
"P43","Mala",0.246,0.198,0.077,0.292
"P43","Muy mala",0.155,0.124,0.04,0.061
"P43","No sabe",0.013,0.009,0,0.067
"P45","Muy buena",0.167,0.084,0.15,0.049
"P45","Buena",0.164,0.167,0.154,0.182
"P45","Ni buena ni mala",0.268,0.28,0.314,0.327
"P45","Mala",0.184,0.254,0.224,0.211
"P45","Muy mala",0.174,0.19,0.11,0.133
"P45","No sabe",0.043,0.025,0.048,0.098
"P46","Muy buena",0.11,0.148,0.205,0.101
"P46","Buena",0.136,0.204,0.187,0.139
"P46","Ni buena ni mala",0.34,0.37,0.33,0.431
"P46","Mala",0.186,0.173,0.144,0.127
"P46","Muy mala",0.162,0.078,0.071,0.077
"P46","No sabe",0.066,0.027,0.063,0.125
"P49","Muy buena",0.32,0.14,0.212,0.181
"P49","Buena",0.133,0.097,0.077,0.171
"P49","Ni buena ni mala",0.133,0.097,0.14,0.046
"P49","Mala",0.16,0.224,0.256,0.265
"P49","Muy mala",0.249,0.427,0.306,0.311
"P49","No sabe",0.005,0.015,0.009,0.026
"P50","Muy buena",0.076,0.105,0.172,0.068
"P50","Buena",0.104,0.231,0.188,0.122
"P50","Ni buena ni mala",0.146,0.271,0.232,0.256
"P50","Mala",0.28,0.213,0.211,0.226
"P50","Muy mala",0.391,0.18,0.191,0.295
"P50","No sabe",0.003,0,0.006,0.033
"P51","Muy buena",0.15,0.047,0.164,0.085
"P51","Buena",0.17,0.11,0.106,0.077
"P51","Ni buena ni mala",0.204,0.191,0.153,0.181
"P51","Mala",0.201,0.214,0.301,0.309
"P51","Muy mala",0.271,0.437,0.274,0.333
"P51","No sabe",0.004,0.001,0.002,0.015
"P52","Muy buena",0.33,0.112,0.22,0.151
"P52","Buena",0.121,0.097,0.056,0.154
"P52","Ni buena ni mala",0.102,0.13,0.103,0.129
"P52","Mala",0.165,0.176,0.247,0.242
"P52","Muy mala",0.261,0.481,0.372,0.302
"P52","No sabe",0.021,0.004,0.002,0.022
"P53","Muy buena",0.208,0.358,0.389,0.295
"P53","Buena",0.108,0.261,0.137,0.147
"P53","Ni buena ni mala",0.074,0.122,0.179,0.075
"P53","Mala",0.162,0.103,0.092,0.218
"P53","Muy mala",0.436,0.154,0.17,0.225
"P53","No sabe",0.012,0.002,0.033,0.04
"P54","Muy buena",0.157,0.256,0.281,0.19
"P54","Buena",0.138,0.327,0.243,0.189
"P54","Ni buena ni mala",0.119,0.155,0.119,0.095
"P54","Mala",0.145,0.106,0.162,0.211
"P54","Muy mala",0.432,0.151,0.186,0.298
"P54","No sabe",0.009,0.005,0.009,0.017
"P55","Muy buena",0.211,0.334,0.378,0.225
"P55","Buena",0.099,0.238,0.169,0.144
"P55","Ni buena ni mala",0.144,0.223,0.203,0.13
"P55","Mala",0.136,0.073,0.093,0.189
"P55","Muy mala",0.387,0.111,0.149,0.291
"P55","No sabe",0.023,0.021,0.008,0.021
"P56","Muy buena",0.074,0.089,0.118,0.028
"P56","Buena",0.115,0.243,0.235,0.208
"P56","Ni buena ni mala",0.36,0.438,0.447,0.315
"P56","Mala",0.206,0.106,0.062,0.176
"P56","Muy mala",0.207,0.078,0.098,0.185
"P56","No sabe",0.038,0.046,0.04,0.088
