"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P14","Muy mala",0.103,0.087,0.084,0.126,0.079,0.133,0.114,0.187,0.385,0.159
"P14","No sabe",0.014,0.001,0.003,0.001,0.013,0.007,0.013,0.002,0.011,0.022
"P15","Muy buena",0.319,0.169,0.228,0.134,0.209,0.09,0.145,0.25,0.354,0.242
"P15","Buena",0.144,0.307,0.15,0.215,0.175,0.183,0.071,0.259,0.081,0.213
"P15","Ni buena ni mala",0.226,0.114,0.156,0.209,0.132,0.102,0.227,0.112,0.129,0.194
"P15","Mala",0.152,0.161,0.115,0.144,0.154,0.2,0.167,0.095,0.144,0.157
"P15","Muy mala",0.154,0.244,0.351,0.288,0.312,0.412,0.385,0.284,0.283,0.194
"P15","No sabe",0.005,0.005,0,0.01,0.018,0.013,0.005,0,0.009,0
"P20","Muy buena",0.187,0.14,0.092,0.055,0.094,0.07,0.075,0.054,0.085,0.112
"P20","Buena",0.191,0.298,0.182,0.205,0.266,0.276,0.177,0.225,0.061,0.111
"P20","Ni buena ni mala",0.307,0.236,0.372,0.357,0.397,0.392,0.299,0.174,0.278,0.425
"P20","Mala",0.198,0.222,0.27,0.273,0.159,0.209,0.39,0.334,0.307,0.183
"P20","Muy mala",0.112,0.073,0.046,0.092,0.071,0.049,0.053,0.213,0.255,0.133
"P20","No sabe",0.005,0.031,0.038,0.018,0.013,0.004,0.006,0,0.014,0.036
"P21","Gobierno nacional",0.337,0.376,0.335,0.313,0.382,0.49,0.373,0.202,0.23,0.201
"P21","Gobierno provincial",0.427,0.473,0.492,0.502,0.458,0.397,0.495,0.701,0.589,0.542
"P21","No sabe",0.236,0.151,0.173,0.185,0.16,0.113,0.132,0.097,0.181,0.257
"P22","El anterior gobierno de Anabela Carreras",0.289,0.242,0.494,0.439,0.447,0.436,0.346,0.497,0.287,0.339
"P22","El actual gobierno de Alberto Weretilneck",0.555,0.552,0.363,0.427,0.448,0.406,0.487,0.467,0.663,0.403
"P22","No sabe",0.156,0.206,0.143,0.134,0.105,0.158,0.167,0.036,0.05,0.258
"P23","El anterior gobierno de Alberto Fernández",0.297,0.433,0.257,0.245,0.252,0.329,0.206,0.13,0.354,0.035
"P23","El actual gobierno de Javier Milei",0.61,0.448,0.702,0.666,0.696,0.635,0.771,0.841,0.534,0.659
"P23","No sabe",0.093,0.119,0.041,0.089,0.052,0.036,0.023,0.029,0.112,0.306
"P24","Si",0.424,0.417,0.282,0.372,0.386,0.294,0.345,0.347,0.401,0.26
"P24","No",0.317,0.4,0.45,0.403,0.415,0.433,0.454,0.48,0.396,0.347
"P24","No sabe",0.259,0.183,0.268,0.225,0.199,0.273,0.201,0.173,0.203,0.393
"P25","Si",0.295,0.238,0.238,0.201,0.213,0.28,0.282,0.278,0.207,0.084
"P25","No",0.395,0.542,0.395,0.46,0.417,0.422,0.442,0.534,0.592,0.448
"P25","No sabe",0.31,0.22,0.367,0.339,0.37,0.298,0.276,0.188,0.201,0.468
"P26","Si",0.775,0.811,0.853,0.843,0.827,0.808,0.925,0.794,0.811,0.701
"P26","No",0.225,0.189,0.147,0.157,0.173,0.192,0.075,0.206,0.189,0.299
"P27","Estoy totalmente en desacuerdo, las universidades públicas son garantía de promoción social y contribuyen a igualar las oportunidades de todos los argentinos",0.496,0.462,0.542,0.582,0.434,0.607,0.562,0.402,0.433,0.458
"P27","Estoy en desacuerdo, sin universidades publicas no puede haber crecimiento sostenible ni mejora de la situación económica del país",0.19,0.187,0.103,0.088,0.159,0.148,0.088,0.135,0.105,0.201
"P27","Estoy parcialmente de acuerdo, es necesario una reforma profunda del sistema universitario público, incorporando exámenes de ingreso, arancelamiento para dar becas de estudio y racionalización de la oferta de carreras priorizando aquellas orientadas al desarrollo científico, tecnológico, la salud y el desarrollo económico",0.145,0.196,0.187,0.203,0.265,0.176,0.202,0.186,0.25,0.153
"P27","Estoy de acuerdo, las universidades publicas son muy ineficientes y costosas. La mayor parte de alumnos nunca terminan sus estudios, hay gran cantidad de carreras innecesarias y están muy politizadas",0.1,0.097,0.083,0.058,0.071,0.024,0.108,0.147,0.106,0.108
"P27","Estoy totalmente de acuerdo, las universidades publicas son centros de adoctrinamiento político y sirven a los intereses de los partidos políticos. Sería mejor utilizar esa plata para becar a los alumnos de escasos recursos para que pudieran elegir en que universidad privada estudiar",0.054,0.056,0.076,0.032,0.049,0.045,0.037,0.119,0.104,0.074
"P27","No sabe",0.015,0.002,0.009,0.037,0.022,0,0.003,0.011,0.002,0.006
"P29","1-Excelente",0.677,0.138,0.073,0.047,0.055,0.017,0.012,0,0.032,0.078
"P29","2",0.127,0.644,0.174,0.14,0.048,0.06,0.01,0,0,0.061
"P29","3",0.038,0.119,0.489,0.21,0.08,0.03,0.036,0.075,0,0.004
"P29","4",0.012,0.008,0.083,0.39,0.105,0.061,0.012,0.014,0.001,0.002
"P29","5",0.06,0.028,0.088,0.116,0.42,0.191,0.131,0.128,0.018,0.019
"P29","6",0.018,0.002,0.049,0.029,0.119,0.243,0.095,0.05,0.001,0.004
"P29","7",0.001,0.012,0.007,0.028,0.051,0.162,0.352,0.088,0.008,0.003
"P29","8",0.007,0.015,0.009,0.013,0.041,0.123,0.158,0.43,0.041,0.013
"P29","9-Pésimo",0.04,0.017,0.023,0.027,0.073,0.104,0.188,0.215,0.885,0.067
"P29","No sabe",0.02,0.017,0.005,0,0.008,0.009,0.006,0,0.014,0.749
"P30","1-Excelente",0.585,0.124,0.124,0.098,0.072,0.028,0.012,0.037,0.029,0.138
"P30","2",0.118,0.477,0.162,0.054,0.066,0,0.009,0.013,0.004,0.054
"P30","3",0.061,0.149,0.375,0.176,0.121,0.038,0.008,0.052,0.014,0.015
"P30","4",0.032,0.028,0.098,0.381,0.123,0.105,0.079,0.008,0.017,0.002
"P30","5",0.056,0.081,0.133,0.156,0.323,0.172,0.115,0.091,0.027,0.03
"P30","6",0.006,0.011,0.05,0.087,0.13,0.294,0.088,0.072,0.017,0.022
"P30","7",0.008,0.022,0.014,0.013,0.052,0.141,0.36,0.062,0.041,0.031
"P30","8",0.039,0.023,0.014,0.027,0.037,0.124,0.182,0.456,0.054,0
"P30","9-Pésimo",0.074,0.038,0.03,0.005,0.063,0.089,0.145,0.209,0.765,0.058
"P30","No sabe",0.021,0.047,0,0.003,0.013,0.009,0.002,0,0.032,0.65
"P31","1-Excelente",0.556,0.132,0.106,0.079,0.07,0.06,0.075,0.043,0.021,0.079
"P31","2",0.143,0.407,0.123,0.114,0.051,0.051,0.023,0,0.007,0.028
"P31","3",0.073,0.197,0.382,0.126,0.102,0.031,0.019,0.063,0.003,0.008
"P31","4",0.04,0.055,0.133,0.31,0.128,0.107,0.03,0.054,0.002,0
"P31","5",0.078,0.071,0.112,0.209,0.365,0.125,0.174,0.13,0.043,0.089
"P31","6",0.003,0.036,0.042,0.055,0.087,0.254,0.212,0.071,0.013,0.002
"P31","7",0.01,0.003,0.01,0.035,0.067,0.101,0.28,0.117,0.023,0.006
"P31","8",0.013,0.008,0.004,0.024,0.057,0.175,0.092,0.304,0.088,0.002
"P31","9-Pésimo",0.042,0.029,0.039,0.009,0.057,0.074,0.089,0.167,0.767,0.072
"P31","No sabe",0.042,0.062,0.049,0.039,0.016,0.022,0.006,0.051,0.033,0.714
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.498,0.405,0.53,0.539,0.5,0.686,0.53,0.36,0.328,0.438
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.133,0.274,0.123,0.149,0.16,0.144,0.103,0.109,0.194,0.096
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.161,0.086,0.131,0.147,0.151,0.097,0.151,0.182,0.222,0.185
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.146,0.161,0.169,0.144,0.164,0.059,0.169,0.28,0.215,0.189
"P32","No sabe",0.062,0.074,0.047,0.021,0.025,0.014,0.047,0.069,0.041,0.092
"P29","1-Excelente",0.677,0.138,0.073,0.047,0.055,0.017,0.012,0,0.032,0.078
"P29","2",0.127,0.644,0.174,0.14,0.048,0.06,0.01,0,0,0.061
"P29","3",0.038,0.119,0.489,0.21,0.08,0.03,0.036,0.075,0,0.004
"P29","4",0.012,0.008,0.083,0.39,0.105,0.061,0.012,0.014,0.001,0.002
"P29","5",0.06,0.028,0.088,0.116,0.42,0.191,0.131,0.128,0.018,0.019
"P29","6",0.018,0.002,0.049,0.029,0.119,0.243,0.095,0.05,0.001,0.004
"P29","7",0.001,0.012,0.007,0.028,0.051,0.162,0.352,0.088,0.008,0.003
"P29","8",0.007,0.015,0.009,0.013,0.041,0.123,0.158,0.43,0.041,0.013
"P29","9-Pésimo",0.04,0.017,0.023,0.027,0.073,0.104,0.188,0.215,0.885,0.067
"P29","No sabe",0.02,0.017,0.005,0,0.008,0.009,0.006,0,0.014,0.749
"P30","1-Excelente",0.585,0.124,0.124,0.098,0.072,0.028,0.012,0.037,0.029,0.138
"P30","2",0.118,0.477,0.162,0.054,0.066,0,0.009,0.013,0.004,0.054
"P30","3",0.061,0.149,0.375,0.176,0.121,0.038,0.008,0.052,0.014,0.015
"P30","4",0.032,0.028,0.098,0.381,0.123,0.105,0.079,0.008,0.017,0.002
"P30","5",0.056,0.081,0.133,0.156,0.323,0.172,0.115,0.091,0.027,0.03
"P30","6",0.006,0.011,0.05,0.087,0.13,0.294,0.088,0.072,0.017,0.022
"P30","7",0.008,0.022,0.014,0.013,0.052,0.141,0.36,0.062,0.041,0.031
"P30","8",0.039,0.023,0.014,0.027,0.037,0.124,0.182,0.456,0.054,0
"P30","9-Pésimo",0.074,0.038,0.03,0.005,0.063,0.089,0.145,0.209,0.765,0.058
"P30","No sabe",0.021,0.047,0,0.003,0.013,0.009,0.002,0,0.032,0.65
"P31","1-Excelente",0.556,0.132,0.106,0.079,0.07,0.06,0.075,0.043,0.021,0.079
"P31","2",0.143,0.407,0.123,0.114,0.051,0.051,0.023,0,0.007,0.028
"P31","3",0.073,0.197,0.382,0.126,0.102,0.031,0.019,0.063,0.003,0.008
"P31","4",0.04,0.055,0.133,0.31,0.128,0.107,0.03,0.054,0.002,0
"P31","5",0.078,0.071,0.112,0.209,0.365,0.125,0.174,0.13,0.043,0.089
"P31","6",0.003,0.036,0.042,0.055,0.087,0.254,0.212,0.071,0.013,0.002
"P31","7",0.01,0.003,0.01,0.035,0.067,0.101,0.28,0.117,0.023,0.006
"P31","8",0.013,0.008,0.004,0.024,0.057,0.175,0.092,0.304,0.088,0.002
"P31","9-Pésimo",0.042,0.029,0.039,0.009,0.057,0.074,0.089,0.167,0.767,0.072
"P31","No sabe",0.042,0.062,0.049,0.039,0.016,0.022,0.006,0.051,0.033,0.714
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.498,0.405,0.53,0.539,0.5,0.686,0.53,0.36,0.328,0.438
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.133,0.274,0.123,0.149,0.16,0.144,0.103,0.109,0.194,0.096
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.161,0.086,0.131,0.147,0.151,0.097,0.151,0.182,0.222,0.185
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.146,0.161,0.169,0.144,0.164,0.059,0.169,0.28,0.215,0.189
"P32","No sabe",0.062,0.074,0.047,0.021,0.025,0.014,0.047,0.069,0.041,0.092
"P33","Oponerse totalmente y no concurrir a la convocatoria",0.386,0.344,0.506,0.317,0.358,0.506,0.417,0.299,0.288,0.319
"P33","Oponerse parcialmente y concurrir a la convocatoria",0.159,0.269,0.121,0.28,0.237,0.218,0.204,0.081,0.141,0.179
"P33","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.255,0.223,0.196,0.297,0.241,0.191,0.255,0.342,0.283,0.238
"P33","Apoyar totalmente la iniciativa del gobierno nacional",0.156,0.116,0.147,0.057,0.128,0.053,0.117,0.202,0.256,0.221
"P33","No sabe",0.044,0.048,0.03,0.049,0.036,0.032,0.007,0.076,0.032,0.043
"P34","Oponerse totalmente",0.428,0.383,0.455,0.337,0.405,0.609,0.495,0.326,0.299,0.32
"P34","Oponerse parcialmente",0.091,0.194,0.11,0.213,0.134,0.081,0.126,0.084,0.099,0.153
"P34","Apoyar parcialmente",0.241,0.235,0.219,0.287,0.276,0.24,0.234,0.286,0.231,0.201
"P34","Apoyar totalmente",0.196,0.132,0.174,0.137,0.142,0.044,0.145,0.269,0.33,0.264
"P34","No sabe",0.044,0.056,0.042,0.026,0.043,0.026,0,0.035,0.041,0.062
"P35","Inseguridad y narcotráfico",0.368,0.331,0.343,0.382,0.352,0.373,0.251,0.412,0.348,0.35
"P35","Altos impuestos y tarifas",0.189,0.303,0.16,0.202,0.172,0.173,0.159,0.105,0.193,0.181
"P35","Educación y estado de las escuelas",0.211,0.116,0.226,0.136,0.215,0.144,0.161,0.122,0.104,0.231
"P35","Inflación",0.119,0.134,0.162,0.17,0.138,0.208,0.186,0.173,0.141,0.167
"P35","Estado de la salud",0.061,0.067,0.052,0.034,0.052,0.085,0.111,0.104,0.113,0.02
"P35","Corrupción",0.028,0.035,0.028,0.046,0.043,0.011,0.022,0.069,0.071,0.019
"P35","Pobreza",0.002,0.002,0.022,0.007,0.009,0.004,0.035,0.003,0.004,0.005
"P35","Medio ambiente, incendios y contaminación",0.005,0,0,0,0,0,0.021,0,0,0
"P35","Falta de trabajo",0.008,0.009,0,0.023,0.019,0,0.054,0.008,0.026,0.023
"P35","No sabe",0.009,0.003,0.007,0,0,0.002,0,0.004,0,0.004
"P39","Muy buena",0.148,0.054,0.003,0.002,0.051,0.013,0.029,0.03,0.044,0.073
"P39","Buena",0.173,0.249,0.139,0.091,0.106,0.077,0.051,0.1,0.05,0.073
"P39","Ni buena ni mala",0.285,0.271,0.38,0.388,0.399,0.376,0.285,0.177,0.202,0.32
"P39","Mala",0.21,0.283,0.392,0.447,0.333,0.414,0.414,0.458,0.342,0.37
"P39","Muy mala",0.149,0.11,0.05,0.071,0.081,0.056,0.168,0.196,0.314,0.094
"P39","No sabe",0.035,0.033,0.036,0.001,0.03,0.064,0.053,0.039,0.048,0.07
"P40","Peor",0.493,0.501,0.576,0.547,0.552,0.616,0.607,0.69,0.673,0.522
"P40","Igual",0.284,0.36,0.299,0.286,0.278,0.23,0.233,0.199,0.23,0.293
"P40","Mejor",0.152,0.063,0.068,0.077,0.108,0.097,0.066,0.053,0.05,0.067
"P40","No sabe",0.071,0.076,0.057,0.09,0.062,0.057,0.094,0.058,0.047,0.118
"P41","Peor",0.437,0.465,0.538,0.517,0.491,0.531,0.508,0.501,0.562,0.402
"P41","Igual",0.273,0.333,0.183,0.293,0.259,0.196,0.136,0.292,0.233,0.289
"P41","Mejor",0.217,0.127,0.174,0.11,0.149,0.17,0.28,0.151,0.165,0.166
"P41","No sabe",0.073,0.075,0.105,0.08,0.101,0.103,0.076,0.056,0.04,0.143
"P42","Javier Milei",0.481,0.354,0.355,0.392,0.341,0.184,0.324,0.47,0.518,0.447
"P42","Los gobernadores",0.37,0.525,0.564,0.523,0.515,0.697,0.585,0.391,0.412,0.379
"P42","No sabe",0.149,0.121,0.081,0.085,0.144,0.119,0.091,0.139,0.07,0.174
"P43","Muy buena",0.218,0.256,0.087,0.085,0.103,0.124,0.047,0.11,0.1,0.076
"P43","Buena",0.177,0.247,0.19,0.212,0.301,0.23,0.23,0.16,0.064,0.135
"P43","Ni buena ni mala",0.306,0.293,0.426,0.366,0.354,0.382,0.388,0.197,0.171,0.374
"P43","Mala",0.169,0.131,0.163,0.313,0.153,0.152,0.298,0.44,0.298,0.249
"P43","Muy mala",0.114,0.071,0.128,0.024,0.062,0.11,0.033,0.093,0.346,0.13
"P43","No sabe",0.016,0.002,0.006,0,0.027,0.002,0.004,0,0.021,0.036
"P45","Muy buena",0.153,0.164,0.107,0.159,0.177,0.149,0.091,0.125,0.09,0.067
"P45","Buena",0.17,0.244,0.168,0.146,0.201,0.267,0.093,0.103,0.116,0.065
"P45","Ni buena ni mala",0.232,0.345,0.263,0.401,0.284,0.251,0.337,0.248,0.214,0.378
"P45","Mala",0.188,0.124,0.254,0.192,0.154,0.239,0.314,0.299,0.237,0.25
"P45","Muy mala",0.202,0.096,0.141,0.081,0.139,0.088,0.104,0.209,0.295,0.193
"P45","No sabe",0.055,0.027,0.067,0.021,0.045,0.006,0.061,0.016,0.048,0.047
"P46","Muy buena",0.151,0.235,0.096,0.12,0.12,0.019,0.081,0.141,0.131,0.082
"P46","Buena",0.171,0.225,0.161,0.151,0.128,0.206,0.121,0.187,0.157,0.084
"P46","Ni buena ni mala",0.335,0.325,0.372,0.324,0.402,0.388,0.354,0.323,0.311,0.428
"P46","Mala",0.146,0.114,0.201,0.235,0.189,0.233,0.205,0.185,0.145,0.207
"P46","Muy mala",0.128,0.086,0.114,0.098,0.121,0.085,0.156,0.098,0.19,0.087
"P46","No sabe",0.069,0.015,0.056,0.072,0.04,0.069,0.083,0.066,0.066,0.112
"P49","Muy buena",0.227,0.279,0.283,0.224,0.287,0.373,0.27,0.248,0.185,0.189
"P49","Buena",0.106,0.08,0.151,0.146,0.142,0.104,0.136,0.139,0.116,0.071
"P49","Ni buena ni mala",0.165,0.211,0.125,0.12,0.092,0.156,0.123,0.067,0.066,0.085
"P49","Mala",0.209,0.202,0.2,0.189,0.197,0.159,0.206,0.214,0.158,0.233
"P49","Muy mala",0.287,0.226,0.241,0.277,0.281,0.208,0.265,0.332,0.451,0.398
"P49","No sabe",0.006,0.002,0,0.044,0.001,0,0,0,0.024,0.024
"P50","Muy buena",0.118,0.111,0.092,0.047,0.105,0.041,0.085,0.053,0.099,0.065
"P50","Buena",0.188,0.179,0.102,0.16,0.113,0.087,0.115,0.214,0.153,0.154
"P50","Ni buena ni mala",0.199,0.218,0.257,0.19,0.176,0.187,0.165,0.24,0.16,0.258
"P50","Mala",0.262,0.254,0.214,0.268,0.27,0.286,0.342,0.181,0.203,0.284
"P50","Muy mala",0.225,0.234,0.335,0.335,0.334,0.394,0.293,0.312,0.381,0.21
"P50","No sabe",0.008,0.004,0,0,0.002,0.005,0,0,0.004,0.029
"P51","Muy buena",0.18,0.073,0.147,0.087,0.121,0.145,0.044,0.094,0.114,0.138
"P51","Buena",0.147,0.163,0.134,0.161,0.193,0.141,0.188,0.116,0.076,0.071
"P51","Ni buena ni mala",0.16,0.293,0.228,0.246,0.151,0.342,0.211,0.152,0.153,0.161
"P51","Mala",0.225,0.246,0.228,0.254,0.209,0.159,0.284,0.271,0.171,0.242
"P51","Muy mala",0.287,0.225,0.263,0.244,0.322,0.204,0.273,0.367,0.485,0.359
"P51","No sabe",0.001,0,0,0.008,0.004,0.009,0,0,0.001,0.029
"P52","Muy buena",0.253,0.276,0.253,0.208,0.288,0.335,0.274,0.169,0.207,0.178
"P52","Buena",0.085,0.111,0.165,0.094,0.143,0.13,0.124,0.167,0.069,0.052
"P52","Ni buena ni mala",0.126,0.12,0.082,0.203,0.085,0.137,0.163,0.114,0.085,0.068
"P52","Mala",0.209,0.239,0.203,0.151,0.149,0.142,0.176,0.188,0.146,0.271
"P52","Muy mala",0.298,0.245,0.274,0.341,0.323,0.245,0.263,0.351,0.478,0.401
"P52","No sabe",0.029,0.009,0.023,0.003,0.012,0.011,0,0.011,0.015,0.03
"P53","Muy buena",0.344,0.261,0.263,0.179,0.231,0.087,0.176,0.226,0.4,0.3
"P53","Buena",0.113,0.241,0.105,0.133,0.17,0.115,0.158,0.255,0.112,0.208
"P53","Ni buena ni mala",0.141,0.116,0.095,0.151,0.1,0.068,0.038,0.109,0.064,0.042
"P53","Mala",0.136,0.107,0.134,0.175,0.14,0.258,0.194,0.055,0.118,0.226
"P53","Muy mala",0.257,0.257,0.403,0.362,0.346,0.433,0.427,0.327,0.299,0.198
"P53","No sabe",0.009,0.018,0,0,0.013,0.039,0.007,0.028,0.007,0.026
"P54","Muy buena",0.296,0.139,0.19,0.079,0.178,0.113,0.085,0.178,0.281,0.235
"P54","Buena",0.169,0.33,0.153,0.194,0.195,0.131,0.217,0.232,0.201,0.169
"P54","Ni buena ni mala",0.122,0.115,0.129,0.174,0.132,0.153,0.104,0.191,0.101,0.109
"P54","Mala",0.159,0.152,0.159,0.144,0.143,0.152,0.138,0.047,0.107,0.239
"P54","Muy mala",0.247,0.264,0.369,0.406,0.339,0.451,0.447,0.324,0.309,0.209
"P54","No sabe",0.007,0,0,0.003,0.013,0,0.009,0.028,0.001,0.039
"P55","Muy buena",0.35,0.185,0.253,0.208,0.197,0.079,0.19,0.258,0.407,0.273
"P55","Buena",0.125,0.241,0.099,0.122,0.162,0.155,0.139,0.17,0.105,0.154
"P55","Ni buena ni mala",0.171,0.227,0.232,0.194,0.176,0.162,0.132,0.17,0.117,0.167
"P55","Mala",0.117,0.094,0.128,0.061,0.139,0.141,0.176,0.075,0.084,0.229
"P55","Muy mala",0.218,0.21,0.267,0.408,0.3,0.453,0.359,0.268,0.284,0.151
"P55","No sabe",0.019,0.043,0.021,0.007,0.026,0.01,0.004,0.059,0.003,0.026
"P56","Muy buena",0.121,0.117,0.059,0.095,0.085,0.021,0.032,0.026,0.071,0.071
"P56","Buena",0.196,0.183,0.161,0.135,0.165,0.154,0.116,0.156,0.166,0.2
"P56","Ni buena ni mala",0.365,0.383,0.458,0.408,0.391,0.304,0.487,0.488,0.35,0.281
"P56","Mala",0.111,0.136,0.144,0.101,0.163,0.222,0.214,0.208,0.178,0.254
"P56","Muy mala",0.149,0.129,0.136,0.244,0.17,0.281,0.112,0.05,0.193,0.086
"P56","No sabe",0.058,0.052,0.042,0.017,0.026,0.018,0.039,0.072,0.042,0.108
