"var","categoria","Si","No","No sabe"
"P39","Muy buena",0.106,0.04,0.037
"P39","Buena",0.153,0.108,0.094
"P39","Ni buena ni mala",0.314,0.247,0.388
"P39","Mala",0.306,0.379,0.311
"P39","Muy mala",0.089,0.194,0.115
"P39","No sabe",0.032,0.032,0.055
"P40","Peor",0.635,0.567,0.539
"P40","Igual",0.219,0.313,0.247
"P40","Mejor",0.106,0.069,0.098
"P40","No sabe",0.04,0.051,0.116
"P41","Peor",0.522,0.488,0.493
"P41","Igual",0.238,0.29,0.209
"P41","Mejor",0.199,0.171,0.142
"P41","No sabe",0.041,0.051,0.156
"P42","Javier Milei",0.277,0.538,0.288
"P42","Los gobernadores",0.62,0.371,0.54
"P42","No sabe",0.103,0.091,0.172
"P43","Muy buena",0.262,0.087,0.092
"P43","Buena",0.271,0.132,0.236
"P43","Ni buena ni mala",0.241,0.281,0.405
"P43","Mala",0.162,0.289,0.161
"P43","Muy mala",0.062,0.201,0.075
"P43","No sabe",0.002,0.01,0.031
"P45","Muy buena",0.2,0.099,0.139
"P45","Buena",0.184,0.142,0.185
"P45","Ni buena ni mala",0.304,0.236,0.327
"P45","Mala",0.155,0.267,0.16
"P45","Muy mala",0.119,0.216,0.14
"P45","No sabe",0.038,0.04,0.049
"P46","Muy buena",0.131,0.16,0.075
"P46","Buena",0.144,0.197,0.113
"P46","Ni buena ni mala",0.318,0.33,0.418
"P46","Mala",0.205,0.144,0.198
"P46","Muy mala",0.157,0.118,0.113
"P46","No sabe",0.045,0.051,0.083
"P49","Muy buena",0.345,0.179,0.29
"P49","Buena",0.141,0.098,0.138
"P49","Ni buena ni mala",0.157,0.09,0.132
"P49","Mala",0.164,0.217,0.178
"P49","Muy mala",0.18,0.414,0.243
"P49","No sabe",0.013,0.002,0.019
"P50","Muy buena",0.084,0.124,0.045
"P50","Buena",0.112,0.177,0.128
"P50","Ni buena ni mala",0.176,0.203,0.197
"P50","Mala",0.266,0.222,0.29
"P50","Muy mala",0.362,0.27,0.331
"P50","No sabe",0,0.004,0.009
"P51","Muy buena",0.171,0.096,0.111
"P51","Buena",0.233,0.089,0.153
"P51","Ni buena ni mala",0.179,0.16,0.264
"P51","Mala",0.215,0.238,0.194
"P51","Muy mala",0.201,0.415,0.27
"P51","No sabe",0.001,0.002,0.008
"P52","Muy buena",0.33,0.175,0.303
"P52","Buena",0.17,0.056,0.152
"P52","Ni buena ni mala",0.111,0.087,0.15
"P52","Mala",0.181,0.199,0.147
"P52","Muy mala",0.206,0.459,0.238
"P52","No sabe",0.002,0.024,0.01
"P53","Muy buena",0.229,0.355,0.168
"P53","Buena",0.114,0.172,0.161
"P53","Ni buena ni mala",0.089,0.091,0.11
"P53","Mala",0.162,0.111,0.182
"P53","Muy mala",0.397,0.256,0.367
"P53","No sabe",0.009,0.015,0.012
"P54","Muy buena",0.181,0.24,0.141
"P54","Buena",0.108,0.275,0.162
"P54","Ni buena ni mala",0.164,0.116,0.116
"P54","Mala",0.156,0.103,0.186
"P54","Muy mala",0.382,0.257,0.389
"P54","No sabe",0.009,0.009,0.006
"P55","Muy buena",0.229,0.348,0.143
"P55","Buena",0.094,0.179,0.138
"P55","Ni buena ni mala",0.162,0.146,0.215
"P55","Mala",0.127,0.095,0.148
"P55","Muy mala",0.351,0.219,0.336
"P55","No sabe",0.037,0.013,0.02
"P56","Muy buena",0.121,0.082,0.038
"P56","Buena",0.159,0.185,0.144
"P56","Ni buena ni mala",0.337,0.382,0.431
"P56","Mala",0.176,0.152,0.175
"P56","Muy mala",0.155,0.172,0.148
"P56","No sabe",0.052,0.027,0.064
