"var","categoria","Si","No","No sabe"
"P35","Altos impuestos y tarifas",0.169,0.54,0.157
"P35","Educación y estado de las escuelas",0.074,0.071,0.6
"P35","Inflación",0.036,0.052,0.042
"P35","Estado de la salud",0.017,0.027,0.005
"P35","Corrupción",0.039,0.036,0
"P35","Pobreza",0.007,0,0.002
"P35","Medio ambiente, incendios y contaminación",0,0,0
"P35","Falta de trabajo",0.004,0,0
"P35","No sabe",0.002,0,0.044
"P39","Muy buena",0.08,0.113,0
"P39","Buena",0.257,0.351,0.271
"P39","Ni buena ni mala",0.36,0.338,0.476
"P39","Mala",0.222,0.154,0.156
"P39","Muy mala",0.069,0.032,0.008
"P39","No sabe",0.012,0.012,0.089
"P40","Peor",0.375,0.291,0.259
"P40","Igual",0.434,0.502,0.305
"P40","Mejor",0.117,0.122,0.279
"P40","No sabe",0.074,0.085,0.157
"P41","Peor",0.379,0.256,0.147
"P41","Igual",0.298,0.37,0.218
"P41","Mejor",0.24,0.234,0.364
"P41","No sabe",0.083,0.14,0.271
"P42","El gobierno de Javier Milei",0.353,0.304,0.272
"P42","El gobierno de Alberto Fernández",0.514,0.547,0.332
"P42","Ambos",0.127,0.119,0.303
"P42","No sabe",0.006,0.03,0.093
"P43","Javier Milei",0.471,0.439,0.256
"P43","Los gobernadores",0.466,0.473,0.373
"P43","No sabe",0.063,0.088,0.371
"P44","Muy buena",0.197,0.162,0.241
"P44","Buena",0.265,0.388,0.119
"P44","Ni buena ni mala",0.335,0.28,0.432
"P44","Mala",0.131,0.123,0.062
"P44","Muy mala",0.067,0.04,0.006
"P44","No sabe",0.005,0.007,0.14
"P45","Muy buena",0.113,0.119,0.11
"P45","Buena",0.219,0.247,0.086
"P45","Ni buena ni mala",0.305,0.389,0.464
"P45","Mala",0.198,0.143,0.161
"P45","Muy mala",0.139,0.072,0.016
"P45","No sabe",0.026,0.03,0.163
"P46","Muy buena",0.068,0.086,0.141
"P46","Buena",0.118,0.244,0.11
"P46","Ni buena ni mala",0.223,0.256,0.261
"P46","Mala",0.384,0.243,0.281
"P46","Muy mala",0.202,0.158,0.08
"P46","No sabe",0.005,0.013,0.127
"P47","Muy buena",0.058,0.098,0.11
"P47","Buena",0.131,0.157,0.077
"P47","Ni buena ni mala",0.432,0.397,0.393
"P47","Mala",0.187,0.187,0.157
"P47","Muy mala",0.153,0.104,0.121
"P47","No sabe",0.039,0.057,0.142
"P48","Muy buena",0.14,0.157,0.073
"P48","Buena",0.186,0.164,0.223
"P48","Ni buena ni mala",0.297,0.348,0.367
"P48","Mala",0.22,0.17,0.144
"P48","Muy mala",0.155,0.119,0.014
"P48","No sabe",0.002,0.042,0.179
"P49","Muy buena",0.247,0.212,0.171
"P49","Buena",0.111,0.133,0.144
"P49","Ni buena ni mala",0.066,0.159,0.23
"P49","Mala",0.252,0.172,0.234
"P49","Muy mala",0.316,0.323,0.183
"P49","No sabe",0.008,0.001,0.038
"P50","Muy buena",0.118,0.108,0.072
"P50","Buena",0.142,0.274,0.122
"P50","Ni buena ni mala",0.176,0.261,0.267
"P50","Mala",0.273,0.163,0.262
"P50","Muy mala",0.277,0.194,0.188
"P50","No sabe",0.014,0,0.089
"P51","Muy buena",0.131,0.1,0.139
"P51","Buena",0.138,0.211,0.249
"P51","Ni buena ni mala",0.113,0.206,0.242
"P51","Mala",0.249,0.184,0.155
"P51","Muy mala",0.367,0.294,0.166
"P51","No sabe",0.002,0.005,0.049
"P52","Muy buena",0.31,0.388,0.201
"P52","Buena",0.141,0.169,0.189
"P52","Ni buena ni mala",0.098,0.114,0.204
"P52","Mala",0.137,0.137,0.223
"P52","Muy mala",0.314,0.192,0.15
"P52","No sabe",0,0,0.033
"P53","Muy buena",0.281,0.306,0.107
"P53","Buena",0.171,0.242,0.13
"P53","Ni buena ni mala",0.089,0.166,0.326
"P53","Mala",0.164,0.116,0.171
"P53","Muy mala",0.293,0.17,0.234
"P53","No sabe",0.002,0,0.032
"P54","Muy buena",0.157,0.198,0.14
"P54","Buena",0.11,0.23,0.148
"P54","Ni buena ni mala",0.284,0.244,0.251
"P54","Mala",0.149,0.115,0.222
"P54","Muy mala",0.287,0.183,0.189
"P54","No sabe",0.013,0.03,0.05
"P55","Muy buena",0.344,0.323,0.231
"P55","Buena",0.133,0.208,0.095
"P55","Ni buena ni mala",0.105,0.214,0.328
"P55","Mala",0.129,0.104,0.038
"P55","Muy mala",0.285,0.139,0.148
"P55","No sabe",0.004,0.012,0.16
"P56","Muy buena",0.092,0.128,0.049
"P56","Buena",0.17,0.26,0.11
"P56","Ni buena ni mala",0.379,0.391,0.48
"P56","Mala",0.184,0.129,0.124
"P56","Muy mala",0.165,0.068,0.044
"P56","No sabe",0.01,0.024,0.193
"P57","Muy buena",0.147,0.145,0.073
"P57","Buena",0.19,0.224,0.185
"P57","Ni buena ni mala",0.177,0.315,0.295
"P57","Mala",0.148,0.132,0.081
"P57","Muy mala",0.321,0.171,0.183
"P57","No sabe",0.017,0.013,0.183
"P58","Muy buena",0.125,0.189,0.013
"P58","Buena",0.154,0.199,0.164
"P58","Ni buena ni mala",0.31,0.349,0.265
"P58","Mala",0.146,0.099,0.088
"P58","Muy mala",0.217,0.094,0.174
"P58","No sabe",0.048,0.07,0.296
