"var","categoria","Javier Milei","Los gobernadores","No sabe"
"P26","Si",0.687,0.677,0.523
"P26","No",0.205,0.226,0.177
"P26","No sabe",0.108,0.097,0.3
"P27","Correcta",0.25,0.373,0.207
"P27","Incorrecta",0.616,0.431,0.452
"P27","No sabe",0.134,0.196,0.341
"P28","Si",0.627,0.594,0.366
"P28","No",0.317,0.327,0.277
"P28","No sabe",0.056,0.079,0.357
"P29","Correcta",0.58,0.389,0.359
"P29","Incorrecta",0.26,0.413,0.213
"P29","No sabe",0.16,0.198,0.428
"P30","Si",0.72,0.664,0.626
"P30","No",0.218,0.266,0.128
"P30","No sabe",0.062,0.07,0.246
"P31","Adecuada",0.173,0.302,0.102
"P31","Insuficiente",0.074,0.133,0.092
"P31","Excesiva",0.198,0.271,0.331
"P31","Inaceptable",0.521,0.241,0.297
"P31","No sabe",0.034,0.053,0.178
"P33","Si",0.373,0.6,0.343
"P33","No",0.534,0.298,0.239
"P33","No sabe",0.093,0.102,0.418
"P34","Si",0.655,0.371,0.476
"P34","No",0.245,0.505,0.155
"P34","No sabe",0.1,0.124,0.369
"P35","Inseguridad y narcotráfico",0.54,0.46,0.324
"P35","Altos impuestos y tarifas",0.258,0.323,0.262
"P35","Educación y estado de las escuelas",0.105,0.104,0.304
"P35","Inflación",0.014,0.074,0.022
"P35","Estado de la salud",0.022,0.005,0.009
"P35","Corrupción",0.055,0.018,0.035
"P35","Pobreza",0,0.01,0.003
"P35","Medio ambiente, incendios y contaminación",0,0.001,0
"P35","Falta de trabajo",0.004,0.001,0
"P35","No sabe",0.002,0.004,0.041
"P39","Muy buena",0.113,0.071,0.004
"P39","Buena",0.23,0.349,0.262
"P39","Ni buena ni mala",0.372,0.335,0.472
"P39","Mala",0.22,0.177,0.223
"P39","Muy mala",0.058,0.038,0.022
"P39","No sabe",0.007,0.03,0.017
"P40","Peor",0.32,0.363,0.28
"P40","Igual",0.482,0.406,0.423
"P40","Mejor",0.124,0.137,0.18
"P40","No sabe",0.074,0.094,0.117
"P41","Peor",0.324,0.351,0.178
"P41","Igual",0.338,0.293,0.233
"P41","Mejor",0.254,0.241,0.315
"P41","No sabe",0.084,0.115,0.274
"P42","El gobierno de Javier Milei",0.141,0.567,0.074
"P42","El gobierno de Alberto Fernández",0.779,0.251,0.466
"P42","Ambos",0.065,0.163,0.39
"P42","No sabe",0.015,0.019,0.07
"P44","Muy buena",0.182,0.2,0.185
"P44","Buena",0.215,0.375,0.224
"P44","Ni buena ni mala",0.362,0.28,0.39
"P44","Mala",0.166,0.093,0.061
"P44","Muy mala",0.07,0.044,0.012
"P44","No sabe",0.005,0.008,0.128
"P45","Muy buena",0.118,0.114,0.11
"P45","Buena",0.121,0.315,0.177
"P45","Ni buena ni mala",0.335,0.367,0.304
"P45","Mala",0.24,0.12,0.158
"P45","Muy mala",0.163,0.06,0.065
"P45","No sabe",0.023,0.024,0.186
"P46","Muy buena",0.111,0.05,0.082
"P46","Buena",0.113,0.198,0.166
"P46","Ni buena ni mala",0.176,0.268,0.368
"P46","Mala",0.37,0.321,0.188
"P46","Muy mala",0.229,0.153,0.055
"P46","No sabe",0.001,0.01,0.141
"P47","Muy buena",0.1,0.056,0.058
"P47","Buena",0.103,0.166,0.129
"P47","Ni buena ni mala",0.366,0.45,0.493
"P47","Mala",0.214,0.173,0.106
"P47","Muy mala",0.173,0.119,0.035
"P47","No sabe",0.044,0.036,0.179
"P48","Muy buena",0.109,0.189,0.049
"P48","Buena",0.123,0.24,0.181
"P48","Ni buena ni mala",0.266,0.34,0.461
"P48","Mala",0.283,0.136,0.097
"P48","Muy mala",0.204,0.069,0.088
"P48","No sabe",0.015,0.026,0.124
"P49","Muy buena",0.116,0.387,0.003
"P49","Buena",0.023,0.219,0.103
"P49","Ni buena ni mala",0.059,0.119,0.292
"P49","Mala",0.308,0.145,0.229
"P49","Muy mala",0.481,0.13,0.346
"P49","No sabe",0.013,0,0.027
"P50","Muy buena",0.202,0.041,0.023
"P50","Buena",0.272,0.095,0.189
"P50","Ni buena ni mala",0.268,0.13,0.335
"P50","Mala",0.161,0.297,0.293
"P50","Muy mala",0.078,0.437,0.08
"P50","No sabe",0.019,0,0.08
"P51","Muy buena",0.112,0.145,0.059
"P51","Buena",0.029,0.318,0.125
"P51","Ni buena ni mala",0.059,0.21,0.322
"P51","Mala",0.281,0.172,0.173
"P51","Muy mala",0.514,0.155,0.273
"P51","No sabe",0.005,0,0.048
"P52","Muy buena",0.59,0.113,0.131
"P52","Buena",0.169,0.106,0.311
"P52","Ni buena ni mala",0.079,0.101,0.319
"P52","Mala",0.059,0.227,0.146
"P52","Muy mala",0.103,0.453,0.063
"P52","No sabe",0,0,0.03
"P53","Muy buena",0.515,0.069,0.143
"P53","Buena",0.237,0.129,0.259
"P53","Ni buena ni mala",0.13,0.1,0.326
"P53","Mala",0.053,0.242,0.148
"P53","Muy mala",0.065,0.459,0.086
"P53","No sabe",0,0.001,0.038
"P54","Muy buena",0.303,0.064,0.056
"P54","Buena",0.207,0.095,0.173
"P54","Ni buena ni mala",0.325,0.172,0.455
"P54","Mala",0.055,0.228,0.161
"P54","Muy mala",0.081,0.429,0.113
"P54","No sabe",0.029,0.012,0.042
"P55","Muy buena",0.608,0.078,0.232
"P55","Buena",0.174,0.138,0.139
"P55","Ni buena ni mala",0.119,0.151,0.394
"P55","Mala",0.037,0.193,0.078
"P55","Muy mala",0.052,0.424,0.067
"P55","No sabe",0.01,0.016,0.09
"P56","Muy buena",0.145,0.059,0.09
"P56","Buena",0.253,0.141,0.177
"P56","Ni buena ni mala",0.385,0.379,0.483
"P56","Mala",0.138,0.202,0.07
"P56","Muy mala",0.062,0.193,0.061
"P56","No sabe",0.017,0.026,0.119
"P57","Muy buena",0.276,0.031,0.039
"P57","Buena",0.289,0.109,0.227
"P57","Ni buena ni mala",0.261,0.156,0.46
"P57","Mala",0.091,0.186,0.109
"P57","Muy mala",0.061,0.495,0.057
"P57","No sabe",0.022,0.023,0.108
"P58","Muy buena",0.249,0.055,0.008
"P58","Buena",0.253,0.101,0.119
"P58","Ni buena ni mala",0.333,0.266,0.498
"P58","Mala",0.054,0.202,0.088
"P58","Muy mala",0.046,0.318,0.063
"P58","No sabe",0.065,0.058,0.224
