"var","categoria","Si","No","No sabe"
"P43","Los gobernadores",0.558,0.281,0.358
"P43","No sabe",0.127,0.086,0.255
"P44","Muy buena",0.214,0.121,0.102
"P44","Buena",0.399,0.223,0.23
"P44","Ni buena ni mala",0.265,0.367,0.448
"P44","Mala",0.074,0.178,0.073
"P44","Muy mala",0.032,0.106,0.016
"P44","No sabe",0.016,0.005,0.131
"P45","Muy buena",0.344,0.02,0.007
"P45","Buena",0.386,0.079,0.078
"P45","Ni buena ni mala",0.184,0.207,0.553
"P45","Mala",0.059,0.354,0.205
"P45","Muy mala",0.016,0.325,0.008
"P45","No sabe",0.011,0.015,0.149
"P46","Muy buena",0.134,0.027,0.016
"P46","Buena",0.269,0.054,0.117
"P46","Ni buena ni mala",0.257,0.152,0.283
"P46","Mala",0.215,0.387,0.397
"P46","Muy mala",0.106,0.376,0.071
"P46","No sabe",0.019,0.004,0.116
"P47","Muy buena",0.104,0.037,0.02
"P47","Buena",0.174,0.088,0.052
"P47","Ni buena ni mala",0.466,0.313,0.423
"P47","Mala",0.149,0.233,0.244
"P47","Muy mala",0.064,0.29,0.097
"P47","No sabe",0.043,0.039,0.164
"P48","Muy buena",0.136,0.053,0.051
"P48","Buena",0.263,0.088,0.132
"P48","Ni buena ni mala",0.32,0.251,0.399
"P48","Mala",0.187,0.296,0.162
"P48","Muy mala",0.065,0.3,0.084
"P48","No sabe",0.029,0.012,0.172
"P49","Muy buena",0.362,0.081,0.179
"P49","Buena",0.131,0.077,0.069
"P49","Ni buena ni mala",0.113,0.044,0.139
"P49","Mala",0.19,0.248,0.221
"P49","Muy mala",0.2,0.544,0.349
"P49","No sabe",0.004,0.006,0.043
"P50","Muy buena",0.127,0.097,0.074
"P50","Buena",0.148,0.246,0.2
"P50","Ni buena ni mala",0.182,0.195,0.252
"P50","Mala",0.259,0.263,0.146
"P50","Muy mala",0.284,0.199,0.196
"P50","No sabe",0,0,0.132
"P51","Muy buena",0.182,0.04,0.056
"P51","Buena",0.267,0.068,0.124
"P51","Ni buena ni mala",0.163,0.079,0.214
"P51","Mala",0.172,0.298,0.203
"P51","Muy mala",0.203,0.515,0.321
"P51","No sabe",0.013,0,0.082
"P52","Muy buena",0.233,0.427,0.287
"P52","Buena",0.123,0.209,0.169
"P52","Ni buena ni mala",0.109,0.106,0.158
"P52","Mala",0.189,0.072,0.115
"P52","Muy mala",0.346,0.184,0.227
"P52","No sabe",0,0.002,0.044
"P53","Muy buena",0.27,0.396,0.167
"P53","Buena",0.108,0.244,0.159
"P53","Ni buena ni mala",0.115,0.111,0.192
"P53","Mala",0.209,0.085,0.164
"P53","Muy mala",0.298,0.163,0.26
"P53","No sabe",0,0.001,0.058
"P54","Muy buena",0.136,0.204,0.09
"P54","Buena",0.096,0.181,0.138
"P54","Ni buena ni mala",0.249,0.332,0.285
"P54","Mala",0.19,0.083,0.161
"P54","Muy mala",0.318,0.186,0.247
"P54","No sabe",0.011,0.014,0.079
"P55","Muy buena",0.212,0.484,0.26
"P55","Buena",0.101,0.161,0.135
"P55","Ni buena ni mala",0.244,0.109,0.154
"P55","Mala",0.131,0.076,0.108
"P55","Muy mala",0.289,0.16,0.206
"P55","No sabe",0.023,0.01,0.137
"P56","Muy buena",0.12,0.088,0.055
"P56","Buena",0.184,0.195,0.069
"P56","Ni buena ni mala",0.36,0.364,0.467
"P56","Mala",0.147,0.186,0.151
"P56","Muy mala",0.16,0.14,0.107
"P56","No sabe",0.029,0.027,0.151
"P57","Muy buena",0.138,0.167,0.13
"P57","Buena",0.135,0.179,0.148
"P57","Ni buena ni mala",0.234,0.287,0.259
"P57","Mala",0.151,0.155,0.113
"P57","Muy mala",0.327,0.184,0.228
"P57","No sabe",0.015,0.028,0.122
"P58","Muy buena",0.132,0.149,0.021
"P58","Buena",0.121,0.205,0.18
"P58","Ni buena ni mala",0.33,0.337,0.316
"P58","Mala",0.152,0.099,0.138
"P58","Muy mala",0.226,0.158,0.148
"P58","No sabe",0.039,0.052,0.197
