"var","categoria","Si","No","No sabe"
"P27","Incorrecta",0.51,0.667,0.337
"P27","No sabe",0.121,0.194,0.532
"P28","Si",0.74,0.226,0.238
"P28","No",0.199,0.679,0.379
"P28","No sabe",0.061,0.095,0.383
"P29","Correcta",0.521,0.387,0.334
"P29","Incorrecta",0.337,0.338,0.226
"P29","No sabe",0.142,0.275,0.44
"P30","Si",0.836,0.331,0.402
"P30","No",0.13,0.547,0.29
"P30","No sabe",0.034,0.122,0.308
"P31","Adecuada",0.286,0.057,0.129
"P31","Insuficiente",0.067,0.171,0.161
"P31","Excesiva",0.227,0.283,0.249
"P31","Inaceptable",0.387,0.388,0.297
"P31","No sabe",0.033,0.101,0.164
"P33","Si",0.505,0.358,0.369
"P33","No",0.404,0.495,0.261
"P33","No sabe",0.091,0.147,0.37
"P34","Si",0.554,0.439,0.401
"P34","No",0.37,0.403,0.227
"P34","No sabe",0.076,0.158,0.372
"P35","Inseguridad y narcotráfico",0.563,0.295,0.345
"P35","Altos impuestos y tarifas",0.231,0.502,0.225
"P35","Educación y estado de las escuelas",0.095,0.111,0.318
"P35","Inflación",0.046,0.036,0.027
"P35","Estado de la salud",0.015,0.032,0.018
"P35","Corrupción",0.036,0.021,0.045
"P35","Pobreza",0.007,0,0
"P35","Medio ambiente, incendios y contaminación",0,0,0
"P35","Falta de trabajo",0.003,0,0
"P35","No sabe",0.004,0.003,0.022
"P39","Muy buena",0.077,0.084,0.114
"P39","Buena",0.275,0.337,0.277
"P39","Ni buena ni mala",0.358,0.393,0.35
"P39","Mala",0.204,0.162,0.192
"P39","Muy mala",0.065,0.014,0.037
"P39","No sabe",0.021,0.01,0.03
"P40","Peor",0.363,0.252,0.333
"P40","Igual",0.436,0.511,0.369
"P40","Mejor",0.121,0.144,0.194
"P40","No sabe",0.08,0.093,0.104
"P41","Peor",0.362,0.245,0.194
"P41","Igual",0.286,0.42,0.281
"P41","Mejor",0.245,0.223,0.327
"P41","No sabe",0.107,0.112,0.198
"P42","El gobierno de Javier Milei",0.348,0.294,0.284
"P42","El gobierno de Alberto Fernández",0.507,0.61,0.329
"P42","Ambos",0.129,0.088,0.303
"P42","No sabe",0.016,0.008,0.084
"P43","Javier Milei",0.454,0.427,0.389
"P43","Los gobernadores",0.467,0.489,0.365
"P43","No sabe",0.079,0.084,0.246
"P44","Muy buena",0.179,0.222,0.196
"P44","Buena",0.274,0.361,0.255
"P44","Ni buena ni mala",0.339,0.249,0.393
"P44","Mala",0.139,0.097,0.073
"P44","Muy mala",0.065,0.045,0
"P44","No sabe",0.004,0.026,0.083
"P45","Muy buena",0.112,0.109,0.139
"P45","Buena",0.217,0.262,0.127
"P45","Ni buena ni mala",0.308,0.355,0.549
"P45","Mala",0.206,0.143,0.075
"P45","Muy mala",0.127,0.075,0.041
"P45","No sabe",0.03,0.056,0.069
"P46","Muy buena",0.076,0.06,0.144
"P46","Buena",0.106,0.305,0.186
"P46","Ni buena ni mala",0.243,0.183,0.299
"P46","Mala",0.363,0.31,0.178
"P46","Muy mala",0.206,0.119,0.111
"P46","No sabe",0.006,0.023,0.082
"P47","Muy buena",0.075,0.093,0.048
"P47","Buena",0.122,0.185,0.114
"P47","Ni buena ni mala",0.425,0.358,0.479
"P47","Mala",0.179,0.204,0.176
"P47","Muy mala",0.161,0.088,0.069
"P47","No sabe",0.038,0.072,0.114
"P48","Muy buena",0.142,0.155,0.099
"P48","Buena",0.186,0.207,0.12
"P48","Ni buena ni mala",0.301,0.31,0.441
"P48","Mala",0.208,0.185,0.156
"P48","Muy mala",0.156,0.078,0.079
"P48","No sabe",0.007,0.065,0.105
"P49","Muy buena",0.236,0.169,0.298
"P49","Buena",0.107,0.201,0.06
"P49","Ni buena ni mala",0.082,0.147,0.205
"P49","Mala",0.231,0.225,0.189
"P49","Muy mala",0.336,0.258,0.226
"P49","No sabe",0.008,0,0.022
"P50","Muy buena",0.122,0.079,0.103
"P50","Buena",0.171,0.24,0.146
"P50","Ni buena ni mala",0.169,0.269,0.346
"P50","Mala",0.257,0.216,0.159
"P50","Muy mala",0.269,0.196,0.179
"P50","No sabe",0.012,0,0.067
"P51","Muy buena",0.13,0.096,0.121
"P51","Buena",0.158,0.216,0.17
"P51","Ni buena ni mala",0.131,0.184,0.233
"P51","Mala",0.219,0.211,0.239
"P51","Muy mala",0.358,0.293,0.2
"P51","No sabe",0.004,0,0.037
"P52","Muy buena",0.319,0.364,0.293
"P52","Buena",0.149,0.183,0.13
"P52","Ni buena ni mala",0.089,0.092,0.287
"P52","Mala",0.165,0.092,0.128
"P52","Muy mala",0.278,0.269,0.137
"P52","No sabe",0,0,0.025
"P53","Muy buena",0.304,0.218,0.196
"P53","Buena",0.162,0.312,0.13
"P53","Ni buena ni mala",0.094,0.154,0.335
"P53","Mala",0.162,0.114,0.143
"P53","Muy mala",0.276,0.202,0.171
"P53","No sabe",0.002,0,0.025
"P54","Muy buena",0.167,0.172,0.171
"P54","Buena",0.129,0.25,0.113
"P54","Ni buena ni mala",0.256,0.228,0.405
"P54","Mala",0.158,0.127,0.103
"P54","Muy mala",0.272,0.202,0.159
"P54","No sabe",0.018,0.021,0.049
"P55","Muy buena",0.344,0.321,0.238
"P55","Buena",0.127,0.24,0.156
"P55","Ni buena ni mala",0.133,0.176,0.291
"P55","Mala",0.127,0.088,0.076
"P55","Muy mala",0.26,0.169,0.126
"P55","No sabe",0.009,0.006,0.113
"P56","Muy buena",0.095,0.118,0.099
"P56","Buena",0.171,0.272,0.184
"P56","Ni buena ni mala",0.389,0.389,0.416
"P56","Mala",0.183,0.112,0.116
"P56","Muy mala",0.143,0.106,0.031
"P56","No sabe",0.019,0.003,0.154
"P57","Muy buena",0.146,0.109,0.159
"P57","Buena",0.179,0.302,0.144
"P57","Ni buena ni mala",0.205,0.262,0.34
"P57","Mala",0.151,0.113,0.092
"P57","Muy mala",0.299,0.214,0.116
"P57","No sabe",0.02,0,0.149
"P58","Muy buena",0.133,0.144,0.136
"P58","Buena",0.14,0.276,0.149
"P58","Ni buena ni mala",0.32,0.27,0.394
"P58","Mala",0.144,0.119,0.036
"P58","Muy mala",0.198,0.126,0.113
"P58","No sabe",0.065,0.065,0.172
