"var","categoria","Si","No","No sabe"
"P46","Ni buena ni mala",0.229,0.2,0.301
"P46","Mala",0.332,0.311,0.349
"P46","Muy mala",0.126,0.272,0.166
"P46","No sabe",0.006,0.014,0.052
"P47","Muy buena",0.089,0.079,0.042
"P47","Buena",0.142,0.143,0.107
"P47","Ni buena ni mala",0.454,0.323,0.456
"P47","Mala",0.188,0.167,0.197
"P47","Muy mala",0.087,0.251,0.093
"P47","No sabe",0.04,0.037,0.105
"P48","Muy buena",0.193,0.079,0.101
"P48","Buena",0.219,0.161,0.131
"P48","Ni buena ni mala",0.313,0.282,0.379
"P48","Mala",0.178,0.23,0.196
"P48","Muy mala",0.073,0.23,0.13
"P48","No sabe",0.024,0.018,0.063
"P49","Muy buena",0.252,0.212,0.201
"P49","Buena",0.129,0.14,0.083
"P49","Ni buena ni mala",0.135,0.064,0.114
"P49","Mala",0.228,0.203,0.245
"P49","Muy mala",0.255,0.381,0.324
"P49","No sabe",0.001,0,0.033
"P50","Muy buena",0.11,0.13,0.089
"P50","Buena",0.196,0.187,0.15
"P50","Ni buena ni mala",0.205,0.196,0.242
"P50","Mala",0.257,0.234,0.194
"P50","Muy mala",0.232,0.253,0.253
"P50","No sabe",0,0,0.072
"P51","Muy buena",0.148,0.133,0.052
"P51","Buena",0.183,0.161,0.159
"P51","Ni buena ni mala",0.161,0.116,0.191
"P51","Mala",0.225,0.2,0.233
"P51","Muy mala",0.278,0.39,0.346
"P51","No sabe",0.005,0,0.019
"P52","Muy buena",0.311,0.335,0.342
"P52","Buena",0.167,0.16,0.121
"P52","Ni buena ni mala",0.112,0.112,0.117
"P52","Mala",0.161,0.145,0.111
"P52","Muy mala",0.249,0.247,0.297
"P52","No sabe",0,0.001,0.012
"P53","Muy buena",0.267,0.296,0.257
"P53","Buena",0.186,0.23,0.149
"P53","Ni buena ni mala",0.135,0.084,0.202
"P53","Mala",0.17,0.147,0.108
"P53","Muy mala",0.241,0.242,0.269
"P53","No sabe",0.001,0.001,0.015
"P54","Muy buena",0.178,0.151,0.171
"P54","Buena",0.146,0.187,0.124
"P54","Ni buena ni mala",0.273,0.261,0.265
"P54","Mala",0.152,0.135,0.14
"P54","Muy mala",0.221,0.26,0.275
"P54","No sabe",0.03,0.006,0.025
"P55","Muy buena",0.306,0.365,0.324
"P55","Buena",0.16,0.159,0.136
"P55","Ni buena ni mala",0.177,0.141,0.152
"P55","Mala",0.129,0.101,0.092
"P55","Muy mala",0.21,0.227,0.254
"P55","No sabe",0.018,0.007,0.042
"P56","Muy buena",0.134,0.064,0.073
"P56","Buena",0.22,0.211,0.12
"P56","Ni buena ni mala",0.383,0.363,0.446
"P56","Mala",0.141,0.167,0.193
"P56","Muy mala",0.095,0.182,0.108
"P56","No sabe",0.027,0.013,0.06
"P57","Muy buena",0.149,0.157,0.1
"P57","Buena",0.191,0.212,0.206
"P57","Ni buena ni mala",0.215,0.223,0.28
"P57","Mala",0.161,0.135,0.087
"P57","Muy mala",0.263,0.251,0.264
"P57","No sabe",0.021,0.022,0.063
"P58","Muy buena",0.155,0.147,0.082
"P58","Buena",0.15,0.208,0.164
"P58","Ni buena ni mala",0.322,0.288,0.347
"P58","Mala",0.136,0.12,0.111
"P58","Muy mala",0.157,0.199,0.175
"P58","No sabe",0.08,0.038,0.121
