"var","categoria","Si","No","No sabe"
"P48","Ni buena ni mala",0.289,0.315,0.446
"P48","Mala",0.254,0.162,0.073
"P48","Muy mala",0.165,0.104,0.07
"P48","No sabe",0.023,0.019,0.09
"P49","Muy buena",0.132,0.359,0.257
"P49","Buena",0.089,0.154,0.156
"P49","Ni buena ni mala",0.097,0.088,0.217
"P49","Mala",0.266,0.17,0.212
"P49","Muy mala",0.405,0.229,0.139
"P49","No sabe",0.011,0,0.019
"P50","Muy buena",0.153,0.079,0.033
"P50","Buena",0.226,0.139,0.135
"P50","Ni buena ni mala",0.233,0.124,0.354
"P50","Mala",0.229,0.249,0.229
"P50","Muy mala",0.143,0.409,0.191
"P50","No sabe",0.016,0,0.058
"P51","Muy buena",0.108,0.133,0.144
"P51","Buena",0.108,0.252,0.201
"P51","Ni buena ni mala",0.116,0.171,0.255
"P51","Mala",0.263,0.184,0.153
"P51","Muy mala",0.4,0.26,0.215
"P51","No sabe",0.005,0,0.032
"P52","Muy buena",0.434,0.218,0.196
"P52","Buena",0.188,0.121,0.112
"P52","Ni buena ni mala",0.108,0.074,0.229
"P52","Mala",0.12,0.183,0.143
"P52","Muy mala",0.15,0.403,0.3
"P52","No sabe",0,0.001,0.02
"P53","Muy buena",0.397,0.173,0.066
"P53","Buena",0.23,0.13,0.192
"P53","Ni buena ni mala",0.115,0.104,0.292
"P53","Mala",0.138,0.176,0.124
"P53","Muy mala",0.119,0.416,0.3
"P53","No sabe",0.001,0.001,0.026
"P54","Muy buena",0.239,0.106,0.067
"P54","Buena",0.168,0.13,0.151
"P54","Ni buena ni mala",0.324,0.175,0.292
"P54","Mala",0.134,0.16,0.148
"P54","Muy mala",0.116,0.419,0.277
"P54","No sabe",0.019,0.01,0.065
"P55","Muy buena",0.462,0.211,0.12
"P55","Buena",0.185,0.126,0.112
"P55","Ni buena ni mala",0.16,0.115,0.278
"P55","Mala",0.077,0.145,0.162
"P55","Muy mala",0.102,0.396,0.247
"P55","No sabe",0.014,0.007,0.081
"P56","Muy buena",0.127,0.06,0.102
"P56","Buena",0.235,0.179,0.08
"P56","Ni buena ni mala",0.407,0.352,0.435
"P56","Mala",0.136,0.196,0.162
"P56","Muy mala",0.073,0.198,0.114
"P56","No sabe",0.022,0.015,0.107
"P57","Muy buena",0.202,0.072,0.076
"P57","Buena",0.239,0.16,0.158
"P57","Ni buena ni mala",0.262,0.188,0.236
"P57","Mala",0.137,0.141,0.124
"P57","Muy mala",0.134,0.428,0.302
"P57","No sabe",0.026,0.011,0.104
"P58","Muy buena",0.187,0.092,0.051
"P58","Buena",0.227,0.124,0.069
"P58","Ni buena ni mala",0.335,0.284,0.343
"P58","Mala",0.104,0.157,0.128
"P58","Muy mala",0.078,0.297,0.217
"P58","No sabe",0.069,0.046,0.192
