"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P21","Neutral",0.131,0.291,0.339,0.324,0.208,0.191
"P21","Algo negativa",0.027,0.074,0.076,0.232,0.114,0.089
"P21","Negativa",0.042,0.033,0.105,0.115,0.506,0.064
"P21","No sabe",0.022,0.034,0.029,0.022,0.02,0.295
"P22","Muy positivo",0.642,0.278,0.22,0.081,0.063,0.085
"P22","Positivo",0.173,0.343,0.238,0.228,0.1,0.219
"P22","Neutral",0.088,0.237,0.338,0.211,0.192,0.227
"P22","Algo negativo",0.035,0.067,0.097,0.284,0.086,0.072
"P22","Negativo",0.049,0.047,0.093,0.17,0.514,0.072
"P22","No sabe",0.013,0.028,0.014,0.026,0.045,0.325
"P23","Muy positivo",0.589,0.217,0.164,0.072,0.071,0.097
"P23","Positivo",0.192,0.402,0.231,0.258,0.087,0.301
"P23","Neutral",0.118,0.262,0.445,0.331,0.233,0.239
"P23","Algo negativo",0.038,0.048,0.058,0.166,0.118,0.042
"P23","Negativo",0.044,0.04,0.077,0.144,0.462,0.068
"P23","No sabe",0.019,0.031,0.025,0.029,0.029,0.253
"P24","Muy positiva",0.424,0.14,0.13,0.107,0.027,0.033
"P24","Positiva",0.233,0.385,0.197,0.137,0.075,0.215
"P24","Neutral",0.189,0.247,0.419,0.241,0.152,0.237
"P24","Algo negativa",0.046,0.086,0.117,0.28,0.16,0.033
"P24","Negativa",0.069,0.1,0.082,0.199,0.531,0.114
"P24","No sabe",0.039,0.042,0.055,0.036,0.055,0.368
"P25","Muy positivo",0.39,0.097,0.098,0.022,0.023,0.022
"P25","Positivo",0.256,0.368,0.163,0.107,0.064,0.145
"P25","Neutral",0.185,0.295,0.433,0.278,0.113,0.191
"P25","Algo negativo",0.06,0.093,0.135,0.334,0.116,0.073
"P25","Negativo",0.067,0.099,0.099,0.201,0.651,0.084
"P25","No sabe",0.042,0.048,0.072,0.058,0.033,0.485
"P26","Muy positivo",0.347,0.093,0.074,0.015,0.01,0.024
"P26","Positivo",0.261,0.346,0.118,0.1,0.074,0.149
"P26","Neutral",0.232,0.364,0.579,0.363,0.148,0.107
"P26","Algo negativo",0.054,0.088,0.094,0.279,0.12,0.05
"P26","Negativo",0.052,0.064,0.072,0.178,0.589,0.078
"P26","No sabe",0.054,0.045,0.063,0.065,0.059,0.592
"P27","Muy positiva",0.76,0.217,0.209,0.052,0.063,0.094
"P27","Positiva",0.109,0.564,0.2,0.115,0.051,0.133
"P27","Neutral",0.073,0.135,0.429,0.261,0.116,0.179
"P27","Algo negativa",0.018,0.037,0.078,0.459,0.06,0.034
"P27","Negativa",0.02,0.03,0.058,0.091,0.691,0.063
"P27","No sabe",0.02,0.017,0.026,0.022,0.019,0.497
"P28","Muy positivo",0.846,0.125,0.138,0.038,0.034,0.068
"P28","Positivo",0.082,0.736,0.164,0.081,0.028,0.11
"P28","Neutral",0.045,0.072,0.525,0.146,0.067,0.131
"P28","Algo negativo",0.016,0.035,0.092,0.641,0.072,0.013
"P28","Negativo",0.009,0.016,0.059,0.075,0.776,0.046
"P28","No sabe",0.002,0.016,0.022,0.019,0.023,0.632
