"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P16","Aumentar los subsidios a los servicios públicos",0.015,0.016,0.024,0.01,0.017,0.019
"P17","Fomentar la competencia entre proveedores",0.247,0.216,0.354,0.345,0.423,0.342
"P17","Incrementar la inversión en infraestructura",0.182,0.233,0.187,0.229,0.205,0.159
"P17","Implementar políticas de subsidios focalizados en grupos vulnerable",0.238,0.254,0.136,0.106,0.073,0.156
"P17","Realizar auditorías periódicas a las empresas de servicios públicos",0.333,0.297,0.323,0.32,0.299,0.343
"P18","Muy positiva",0.462,0.216,0.101,0.101,0.054,0.091
"P18","Positiva",0.252,0.33,0.18,0.167,0.1,0.091
"P18","Neutral",0.192,0.263,0.489,0.325,0.328,0.254
"P18","Algo negativa",0.063,0.096,0.085,0.173,0.135,0.114
"P18","Negativa",0.003,0.031,0.079,0.159,0.336,0.056
"P18","No sabe",0.028,0.064,0.066,0.075,0.047,0.394
"P19","Muy positivo",0.466,0.155,0.055,0.05,0.045,0.047
"P19","Positivo",0.272,0.369,0.144,0.088,0.043,0.055
"P19","Neutral",0.192,0.291,0.549,0.367,0.339,0.261
"P19","Algo negativo",0.017,0.078,0.088,0.251,0.133,0.076
"P19","Negativo",0.005,0.026,0.076,0.155,0.379,0.08
"P19","No sabe",0.048,0.081,0.088,0.089,0.061,0.481
"P20","Muy positivo",0.39,0.082,0.031,0.044,0.014,0.011
"P20","Positivo",0.229,0.295,0.134,0.076,0.028,0.038
"P20","Neutral",0.275,0.459,0.623,0.475,0.442,0.312
"P20","Algo negativo",0.031,0.066,0.075,0.209,0.091,0.074
"P20","Negativo",0.015,0.017,0.06,0.112,0.347,0.081
"P20","No sabe",0.06,0.081,0.077,0.084,0.078,0.484
"P21","Muy positiva",0.714,0.449,0.215,0.131,0.081,0.227
"P21","Positiva",0.143,0.31,0.254,0.205,0.095,0.176
"P21","Neutral",0.094,0.159,0.383,0.325,0.281,0.193
"P21","Algo negativa",0.017,0.044,0.059,0.181,0.086,0.095
"P21","Negativa",0.014,0.016,0.062,0.127,0.429,0.093
"P21","No sabe",0.018,0.022,0.027,0.031,0.028,0.216
"P22","Muy positivo",0.795,0.446,0.197,0.134,0.073,0.198
"P22","Positivo",0.108,0.399,0.255,0.162,0.12,0.233
"P22","Neutral",0.049,0.084,0.393,0.321,0.208,0.188
"P22","Algo negativo",0.021,0.043,0.071,0.236,0.111,0.062
"P22","Negativo",0.01,0.013,0.06,0.112,0.474,0.107
"P22","No sabe",0.017,0.015,0.024,0.035,0.014,0.212
"P23","Muy positivo",0.739,0.362,0.188,0.11,0.064,0.127
"P23","Positivo",0.126,0.436,0.257,0.197,0.135,0.264
"P23","Neutral",0.094,0.145,0.419,0.36,0.298,0.282
"P23","Algo negativo",0.019,0.029,0.055,0.212,0.077,0.026
"P23","Negativo",0.01,0.012,0.051,0.094,0.39,0.108
"P23","No sabe",0.012,0.016,0.03,0.027,0.036,0.193
"P24","Muy positiva",0.844,0.15,0.046,0.027,0.008,0.063
"P24","Positiva",0.083,0.717,0.137,0.139,0.041,0.069
"P24","Neutral",0.047,0.077,0.723,0.187,0.084,0.178
"P24","Algo negativa",0.007,0.023,0.041,0.55,0.081,0.037
"P24","Negativa",0.015,0.005,0.025,0.072,0.758,0.058
"P24","No sabe",0.004,0.028,0.028,0.025,0.028,0.595
"P26","Muy positivo",0.726,0.061,0.028,0.02,0.002,0.029
"P26","Positivo",0.13,0.682,0.061,0.047,0.031,0.055
"P26","Neutral",0.118,0.205,0.821,0.246,0.159,0.138
"P26","Algo negativo",0.007,0.013,0.04,0.597,0.062,0.003
"P26","Negativo",0.001,0.009,0.015,0.057,0.685,0.038
"P26","No sabe",0.018,0.03,0.035,0.033,0.061,0.737
"P27","Muy positiva",0.777,0.426,0.244,0.178,0.158,0.189
"P27","Positiva",0.126,0.373,0.246,0.19,0.105,0.224
"P27","Neutral",0.053,0.127,0.386,0.287,0.191,0.145
"P27","Algo negativa",0.022,0.036,0.058,0.225,0.082,0.039
"P27","Negativa",0.006,0.027,0.032,0.103,0.418,0.077
"P27","No sabe",0.016,0.011,0.034,0.017,0.046,0.326
"P28","Muy positivo",0.757,0.416,0.217,0.145,0.185,0.167
"P28","Positivo",0.155,0.342,0.268,0.23,0.155,0.153
"P28","Neutral",0.062,0.144,0.379,0.225,0.128,0.188
"P28","Algo negativo",0.017,0.055,0.066,0.241,0.106,0.08
"P28","Negativo",0.004,0.027,0.039,0.11,0.407,0.071
"P28","No sabe",0.005,0.016,0.031,0.049,0.019,0.341
"P29","Muy positivo",0.698,0.363,0.206,0.174,0.153,0.177
"P29","Positivo",0.111,0.333,0.21,0.171,0.144,0.128
"P29","Neutral",0.168,0.223,0.466,0.376,0.219,0.295
"P29","Algo negativo",0.006,0.026,0.052,0.161,0.077,0.041
"P29","Negativo",0.011,0.023,0.032,0.085,0.377,0.035
"P29","No sabe",0.006,0.032,0.034,0.033,0.03,0.324
