"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P18","Positiva",0.261,0.313,0.154,0.135,0.116,0.122
"P18","Neutral",0.193,0.298,0.499,0.355,0.284,0.227
"P18","Algo negativa",0.062,0.096,0.117,0.187,0.136,0.09
"P18","Negativa",0.016,0.041,0.082,0.154,0.343,0.035
"P18","No sabe",0.039,0.047,0.055,0.091,0.066,0.439
"P19","Muy positivo",0.397,0.154,0.044,0.038,0.046,0.09
"P19","Positivo",0.28,0.327,0.125,0.089,0.049,0.083
"P19","Neutral",0.213,0.299,0.571,0.372,0.322,0.207
"P19","Algo negativo",0.034,0.096,0.099,0.23,0.149,0.068
"P19","Negativo",0.011,0.038,0.079,0.175,0.373,0.068
"P19","No sabe",0.065,0.086,0.082,0.096,0.061,0.484
"P20","Muy positivo",0.34,0.07,0.023,0.031,0.025,0.033
"P20","Positivo",0.209,0.295,0.112,0.056,0.059,0.057
"P20","Neutral",0.31,0.457,0.647,0.46,0.399,0.273
"P20","Algo negativo",0.028,0.07,0.085,0.228,0.107,0.06
"P20","Negativo",0.032,0.033,0.065,0.134,0.331,0.052
"P20","No sabe",0.081,0.075,0.068,0.091,0.079,0.525
"P21","Muy positiva",0.733,0.371,0.19,0.129,0.085,0.214
"P21","Positiva",0.131,0.367,0.231,0.144,0.104,0.176
"P21","Neutral",0.077,0.177,0.4,0.326,0.273,0.239
"P21","Algo negativa",0.022,0.034,0.081,0.227,0.089,0.057
"P21","Negativa",0.006,0.031,0.073,0.136,0.421,0.107
"P21","No sabe",0.031,0.02,0.025,0.038,0.028,0.207
"P22","Muy positivo",0.801,0.364,0.17,0.121,0.086,0.206
"P22","Positivo",0.116,0.441,0.226,0.172,0.094,0.211
"P22","Neutral",0.029,0.11,0.405,0.286,0.219,0.219
"P22","Algo negativo",0.018,0.042,0.089,0.274,0.115,0.048
"P22","Negativo",0.008,0.026,0.077,0.11,0.472,0.095
"P22","No sabe",0.028,0.017,0.033,0.037,0.014,0.221
"P23","Muy positivo",0.781,0.291,0.135,0.105,0.064,0.159
"P23","Positivo",0.109,0.512,0.223,0.158,0.137,0.209
"P23","Neutral",0.072,0.125,0.517,0.346,0.235,0.258
"P23","Algo negativo",0.01,0.033,0.057,0.268,0.074,0.037
"P23","Negativo",0.01,0.02,0.05,0.082,0.457,0.064
"P23","No sabe",0.018,0.019,0.018,0.041,0.033,0.273
"P25","Muy positivo",0.727,0.06,0.03,0.014,0.021,0.01
"P25","Positivo",0.165,0.668,0.062,0.055,0.009,0.089
"P25","Neutral",0.063,0.162,0.741,0.126,0.058,0.112
"P25","Algo negativo",0.015,0.064,0.074,0.657,0.064,0.039
"P25","Negativo",0.005,0.022,0.04,0.115,0.808,0.051
"P25","No sabe",0.025,0.024,0.053,0.033,0.04,0.699
"P26","Muy positivo",0.581,0.075,0.043,0.012,0.004,0.024
"P26","Positivo",0.192,0.514,0.086,0.073,0.021,0.149
"P26","Neutral",0.176,0.289,0.685,0.311,0.187,0.197
"P26","Algo negativo",0.022,0.049,0.066,0.446,0.094,0.026
"P26","Negativo",0.004,0.032,0.045,0.102,0.613,0.023
"P26","No sabe",0.025,0.041,0.075,0.056,0.081,0.581
"P27","Muy positiva",0.738,0.363,0.245,0.166,0.158,0.185
"P27","Positiva",0.135,0.401,0.205,0.2,0.13,0.188
"P27","Neutral",0.069,0.133,0.406,0.229,0.203,0.175
"P27","Algo negativa",0.03,0.035,0.057,0.232,0.088,0.067
"P27","Negativa",0.014,0.034,0.047,0.147,0.384,0.084
"P27","No sabe",0.014,0.034,0.04,0.026,0.037,0.301
"P28","Muy positivo",0.703,0.343,0.214,0.164,0.201,0.2
"P28","Positivo",0.17,0.362,0.24,0.196,0.185,0.133
"P28","Neutral",0.07,0.164,0.368,0.246,0.137,0.189
"P28","Algo negativo",0.037,0.053,0.075,0.205,0.104,0.115
"P28","Negativo",0.011,0.036,0.058,0.16,0.36,0.066
"P28","No sabe",0.009,0.042,0.045,0.029,0.013,0.297
"P29","Muy positivo",0.633,0.313,0.218,0.149,0.174,0.198
"P29","Positivo",0.134,0.33,0.181,0.18,0.161,0.135
"P29","Neutral",0.188,0.256,0.466,0.368,0.199,0.269
"P29","Algo negativo",0.027,0.031,0.047,0.154,0.083,0.031
"P29","Negativo",0.01,0.025,0.045,0.132,0.338,0.071
"P29","No sabe",0.008,0.045,0.043,0.017,0.045,0.296
