"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P08","Muy mala",0.061,0.073,0.142,0.172,0.317,0.195
"P09","Muy buena",0.249,0.094,0.028,0.031,0.039,0.031
"P09","Buena",0.3,0.3,0.153,0.069,0.092,0.144
"P09","Ni buena ni mala",0.241,0.317,0.3,0.272,0.177,0.268
"P09","Mala",0.119,0.186,0.289,0.327,0.247,0.294
"P09","Muy mala",0.091,0.103,0.23,0.301,0.445,0.263
"P10","Muy buena",0.273,0.111,0.05,0.037,0.089,0.039
"P10","Buena",0.326,0.333,0.209,0.142,0.113,0.199
"P10","Ni buena ni mala",0.252,0.368,0.423,0.391,0.292,0.376
"P10","Mala",0.076,0.136,0.206,0.298,0.271,0.256
"P10","Muy mala",0.073,0.052,0.112,0.132,0.235,0.13
"P11","Ha aumentado significativamente",0.225,0.112,0.03,0.045,0.062,0.026
"P11","Ha aumentado ligeramente",0.316,0.291,0.144,0.095,0.07,0.126
"P11","Se mantiene igual",0.214,0.33,0.316,0.305,0.198,0.28
"P11","Ha disminuido ligeramente",0.149,0.163,0.279,0.279,0.186,0.273
"P11","Ha disminuido significativamente",0.096,0.104,0.231,0.276,0.484,0.295
"P12","Muy baja",0.098,0.059,0.061,0.079,0.082,0.056
"P12","Baja",0.066,0.071,0.05,0.03,0.018,0.055
"P12","Moderada",0.172,0.173,0.096,0.065,0.036,0.058
"P12","Alta",0.388,0.343,0.187,0.19,0.074,0.202
"P12","Muy alta",0.276,0.354,0.606,0.636,0.79,0.629
"P13","Muy bajas",0.109,0.044,0.048,0.041,0.102,0.033
"P13","Bajas",0.079,0.088,0.1,0.114,0.165,0.074
"P13","Adecuadas",0.373,0.39,0.28,0.154,0.113,0.224
"P13","Altas",0.299,0.335,0.299,0.365,0.213,0.308
"P13","Muy altas",0.14,0.143,0.273,0.326,0.407,0.361
"P14","No, ninguna dificultad",0.478,0.37,0.228,0.176,0.252,0.203
"P14","Alguna dificultad ocasional",0.255,0.328,0.372,0.306,0.268,0.338
"P14","Sí, dificultades frecuentes",0.267,0.302,0.4,0.518,0.48,0.459
"P15","Sí, absolutamente",0.689,0.566,0.368,0.368,0.264,0.423
"P15","Sí, en cierta medida",0.203,0.296,0.38,0.318,0.252,0.375
"P15","No, en absoluto",0.108,0.138,0.252,0.314,0.484,0.202
"P16","Reducir la inflación",0.479,0.46,0.417,0.39,0.306,0.396
"P16","Implementar reformas fiscales",0.091,0.118,0.084,0.063,0.077,0.1
"P16","Establecer políticas de control de precios",0.27,0.245,0.136,0.12,0.118,0.11
"P16","Reducir el gasto público",0.095,0.135,0.31,0.343,0.452,0.313
"P16","Estimular la inversión extranjera",0.032,0.025,0.043,0.077,0.043,0.05
"P16","Aumentar los subsidios a los servicios públicos",0.033,0.017,0.01,0.007,0.004,0.031
"P17","Fomentar la competencia entre proveedores",0.292,0.234,0.344,0.303,0.414,0.333
"P17","Incrementar la inversión en infraestructura",0.192,0.236,0.204,0.19,0.199,0.157
"P17","Implementar políticas de subsidios focalizados en grupos vulnerable",0.19,0.201,0.167,0.162,0.068,0.136
"P17","Realizar auditorías periódicas a las empresas de servicios públicos",0.326,0.329,0.285,0.345,0.319,0.374
"P18","Muy positiva",0.729,0.178,0.058,0.078,0.043,0.063
"P18","Positiva",0.106,0.592,0.131,0.079,0.069,0.083
"P18","Neutral",0.08,0.14,0.7,0.271,0.071,0.121
"P18","Algo negativa",0.054,0.059,0.073,0.432,0.098,0.087
"P18","Negativa",0.018,0.016,0.02,0.113,0.671,0.032
"P18","No sabe",0.013,0.015,0.018,0.027,0.048,0.614
"P20","Muy positivo",0.535,0.074,0.014,0.016,0.011,0.024
"P20","Positivo",0.209,0.516,0.071,0.008,0.027,0.036
"P20","Neutral",0.206,0.342,0.796,0.371,0.197,0.154
"P20","Algo negativo",0.013,0.019,0.058,0.472,0.081,0.032
"P20","Negativo",0.009,0.003,0.03,0.084,0.644,0.043
"P20","No sabe",0.028,0.046,0.031,0.049,0.04,0.711
"P21","Muy positiva",0.736,0.49,0.226,0.1,0.081,0.227
"P21","Positiva",0.141,0.309,0.252,0.152,0.078,0.223
"P21","Neutral",0.097,0.14,0.373,0.354,0.204,0.167
"P21","Algo negativa",0.008,0.021,0.075,0.206,0.114,0.083
"P21","Negativa",0.015,0.014,0.056,0.149,0.489,0.094
"P21","No sabe",0.003,0.026,0.018,0.039,0.034,0.206
"P22","Muy positivo",0.771,0.492,0.228,0.127,0.068,0.211
"P22","Positivo",0.142,0.345,0.256,0.204,0.061,0.267
"P22","Neutral",0.045,0.096,0.335,0.267,0.199,0.212
"P22","Algo negativo",0.014,0.027,0.092,0.222,0.138,0.063
"P22","Negativo",0.019,0.024,0.067,0.15,0.485,0.069
"P22","No sabe",0.009,0.016,0.022,0.03,0.049,0.178
"P23","Muy positivo",0.685,0.43,0.204,0.111,0.077,0.195
"P23","Positivo",0.167,0.353,0.257,0.266,0.114,0.285
"P23","Neutral",0.08,0.183,0.387,0.28,0.262,0.245
"P23","Algo negativo",0.023,0.021,0.064,0.168,0.105,0.032
"P23","Negativo",0.018,0.007,0.058,0.133,0.386,0.087
"P23","No sabe",0.027,0.006,0.03,0.042,0.056,0.156
"P24","Muy positiva",0.556,0.3,0.119,0.068,0.023,0.122
"P24","Positiva",0.252,0.41,0.196,0.223,0.089,0.188
"P24","Neutral",0.084,0.184,0.439,0.272,0.22,0.212
"P24","Algo negativa",0.024,0.043,0.096,0.21,0.163,0.083
"P24","Negativa",0.038,0.031,0.108,0.178,0.455,0.068
"P24","No sabe",0.046,0.032,0.042,0.049,0.05,0.327
"P25","Muy positivo",0.556,0.251,0.093,0.03,0.009,0.077
"P25","Positivo",0.235,0.432,0.18,0.181,0.056,0.166
"P25","Neutral",0.106,0.214,0.432,0.258,0.214,0.23
"P25","Algo negativo",0.037,0.05,0.112,0.285,0.168,0.089
"P25","Negativo",0.039,0.029,0.123,0.18,0.488,0.072
"P25","No sabe",0.027,0.024,0.06,0.066,0.065,0.366
"P26","Muy positivo",0.489,0.198,0.082,0.038,0.021,0.07
"P26","Positivo",0.245,0.343,0.18,0.156,0.053,0.171
"P26","Neutral",0.183,0.364,0.483,0.334,0.245,0.291
"P26","Algo negativo",0.015,0.036,0.093,0.258,0.17,0.046
"P26","Negativo",0.035,0.024,0.096,0.114,0.446,0.071
"P26","No sabe",0.033,0.035,0.066,0.1,0.065,0.351
"P27","Muy positiva",0.724,0.541,0.263,0.178,0.116,0.194
"P27","Positiva",0.155,0.288,0.242,0.21,0.124,0.267
"P27","Neutral",0.068,0.109,0.309,0.322,0.192,0.212
"P27","Algo negativa",0.022,0.046,0.074,0.11,0.152,0.024
"P27","Negativa",0.015,0.005,0.08,0.154,0.384,0.052
"P27","No sabe",0.016,0.011,0.032,0.026,0.032,0.251
"P28","Muy positivo",0.704,0.479,0.242,0.173,0.14,0.253
"P28","Positivo",0.178,0.326,0.255,0.274,0.096,0.194
"P28","Neutral",0.06,0.127,0.287,0.268,0.222,0.206
"P28","Algo negativo",0.028,0.048,0.092,0.139,0.128,0.073
"P28","Negativo",0.02,0.009,0.091,0.1,0.386,0.046
"P28","No sabe",0.01,0.011,0.033,0.046,0.028,0.228
"P29","Muy positivo",0.649,0.391,0.237,0.194,0.137,0.248
"P29","Positivo",0.144,0.273,0.209,0.247,0.098,0.179
"P29","Neutral",0.157,0.288,0.386,0.318,0.265,0.279
"P29","Algo negativo",0.015,0.03,0.051,0.109,0.11,0.045
"P29","Negativo",0.028,0.008,0.071,0.081,0.359,0.038
"P29","No sabe",0.007,0.01,0.046,0.051,0.031,0.211
