"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P10","Al candidato de los liberales libertarios",0.162,0.149,0.102,0.162,0.071
"P10","Al candidato del Frente de Izquierda",0.018,0.039,0.048,0.059,0.12
"P10","No sabe",0.176,0.105,0.13,0.091,0.044
"P12","A Santiago López Medrano por Juntos por el Cambio",0.288,0.297,0.368,0.286,0.266
"P12","A Fernando Moreira por el Frente de Todos",0.328,0.368,0.333,0.373,0.518
"P12","Al candidato de los liberales libertarios",0.096,0.153,0.12,0.162,0.04
"P12","Al candidato del Frente de Izquierda",0.021,0.021,0.025,0.069,0.011
"P12","No sabe",0.267,0.161,0.154,0.11,0.165
"P14","A Santiago López Medrano por Juntos por el Cambio",0.272,0.305,0.368,0.198,0.221
"P14","A Juan Esleiman por el Frente de Todos",0.342,0.317,0.228,0.368,0.448
"P14","Al candidato de los liberales libertarios",0.087,0.148,0.132,0.208,0.071
"P14","Al candidato del Frente de Izquierda",0.043,0.039,0.028,0.023,0.079
"P14","No sabe",0.256,0.191,0.244,0.203,0.181
"P16","A Andrés Petrillo por Juntos por el Cambio",0.303,0.288,0.253,0.169,0.196
"P16","A Gabriel Katopodis por el Frente de Todos",0.439,0.397,0.446,0.4,0.674
"P16","Al candidato de los liberales libertarios",0.085,0.152,0.176,0.162,0.061
"P16","Al candidato del Frente de Izquierda",0.001,0.019,0.024,0.007,0
"P16","No sabe",0.172,0.144,0.101,0.262,0.069
"P17","A Andrés Petrillo por Juntos por el Cambio",0.338,0.298,0.243,0.182,0.22
"P17","A Fernando Moreira por el Frente de Todos",0.369,0.38,0.331,0.402,0.678
"P17","Al candidato de los liberales libertarios",0.097,0.165,0.192,0.14,0.061
"P17","Al candidato del Frente de Izquierda",0.024,0.028,0.024,0.027,0.021
"P17","No sabe",0.172,0.129,0.21,0.249,0.02
"P18","A Andrés Petrillo por Juntos por el Cambio",0.329,0.297,0.291,0.136,0.232
"P18","A Juan Esleiman por el Frente de Todos",0.358,0.302,0.261,0.32,0.426
"P18","Al candidato de los liberales libertarios",0.099,0.15,0.147,0.205,0.111
"P18","Al candidato del Frente de Izquierda",0.01,0.039,0.047,0.021,0.09
"P18","No sabe",0.204,0.212,0.254,0.318,0.141
"P19","Lo votaría",0.152,0.149,0.126,0.186,0.033
"P19","Puede que lo vote",0.219,0.105,0.131,0.074,0.123
"P19","Nunca lo votaría",0.385,0.487,0.481,0.515,0.525
"P19","No sabe",0.244,0.259,0.262,0.225,0.319
"P20","Lo votaría",0.246,0.201,0.198,0.256,0.291
"P20","Puede que lo vote",0.15,0.192,0.174,0.093,0.246
"P20","Nunca lo votaría",0.408,0.426,0.386,0.528,0.266
"P20","No sabe",0.196,0.181,0.242,0.123,0.197
"P21","Lo votaría",0.171,0.132,0.199,0.17,0.042
"P21","Puede que lo vote",0.204,0.198,0.124,0.085,0.123
"P21","Nunca lo votaría",0.421,0.449,0.41,0.48,0.463
"P21","No sabe",0.204,0.221,0.267,0.265,0.372
"P22","Lo votaría",0.347,0.376,0.398,0.385,0.488
"P22","Puede que lo vote",0.147,0.118,0.099,0.121,0.263
"P22","Nunca lo votaría",0.378,0.437,0.389,0.444,0.167
"P22","No sabe",0.128,0.069,0.114,0.05,0.082
"P23","Lo votaría",0.145,0.141,0.179,0.044,0.041
"P23","Puede que lo vote",0.219,0.19,0.141,0.139,0.181
"P23","Nunca lo votaría",0.439,0.463,0.47,0.54,0.583
"P23","No sabe",0.197,0.206,0.21,0.277,0.195
"P24","Lo votaría",0.135,0.097,0.1,0.092,0.132
"P24","Puede que lo vote",0.278,0.164,0.139,0.171,0.132
"P24","Nunca lo votaría",0.361,0.482,0.495,0.428,0.385
"P24","No sabe",0.226,0.257,0.266,0.309,0.351
"P25","Lo votaría",0.163,0.119,0.083,0.054,0.15
"P25","Puede que lo vote",0.136,0.15,0.144,0.134,0.147
"P25","Nunca lo votaría",0.436,0.518,0.497,0.408,0.414
"P25","No sabe",0.265,0.213,0.276,0.404,0.289
"P26","En Juntos por el Cambio, a Horacio Rodríguez Larreta presidente con Diego Santilli de gobernador",0.247,0.151,0.142,0.073,0.189
"P26","En Juntos por el Cambio, a Patricia Bullrich presidenta con Joaquín De La Torre de gobernador",0.214,0.26,0.283,0.21,0.079
"P26","En el Frente de Todos, a Alberto Fernández presidente con Victoria Tolosa paz de gobernadora",0.107,0.133,0.18,0.169,0.236
"P26","En el Frente de Todos, a Sergio Massa presidente con Axel Kicillof de gobernador",0.205,0.241,0.302,0.391,0.406
"P26","Por los liberales, a  Javier Milei presidente con Carolina Píparo de gobernadora",0.1,0.112,0.053,0.04,0.031
"P26","Solo como gobernador a José Luis Espert",0.011,0.03,0.019,0,0
"P26","A los candidatos a presidente y gobernador del Frente de Izquierda",0.021,0.015,0.014,0.007,0
"P26","No sabe",0.095,0.058,0.007,0.11,0.059
"P27","En Juntos por el Cambio, a Mauricio Macri presidente con Cristian Ritondo de gobernador",0.156,0.11,0.148,0.044,0.09
"P27","En Juntos por el Cambio, a Horacio Rodríguez Larreta presidente con Diego Santilli de gobernador",0.152,0.118,0.194,0.101,0.096
"P27","En Juntos por el Cambio, a Patricia Bullrich presidenta con Joaquín De La Torre de gobernador",0.116,0.159,0.158,0.147,0.066
"P27","En el Frente de Todos, a Alberto Fernández presidente con Victoria Tolosa paz de gobernadora",0.061,0.122,0.106,0.17,0.159
"P27","En el Frente de Todos, a Sergio Massa presidente con Axel Kicillof de gobernador",0.295,0.319,0.263,0.245,0.468
"P27","Por los liberales, a Javier Milei presidente con Carolina Píparo de gobernadora",0.092,0.083,0.047,0.133,0.05
"P27","Solo como gobernador a José Luis Espert",0.03,0.041,0.025,0,0
"P27","A los candidatos a presidente y gobernador del Frente de Izquierda",0.037,0.033,0.027,0.031,0.04
"P27","No sabe",0.061,0.015,0.032,0.129,0.031
"P28","A Horacio Rodríguez Larreta presidente con Diego Santilli de gobernador por Juntos por el Cambio",0.269,0.181,0.252,0.101,0.201
"P28","A Sergio Massa presidente con Axel Kicillof de gobernador por el Frente de Todos",0.336,0.323,0.389,0.399,0.357
"P28","A Javier Milei presidente con Carolina Píparo de gobernadora por la Libertad Avanza",0.14,0.139,0.123,0.166,0.136
"P28","Solo como gobernador a José Luis Espert",0.05,0.12,0.09,0.061,0.067
"P28","A los candidatos a presidente y gobernador del Frente de Izquierda",0.06,0.044,0.05,0.059,0.149
"P28","No sabe",0.145,0.193,0.096,0.214,0.09
"P29","A Patricia Bullrich presidenta con Joaquín De La Torre de gobernador por Juntos por el Cambio",0.342,0.315,0.377,0.209,0.261
"P29","A Sergio Massa presidente con Axel Kicillof de gobernador por el Frente de Todos",0.361,0.334,0.395,0.399,0.592
"P29","A Javier Milei presidente con Carolina Píparo de gobernadora por la Libertad Avanza",0.128,0.146,0.092,0.034,0.071
"P29","Solo como gobernador a José Luis Espert",0.027,0.04,0.048,0.059,0
"P29","A los candidatos a presidente y gobernador del Frente de Izquierda",0.017,0.013,0.02,0.067,0
"P29","No sabe",0.125,0.152,0.068,0.232,0.076
"P30","A Mauricio Macri presidente con Cristian Ritondo de gobernador por Juntos por el Cambio",0.313,0.275,0.339,0.15,0.261
"P30","A Sergio Massa presidente con Axel Kicillof de gobernador por el Frente de Todos",0.363,0.349,0.377,0.443,0.542
"P30","A Javier Milei presidente con Carolina Píparo de gobernadora por la Libertad Avanza",0.135,0.141,0.097,0.08,0.071
"P30","Solo como gobernador a José Luis Espert",0.062,0.062,0.104,0.09,0
"P30","A los candidatos a presidente y gobernador del Frente de Izquierda",0.037,0.015,0.027,0.027,0
"P30","No sabe",0.09,0.158,0.056,0.21,0.126
"P31","Muy buena",0.13,0.106,0.082,0.134,0.043
"P31","Buena",0.121,0.078,0.166,0.127,0.077
"P31","Ni buena ni mala",0.333,0.332,0.299,0.376,0.316
"P31","Mala",0.124,0.094,0.061,0.102,0.093
"P31","Muy mala",0.047,0.086,0.114,0.152,0.19
"P31","No sabe",0.245,0.304,0.278,0.109,0.281
"P32","Muy buena",0.175,0.116,0.145,0.083,0.064
"P32","Buena",0.151,0.141,0.122,0.143,0.109
"P32","Ni buena ni mala",0.319,0.231,0.252,0.456,0.285
"P32","Mala",0.128,0.194,0.09,0.166,0.081
"P32","Muy mala",0.057,0.154,0.205,0.07,0.173
"P32","No sabe",0.17,0.164,0.186,0.082,0.288
"P33","Muy buena",0.1,0.028,0.095,0.074,0.01
"P33","Buena",0.168,0.085,0.12,0.116,0.03
"P33","Ni buena ni mala",0.275,0.346,0.291,0.34,0.24
"P33","Mala",0.149,0.145,0.051,0.19,0.073
"P33","Muy mala",0.098,0.194,0.172,0.079,0.229
"P33","No sabe",0.21,0.202,0.271,0.201,0.418
"P34","Muy buena",0.25,0.249,0.314,0.356,0.474
"P34","Buena",0.182,0.104,0.133,0.08,0.048
"P34","Ni buena ni mala",0.218,0.185,0.206,0.155,0.189
"P34","Mala",0.172,0.166,0.082,0.1,0.025
"P34","Muy mala",0.117,0.264,0.216,0.274,0.145
"P34","No sabe",0.061,0.032,0.049,0.035,0.119
"P35","Muy buena",0.146,0.126,0.145,0.124,0.098
"P35","Buena",0.152,0.09,0.158,0.042,0.108
"P35","Ni buena ni mala",0.315,0.281,0.227,0.464,0.194
"P35","Mala",0.143,0.159,0.082,0.056,0.265
"P35","Muy mala",0.115,0.206,0.204,0.222,0.208
"P35","No sabe",0.129,0.138,0.184,0.092,0.127
"P36","Muy buena",0.15,0.056,0.095,0.038,0.074
"P36","Buena",0.098,0.089,0.074,0.023,0.108
"P36","Ni buena ni mala",0.356,0.419,0.325,0.447,0.245
"P36","Mala",0.152,0.134,0.087,0.093,0.156
"P36","Muy mala",0.058,0.132,0.122,0.128,0.057
"P36","No sabe",0.186,0.17,0.297,0.271,0.36
"P37","Muy buena",0.165,0.082,0.08,0.114,0.123
"P37","Buena",0.1,0.083,0.088,0.08,0.163
"P37","Ni buena ni mala",0.36,0.384,0.278,0.407,0.373
"P37","Mala",0.117,0.142,0.082,0.091,0.138
"P37","Muy mala",0.079,0.111,0.098,0.082,0.02
"P37","No sabe",0.179,0.198,0.374,0.226,0.183
"P38","Muy buena",0.202,0.123,0.141,0.115,0.292
"P38","Buena",0.133,0.145,0.157,0.19,0.214
"P38","Ni buena ni mala",0.246,0.255,0.192,0.344,0.153
"P38","Mala",0.229,0.2,0.125,0.122,0.182
"P38","Muy mala",0.103,0.226,0.187,0.19,0.02
"P38","No sabe",0.087,0.051,0.198,0.039,0.139
"P39","Que continúe el intendente Fernando Moreira",0.187,0.089,0.149,0.174,0.333
"P39","Que continúe Fernando Moreira pero con mejoras",0.18,0.202,0.195,0.259,0.269
"P39","Que cambie Fernando Moreira pero que se mantengan los avances",0.185,0.197,0.172,0.189,0.108
"P39","Que cambie el intendente Fernando Moreira",0.448,0.512,0.484,0.378,0.29
"P40","La seguridad",0.152,0.046,0.061,0.025,0.257
"P40","El tránsito",0.065,0.037,0.047,0.094,0.061
"P40","El arreglo de las calles",0.139,0.131,0.165,0.118,0.127
"P40","Los parques y espacios públicos",0.18,0.293,0.252,0.153,0.203
"P40","El sistema de salud",0.043,0.025,0.051,0.071,0.107
"P40","La limpieza de las calles",0.015,0.038,0.033,0.014,0.059
"P40","El deporte y la cultura",0.109,0.121,0.094,0.105,0.011
"P40","La luminaria",0.021,0.083,0.076,0.059,0.037
"P40","No sabe",0.276,0.226,0.221,0.361,0.138
"P41","La seguridad",0.638,0.612,0.52,0.361,0.282
"P41","El tránsito",0.058,0.048,0.083,0.088,0.011
"P41","El arreglo de las calles",0.058,0.084,0.132,0.094,0.076
"P41","Los parques y espacios públicos",0.034,0.043,0.039,0.031,0.036
"P41","El sistema de salud",0.083,0.04,0.116,0.031,0.091
"P41","La limpieza de las calles",0.023,0.048,0.031,0.024,0.07
"P41","El deporte y la cultura",0.03,0.01,0.035,0.091,0.032
"P41","La luminaria",0,0.015,0.01,0,0.021
"P41","No sabe",0.076,0.1,0.034,0.28,0.381
"P42","Agua corriente y cloacas",0.5,0.398,0.365,0.145,0
"P42","Energía eléctrica",0.143,0.225,0.192,0.139,0
"P42","Red de gas natural",0.035,0.034,0.083,0.044,0.011
"P42","Recolección de residuos",0.135,0.169,0.152,0.347,0.03
"P42","Ninguno",0.187,0.174,0.208,0.325,0.959
