"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P31","Muy buena",0.021,0.054,0.075,0.316,0.218
"P31","Buena",0.088,0.103,0.019,0.034,0
"P31","Ni buena ni mala",0.065,0.058,0.025,0.045,0.047
"P31","Mala",0.232,0.103,0.11,0.176,0.285
"P31","Muy mala",0.571,0.682,0.771,0.429,0.45
"P31","No sabe",0.023,0,0,0,0
"P32","Muy buena",0.168,0.686,0.352,0,0
"P32","Buena",0.342,0.251,0.465,0.151,0.509
"P32","Ni buena ni mala",0.254,0.023,0.069,0.404,0.194
"P32","Mala",0.159,0.015,0.084,0.405,0.217
"P32","Muy mala",0.077,0.025,0.03,0.04,0.08
"P32","No sabe",0,0,0,0,0
"P33","Muy buena",0.054,0.22,0.07,0,0.44
"P33","Buena",0.02,0.024,0.012,0.316,0
"P33","Ni buena ni mala",0.036,0.006,0.011,0,0.047
"P33","Mala",0.088,0.023,0.075,0,0.138
"P33","Muy mala",0.797,0.717,0.832,0.684,0.375
"P33","No sabe",0.005,0.01,0,0,0
"P34","Muy buena",0.457,0.229,0.164,0.144,0.176
"P34","Buena",0.275,0.364,0.405,0.695,0.288
"P34","Ni buena ni mala",0.061,0.205,0.255,0.139,0.453
"P34","Mala",0.084,0.092,0.126,0,0
"P34","Muy mala",0.119,0.11,0.039,0.022,0.083
"P34","No sabe",0.004,0,0.011,0,0
"P35","Muy buena",0.116,0.02,0.017,0,0.224
"P35","Buena",0.079,0.101,0.003,0,0.346
"P35","Ni buena ni mala",0.077,0.103,0.056,0.187,0
"P35","Mala",0.273,0.121,0.197,0.229,0.291
"P35","Muy mala",0.452,0.65,0.727,0.562,0.139
"P35","No sabe",0.003,0.005,0,0.022,0
"P36","Muy buena",0.219,0.572,0.76,0.122,0.282
"P36","Buena",0.492,0.282,0.116,0.357,0.108
"P36","Ni buena ni mala",0.163,0.033,0.007,0.462,0.15
"P36","Mala",0.088,0.05,0.076,0,0.074
"P36","Muy mala",0.038,0.06,0.041,0.059,0.083
"P36","No sabe",0,0.003,0,0,0.303
"P37","Muy buena",0.067,0.161,0.121,0.044,0
"P37","Buena",0.163,0.293,0.216,0.044,0.313
"P37","Ni buena ni mala",0.575,0.35,0.36,0.502,0.461
"P37","Mala",0.092,0.085,0.255,0.328,0.044
"P37","Muy mala",0.072,0.046,0.027,0.082,0.182
"P37","No sabe",0.031,0.065,0.021,0,0
