"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P20","Nunca la votaría",0.255,0.158,0.202
"P20","No sabe",0.062,0.04,0.029
"P21","Lo votaría",0.359,0.113,0.091
"P21","Puede que lo vote",0.29,0.553,0.127
"P21","Nunca lo votaría",0.307,0.278,0.747
"P21","No sabe",0.044,0.056,0.035
"P22","La votaría",0.277,0.265,0.241
"P22","Puede que la vote",0.294,0.447,0.345
"P22","Nunca la votaría",0.374,0.23,0.363
"P22","No sabe",0.055,0.058,0.051
"P23","Lo votaría",0.043,0.074,0.034
"P23","Puede que lo vote",0.077,0.106,0.066
"P23","Nunca lo votaría",0.836,0.808,0.875
"P23","No sabe",0.044,0.012,0.025
"P24","Lo votaría",0.087,0.038,0.087
"P24","Puede que lo vote",0.236,0.285,0.281
"P24","Nunca lo votaría",0.597,0.58,0.554
"P24","No sabe",0.08,0.097,0.078
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.421,0.626,0.503
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.282,0.243,0.288
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.012,0.009,0.012
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.018,0.021,0.074
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.212,0.048,0.029
"P25","Nicolás del Caño – Myriam Bregman",0,0,0.004
"P25","Otros candidatos",0.055,0.053,0.09
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.051,0.02,0.077
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.621,0.786,0.707
"P29","Javier Milei – José Luis Espert por los liberales",0.25,0.074,0.038
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.008,0.002,0.014
"P29","Otro candidato",0.07,0.118,0.164
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.584,0.587,0.568
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.069,0.113,0.138
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.301,0.149,0.052
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0,0.001,0.022
"P31","Otro candidato",0.046,0.15,0.22
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.058,0.051,0.071
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.564,0.705,0.703
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.295,0.099,0.031
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.006,0.002,0.025
"P33","Otro candidato",0.077,0.143,0.17
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.097,0.073,0.08
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.512,0.594,0.674
"P35","Javier Milei – José Luis Espert por los liberales",0.321,0.15,0.039
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.001,0.004,0.025
"P35","Otro candidato",0.069,0.179,0.182
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.063,0.059,0.114
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.559,0.616,0.644
"P37","Javier Milei – José Luis Espert por los liberales",0.303,0.178,0.039
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0,0.001,0.006
"P37","Otro candidato",0.075,0.146,0.197
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.012,0.006,0.062
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.625,0.78,0.719
"P38","Javier Milei – José Luis Espert por los liberales",0.257,0.097,0.043
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.009,0.009,0.024
"P38","Otro candidato",0.097,0.108,0.152
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.038,0.057,0.112
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.765,0.843,0.778
"P39","No sabe",0.197,0.1,0.11
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.023,0.017,0.068
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.819,0.826,0.808
"P40","No sabe",0.158,0.157,0.124
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.013,0.016,0.066
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.77,0.849,0.824
"P41","No sabe",0.217,0.135,0.11
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.015,0.01,0.075
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.812,0.85,0.809
"P42","No sabe",0.173,0.14,0.116
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.018,0.032,0.075
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.784,0.812,0.8
"P43","No sabe",0.198,0.156,0.125
"P44","Mauricio Macri – María Eugenia Vidal",0.701,0.766,0.721
"P44","Sergio Massa – Wado de Pedro",0.141,0.149,0.155
"P44","No sabe",0.158,0.085,0.124
"P45","Sergio Massa – Wado de Pedro",0.148,0.087,0.165
"P45","Javier Milei – José Luis Espert",0.527,0.51,0.239
"P45","No sabe",0.325,0.403,0.596
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.526,0.538,0.68
"P46","Javier Milei – José Luis Espert",0.355,0.285,0.105
"P46","No sabe",0.119,0.177,0.215
"P47","Muy buena",0.091,0.052,0.116
"P47","Buena",0.044,0.046,0.037
"P47","Ni buena ni mala",0.037,0.04,0.041
"P47","Mala",0.049,0.112,0.077
"P47","Muy mala",0.776,0.75,0.728
"P47","No sabe",0.003,0,0.001
"P48","Muy buena",0.002,0.002,0.022
"P48","Buena",0.024,0.015,0.025
"P48","Ni buena ni mala",0.028,0.03,0.028
"P48","Mala",0.127,0.13,0.091
"P48","Muy mala",0.819,0.809,0.832
"P48","No sabe",0,0.014,0.002
"P49","Muy buena",0.011,0.006,0.061
"P49","Buena",0.004,0.016,0.014
"P49","Ni buena ni mala",0.014,0.023,0.019
"P49","Mala",0.081,0.061,0.042
"P49","Muy mala",0.89,0.89,0.864
"P49","No sabe",0,0.004,0
"P50","Muy buena",0.317,0.319,0.319
"P50","Buena",0.277,0.346,0.243
"P50","Ni buena ni mala",0.172,0.122,0.141
"P50","Mala",0.041,0.032,0.067
"P50","Muy mala",0.185,0.181,0.227
"P50","No sabe",0.008,0,0.003
"P51","Muy buena",0.442,0.291,0.295
"P51","Buena",0.319,0.462,0.376
"P51","Ni buena ni mala",0.158,0.179,0.181
"P51","Mala",0.067,0.042,0.057
"P51","Muy mala",0.011,0.025,0.088
"P51","No sabe",0.003,0.001,0.003
"P52","Muy buena",0.087,0.025,0.066
"P52","Buena",0.063,0.113,0.07
"P52","Ni buena ni mala",0.124,0.087,0.069
"P52","Mala",0.168,0.122,0.126
"P52","Muy mala",0.558,0.648,0.668
"P52","No sabe",0,0.005,0.001
"P53","Muy buena",0.381,0.479,0.456
"P53","Buena",0.227,0.279,0.189
"P53","Ni buena ni mala",0.211,0.103,0.14
"P53","Mala",0.051,0.044,0.052
"P53","Muy mala",0.13,0.09,0.159
"P53","No sabe",0,0.005,0.004
"P54","Muy buena",0.256,0.1,0.106
"P54","Buena",0.254,0.291,0.071
"P54","Ni buena ni mala",0.35,0.488,0.386
"P54","Mala",0.064,0.067,0.231
"P54","Muy mala",0.076,0.032,0.197
"P54","No sabe",0,0.022,0.009
"P55","Muy buena",0.402,0.381,0.305
"P55","Buena",0.291,0.346,0.289
"P55","Ni buena ni mala",0.127,0.187,0.207
"P55","Mala",0.081,0.064,0.074
"P55","Muy mala",0.087,0.022,0.124
"P55","No sabe",0.012,0,0.001
"P56","Muy buena",0.084,0.062,0.052
"P56","Buena",0.036,0.119,0.054
"P56","Ni buena ni mala",0.13,0.104,0.097
"P56","Mala",0.133,0.155,0.108
"P56","Muy mala",0.6,0.554,0.682
"P56","No sabe",0.017,0.006,0.007
"P57","Muy buena",0.124,0.112,0.17
"P57","Buena",0.168,0.193,0.161
"P57","Ni buena ni mala",0.371,0.359,0.322
"P57","Mala",0.114,0.112,0.122
"P57","Muy mala",0.193,0.183,0.216
"P57","No sabe",0.03,0.041,0.009
"P58","Muy buena",0.07,0.044,0.111
"P58","Buena",0.28,0.262,0.3
"P58","Ni buena ni mala",0.372,0.441,0.34
"P58","Mala",0.081,0.096,0.09
"P58","Muy mala",0.119,0.091,0.13
"P58","No sabe",0.078,0.066,0.029
"P59","Siempre",0.33,0.321,0.321
"P59","Casi siempre",0.434,0.422,0.379
"P59","Casi nunca",0.154,0.204,0.21
"P59","Nunca, pero esta es una excepción",0.082,0.053,0.09
"P60","Si",0.555,0.577,0.554
"P60","No",0.445,0.423,0.446
