"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.305,0.305,0.386,0.312
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.432,0.303,0.217,0.249
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.109,0.181,0.205,0.209
"P20","Al candidato del Frente de Izquierda",0.035,0.076,0.047,0.052
"P20","No sabe",0.119,0.135,0.145,0.178
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.349,0.245,0.411,0.336
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.487,0.426,0.245,0.276
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.065,0.242,0.202,0.226
"P21","Al candidato del Frente de Izquierda",0,0.016,0.012,0.047
"P21","No sabe",0.099,0.071,0.13,0.115
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.17,0.247,0.348,0.259
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.586,0.333,0.198,0.2
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.159,0.239,0.228,0.299
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.058,0.055,0.035,0.049
"P22","No sabe",0.027,0.126,0.191,0.193
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.254,0.248,0.341,0.273
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.465,0.441,0.204,0.293
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.154,0.197,0.247,0.238
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.047,0.019,0.031,0.036
"P23","No sabe",0.08,0.095,0.177,0.16
"P24","Muy buena",0.335,0.245,0.27,0.168
"P24","Buena",0.087,0.256,0.166,0.108
"P24","Ni buena ni mala",0.306,0.192,0.176,0.228
"P24","Mala",0.136,0.132,0.131,0.149
"P24","Muy mala",0.118,0.151,0.213,0.214
"P24","No sabe",0.018,0.024,0.018,0.051
"P24","No lo conozco",0,0,0.026,0.082
"P25","Muy buena",0.226,0.078,0.052,0.026
"P25","Buena",0.009,0.186,0.071,0.041
"P25","Ni buena ni mala",0.271,0.311,0.342,0.308
"P25","Mala",0.266,0.142,0.156,0.121
"P25","Muy mala",0.121,0.1,0.192,0.123
"P25","No sabe",0.035,0.1,0.094,0.196
"P25","No lo conozco",0.072,0.083,0.093,0.185
"P26","Muy buena",0.262,0.092,0.074,0.058
"P26","Buena",0.096,0.287,0.116,0.141
"P26","Ni buena ni mala",0.382,0.288,0.218,0.259
"P26","Mala",0.176,0.176,0.191,0.182
"P26","Muy mala",0.031,0.05,0.331,0.199
"P26","No sabe",0,0.078,0.018,0.075
"P26","No lo conozco",0.053,0.029,0.052,0.086
"P27","Muy buena",0.145,0.209,0.062,0.033
"P27","Buena",0.21,0.171,0.078,0.071
"P27","Ni buena ni mala",0.306,0.415,0.241,0.262
"P27","Mala",0.08,0.049,0.141,0.102
"P27","Muy mala",0.03,0.017,0.246,0.072
"P27","No sabe",0.097,0.056,0.103,0.191
"P27","No lo conozco",0.132,0.083,0.129,0.269
"P28","Muy buena",0.381,0.06,0.045,0.004
"P28","Buena",0.111,0.179,0.029,0.023
"P28","Ni buena ni mala",0.184,0.428,0.238,0.24
"P28","Mala",0.082,0.05,0.131,0.072
"P28","Muy mala",0,0.049,0.194,0.041
"P28","No sabe",0.133,0.085,0.147,0.246
"P28","No lo conozco",0.109,0.149,0.216,0.374
"P29","Muy buena",0.155,0.072,0.076,0.025
"P29","Buena",0.114,0.13,0.041,0.052
"P29","Ni buena ni mala",0.334,0.356,0.192,0.241
"P29","Mala",0.115,0.119,0.159,0.081
"P29","Muy mala",0.104,0.089,0.225,0.081
"P29","No sabe",0.078,0.075,0.116,0.193
"P29","No lo conozco",0.1,0.159,0.191,0.327
"P30","Muy buena",0.159,0.134,0.226,0.106
"P30","Buena",0.109,0.147,0.158,0.171
"P30","Ni buena ni mala",0.244,0.324,0.144,0.189
"P30","Mala",0.267,0.162,0.164,0.214
"P30","Muy mala",0.19,0.179,0.283,0.242
"P30","No sabe",0.031,0.054,0.025,0.078
"P31","Que continúe el intendente Lucas Gui",0.184,0.055,0.238,0.135
"P31","Que continúe Lucas Gui pero con mejoras",0.214,0.296,0.24,0.236
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.202,0.161,0.073,0.121
"P31","Que cambie el intendente Lucas Gui",0.4,0.488,0.449,0.508
"P32","La seguridad",0.226,0.059,0.092,0.061
"P32","El tránsito",0.07,0.054,0.055,0.053
"P32","El arreglo de las calles",0.207,0.131,0.121,0.097
"P32","Los parques y espacios públicos",0.074,0.231,0.167,0.152
"P32","El sistema de salud",0.018,0.03,0.087,0.044
"P32","La limpieza de las calles",0,0.101,0.053,0.076
"P32","El deporte y la cultura",0.098,0.031,0.12,0.089
"P32","La luminaria",0.07,0.076,0.041,0.076
"P32","No sabe",0.237,0.287,0.264,0.352
"P33","La seguridad",0.51,0.413,0.423,0.496
"P33","El tránsito",0.035,0.096,0.072,0.043
"P33","El arreglo de las calles",0.279,0.156,0.204,0.173
"P33","Los parques y espacios públicos",0.009,0.042,0.041,0.033
"P33","El sistema de salud",0,0.026,0.043,0.068
"P33","La limpieza de las calles",0.036,0.074,0.044,0.021
"P33","El deporte y la cultura",0.06,0.026,0.029,0.015
"P33","La luminaria",0.023,0.024,0.022,0.014
"P33","No sabe",0.048,0.143,0.122,0.137
"P34","Agua corriente y cloacas",0.25,0.368,0.226,0.258
"P34","Energía eléctrica",0.142,0.109,0.148,0.152
"P34","Red de gas natural",0.201,0.049,0.063,0.059
"P34","Recolección de residuos",0.118,0.234,0.269,0.228
"P34","Ninguno",0.289,0.24,0.294,0.303
"P35","Los robos",0.395,0.452,0.473,0.424
"P35","El narcotráfico",0.124,0.152,0.1,0.109
"P35","La ausencia de patrulleros y personal policial",0.346,0.171,0.198,0.258
"P35","Otro",0.042,0.189,0.13,0.15
"P35","Ninguno",0.093,0.036,0.099,0.059
"P36","Muy buena",0.275,0.168,0.143,0.098
"P36","Buena",0.023,0.231,0.155,0.102
"P36","Ni buena ni mala",0.387,0.342,0.258,0.287
"P36","Mala",0.221,0.127,0.168,0.172
"P36","Muy mala",0.017,0.094,0.136,0.085
"P36","No sabe",0.077,0.038,0.14,0.256
"P37","Lo votaria",0.239,0.133,0.079,0.107
"P37","Puede que lo vote",0.031,0.117,0.216,0.136
"P37","Nunca lo votaría",0.707,0.608,0.603,0.645
"P37","No sabe",0.023,0.142,0.102,0.112
"P38","Lo votaria",0.209,0.1,0.097,0.104
"P38","Puede que lo vote",0.08,0.155,0.23,0.181
"P38","Nunca lo votaría",0.692,0.661,0.59,0.577
"P38","No sabe",0.019,0.084,0.083,0.138
"P39","Lo votaria",0.185,0.114,0.106,0.109
"P39","Puede que lo vote",0.055,0.134,0.247,0.169
"P39","Nunca lo votaría",0.705,0.715,0.564,0.615
"P39","No sabe",0.055,0.037,0.083,0.107
"P40","Lo votaria",0.402,0.167,0.102,0.096
"P40","Puede que lo vote",0.179,0.454,0.202,0.253
"P40","Nunca lo votaría",0.407,0.318,0.63,0.561
"P40","No sabe",0.012,0.061,0.066,0.09
"P41","Lo votaria",0.446,0.442,0.223,0.296
"P41","Puede que lo vote",0.124,0.346,0.125,0.201
"P41","Nunca lo votaría",0.404,0.203,0.612,0.422
"P41","No sabe",0.026,0.009,0.04,0.081
"P42","Lo votaria",0.3,0.059,0.092,0.08
"P42","Puede que lo vote",0.268,0.392,0.167,0.24
"P42","Nunca lo votaría",0.406,0.378,0.667,0.49
"P42","No sabe",0.026,0.171,0.074,0.19
"P43","Lo votaria",0.377,0.007,0.066,0.061
"P43","Puede que lo vote",0.056,0.48,0.128,0.18
"P43","Nunca lo votaría",0.538,0.409,0.722,0.552
"P43","No sabe",0.029,0.104,0.084,0.207
"P44","Lo votaria",0.219,0.248,0.216,0.286
"P44","Puede que lo vote",0.183,0.312,0.152,0.134
"P44","Nunca lo votaría",0.585,0.405,0.592,0.488
"P44","No sabe",0.013,0.035,0.04,0.092
"P45","Lo votaria",0.264,0.156,0.125,0.14
"P45","Puede que lo vote",0.196,0.348,0.19,0.223
"P45","Nunca lo votaría",0.515,0.368,0.649,0.501
"P45","No sabe",0.025,0.128,0.036,0.136
"P46","Muy buena",0.231,0.131,0.056,0.059
"P46","Buena",0,0.166,0.145,0.096
"P46","Ni buena ni mala",0.292,0.121,0.227,0.17
"P46","Mala",0.119,0.149,0.201,0.194
"P46","Muy mala",0.346,0.433,0.369,0.475
"P46","No sabe",0.012,0,0.002,0.006
"P47","Muy buena",0.53,0.159,0.143,0.146
"P47","Buena",0.083,0.352,0.132,0.166
"P47","Ni buena ni mala",0.058,0.092,0.12,0.157
"P47","Mala",0.119,0.09,0.181,0.216
"P47","Muy mala",0.21,0.276,0.424,0.297
"P47","No sabe",0,0.031,0,0.018
"P48","Muy buena",0.208,0.221,0.361,0.255
"P48","Buena",0,0.124,0.074,0.063
"P48","Ni buena ni mala",0.035,0.041,0.031,0.042
"P48","Mala",0.123,0.048,0.122,0.109
"P48","Muy mala",0.634,0.566,0.409,0.512
"P48","No sabe",0,0,0.003,0.019
"P49","Muy buena",0.435,0.074,0.137,0.09
"P49","Buena",0.112,0.279,0.128,0.167
"P49","Ni buena ni mala",0.201,0.366,0.172,0.229
"P49","Mala",0.088,0.071,0.179,0.197
"P49","Muy mala",0.164,0.21,0.375,0.282
"P49","No sabe",0,0,0.009,0.035
"P50","Muy buena",0.211,0.087,0.054,0.056
"P50","Buena",0.044,0.242,0.189,0.134
"P50","Ni buena ni mala",0.182,0.132,0.203,0.2
"P50","Mala",0.195,0.174,0.158,0.169
"P50","Muy mala",0.368,0.365,0.389,0.417
"P50","No sabe",0,0,0.007,0.024
"P51","Muy buena",0.417,0.351,0.206,0.242
"P51","Buena",0.121,0.358,0.116,0.16
"P51","Ni buena ni mala",0.231,0.068,0.104,0.144
"P51","Mala",0.102,0.034,0.109,0.139
"P51","Muy mala",0.129,0.189,0.461,0.286
"P51","No sabe",0,0,0.004,0.029
"P52","Muy buena",0.223,0.182,0.175,0.223
"P52","Buena",0.097,0.257,0.121,0.153
"P52","Ni buena ni mala",0.316,0.294,0.155,0.145
"P52","Mala",0.152,0.105,0.117,0.145
"P52","Muy mala",0.202,0.162,0.421,0.29
"P52","No sabe",0.01,0,0.011,0.044
