"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.013,0.142,0.103,0.16
"P18","Al candidato del Frente de Izquierda",0.02,0,0.018,0.014
"P18","No sabe",0,0.071,0.037,0.078
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.145,0.036,0.362,0.248
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.03,0.068,0.073,0.046
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.255,0.156,0.081,0.098
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.299,0.401,0.149,0.181
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.144,0.225,0.163,0.206
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.037,0.027,0.025,0.055
"P19","No sabe",0.09,0.087,0.147,0.166
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.095,0.158,0.474,0.276
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.524,0.437,0.204,0.265
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.145,0.224,0.165,0.199
"P20","Al candidato del Frente de Izquierda",0.093,0.05,0.04,0.042
"P20","No sabe",0.143,0.131,0.117,0.218
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.126,0.076,0.492,0.296
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.552,0.555,0.24,0.273
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.088,0.24,0.159,0.192
"P21","Al candidato del Frente de Izquierda",0.035,0.006,0.022,0.026
"P21","No sabe",0.199,0.123,0.087,0.213
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.092,0.106,0.41,0.242
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.444,0.455,0.148,0.206
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.116,0.268,0.238,0.23
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.051,0.006,0.034,0.043
"P22","No sabe",0.297,0.165,0.17,0.279
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.108,0.075,0.407,0.264
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.487,0.562,0.18,0.307
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.097,0.247,0.234,0.152
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.059,0,0.03,0.045
"P23","No sabe",0.249,0.116,0.149,0.232
"P24","Muy buena",0.228,0.129,0.299,0.169
"P24","Buena",0.04,0.151,0.189,0.093
"P24","Ni buena ni mala",0.196,0.249,0.192,0.244
"P24","Mala",0.215,0.186,0.083,0.21
"P24","Muy mala",0.284,0.246,0.193,0.148
"P24","No sabe",0,0.031,0.009,0.036
"P24","No lo conozco",0.037,0.008,0.035,0.1
"P25","Muy buena",0.12,0.005,0.058,0.037
"P25","Buena",0.031,0.095,0.069,0.021
"P25","Ni buena ni mala",0.257,0.353,0.329,0.295
"P25","Mala",0.143,0.177,0.138,0.145
"P25","Muy mala",0.289,0.105,0.144,0.091
"P25","No sabe",0.077,0.153,0.127,0.228
"P25","No lo conozco",0.083,0.112,0.135,0.183
"P26","Muy buena",0.283,0.099,0.047,0.076
"P26","Buena",0.197,0.228,0.108,0.11
"P26","Ni buena ni mala",0.196,0.298,0.212,0.288
"P26","Mala",0.128,0.208,0.206,0.196
"P26","Muy mala",0.13,0.123,0.344,0.168
"P26","No sabe",0.03,0.018,0.032,0.042
"P26","No lo conozco",0.036,0.026,0.051,0.12
"P27","Muy buena",0.22,0.111,0.052,0.02
"P27","Buena",0.14,0.15,0.061,0.098
"P27","Ni buena ni mala",0.26,0.335,0.211,0.22
"P27","Mala",0.044,0.05,0.144,0.093
"P27","Muy mala",0.101,0.035,0.191,0.105
"P27","No sabe",0.117,0.126,0.146,0.165
"P27","No lo conozco",0.118,0.193,0.195,0.299
"P28","Muy buena",0.298,0.009,0.03,0.003
"P28","Buena",0.038,0.103,0.029,0.018
"P28","Ni buena ni mala",0.164,0.317,0.229,0.256
"P28","Mala",0.033,0.058,0.101,0.087
"P28","Muy mala",0.101,0.042,0.134,0.034
"P28","No sabe",0.178,0.2,0.191,0.227
"P28","No lo conozco",0.188,0.271,0.286,0.375
"P29","Muy buena",0.126,0.027,0.046,0.019
"P29","Buena",0.098,0.109,0.034,0.052
"P29","Ni buena ni mala",0.202,0.339,0.197,0.234
"P29","Mala",0.067,0.088,0.137,0.093
"P29","Muy mala",0.192,0.097,0.184,0.035
"P29","No sabe",0.148,0.131,0.149,0.219
"P29","No lo conozco",0.167,0.209,0.253,0.348
"P30","Muy buena",0.239,0.112,0.194,0.109
"P30","Buena",0.136,0.094,0.208,0.141
"P30","Ni buena ni mala",0.13,0.228,0.157,0.226
"P30","Mala",0.198,0.232,0.168,0.273
"P30","Muy mala",0.297,0.296,0.239,0.172
"P30","No sabe",0,0.038,0.034,0.079
"P31","Que continúe el intendente Lucas Gui",0.315,0.065,0.206,0.139
"P31","Que continúe Lucas Gui pero con mejoras",0.163,0.196,0.291,0.209
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.093,0.13,0.089,0.16
"P31","Que cambie el intendente Lucas Gui",0.429,0.609,0.414,0.492
"P32","La seguridad",0.251,0.061,0.077,0.042
"P32","El tránsito",0.118,0.033,0.055,0.053
"P32","El arreglo de las calles",0.105,0.08,0.144,0.086
"P32","Los parques y espacios públicos",0.083,0.156,0.159,0.136
"P32","El sistema de salud",0,0.034,0.081,0.063
"P32","La limpieza de las calles",0.016,0.12,0.06,0.08
"P32","El deporte y la cultura",0.023,0.104,0.106,0.112
"P32","La luminaria",0.129,0.077,0.041,0.114
"P32","No sabe",0.275,0.335,0.277,0.314
"P33","La seguridad",0.633,0.499,0.425,0.475
"P33","El tránsito",0.118,0.055,0.064,0.022
"P33","El arreglo de las calles",0.091,0.211,0.2,0.21
"P33","Los parques y espacios públicos",0.019,0.036,0.031,0.043
"P33","El sistema de salud",0.019,0.04,0.059,0.054
"P33","La limpieza de las calles",0.034,0.078,0.035,0.025
"P33","El deporte y la cultura",0.011,0.006,0.019,0.069
"P33","La luminaria",0.022,0.004,0.025,0.006
"P33","No sabe",0.053,0.071,0.142,0.096
"P34","Agua corriente y cloacas",0.357,0.201,0.249,0.299
"P34","Energía eléctrica",0.181,0.18,0.131,0.178
"P34","Red de gas natural",0.026,0.087,0.069,0.049
"P34","Recolección de residuos",0.152,0.249,0.236,0.25
"P34","Ninguno",0.284,0.283,0.315,0.224
"P35","Los robos",0.476,0.471,0.475,0.376
"P35","El narcotráfico",0.113,0.131,0.088,0.141
"P35","La ausencia de patrulleros y personal policial",0.197,0.275,0.225,0.246
"P35","Otro",0.117,0.086,0.132,0.152
"P35","Ninguno",0.097,0.037,0.08,0.085
"P36","Muy buena",0.223,0.122,0.13,0.106
"P36","Buena",0.162,0.094,0.138,0.081
"P36","Ni buena ni mala",0.17,0.314,0.3,0.244
"P36","Mala",0.23,0.174,0.136,0.281
"P36","Muy mala",0.071,0.075,0.133,0.067
"P36","No sabe",0.144,0.221,0.163,0.221
"P37","Lo votaria",0.289,0.048,0.1,0.078
"P37","Puede que lo vote",0.014,0.09,0.219,0.1
"P37","Nunca lo votaría",0.62,0.824,0.588,0.592
"P37","No sabe",0.077,0.038,0.093,0.23
"P38","Lo votaria",0.303,0.036,0.107,0.047
"P38","Puede que lo vote",0.057,0.114,0.244,0.158
"P38","Nunca lo votaría",0.595,0.845,0.547,0.515
"P38","No sabe",0.045,0.005,0.102,0.28
"P39","Lo votaria",0.273,0.034,0.122,0.055
"P39","Puede que lo vote",0.022,0.096,0.258,0.158
"P39","Nunca lo votaría",0.646,0.858,0.536,0.588
"P39","No sabe",0.059,0.012,0.084,0.199
"P40","Lo votaria",0.453,0.177,0.068,0.083
"P40","Puede que lo vote",0.265,0.488,0.158,0.27
"P40","Nunca lo votaría",0.23,0.303,0.731,0.362
"P40","No sabe",0.052,0.032,0.043,0.285
"P41","Lo votaria",0.68,0.477,0.183,0.255
"P41","Puede que lo vote",0.136,0.3,0.13,0.205
"P41","Nunca lo votaría",0.165,0.204,0.67,0.244
"P41","No sabe",0.019,0.019,0.017,0.296
"P42","Lo votaria",0.566,0.122,0.042,0.036
"P42","Puede que lo vote",0.292,0.527,0.114,0.262
"P42","Nunca lo votaría",0.092,0.272,0.801,0.078
"P42","No sabe",0.05,0.079,0.043,0.624
"P44","Lo votaria",0.489,0.281,0.22,0.214
"P44","Puede que lo vote",0.13,0.362,0.097,0.179
"P44","Nunca lo votaría",0.32,0.327,0.672,0.281
"P44","No sabe",0.061,0.03,0.011,0.326
"P45","Lo votaria",0.376,0.131,0.118,0.117
"P45","Puede que lo vote",0.234,0.485,0.127,0.264
"P45","Nunca lo votaría",0.351,0.303,0.72,0.272
"P45","No sabe",0.039,0.081,0.035,0.347
"P46","Muy buena",0.259,0.041,0.061,0.039
"P46","Buena",0.027,0.097,0.139,0.106
"P46","Ni buena ni mala",0.094,0.069,0.238,0.231
"P46","Mala",0.133,0.162,0.204,0.202
"P46","Muy mala",0.487,0.628,0.356,0.402
"P46","No sabe",0,0.003,0.002,0.02
"P47","Muy buena",0.412,0.249,0.107,0.159
"P47","Buena",0.18,0.281,0.126,0.148
"P47","Ni buena ni mala",0.135,0.18,0.098,0.22
"P47","Mala",0.159,0.121,0.193,0.263
"P47","Muy mala",0.114,0.169,0.466,0.185
"P47","No sabe",0,0,0.01,0.025
"P48","Muy buena",0.246,0.101,0.384,0.193
"P48","Buena",0.094,0.077,0.059,0.094
"P48","Ni buena ni mala",0,0.043,0.038,0.044
"P48","Mala",0.101,0.128,0.098,0.157
"P48","Muy mala",0.559,0.643,0.414,0.481
"P48","No sabe",0,0.008,0.007,0.031
"P49","Muy buena",0.494,0.114,0.086,0.111
"P49","Buena",0.227,0.302,0.101,0.172
"P49","Ni buena ni mala",0.163,0.33,0.185,0.207
"P49","Mala",0.082,0.105,0.184,0.281
"P49","Muy mala",0.034,0.146,0.426,0.175
"P49","No sabe",0,0.003,0.018,0.054
"P50","Muy buena",0.306,0.02,0.049,0.052
"P50","Buena",0.089,0.13,0.187,0.134
"P50","Ni buena ni mala",0.157,0.104,0.242,0.122
"P50","Mala",0.142,0.212,0.148,0.198
"P50","Muy mala",0.306,0.532,0.366,0.432
"P50","No sabe",0,0.002,0.008,0.062
"P51","Muy buena",0.549,0.421,0.156,0.231
"P51","Buena",0.189,0.268,0.108,0.182
"P51","Ni buena ni mala",0.063,0.12,0.122,0.172
"P51","Mala",0.086,0.057,0.132,0.139
"P51","Muy mala",0.113,0.134,0.472,0.213
"P51","No sabe",0,0,0.01,0.063
"P52","Muy buena",0.3,0.192,0.202,0.127
"P52","Buena",0.187,0.294,0.087,0.188
"P52","Ni buena ni mala",0.149,0.245,0.136,0.218
"P52","Mala",0.178,0.103,0.124,0.166
"P52","Muy mala",0.162,0.152,0.438,0.209
"P52","No sabe",0.024,0.014,0.013,0.092
