"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P40","Lo votaria",0.286,0.043,0.116,0.061
"P40","Puede que lo vote",0.096,0.13,0.306,0.163
"P40","Nunca lo votaría",0.557,0.777,0.531,0.483
"P40","No sabe",0.061,0.05,0.047,0.293
"P41","Lo votaria",0.231,0.055,0.378,0.074
"P41","Puede que lo vote",0.102,0.027,0.221,0.188
"P41","Nunca lo votaría",0.596,0.899,0.365,0.528
"P41","No sabe",0.071,0.019,0.036,0.21
"P42","Lo votaria",0.211,0.007,0.097,0.092
"P42","Puede que lo vote",0.139,0.119,0.277,0.091
"P42","Nunca lo votaría",0.565,0.746,0.521,0.495
"P42","No sabe",0.085,0.128,0.105,0.322
"P43","Lo votaria",0.206,0.006,0.071,0.056
"P43","Puede que lo vote",0.081,0.093,0.223,0.064
"P43","Nunca lo votaría",0.609,0.819,0.578,0.57
"P43","No sabe",0.104,0.082,0.128,0.31
"P44","Lo votaria",0.244,0.065,0.327,0.067
"P44","Puede que lo vote",0.073,0.075,0.204,0.073
"P44","Nunca lo votaría",0.608,0.809,0.425,0.691
"P44","No sabe",0.075,0.051,0.044,0.169
"P45","Lo votaria",0.122,0.018,0.193,0.015
"P45","Puede que lo vote",0.12,0.024,0.288,0.159
"P45","Nunca lo votaría",0.657,0.877,0.444,0.687
"P45","No sabe",0.101,0.081,0.075,0.139
"P46","Muy buena",0.445,0.084,0.016,0
"P46","Buena",0.265,0.292,0.052,0.118
"P46","Ni buena ni mala",0.226,0.419,0.104,0.399
"P46","Mala",0.041,0.187,0.199,0.304
"P46","Muy mala",0.023,0.015,0.627,0.152
"P46","No sabe",0,0.003,0.002,0.027
"P47","Muy buena",0.195,0.016,0.209,0.055
"P47","Buena",0.107,0.036,0.217,0.05
"P47","Ni buena ni mala",0.059,0.067,0.154,0.171
"P47","Mala",0.159,0.226,0.176,0.226
"P47","Muy mala",0.473,0.655,0.239,0.439
"P47","No sabe",0.007,0,0.005,0.059
"P48","Muy buena",0.611,0.672,0.144,0.365
"P48","Buena",0.131,0.122,0.048,0.055
"P48","Ni buena ni mala",0.045,0.039,0.026,0.092
"P48","Mala",0.014,0.091,0.123,0.172
"P48","Muy mala",0.199,0.076,0.65,0.275
"P48","No sabe",0,0,0.009,0.041
"P49","Muy buena",0.237,0.072,0.13,0.058
"P49","Buena",0.098,0.07,0.201,0.051
"P49","Ni buena ni mala",0.224,0.069,0.25,0.182
"P49","Mala",0.084,0.227,0.149,0.361
"P49","Muy mala",0.324,0.562,0.257,0.273
"P49","No sabe",0.033,0,0.013,0.075
"P50","Muy buena",0.279,0.086,0.03,0.017
"P50","Buena",0.326,0.408,0.074,0.158
"P50","Ni buena ni mala",0.213,0.321,0.138,0.343
"P50","Mala",0.072,0.099,0.186,0.239
"P50","Muy mala",0.097,0.083,0.563,0.18
"P50","No sabe",0.013,0.003,0.009,0.063
"P51","Muy buena",0.184,0.066,0.32,0.068
"P51","Buena",0.127,0.029,0.195,0.099
"P51","Ni buena ni mala",0.109,0.051,0.149,0.105
"P51","Mala",0.233,0.13,0.083,0.19
"P51","Muy mala",0.334,0.72,0.247,0.454
"P51","No sabe",0.013,0.004,0.006,0.084
"P52","Muy buena",0.209,0.014,0.264,0.067
"P52","Buena",0.093,0.024,0.193,0.068
"P52","Ni buena ni mala",0.089,0.092,0.215,0.06
"P52","Mala",0.151,0.131,0.104,0.267
"P52","Muy mala",0.445,0.725,0.202,0.471
"P52","No sabe",0.013,0.014,0.022,0.067
