"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P17","Puede que lo vote",0.05,0.051,0.092,0.053
"P17","Nunca lo votaría",0.453,0.593,0.474,0.404
"P17","No sabe",0.358,0.352,0.405,0.536
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.569,0.665,0.107,0.464
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.141,0.064,0.033,0.033
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.101,0.066,0.212,0.079
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.096,0.05,0.293,0.093
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0,0.005,0.061,0.01
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.058,0.049,0.094,0.078
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.012,0.045,0.145,0.117
"P18","Al candidato del Frente de Izquierda",0.014,0.003,0.016,0.026
"P18","No sabe",0.009,0.053,0.039,0.1
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.527,0.604,0.095,0.437
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.138,0.114,0.044,0.043
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.106,0.029,0.143,0.069
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0,0.025,0.333,0.051
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.118,0.037,0.242,0.117
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.009,0.042,0.026,0.052
"P19","No sabe",0.102,0.149,0.117,0.231
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.715,0.787,0.132,0.542
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.108,0.04,0.42,0.069
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.043,0.083,0.237,0.129
"P20","Al candidato del Frente de Izquierda",0.064,0.01,0.055,0.056
"P20","No sabe",0.07,0.08,0.156,0.204
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.777,0.799,0.124,0.557
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.162,0.066,0.474,0.094
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.038,0.045,0.246,0.108
"P21","Al candidato del Frente de Izquierda",0.014,0.004,0.025,0.033
"P21","No sabe",0.009,0.086,0.131,0.208
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.659,0.761,0.094,0.394
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.097,0.03,0.35,0.084
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.051,0.064,0.333,0.14
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.026,0.019,0.03,0.063
"P22","No sabe",0.167,0.126,0.193,0.319
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.677,0.72,0.087,0.464
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.103,0.049,0.43,0.103
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.041,0.066,0.31,0.103
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.012,0.008,0.03,0.077
"P23","No sabe",0.167,0.157,0.143,0.253
"P24","Muy buena",0.537,0.437,0.13,0.316
"P24","Buena",0.158,0.268,0.116,0.199
"P24","Ni buena ni mala",0.125,0.139,0.24,0.223
"P24","Mala",0.027,0.074,0.174,0.052
"P24","Muy mala",0.076,0.032,0.301,0.083
"P24","No sabe",0.03,0.022,0.011,0.016
"P24","No lo conozco",0.047,0.028,0.028,0.111
"P25","Muy buena",0.194,0.071,0.02,0.034
"P25","Buena",0.109,0.145,0.034,0.072
"P25","Ni buena ni mala",0.31,0.421,0.295,0.303
"P25","Mala",0.069,0.078,0.177,0.155
"P25","Muy mala",0.08,0.026,0.208,0.033
"P25","No sabe",0.137,0.12,0.135,0.197
"P25","No lo conozco",0.101,0.139,0.131,0.206
"P26","Muy buena",0.17,0.02,0.085,0.028
"P26","Buena",0.067,0.09,0.186,0.049
"P26","Ni buena ni mala",0.178,0.145,0.289,0.178
"P26","Mala",0.207,0.253,0.18,0.166
"P26","Muy mala",0.309,0.392,0.179,0.443
"P26","No sabe",0.044,0.033,0.026,0.036
"P26","No lo conozco",0.025,0.067,0.055,0.1
"P27","Muy buena",0.196,0.007,0.086,0
"P27","Buena",0.02,0.051,0.12,0.045
"P27","Ni buena ni mala",0.23,0.19,0.269,0.137
"P27","Mala",0.125,0.184,0.084,0.141
"P27","Muy mala",0.161,0.256,0.1,0.214
"P27","No sabe",0.156,0.102,0.144,0.177
"P27","No lo conozco",0.112,0.21,0.197,0.286
"P28","Muy buena",0.161,0.002,0.04,0.007
"P28","Buena",0.029,0.034,0.052,0
"P28","Ni buena ni mala",0.279,0.239,0.258,0.161
"P28","Mala",0.104,0.107,0.069,0.127
"P28","Muy mala",0.077,0.156,0.093,0.082
"P28","No sabe",0.141,0.174,0.204,0.216
"P28","No lo conozco",0.209,0.288,0.284,0.407
"P29","Muy buena",0.112,0.01,0.048,0.019
"P29","Buena",0.038,0.037,0.07,0.003
"P29","Ni buena ni mala",0.17,0.158,0.275,0.146
"P29","Mala",0.146,0.177,0.09,0.136
"P29","Muy mala",0.169,0.231,0.119,0.132
"P29","No sabe",0.149,0.13,0.165,0.14
"P29","No lo conozco",0.216,0.257,0.233,0.424
"P30","Muy buena",0.356,0.312,0.082,0.247
"P30","Buena",0.226,0.355,0.09,0.237
"P30","Ni buena ni mala",0.143,0.112,0.188,0.272
"P30","Mala",0.099,0.11,0.253,0.134
"P30","Muy mala",0.093,0.081,0.353,0.051
"P30","No sabe",0.083,0.03,0.034,0.059
"P31","Que continúe el intendente Lucas Gui",0.473,0.292,0.08,0.262
"P31","Que continúe Lucas Gui pero con mejoras",0.366,0.43,0.159,0.351
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.086,0.101,0.105,0.126
"P31","Que cambie el intendente Lucas Gui",0.075,0.177,0.656,0.261
"P32","La seguridad",0.246,0.111,0.045,0.063
"P32","El tránsito",0.076,0.072,0.044,0.07
"P32","El arreglo de las calles",0.167,0.176,0.112,0.058
"P32","Los parques y espacios públicos",0.16,0.168,0.137,0.187
"P32","El sistema de salud",0.066,0.119,0.039,0.097
"P32","La limpieza de las calles",0.046,0.077,0.074,0.078
"P32","El deporte y la cultura",0.088,0.127,0.076,0.186
"P32","La luminaria",0.09,0.04,0.075,0.032
"P32","No sabe",0.061,0.11,0.398,0.229
"P33","La seguridad",0.387,0.415,0.531,0.2
"P33","El tránsito",0.159,0.1,0.028,0.079
"P33","El arreglo de las calles",0.096,0.225,0.189,0.263
"P33","Los parques y espacios públicos",0.024,0.032,0.033,0.042
"P33","El sistema de salud",0.086,0.028,0.049,0.085
"P33","La limpieza de las calles",0.04,0.056,0.032,0.059
"P33","El deporte y la cultura",0.012,0.021,0.019,0.066
"P33","La luminaria",0.04,0.016,0.014,0.021
"P33","No sabe",0.156,0.107,0.105,0.185
"P34","Agua corriente y cloacas",0.321,0.197,0.281,0.189
"P34","Energía eléctrica",0.15,0.138,0.152,0.139
"P34","Red de gas natural",0.036,0.041,0.08,0.056
"P34","Recolección de residuos",0.147,0.212,0.243,0.287
"P34","Ninguno",0.346,0.412,0.244,0.329
"P35","Los robos",0.45,0.55,0.459,0.314
"P35","El narcotráfico",0.124,0.067,0.112,0.128
"P35","La ausencia de patrulleros y personal policial",0.142,0.176,0.264,0.239
"P35","Otro",0.14,0.067,0.12,0.241
"P35","Ninguno",0.144,0.14,0.045,0.078
"P36","Muy buena",0.28,0.135,0.098,0.151
"P36","Buena",0.305,0.232,0.072,0.08
"P36","Ni buena ni mala",0.244,0.262,0.297,0.289
"P36","Mala",0.03,0.077,0.222,0.177
"P36","Muy mala",0.014,0.07,0.148,0.047
"P36","No sabe",0.127,0.224,0.163,0.256
"P37","Lo votaria",0.51,0.18,0.013,0.05
"P37","Puede que lo vote",0.256,0.459,0.042,0.205
"P37","Nunca lo votaría",0.16,0.225,0.908,0.269
"P37","No sabe",0.074,0.136,0.037,0.476
"P39","Lo votaria",0.668,0.132,0.012,0.071
"P39","Puede que lo vote",0.172,0.672,0.051,0.157
"P39","Nunca lo votaría",0.098,0.138,0.907,0.264
"P39","No sabe",0.062,0.058,0.03,0.508
"P40","Lo votaria",0.277,0.029,0.12,0.095
"P40","Puede que lo vote",0.123,0.187,0.317,0.025
"P40","Nunca lo votaría",0.546,0.733,0.519,0.573
"P40","No sabe",0.054,0.051,0.044,0.307
"P41","Lo votaria",0.208,0.029,0.403,0.103
"P41","Puede que lo vote",0.091,0.119,0.226,0.057
"P41","Nunca lo votaría",0.701,0.781,0.336,0.646
"P41","No sabe",0,0.071,0.035,0.194
"P42","Lo votaria",0.217,0.018,0.109,0.026
"P42","Puede que lo vote",0.135,0.187,0.275,0.03
"P42","Nunca lo votaría",0.594,0.683,0.513,0.57
"P42","No sabe",0.054,0.112,0.103,0.374
"P43","Lo votaria",0.217,0.021,0.072,0.031
"P43","Puede que lo vote",0.061,0.099,0.242,0.009
"P43","Nunca lo votaría",0.659,0.771,0.568,0.6
"P43","No sabe",0.063,0.109,0.118,0.36
"P44","Lo votaria",0.234,0.059,0.338,0.114
"P44","Puede que lo vote",0.032,0.102,0.208,0.078
"P44","Nunca lo votaría",0.7,0.796,0.412,0.583
"P44","No sabe",0.034,0.043,0.042,0.225
"P45","Lo votaria",0.116,0.014,0.204,0.023
"P45","Puede que lo vote",0.053,0.099,0.298,0.113
"P45","Nunca lo votaría",0.778,0.816,0.422,0.669
"P45","No sabe",0.053,0.071,0.076,0.195
"P46","Muy buena",0.367,0.063,0.031,0.011
"P46","Buena",0.182,0.309,0.053,0.087
"P46","Ni buena ni mala",0.315,0.295,0.104,0.442
"P46","Mala",0.119,0.253,0.152,0.367
"P46","Muy mala",0.017,0.077,0.658,0.068
"P46","No sabe",0,0.003,0.002,0.025
"P47","Muy buena",0.187,0.002,0.233,0.021
"P47","Buena",0.041,0.067,0.223,0.086
"P47","Ni buena ni mala",0.058,0.12,0.144,0.149
"P47","Mala",0.211,0.228,0.165,0.221
"P47","Muy mala",0.503,0.583,0.23,0.46
"P47","No sabe",0,0,0.005,0.063
"P48","Muy buena",0.557,0.638,0.144,0.314
"P48","Buena",0.166,0.078,0.041,0.127
"P48","Ni buena ni mala",0.056,0.028,0.03,0.073
"P48","Mala",0.029,0.107,0.107,0.223
"P48","Muy mala",0.192,0.149,0.67,0.219
"P48","No sabe",0,0,0.008,0.044
"P49","Muy buena",0.224,0.067,0.139,0.044
"P49","Buena",0.04,0.106,0.204,0.072
"P49","Ni buena ni mala",0.109,0.188,0.241,0.183
"P49","Mala",0.174,0.212,0.139,0.321
"P49","Muy mala",0.411,0.425,0.264,0.317
"P49","No sabe",0.042,0.002,0.013,0.063
"P50","Muy buena",0.413,0.023,0.028,0.005
"P50","Buena",0.341,0.467,0.047,0.091
"P50","Ni buena ni mala",0.116,0.387,0.104,0.443
"P50","Mala",0.057,0.08,0.202,0.217
"P50","Muy mala",0.06,0.04,0.612,0.175
"P50","No sabe",0.013,0.003,0.007,0.069
"P51","Muy buena",0.176,0.023,0.351,0.067
"P51","Buena",0.052,0.119,0.184,0.121
"P51","Ni buena ni mala",0.07,0.116,0.142,0.088
"P51","Mala",0.151,0.173,0.089,0.137
"P51","Muy mala",0.521,0.569,0.229,0.509
"P51","No sabe",0.03,0,0.005,0.078
"P52","Muy buena",0.185,0.03,0.271,0.103
"P52","Buena",0.036,0.087,0.198,0.035
"P52","Ni buena ni mala",0.054,0.08,0.223,0.109
"P52","Mala",0.188,0.149,0.112,0.138
"P52","Muy mala",0.501,0.654,0.181,0.504
"P52","No sabe",0.036,0,0.015,0.111
