"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.256,0.108,0.113,0.099
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.122,0.125,0.184,0.205
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.163,0.128,0.194,0.226
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0,0.037,0.033,0.027
"P19","No sabe",0.171,0.114,0.141,0.189
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.39,0.44,0.335,0.319
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.269,0.193,0.267,0.236
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.197,0.134,0.214,0.209
"P20","Al candidato del Frente de Izquierda",0.083,0.086,0.038,0.052
"P20","No sabe",0.061,0.147,0.146,0.184
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.341,0.47,0.36,0.334
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.346,0.272,0.296,0.258
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.257,0.133,0.207,0.237
"P21","Al candidato del Frente de Izquierda",0,0.033,0.017,0.041
"P21","No sabe",0.056,0.092,0.12,0.13
"P22","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.252,0.444,0.294,0.251
"P22","A Horacio Rodríguez Larreta Presidente, Diego Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.255,0.2,0.242,0.203
"P22","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.336,0.137,0.248,0.303
"P22","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.015,0.06,0.04,0.044
"P22","No sabe",0.142,0.159,0.176,0.199
"P23","A Daniel Scioli Presidente, Axel Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.267,0.45,0.289,0.268
"P23","A Patricia Bullrich Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta",0.23,0.234,0.264,0.292
"P23","A Javier Milei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.304,0.143,0.267,0.225
"P23","Al los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0.044,0.036,0.031,0.034
"P23","No sabe",0.155,0.137,0.149,0.181
"P24","Muy buena",0.509,0.288,0.232,0.17
"P24","Buena",0.087,0.283,0.138,0.11
"P24","Ni buena ni mala",0.176,0.2,0.188,0.228
"P24","Mala",0.101,0.113,0.149,0.14
"P24","Muy mala",0.106,0.07,0.263,0.193
"P24","No sabe",0,0.018,0.008,0.071
"P24","No lo conozco",0.021,0.028,0.022,0.088
"P25","Muy buena",0.353,0.095,0.021,0.033
"P25","Buena",0.132,0.223,0.042,0.029
"P25","Ni buena ni mala",0.254,0.425,0.316,0.3
"P25","Mala",0.019,0.082,0.195,0.115
"P25","Muy mala",0.106,0.069,0.235,0.087
"P25","No sabe",0.027,0.068,0.098,0.221
"P25","No lo conozco",0.109,0.038,0.093,0.215
"P26","Muy buena",0.303,0.028,0.076,0.069
"P26","Buena",0.071,0.18,0.143,0.128
"P26","Ni buena ni mala",0.239,0.273,0.22,0.27
"P26","Mala",0.231,0.194,0.194,0.166
"P26","Muy mala",0.098,0.251,0.309,0.171
"P26","No sabe",0.011,0.067,0.012,0.085
"P26","No lo conozco",0.047,0.007,0.046,0.111
"P27","Muy buena",0.454,0.073,0.059,0.028
"P27","Buena",0.047,0.142,0.088,0.066
"P27","Ni buena ni mala",0.225,0.271,0.267,0.267
"P27","Mala",0.069,0.091,0.148,0.088
"P27","Muy mala",0.051,0.189,0.209,0.061
"P27","No sabe",0.065,0.071,0.115,0.198
"P27","No lo conozco",0.089,0.163,0.114,0.292
"P28","Muy buena",0.272,0.068,0.037,0.009
"P28","Buena",0.05,0.111,0.033,0.025
"P28","Ni buena ni mala",0.363,0.296,0.237,0.244
"P28","Mala",0.076,0.066,0.139,0.06
"P28","Muy mala",0.016,0.116,0.172,0.039
"P28","No sabe",0.095,0.123,0.177,0.225
"P28","No lo conozco",0.128,0.22,0.205,0.398
"P29","Muy buena",0.123,0.073,0.068,0.028
"P29","Buena",0.139,0.078,0.043,0.052
"P29","Ni buena ni mala",0.226,0.214,0.221,0.252
"P29","Mala",0.125,0.128,0.155,0.075
"P29","Muy mala",0.21,0.186,0.198,0.065
"P29","No sabe",0.063,0.093,0.144,0.174
"P29","No lo conozco",0.114,0.228,0.171,0.354
"P30","Muy buena",0.369,0.142,0.202,0.106
"P30","Buena",0.108,0.276,0.127,0.165
"P30","Ni buena ni mala",0.132,0.228,0.144,0.216
"P30","Mala",0.128,0.185,0.194,0.19
"P30","Muy mala",0.235,0.137,0.307,0.233
"P30","No sabe",0.028,0.032,0.026,0.09
"P31","Que continúe el intendente Lucas Gui",0.304,0.179,0.212,0.121
"P31","Que continúe Lucas Gui pero con mejoras",0.273,0.355,0.181,0.27
"P31","Que cambie Lucas Gui pero que se mantengan los avances",0.18,0.113,0.094,0.108
"P31","Que cambie el intendente Lucas Gui",0.243,0.353,0.513,0.501
"P32","La seguridad",0.217,0.066,0.08,0.073
"P32","El tránsito",0.135,0.065,0.045,0.053
"P32","El arreglo de las calles",0.31,0.146,0.116,0.08
"P32","Los parques y espacios públicos",0.13,0.166,0.176,0.147
"P32","El sistema de salud",0,0.098,0.073,0.041
"P32","La limpieza de las calles",0.029,0.067,0.069,0.063
"P32","El deporte y la cultura",0.017,0.118,0.103,0.096
"P32","La luminaria",0.016,0.056,0.047,0.081
"P32","No sabe",0.146,0.218,0.291,0.366
"P33","La seguridad",0.414,0.405,0.453,0.486
"P33","El tránsito",0.092,0.113,0.047,0.052
"P33","El arreglo de las calles",0.277,0.242,0.184,0.168
"P33","Los parques y espacios públicos",0.028,0.024,0.048,0.028
"P33","El sistema de salud",0.021,0.015,0.045,0.074
"P33","La limpieza de las calles",0.118,0.038,0.044,0.018
"P33","El deporte y la cultura",0,0.032,0.03,0.015
"P33","La luminaria",0,0.017,0.023,0.016
"P33","No sabe",0.05,0.114,0.126,0.143
"P34","Agua corriente y cloacas",0.22,0.271,0.253,0.246
"P34","Energía eléctrica",0.23,0.126,0.128,0.168
"P34","Red de gas natural",0.155,0.084,0.054,0.062
"P34","Recolección de residuos",0.214,0.252,0.27,0.21
"P34","Ninguno",0.181,0.267,0.295,0.314
"P35","Los robos",0.264,0.46,0.474,0.428
"P35","El narcotráfico",0.137,0.119,0.094,0.119
"P35","La ausencia de patrulleros y personal policial",0.315,0.191,0.223,0.236
"P35","Otro",0.154,0.13,0.135,0.149
"P35","Ninguno",0.13,0.1,0.074,0.068
"P36","Muy buena",0.422,0.153,0.126,0.093
"P36","Buena",0.237,0.268,0.112,0.094
"P36","Ni buena ni mala",0.214,0.281,0.283,0.288
"P36","Mala",0.039,0.097,0.203,0.169
"P36","Muy mala",0.056,0.091,0.14,0.076
"P36","No sabe",0.032,0.11,0.136,0.28
"P37","Lo votaria",0.367,0.094,0.069,0.113
"P37","Puede que lo vote",0.166,0.26,0.172,0.124
"P37","Nunca lo votaría",0.467,0.497,0.671,0.638
"P37","No sabe",0,0.149,0.088,0.125
"P38","Lo votaria",0.391,0.123,0.068,0.109
"P38","Puede que lo vote",0.051,0.35,0.185,0.173
"P38","Nunca lo votaría",0.518,0.449,0.675,0.554
"P38","No sabe",0.04,0.078,0.072,0.164
"P39","Lo votaria",0.354,0.167,0.08,0.099
"P39","Puede que lo vote",0.107,0.349,0.19,0.16
"P39","Nunca lo votaría",0.519,0.451,0.648,0.612
"P39","No sabe",0.02,0.033,0.082,0.129
"P40","Lo votaria",0.476,0.06,0.112,0.097
"P40","Puede que lo vote",0.077,0.303,0.231,0.25
"P40","Nunca lo votaría",0.427,0.588,0.596,0.545
"P40","No sabe",0.02,0.049,0.061,0.108
"P41","Lo votaria",0.499,0.169,0.266,0.309
"P41","Puede que lo vote",0.059,0.244,0.155,0.184
"P41","Nunca lo votaría",0.422,0.58,0.536,0.414
"P41","No sabe",0.02,0.007,0.043,0.093
"P42","Lo votaria",0.32,0.05,0.081,0.096
"P42","Puede que lo vote",0.037,0.239,0.238,0.206
"P42","Nunca lo votaría",0.483,0.666,0.59,0.492
"P42","No sabe",0.16,0.045,0.091,0.206
"P43","Lo votaria",0.303,0.042,0.067,0.063
"P43","Puede que lo vote",0.17,0.164,0.168,0.177
"P43","Nunca lo votaría",0.506,0.73,0.666,0.534
"P43","No sabe",0.021,0.064,0.099,0.226
"P44","Lo votaria",0.493,0.195,0.227,0.267
"P44","Puede que lo vote",0.072,0.185,0.186,0.117
"P44","Nunca lo votaría",0.415,0.601,0.538,0.519
"P44","No sabe",0.02,0.019,0.049,0.097
"P45","Lo votaria",0.242,0.123,0.139,0.132
"P45","Puede que lo vote",0.174,0.214,0.221,0.213
"P45","Nunca lo votaría",0.445,0.649,0.584,0.512
"P45","No sabe",0.139,0.014,0.056,0.143
"P46","Muy buena",0.457,0.045,0.034,0.076
"P46","Buena",0.021,0.222,0.123,0.088
"P46","Ni buena ni mala",0.311,0.273,0.164,0.198
"P46","Mala",0.093,0.192,0.204,0.186
"P46","Muy mala",0.118,0.268,0.472,0.444
"P46","No sabe",0,0,0.003,0.008
"P47","Muy buena",0.465,0.111,0.152,0.153
"P47","Buena",0.041,0.185,0.155,0.171
"P47","Ni buena ni mala",0,0.092,0.121,0.176
"P47","Mala",0.211,0.19,0.173,0.203
"P47","Muy mala",0.283,0.404,0.399,0.277
"P47","No sabe",0,0.018,0,0.02
"P48","Muy buena",0.44,0.375,0.294,0.26
"P48","Buena",0.016,0.134,0.062,0.062
"P48","Ni buena ni mala",0.008,0.047,0.034,0.041
"P48","Mala",0.09,0.117,0.109,0.115
"P48","Muy mala",0.446,0.324,0.498,0.5
"P48","No sabe",0,0.003,0.003,0.022
"P49","Muy buena",0.315,0.138,0.119,0.101
"P49","Buena",0.125,0.167,0.15,0.159
"P49","Ni buena ni mala",0.165,0.234,0.188,0.237
"P49","Mala",0.095,0.172,0.167,0.2
"P49","Muy mala",0.3,0.285,0.366,0.264
"P49","No sabe",0,0.004,0.01,0.039
"P50","Muy buena",0.366,0.071,0.042,0.05
"P50","Buena",0.155,0.296,0.15,0.131
"P50","Ni buena ni mala",0.188,0.251,0.163,0.219
"P50","Mala",0.134,0.167,0.168,0.165
"P50","Muy mala",0.157,0.205,0.473,0.407
"P50","No sabe",0,0.01,0.004,0.028
"P51","Muy buena",0.48,0.13,0.242,0.248
"P51","Buena",0.054,0.21,0.123,0.179
"P51","Ni buena ni mala",0.189,0.066,0.11,0.156
"P51","Mala",0.114,0.13,0.101,0.132
"P51","Muy mala",0.163,0.46,0.421,0.25
"P51","No sabe",0,0.004,0.003,0.035
"P52","Muy buena",0.402,0.137,0.192,0.202
"P52","Buena",0,0.196,0.145,0.138
"P52","Ni buena ni mala",0.19,0.111,0.182,0.165
"P52","Mala",0.113,0.127,0.112,0.156
"P52","Muy mala",0.287,0.425,0.358,0.287
"P52","No sabe",0.008,0.004,0.011,0.052
