"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P50","Muy mala",0.184,0.557,0.381,0.365
"P50","No sabe",0,0.004,0.009,0.058
"P51","Muy buena",0.477,0.342,0.166,0.218
"P51","Buena",0.129,0.208,0.121,0.205
"P51","Ni buena ni mala",0.159,0.117,0.126,0.104
"P51","Mala",0.126,0.103,0.107,0.175
"P51","Muy mala",0.109,0.228,0.473,0.219
"P51","No sabe",0,0.002,0.007,0.079
"P52","Muy buena",0.355,0.198,0.185,0.138
"P52","Buena",0.206,0.308,0.079,0.097
"P52","Ni buena ni mala",0.204,0.204,0.151,0.142
"P52","Mala",0.119,0.12,0.119,0.2
"P52","Muy mala",0.116,0.157,0.452,0.314
"P52","No sabe",0,0.013,0.014,0.109
