"var","categoria","Lo votaria","Puede que lo vote","Nunca lo votaría","No sabe"
"P36","Mala",0.138,0.239,0.145,0.174
"P36","Muy mala",0.109,0.141,0.104,0.049
"P36","No sabe",0.234,0.078,0.187,0.263
"P37","Lo votaria",0.094,0.07,0.112,0.127
"P37","Puede que lo vote",0.083,0.067,0.268,0.083
"P37","Nunca lo votaría",0.78,0.777,0.483,0.678
"P37","No sabe",0.043,0.086,0.137,0.112
"P38","Lo votaria",0.089,0.056,0.123,0.143
"P38","Puede que lo vote",0.075,0.114,0.308,0.108
"P38","Nunca lo votaría",0.776,0.779,0.451,0.543
"P38","No sabe",0.06,0.051,0.118,0.206
"P39","Lo votaria",0.098,0.05,0.14,0.129
"P39","Puede que lo vote",0.092,0.101,0.313,0.092
"P39","Nunca lo votaría",0.746,0.811,0.438,0.641
"P39","No sabe",0.064,0.038,0.109,0.138
"P40","Lo votaria",0.264,0.135,0.058,0.096
"P40","Puede que lo vote",0.276,0.438,0.142,0.203
"P40","Nunca lo votaría",0.407,0.387,0.726,0.539
"P40","No sabe",0.053,0.04,0.074,0.162
"P41","Lo votaria",0.506,0.508,0.096,0.233
"P41","Puede que lo vote",0.147,0.291,0.118,0.2
"P41","Nunca lo votaría",0.331,0.18,0.736,0.384
"P41","No sabe",0.016,0.021,0.05,0.183
"P42","Lo votaria",0.144,0.125,0.062,0.084
"P42","Puede que lo vote",0.218,0.34,0.163,0.204
"P42","Nunca lo votaría",0.496,0.449,0.669,0.439
"P42","No sabe",0.142,0.086,0.106,0.273
"P43","Lo votaria",0.119,0.07,0.058,0.071
"P43","Puede que lo vote",0.189,0.352,0.091,0.122
"P43","Nunca lo votaría",0.55,0.45,0.764,0.485
"P43","No sabe",0.142,0.128,0.087,0.322
"P44","Lo votaria",0.21,0.322,0.195,0.37
"P44","Puede que lo vote",0.177,0.324,0.073,0.137
"P44","Nunca lo votaría",0.561,0.312,0.689,0.32
"P44","No sabe",0.052,0.042,0.043,0.173
"P45","Lo votaria",0.187,0.215,0.089,0.126
"P45","Puede que lo vote",0.3,0.402,0.1,0.192
"P45","Nunca lo votaría",0.469,0.308,0.753,0.424
"P45","No sabe",0.044,0.075,0.058,0.258
"P46","Muy buena",0.1,0.061,0.051,0.111
"P46","Buena",0.076,0.066,0.181,0.048
"P46","Ni buena ni mala",0.188,0.075,0.27,0.163
"P46","Mala",0.126,0.171,0.215,0.226
"P46","Muy mala",0.51,0.627,0.274,0.452
"P46","No sabe",0,0,0.009,0
"P47","Muy buena",0.454,0.208,0.041,0.129
"P47","Buena",0.208,0.281,0.099,0.102
"P47","Ni buena ni mala",0.141,0.145,0.095,0.227
"P47","Mala",0.065,0.195,0.199,0.297
"P47","Muy mala",0.124,0.171,0.562,0.197
"P47","No sabe",0.008,0,0.004,0.048
"P48","Muy buena",0.207,0.117,0.455,0.179
"P48","Buena",0.045,0.061,0.084,0.064
"P48","Ni buena ni mala",0.02,0.019,0.046,0.054
"P48","Mala",0.09,0.139,0.092,0.164
"P48","Muy mala",0.632,0.658,0.316,0.508
"P48","No sabe",0.006,0.006,0.007,0.031
"P49","Muy buena",0.274,0.108,0.097,0.055
"P49","Buena",0.237,0.278,0.062,0.164
"P49","Ni buena ni mala",0.197,0.278,0.171,0.255
"P49","Mala",0.091,0.17,0.216,0.153
"P49","Muy mala",0.201,0.151,0.44,0.303
"P49","No sabe",0,0.015,0.014,0.07
"P50","Muy buena",0.065,0.045,0.071,0.067
"P50","Buena",0.09,0.127,0.217,0.124
"P50","Ni buena ni mala",0.169,0.114,0.254,0.165
"P50","Mala",0.147,0.132,0.186,0.169
"P50","Muy mala",0.526,0.574,0.262,0.424
"P50","No sabe",0.003,0.008,0.01,0.051
"P51","Muy buena",0.512,0.359,0.099,0.186
"P51","Buena",0.181,0.23,0.086,0.212
"P51","Ni buena ni mala",0.114,0.164,0.09,0.191
"P51","Mala",0.027,0.067,0.162,0.157
"P51","Muy mala",0.166,0.18,0.556,0.172
"P51","No sabe",0,0,0.007,0.082
"P52","Muy buena",0.173,0.265,0.144,0.306
"P52","Buena",0.148,0.252,0.082,0.165
"P52","Ni buena ni mala",0.294,0.242,0.094,0.129
"P52","Mala",0.142,0.121,0.134,0.113
"P52","Muy mala",0.229,0.1,0.53,0.21
"P52","No sabe",0.014,0.02,0.016,0.077
