"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P25","Dulce de batata, membrillo o similares",0.077,0.087,0.121,0.106,0.113
"P25","Facturas de todo tipo",0.054,0.044,0.084,0.072,0.093
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.036,0.01,0.032,0.026,0.011
"P25","Gelatina",0.04,0.051,0.042,0.045,0.046
"P25","Panqueques, wafles y similares",0.007,0.03,0.014,0.017,0.003
"P25","Ninguno de los anteriores",0.211,0.275,0.258,0.304,0.392
"P26","Vegetariano",0.109,0.139,0.054,0.04,0.083
"P26","Vegano",0.136,0.057,0.021,0.022,0.051
"P26","Dieta baja en carnes rojas",0.148,0.205,0.146,0.128,0.105
"P26","Dieta baja en carbohidratos",0.123,0.087,0.09,0.083,0.066
"P26","Dieta baja en azúcares",0.088,0.103,0.129,0.119,0.082
"P26","Kosher o Alal",0.024,0.008,0.012,0.012,0.014
"P26","Ninguna restricción alimentaria",0.372,0.401,0.548,0.596,0.599
"P27","Bajo peso",0.212,0.071,0.056,0.068,0.104
"P27","Sobrepeso",0.182,0.239,0.249,0.28,0.241
"P27","Obesidad",0.035,0.071,0.071,0.07,0.06
"P27","Normal",0.479,0.573,0.526,0.474,0.404
"P27","No sabe",0.092,0.046,0.098,0.108,0.191
"P28","Diabetes",0.195,0.046,0.091,0.089,0.123
"P28","Hipertensión",0.148,0.173,0.171,0.199,0.173
"P28","Enfermedades cardiovasculares",0.027,0.057,0.027,0.05,0.047
"P28","Celiaquía",0.125,0.108,0.075,0.056,0.071
"P28","Ninguna",0.432,0.564,0.547,0.522,0.464
"P28","No sabe",0.073,0.052,0.089,0.084,0.122
"P29","Todos los días",0.212,0.054,0.027,0.026,0.052
"P29","Entre 4 y 6 días a la semana",0.094,0.063,0.037,0.045,0.029
"P29","Entre 1 y 3 días a la semana",0.133,0.1,0.138,0.122,0.09
"P29","Raramente",0.193,0.335,0.362,0.293,0.215
"P29","Nunca",0.368,0.448,0.436,0.514,0.614
"P30","Todos los días",0.19,0.045,0.019,0.009,0.056
"P30","Entre 4 y 6 días a la semana",0.075,0.032,0.018,0.019,0.018
"P30","Entre 1 y 3 días a la semana",0.107,0.107,0.142,0.102,0.072
"P30","Raramente",0.233,0.34,0.387,0.335,0.229
"P30","Nunca",0.395,0.476,0.434,0.535,0.625
"P31","Todos los días",0.606,0.62,0.61,0.626,0.6
"P31","Entre 4 y 6 días a la semana",0.227,0.175,0.192,0.158,0.167
"P31","Entre 1 y 3 días a la semana",0.028,0.065,0.072,0.078,0.085
"P31","Raramente",0.065,0.055,0.066,0.072,0.052
"P31","Nunca",0.074,0.085,0.06,0.066,0.096
"P32","Menos de 1 comida al día",0.227,0.167,0.129,0.179,0.2
"P32","1 comida",0.239,0.283,0.288,0.316,0.412
"P32","2 comidas",0.248,0.261,0.228,0.259,0.204
"P32","3 comidas",0.107,0.117,0.19,0.129,0.112
"P32","4 comidas",0.112,0.126,0.142,0.095,0.061
"P32","Más de 4 comidas",0.067,0.046,0.023,0.022,0.011
"P33","Precio",0.297,0.263,0.297,0.292,0.41
"P33","Calidad",0.242,0.187,0.127,0.152,0.133
"P33","Ambas",0.312,0.478,0.494,0.495,0.397
"P33","Compra sin ningún tipo de consideración",0.149,0.072,0.082,0.061,0.06
"P34","Menos de 1 vez a la semana",0.221,0.188,0.166,0.219,0.297
"P34","1 vez a la semana",0.266,0.268,0.282,0.293,0.239
"P34","Entre 1 a 4 veces a la semana",0.238,0.375,0.34,0.289,0.212
"P34","Más de 4 veces a la semana",0.171,0.121,0.143,0.129,0.12
"P34","No sabe",0.104,0.048,0.069,0.07,0.132
"P35","Hipermercado/Supermercado",0.489,0.415,0.47,0.501,0.459
"P35","Almacenes",0.21,0.271,0.237,0.259,0.267
"P35","Productores locales/mercados de cercanía/Ferias",0.188,0.249,0.208,0.166,0.164
"P35","Vía pública",0.024,0.022,0.032,0.025,0.039
"P35","No sabe",0.089,0.043,0.053,0.049,0.071
