"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P23","Ensaladas (de cualquier tipo)",0.096,0.107,0.117,0.127,0.098
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.098,0.139,0.11,0.095,0.094
"P23","Polenta o similares (de cualquier tipo)",0.084,0.077,0.063,0.098,0.096
"P23","Ninguno de los anteriores",0.048,0.058,0.059,0.094,0.106
"P24","Helado",0.353,0.276,0.317,0.259,0.301
"P24","Tortas, tartas dulces y masas",0.135,0.179,0.148,0.126,0.084
"P24","Ensalada de frutas",0.151,0.21,0.17,0.189,0.131
"P24","Flan, budín de pan y similares",0.081,0.105,0.101,0.123,0.126
"P24","Dulce de batata, membrillo o similares",0.078,0.053,0.067,0.067,0.058
"P24","Facturas de todo tipo",0.036,0.037,0.046,0.04,0.037
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.049,0.031,0.031,0.022,0.03
"P24","Gelatina",0.039,0.028,0.028,0.041,0.024
"P24","Panqueques, wafles y similares",0.014,0.015,0.026,0.017,0.032
"P24","Ninguno de los anteriores",0.064,0.066,0.066,0.116,0.177
"P25","Helado",0.185,0.123,0.157,0.133,0.147
"P25","Tortas, tartas dulces y masas",0.178,0.155,0.139,0.125,0.071
"P25","Ensalada de frutas",0.065,0.104,0.106,0.112,0.089
"P25","Flan, budín de pan y similares",0.054,0.047,0.059,0.047,0.047
"P25","Dulce de batata, membrillo o similares",0.114,0.135,0.107,0.079,0.112
"P25","Facturas de todo tipo",0.079,0.077,0.077,0.073,0.038
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.024,0.034,0.024,0.023,0
"P25","Gelatina",0.029,0.043,0.043,0.047,0.087
"P25","Panqueques, wafles y similares",0.02,0.019,0.015,0.005,0.024
"P25","Ninguno de los anteriores",0.252,0.263,0.273,0.356,0.385
"P26","Vegetariano",0.166,0.067,0.046,0.034,0.094
"P26","Vegano",0.083,0.045,0.022,0.022,0.083
"P26","Dieta baja en carnes rojas",0.133,0.15,0.145,0.132,0.1
"P26","Dieta baja en carbohidratos",0.079,0.071,0.088,0.105,0.062
"P26","Dieta baja en azúcares",0.06,0.139,0.105,0.126,0.143
"P26","Kosher o Alal",0.021,0.013,0.008,0.015,0.021
"P26","Ninguna restricción alimentaria",0.458,0.515,0.586,0.566,0.497
"P27","Bajo peso",0.164,0.068,0.057,0.087,0.094
"P27","Sobrepeso",0.239,0.25,0.256,0.255,0.285
"P27","Obesidad",0.054,0.071,0.075,0.059,0.049
"P27","Normal",0.449,0.536,0.511,0.459,0.372
"P27","No sabe",0.094,0.075,0.101,0.14,0.2
"P28","Diabetes",0.14,0.088,0.082,0.093,0.178
"P28","Hipertensión",0.163,0.167,0.181,0.21,0.152
"P28","Enfermedades cardiovasculares",0.036,0.052,0.037,0.048,0.035
"P28","Celiaquía",0.093,0.076,0.071,0.062,0.1
"P28","Ninguna",0.472,0.558,0.55,0.471,0.436
"P28","No sabe",0.096,0.059,0.079,0.116,0.099
"P29","Todos los días",0.153,0.05,0.029,0.014,0.063
"P29","Entre 4 y 6 días a la semana",0.078,0.048,0.041,0.032,0.063
"P29","Entre 1 y 3 días a la semana",0.099,0.128,0.129,0.126,0.056
"P29","Raramente",0.212,0.305,0.346,0.293,0.144
"P29","Nunca",0.458,0.469,0.455,0.535,0.674
"P30","Todos los días",0.139,0.027,0.015,0.017,0.073
"P30","Entre 4 y 6 días a la semana",0.038,0.034,0.02,0.014,0.029
"P30","Entre 1 y 3 días a la semana",0.107,0.131,0.111,0.105,0.052
"P30","Raramente",0.254,0.368,0.375,0.287,0.166
"P30","Nunca",0.462,0.44,0.479,0.577,0.68
"P31","Todos los días",0.645,0.576,0.626,0.609,0.659
"P31","Entre 4 y 6 días a la semana",0.147,0.216,0.179,0.17,0.094
"P31","Entre 1 y 3 días a la semana",0.037,0.081,0.07,0.088,0.061
"P31","Raramente",0.08,0.069,0.064,0.063,0.037
"P31","Nunca",0.091,0.058,0.061,0.07,0.149
"P32","Menos de 1 comida al día",0.255,0.13,0.152,0.169,0.265
"P32","1 comida",0.243,0.313,0.291,0.377,0.351
"P32","2 comidas",0.203,0.269,0.246,0.245,0.172
"P32","3 comidas",0.102,0.152,0.167,0.111,0.128
"P32","4 comidas",0.127,0.116,0.122,0.078,0.066
"P32","Más de 4 comidas",0.07,0.02,0.022,0.02,0.018
"P33","Precio",0.397,0.267,0.263,0.332,0.486
"P33","Calidad",0.162,0.159,0.136,0.171,0.154
"P33","Ambas",0.315,0.502,0.538,0.43,0.272
"P33","Compra sin ningún tipo de consideración",0.126,0.072,0.063,0.067,0.088
"P34","Menos de 1 vez a la semana",0.244,0.226,0.17,0.219,0.347
"P34","1 vez a la semana",0.255,0.262,0.301,0.267,0.263
"P34","Entre 1 a 4 veces a la semana",0.266,0.33,0.326,0.283,0.102
"P34","Más de 4 veces a la semana",0.159,0.12,0.132,0.132,0.162
"P34","No sabe",0.076,0.062,0.071,0.099,0.126
"P35","Hipermercado/Supermercado",0.49,0.492,0.482,0.464,0.386
"P35","Almacenes",0.254,0.243,0.228,0.278,0.336
"P35","Productores locales/mercados de cercanía/Ferias",0.16,0.195,0.21,0.176,0.118
"P35","Vía pública",0.049,0.02,0.026,0.033,0.017
"P35","No sabe",0.047,0.05,0.054,0.049,0.143
