"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P30","Entre 4 y 6 días a la semana",0.007,0.057,0.055,0.048,0.015
"P30","Entre 1 y 3 días a la semana",0.051,0.23,0.437,0.107,0.015
"P30","Raramente",0.31,0.424,0.232,0.599,0.096
"P30","Nunca",0.596,0.259,0.262,0.213,0.796
"P32","Menos de 1 comida al día",0.214,0.049,0.089,0.114,0.218
"P32","1 comida",0.316,0.356,0.325,0.233,0.219
"P32","2 comidas",0.239,0.249,0.34,0.17,0.21
"P32","3 comidas",0.123,0.157,0.117,0.324,0.128
"P32","4 comidas",0.085,0.163,0.128,0.111,0.158
"P32","Más de 4 comidas",0.023,0.026,0.001,0.048,0.067
"P33","Precio",0.36,0.178,0.213,0.186,0.381
"P33","Calidad",0.136,0.215,0.129,0.216,0.1
"P33","Ambas",0.45,0.534,0.52,0.466,0.369
"P33","Compra sin ningún tipo de consideración",0.054,0.073,0.138,0.132,0.15
"P34","Menos de 1 vez a la semana",0.228,0.15,0.197,0.165,0.276
"P34","1 vez a la semana",0.27,0.301,0.26,0.315,0.269
"P34","Entre 1 a 4 veces a la semana",0.283,0.385,0.334,0.291,0.176
"P34","Más de 4 veces a la semana",0.142,0.106,0.13,0.155,0.129
"P34","No sabe",0.077,0.058,0.079,0.074,0.15
"P35","Hipermercado/Supermercado",0.498,0.472,0.419,0.397,0.428
"P35","Almacenes",0.235,0.257,0.359,0.232,0.285
"P35","Productores locales/mercados de cercanía/Ferias",0.188,0.204,0.159,0.227,0.149
"P35","Vía pública",0.028,0.009,0.041,0.055,0.047
"P35","No sabe",0.051,0.058,0.022,0.089,0.091
