"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P22","Pastas",0.11,0.139,0.105,0.07,0.105,0.077,0.091,0.092,0.082
"P22","Empanadas",0.028,0.068,0.018,0.03,0.027,0.033,0.048,0.048,0.022
"P22","Hamburguesa",0.059,0,0.069,0.01,0.008,0.014,0.01,0.013,0
"P22","Ensaladas (de cualquier tipo)",0.005,0,0.086,0.089,0.081,0.05,0.08,0.075,0.119
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.033,0,0.052,0.069,0.048,0.131,0.082,0.07,0.023
"P22","Polenta o similares (de cualquier tipo)",0.004,0,0.006,0.006,0.012,0.03,0.013,0.044,0.043
"P22","Ninguno de los anteriores",0,0.013,0.013,0.01,0.031,0.016,0.026,0.043,0.034
"P23","Asado",0.523,0.217,0.129,0.166,0.096,0.066,0.089,0.117,0.179
"P23","Pizza",0.09,0.012,0.084,0.069,0.094,0.072,0.075,0.07,0.028
"P23","Milanesa",0.183,0.482,0.324,0.254,0.298,0.211,0.222,0.154,0.175
"P23","Pastas",0.041,0.057,0.059,0.116,0.131,0.173,0.181,0.179,0.15
"P23","Empanadas",0.063,0.069,0.045,0.051,0.061,0.05,0.038,0.039,0.101
"P23","Hamburguesa",0.01,0,0.021,0.032,0.021,0.013,0.017,0.018,0
"P23","Ensaladas (de cualquier tipo)",0.04,0.045,0.192,0.173,0.143,0.092,0.107,0.083,0.176
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.03,0.032,0.052,0.07,0.068,0.144,0.134,0.13,0.089
"P23","Polenta o similares (de cualquier tipo)",0.005,0.01,0.002,0.018,0.017,0.099,0.07,0.148,0.019
"P23","Ninguno de los anteriores",0.015,0.076,0.092,0.051,0.071,0.08,0.067,0.062,0.083
"P24","Helado",0.41,0.388,0.323,0.319,0.345,0.23,0.283,0.299,0.304
"P24","Tortas, tartas dulces y masas",0.137,0.018,0.151,0.135,0.164,0.159,0.131,0.146,0.131
"P24","Ensalada de frutas",0.185,0.157,0.22,0.17,0.153,0.179,0.196,0.17,0.186
"P24","Flan, budín de pan y similares",0.163,0.15,0.074,0.115,0.088,0.114,0.117,0.105,0.016
"P24","Dulce de batata, membrillo o similares",0.032,0.088,0.025,0.062,0.079,0.085,0.078,0.051,0.025
"P24","Facturas de todo tipo",0.009,0.169,0.09,0.03,0.042,0.034,0.036,0.036,0.067
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.038,0.011,0.032,0.042,0.037,0.027,0.036,0.022,0.044
"P24","Gelatina",0.007,0,0.004,0.032,0.017,0.04,0.034,0.043,0.027
"P24","Panqueques, wafles y similares",0,0,0.023,0.023,0.008,0.019,0.02,0.029,0.012
"P24","Ninguno de los anteriores",0.019,0.019,0.058,0.072,0.067,0.113,0.069,0.099,0.188
"P25","Helado",0.259,0.332,0.171,0.21,0.191,0.081,0.119,0.135,0.268
"P25","Tortas, tartas dulces y masas",0.423,0.162,0.164,0.162,0.137,0.121,0.139,0.124,0.142
"P25","Ensalada de frutas",0.124,0.056,0.131,0.132,0.118,0.086,0.106,0.082,0.037
"P25","Flan, budín de pan y similares",0.019,0.02,0.018,0.04,0.061,0.075,0.067,0.04,0.049
"P25","Dulce de batata, membrillo o similares",0.042,0.034,0.118,0.083,0.135,0.137,0.119,0.085,0.047
"P25","Facturas de todo tipo",0.027,0.085,0.129,0.075,0.089,0.085,0.073,0.052,0.103
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.05,0.011,0.016,0.02,0.029,0.031,0.025,0.022,0.012
"P25","Gelatina",0.022,0,0.027,0.031,0.02,0.068,0.051,0.054,0.036
"P25","Panqueques, wafles y similares",0,0,0.032,0.022,0.015,0.006,0.011,0.014,0.071
"P25","Ninguno de los anteriores",0.034,0.3,0.194,0.225,0.205,0.31,0.29,0.392,0.235
"P26","Vegetariano",0.209,0.147,0.076,0.095,0.051,0.03,0.063,0.066,0.11
"P26","Vegano",0.174,0.051,0.02,0.037,0.02,0.032,0.049,0.037,0.031
"P26","Dieta baja en carnes rojas",0.269,0.224,0.1,0.137,0.159,0.125,0.127,0.143,0.167
"P26","Dieta baja en carbohidratos",0.047,0.121,0.149,0.104,0.114,0.079,0.074,0.067,0.062
"P26","Dieta baja en azúcares",0.029,0.104,0.087,0.072,0.128,0.139,0.122,0.108,0.118
"P26","Kosher o Alal",0.006,0.009,0.019,0.014,0.012,0.012,0.016,0.011,0
"P26","Ninguna restricción alimentaria",0.266,0.344,0.549,0.541,0.516,0.583,0.549,0.568,0.512
"P27","Bajo peso",0.272,0.082,0.015,0.048,0.055,0.077,0.063,0.127,0.066
"P27","Sobrepeso",0.349,0.409,0.276,0.248,0.237,0.262,0.259,0.241,0.278
"P27","Obesidad",0.017,0.138,0.061,0.074,0.054,0.052,0.071,0.073,0.097
"P27","Normal",0.336,0.339,0.544,0.539,0.59,0.434,0.495,0.439,0.518
"P27","No sabe",0.026,0.032,0.104,0.091,0.064,0.175,0.112,0.12,0.041
"P28","Diabetes",0.151,0.172,0.057,0.058,0.074,0.105,0.098,0.124,0.079
"P28","Hipertensión",0.053,0.315,0.111,0.194,0.218,0.197,0.18,0.168,0.19
"P28","Enfermedades cardiovasculares",0.008,0.136,0.017,0.043,0.03,0.051,0.03,0.057,0.069
"P28","Celiaquía",0.141,0.043,0.031,0.11,0.074,0.049,0.089,0.072,0.018
"P28","Ninguna",0.621,0.322,0.728,0.55,0.56,0.48,0.496,0.479,0.484
"P28","No sabe",0.026,0.012,0.056,0.045,0.044,0.118,0.107,0.1,0.16
"P29","Todos los días",0.325,0.108,0.033,0.05,0.029,0.022,0.037,0.061,0.031
"P29","Entre 4 y 6 días a la semana",0.171,0.018,0.059,0.06,0.06,0.044,0.039,0.032,0.047
"P29","Entre 1 y 3 días a la semana",0.202,0.249,0.338,0.25,0.189,0.065,0.085,0.048,0.04
"P29","Raramente",0.182,0.459,0.357,0.384,0.396,0.325,0.327,0.173,0.321
"P29","Nunca",0.12,0.166,0.213,0.256,0.326,0.544,0.512,0.686,0.561
"P30","Todos los días",0.466,0,0.006,0.054,0.03,0.01,0.03,0.036,0.02
"P30","Entre 4 y 6 días a la semana",0.102,0.11,0.037,0.017,0.021,0.02,0.022,0.021,0.022
"P30","Entre 1 y 3 días a la semana",0.2,0.136,0.313,0.212,0.202,0.069,0.073,0.031,0.083
"P30","Raramente",0.158,0.64,0.389,0.41,0.41,0.342,0.34,0.235,0.271
"P30","Nunca",0.074,0.114,0.255,0.307,0.337,0.559,0.535,0.677,0.604
"P31","Todos los días",0.453,0.34,0.458,0.554,0.563,0.647,0.656,0.671,0.561
"P31","Entre 4 y 6 días a la semana",0.269,0.447,0.328,0.247,0.214,0.142,0.163,0.109,0.259
"P31","Entre 1 y 3 días a la semana",0.058,0.05,0.095,0.081,0.088,0.083,0.049,0.071,0.081
"P31","Raramente",0.067,0.123,0.092,0.07,0.079,0.102,0.047,0.049,0.053
"P31","Nunca",0.153,0.04,0.027,0.048,0.056,0.026,0.085,0.1,0.046
"P32","Menos de 1 comida al día",0.088,0.034,0.072,0.094,0.084,0.177,0.163,0.274,0.125
"P32","1 comida",0.111,0.517,0.13,0.194,0.221,0.388,0.347,0.381,0.285
"P32","2 comidas",0.199,0.176,0.188,0.312,0.258,0.233,0.26,0.208,0.379
"P32","3 comidas",0.094,0.18,0.273,0.158,0.229,0.112,0.13,0.085,0.102
"P32","4 comidas",0.299,0.078,0.277,0.169,0.178,0.069,0.087,0.042,0.097
"P32","Más de 4 comidas",0.209,0.015,0.06,0.073,0.03,0.021,0.013,0.01,0.012
"P33","Precio",0.108,0.01,0.068,0.104,0.14,0.329,0.341,0.494,0.304
"P33","Calidad",0.234,0.062,0.228,0.198,0.147,0.132,0.141,0.14,0.222
"P33","Ambas",0.252,0.857,0.591,0.631,0.622,0.461,0.463,0.306,0.456
"P33","Compra sin ningún tipo de consideración",0.406,0.071,0.113,0.067,0.091,0.078,0.055,0.06,0.018
"P34","Menos de 1 vez a la semana",0.343,0.009,0.114,0.128,0.125,0.18,0.217,0.317,0.095
"P34","1 vez a la semana",0.354,0.148,0.297,0.297,0.275,0.279,0.284,0.261,0.323
"P34","Entre 1 a 4 veces a la semana",0.126,0.675,0.481,0.342,0.402,0.283,0.292,0.201,0.211
"P34","Más de 4 veces a la semana",0.081,0.136,0.078,0.179,0.164,0.131,0.138,0.117,0.172
"P34","No sabe",0.096,0.032,0.03,0.054,0.034,0.127,0.069,0.104,0.199
"P35","Hipermercado/Supermercado",0.456,0.228,0.504,0.467,0.543,0.462,0.459,0.465,0.482
"P35","Almacenes",0.389,0.28,0.161,0.215,0.229,0.258,0.244,0.281,0.417
"P35","Productores locales/mercados de cercanía/Ferias",0.043,0.317,0.25,0.184,0.181,0.187,0.201,0.183,0.01
"P35","Vía pública",0.008,0.012,0.007,0.058,0.024,0.029,0.038,0.021,0.018
"P35","No sabe",0.104,0.163,0.078,0.076,0.023,0.064,0.058,0.05,0.073
