"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P13","Entre 4 y 6 días a la semana",0.074,0.218,0.106,0.078,0.084
"P13","Entre 1 y 3 días a la semana",0.115,0.241,0.39,0.308,0.238
"P13","Raramente",0.219,0.333,0.367,0.427,0.369
"P13","Nunca",0.222,0.087,0.08,0.135,0.255
"P14","Todos los días",0.595,0.328,0.293,0.238,0.215
"P14","Entre 4 y 6 días a la semana",0.09,0.364,0.268,0.252,0.179
"P14","Entre 1 y 3 días a la semana",0.061,0.162,0.288,0.283,0.271
"P14","Raramente",0.116,0.115,0.126,0.193,0.223
"P14","Nunca",0.138,0.031,0.025,0.034,0.112
"P15","Todos los días",0.532,0.139,0.107,0.091,0.107
"P15","Entre 4 y 6 días a la semana",0.084,0.358,0.227,0.209,0.187
"P15","Entre 1 y 3 días a la semana",0.156,0.326,0.441,0.417,0.335
"P15","Raramente",0.108,0.126,0.191,0.239,0.261
"P15","Nunca",0.12,0.051,0.034,0.044,0.11
"P16","Menos de un vaso al día",0.271,0.131,0.102,0.079,0.083
"P16","De 1 a 4 vasos al día",0.178,0.369,0.344,0.329,0.287
"P16","Más de 4 vasos al día",0.412,0.469,0.519,0.541,0.554
"P16","No consume agua",0.139,0.031,0.035,0.051,0.076
"P17","Agua embotellada/mineral",0.37,0.28,0.183,0.157,0.113
"P17","Agua de la canilla filtrada",0.114,0.325,0.336,0.309,0.259
"P17","Agua de la canilla directamente",0.344,0.324,0.326,0.386,0.451
"P17","Agua de bidón",0.085,0.064,0.15,0.145,0.153
"P17","No consume agua",0.087,0.007,0.005,0.003,0.024
"P18","Todos los días",0.333,0.08,0.058,0.055,0.052
"P18","Entre 4 y 6 días a la semana",0.069,0.143,0.087,0.076,0.041
"P18","Entre 1 y 3 días a la semana",0.242,0.262,0.268,0.196,0.121
"P18","Raramente",0.182,0.237,0.348,0.369,0.266
"P18","Nunca",0.174,0.278,0.239,0.304,0.52
"P19","Vino",0.341,0.241,0.233,0.275,0.206
"P19","Cerveza",0.191,0.249,0.245,0.172,0.107
"P19","Destilados (whisky, vodka, ron, etc.)",0.199,0.074,0.076,0.045,0.022
"P19","Espumantes",0.021,0.026,0.042,0.055,0.019
"P19","Otros",0.107,0.108,0.115,0.11,0.113
"P19","No consume bebidas alcohólicas",0.141,0.302,0.289,0.343,0.533
"P20","Todos los días",0.513,0.225,0.127,0.103,0.087
"P20","Entre 4 y 6 días a la semana",0.181,0.21,0.163,0.087,0.053
"P20","Entre 1 y 3 días a la semana",0.12,0.121,0.246,0.178,0.088
"P20","Raramente",0.105,0.284,0.318,0.408,0.389
"P20","Nunca",0.081,0.16,0.146,0.224,0.383
"P21","Todos los días",0.818,0.738,0.739,0.785,0.755
"P21","Entre 4 y 6 días a la semana",0.084,0.141,0.099,0.08,0.056
"P21","Entre 1 y 3 días a la semana",0.026,0.043,0.065,0.048,0.04
"P21","Raramente",0.037,0.035,0.052,0.059,0.092
"P21","Nunca",0.035,0.043,0.045,0.028,0.057
"P22","Asado",0.485,0.399,0.439,0.423,0.395
"P22","Pizza",0.164,0.167,0.076,0.07,0.048
"P22","Milanesa",0.076,0.15,0.195,0.162,0.139
"P22","Pastas",0.067,0.096,0.089,0.1,0.08
"P22","Empanadas",0.007,0.028,0.049,0.034,0.048
"P22","Hamburguesa",0.061,0.019,0.023,0.012,0.006
"P22","Ensaladas (de cualquier tipo)",0.023,0.061,0.056,0.073,0.106
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.049,0.059,0.052,0.077,0.094
"P22","Polenta o similares (de cualquier tipo)",0.048,0.009,0.006,0.021,0.04
"P22","Ninguno de los anteriores",0.02,0.012,0.015,0.028,0.044
"P23","Asado",0.422,0.117,0.111,0.101,0.086
"P23","Pizza",0.184,0.125,0.122,0.054,0.043
"P23","Milanesa",0.135,0.321,0.293,0.225,0.151
"P23","Pastas",0.081,0.124,0.146,0.17,0.158
"P23","Empanadas",0.051,0.047,0.054,0.046,0.04
"P23","Hamburguesa",0.015,0.041,0.022,0.014,0.018
"P23","Ensaladas (de cualquier tipo)",0.044,0.052,0.098,0.121,0.142
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.037,0.068,0.071,0.124,0.139
"P23","Polenta o similares (de cualquier tipo)",0.019,0.071,0.034,0.073,0.131
"P23","Ninguno de los anteriores",0.012,0.034,0.049,0.072,0.092
"P24","Helado",0.509,0.305,0.346,0.288,0.247
"P24","Tortas, tartas dulces y masas",0.157,0.203,0.171,0.142,0.109
"P24","Ensalada de frutas",0.143,0.232,0.133,0.192,0.18
"P24","Flan, budín de pan y similares",0.016,0.083,0.141,0.109,0.094
"P24","Dulce de batata, membrillo o similares",0.048,0.037,0.037,0.074,0.082
"P24","Facturas de todo tipo",0.063,0.049,0.049,0.04,0.032
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.019,0.019,0.029,0.03,0.041
"P24","Gelatina",0.004,0.017,0.019,0.027,0.057
"P24","Panqueques, wafles y similares",0.011,0.016,0.021,0.025,0.015
"P24","Ninguno de los anteriores",0.03,0.039,0.054,0.073,0.143
"P25","Helado",0.306,0.196,0.184,0.133,0.103
"P25","Tortas, tartas dulces y masas",0.303,0.205,0.181,0.135,0.071
"P25","Ensalada de frutas",0.071,0.147,0.078,0.109,0.097
"P25","Flan, budín de pan y similares",0.01,0.055,0.054,0.054,0.057
"P25","Dulce de batata, membrillo o similares",0.031,0.092,0.083,0.121,0.121
"P25","Facturas de todo tipo",0.147,0.109,0.107,0.068,0.038
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.022,0.02,0.028,0.028,0.018
"P25","Gelatina",0.011,0.02,0.043,0.037,0.072
"P25","Panqueques, wafles y similares",0.02,0.003,0.023,0.013,0.013
"P25","Ninguno de los anteriores",0.079,0.153,0.219,0.302,0.41
"P26","Vegetariano",0.171,0.088,0.075,0.051,0.058
"P26","Vegano",0.203,0.092,0.025,0.024,0.025
"P26","Dieta baja en carnes rojas",0.115,0.206,0.133,0.128,0.149
"P26","Dieta baja en carbohidratos",0.041,0.045,0.089,0.106,0.069
"P26","Dieta baja en azúcares",0.03,0.145,0.099,0.108,0.138
"P26","Kosher o Alal",0.005,0.017,0.008,0.017,0.009
"P26","Ninguna restricción alimentaria",0.435,0.407,0.571,0.566,0.552
"P27","Bajo peso",0.324,0.12,0.053,0.056,0.091
"P27","Sobrepeso",0.31,0.281,0.301,0.246,0.214
"P27","Obesidad",0.018,0.103,0.063,0.068,0.065
"P27","Normal",0.255,0.415,0.512,0.522,0.478
"P27","No sabe",0.093,0.081,0.071,0.108,0.152
"P28","Diabetes",0.199,0.091,0.069,0.095,0.108
"P28","Hipertensión",0.152,0.156,0.144,0.177,0.229
"P28","Enfermedades cardiovasculares",0.011,0.075,0.034,0.04,0.048
"P28","Celiaquía",0.08,0.05,0.083,0.077,0.068
"P28","Ninguna",0.467,0.538,0.592,0.531,0.445
"P28","No sabe",0.091,0.09,0.078,0.08,0.102
"P29","Todos los días",0.315,0.054,0.039,0.035,0.021
"P29","Entre 4 y 6 días a la semana",0.155,0.103,0.057,0.033,0.023
"P29","Entre 1 y 3 días a la semana",0.156,0.161,0.207,0.124,0.031
"P29","Raramente",0.195,0.245,0.401,0.349,0.165
"P29","Nunca",0.179,0.437,0.296,0.459,0.76
"P30","Todos los días",0.349,0.052,0.036,0.018,0.004
"P30","Entre 4 y 6 días a la semana",0.074,0.082,0.035,0.014,0.007
"P30","Entre 1 y 3 días a la semana",0.159,0.206,0.237,0.086,0.018
"P30","Raramente",0.26,0.27,0.424,0.392,0.172
"P30","Nunca",0.158,0.39,0.268,0.49,0.799
"P31","Todos los días",0.486,0.512,0.455,0.648,0.74
"P31","Entre 4 y 6 días a la semana",0.228,0.241,0.252,0.183,0.077
"P31","Entre 1 y 3 días a la semana",0.049,0.09,0.132,0.062,0.042
"P31","Raramente",0.136,0.083,0.091,0.054,0.046
"P31","Nunca",0.101,0.074,0.07,0.053,0.095
"P32","Menos de 1 comida al día",0.347,0.173,0.107,0.167,0.19
"P32","1 comida",0.122,0.317,0.258,0.316,0.38
"P32","2 comidas",0.133,0.223,0.275,0.24,0.243
"P32","3 comidas",0.087,0.135,0.182,0.156,0.097
"P32","4 comidas",0.159,0.121,0.149,0.103,0.074
"P32","Más de 4 comidas",0.152,0.031,0.029,0.018,0.016
"P33","Precio",0.346,0.248,0.237,0.305,0.373
"P33","Calidad",0.213,0.189,0.16,0.141,0.147
"P33","Ambas",0.27,0.46,0.543,0.483,0.413
"P33","Compra sin ningún tipo de consideración",0.171,0.103,0.06,0.071,0.067
"P34","Menos de 1 vez a la semana",0.289,0.218,0.158,0.197,0.259
"P34","1 vez a la semana",0.222,0.28,0.254,0.28,0.302
"P34","Entre 1 a 4 veces a la semana",0.257,0.303,0.398,0.299,0.227
"P34","Más de 4 veces a la semana",0.135,0.134,0.124,0.151,0.113
"P34","No sabe",0.097,0.065,0.066,0.073,0.099
"P35","Hipermercado/Supermercado",0.42,0.538,0.517,0.475,0.44
"P35","Almacenes",0.281,0.252,0.246,0.249,0.252
"P35","Productores locales/mercados de cercanía/Ferias",0.167,0.153,0.158,0.195,0.214
"P35","Vía pública",0.021,0.013,0.015,0.035,0.034
"P35","No sabe",0.111,0.044,0.064,0.046,0.06
