"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P11","Entre 1 y 3 días a la semana",0.249,0.286,0.302,0.202,0.098
"P11","Raramente",0.269,0.262,0.272,0.361,0.307
"P11","Nunca",0.067,0.064,0.081,0.143,0.39
"P12","Todos los días",0.423,0.262,0.246,0.205,0.121
"P12","Entre 4 y 6 días a la semana",0.179,0.206,0.181,0.131,0.102
"P12","Entre 1 y 3 días a la semana",0.165,0.295,0.291,0.197,0.159
"P12","Raramente",0.178,0.185,0.225,0.336,0.257
"P12","Nunca",0.055,0.052,0.057,0.131,0.361
"P13","Todos los días",0.165,0.056,0.034,0.035,0.051
"P13","Entre 4 y 6 días a la semana",0.114,0.143,0.066,0.054,0.065
"P13","Entre 1 y 3 días a la semana",0.245,0.334,0.415,0.183,0.07
"P13","Raramente",0.323,0.361,0.375,0.58,0.201
"P13","Nunca",0.153,0.106,0.11,0.148,0.613
"P15","Todos los días",0.298,0.064,0.041,0.075,0.068
"P15","Entre 4 y 6 días a la semana",0.228,0.358,0.136,0.123,0.136
"P15","Entre 1 y 3 días a la semana",0.301,0.362,0.581,0.302,0.161
"P15","Raramente",0.138,0.176,0.209,0.421,0.238
"P15","Nunca",0.035,0.04,0.033,0.079,0.397
"P16","Menos de un vaso al día",0.135,0.07,0.076,0.082,0.18
"P16","De 1 a 4 vasos al día",0.313,0.364,0.32,0.276,0.249
"P16","Más de 4 vasos al día",0.508,0.533,0.567,0.523,0.441
"P16","No consume agua",0.044,0.033,0.037,0.119,0.13
"P17","Agua embotellada/mineral",0.207,0.161,0.157,0.151,0.127
"P17","Agua de la canilla filtrada",0.286,0.306,0.321,0.263,0.24
"P17","Agua de la canilla directamente",0.358,0.387,0.37,0.443,0.392
"P17","Agua de bidón",0.131,0.141,0.148,0.136,0.151
"P17","No consume agua",0.018,0.005,0.004,0.007,0.09
"P18","Todos los días",0.12,0.057,0.037,0.044,0.112
"P18","Entre 4 y 6 días a la semana",0.07,0.109,0.06,0.069,0.023
"P18","Entre 1 y 3 días a la semana",0.192,0.231,0.217,0.164,0.083
"P18","Raramente",0.319,0.315,0.351,0.316,0.212
"P18","Nunca",0.299,0.288,0.335,0.407,0.57
"P19","Vino",0.268,0.234,0.281,0.215,0.174
"P19","Cerveza",0.194,0.23,0.157,0.139,0.051
"P19","Destilados (whisky, vodka, ron, etc.)",0.072,0.042,0.049,0.047,0.068
"P19","Espumantes",0.034,0.037,0.036,0.059,0.035
"P19","Otros",0.087,0.124,0.099,0.137,0.161
"P19","No consume bebidas alcohólicas",0.345,0.333,0.378,0.403,0.511
"P20","Todos los días",0.226,0.107,0.074,0.1,0.13
"P20","Entre 4 y 6 días a la semana",0.113,0.16,0.085,0.06,0.083
"P20","Entre 1 y 3 días a la semana",0.174,0.212,0.168,0.088,0.08
"P20","Raramente",0.298,0.344,0.438,0.418,0.219
"P20","Nunca",0.189,0.177,0.235,0.334,0.488
"P21","Todos los días",0.851,0.784,0.753,0.669,0.643
"P21","Entre 4 y 6 días a la semana",0.043,0.109,0.096,0.09,0.061
"P21","Entre 1 y 3 días a la semana",0.032,0.027,0.07,0.06,0.074
"P21","Raramente",0.042,0.046,0.059,0.117,0.097
"P21","Nunca",0.032,0.034,0.022,0.064,0.125
"P22","Asado",0.414,0.424,0.445,0.391,0.398
"P22","Pizza",0.086,0.103,0.05,0.064,0.08
"P22","Milanesa",0.157,0.162,0.169,0.152,0.104
"P22","Pastas",0.117,0.098,0.081,0.078,0.03
"P22","Empanadas",0.051,0.032,0.024,0.036,0.098
"P22","Hamburguesa",0.022,0.008,0.017,0.012,0.011
"P22","Ensaladas (de cualquier tipo)",0.042,0.069,0.083,0.123,0.069
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.069,0.07,0.075,0.076,0.107
"P22","Polenta o similares (de cualquier tipo)",0.026,0.022,0.017,0.03,0.026
"P22","Ninguno de los anteriores",0.016,0.012,0.039,0.038,0.077
"P23","Asado",0.136,0.095,0.091,0.119,0.185
"P23","Pizza",0.101,0.089,0.06,0.034,0.084
"P23","Milanesa",0.235,0.25,0.233,0.178,0.117
"P23","Pastas",0.184,0.186,0.137,0.124,0.06
"P23","Empanadas",0.054,0.043,0.043,0.043,0.044
"P23","Hamburguesa",0.018,0.023,0.015,0.008,0.061
"P23","Ensaladas (de cualquier tipo)",0.063,0.088,0.133,0.194,0.125
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.086,0.105,0.132,0.113,0.14
"P23","Polenta o similares (de cualquier tipo)",0.067,0.066,0.075,0.112,0.09
"P23","Ninguno de los anteriores",0.056,0.055,0.081,0.075,0.094
"P24","Helado",0.31,0.296,0.309,0.293,0.23
"P24","Tortas, tartas dulces y masas",0.175,0.16,0.135,0.109,0.077
"P24","Ensalada de frutas",0.162,0.191,0.183,0.187,0.15
"P24","Flan, budín de pan y similares",0.106,0.107,0.108,0.097,0.107
"P24","Dulce de batata, membrillo o similares",0.054,0.06,0.072,0.085,0.038
"P24","Facturas de todo tipo",0.055,0.036,0.034,0.021,0.101
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.028,0.039,0.031,0.025,0.035
"P24","Gelatina",0.023,0.023,0.035,0.047,0.052
"P24","Panqueques, wafles y similares",0.019,0.02,0.021,0.02,0.035
"P24","Ninguno de los anteriores",0.068,0.068,0.072,0.116,0.175
"P25","Helado",0.178,0.147,0.135,0.126,0.126
"P25","Tortas, tartas dulces y masas",0.181,0.168,0.108,0.098,0.113
"P25","Ensalada de frutas",0.086,0.101,0.119,0.096,0.098
"P25","Flan, budín de pan y similares",0.057,0.035,0.064,0.055,0.041
"P25","Dulce de batata, membrillo o similares",0.107,0.127,0.113,0.083,0.077
"P25","Facturas de todo tipo",0.112,0.08,0.059,0.034,0.068
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.025,0.029,0.025,0.025,0.002
"P25","Gelatina",0.027,0.032,0.054,0.071,0.064
"P25","Panqueques, wafles y similares",0.012,0.014,0.02,0.015,0.003
"P25","Ninguno de los anteriores",0.215,0.267,0.303,0.397,0.408
"P26","Vegetariano",0.094,0.058,0.056,0.036,0.099
"P26","Vegano",0.052,0.041,0.021,0.02,0.098
"P26","Dieta baja en carnes rojas",0.139,0.127,0.139,0.16,0.127
"P26","Dieta baja en carbohidratos",0.057,0.07,0.092,0.136,0.107
"P26","Dieta baja en azúcares",0.096,0.109,0.119,0.134,0.117
"P26","Kosher o Alal",0.018,0.009,0.012,0.006,0.032
"P26","Ninguna restricción alimentaria",0.544,0.586,0.561,0.508,0.42
"P27","Bajo peso",0.088,0.071,0.065,0.08,0.186
"P27","Sobrepeso",0.267,0.295,0.237,0.239,0.127
"P27","Obesidad",0.063,0.06,0.083,0.065,0.033
"P27","Normal",0.491,0.504,0.498,0.451,0.5
"P27","No sabe",0.091,0.07,0.117,0.165,0.154
"P28","Diabetes",0.107,0.076,0.092,0.104,0.164
"P28","Hipertensión",0.173,0.164,0.213,0.187,0.11
"P28","Enfermedades cardiovasculares",0.042,0.031,0.036,0.063,0.048
"P28","Celiaquía",0.062,0.058,0.079,0.067,0.219
"P28","Ninguna",0.53,0.574,0.509,0.492,0.336
"P28","No sabe",0.086,0.097,0.071,0.087,0.123
"P29","Todos los días",0.095,0.024,0.021,0.029,0.101
"P29","Entre 4 y 6 días a la semana",0.061,0.051,0.029,0.048,0.024
"P29","Entre 1 y 3 días a la semana",0.123,0.132,0.138,0.095,0.052
"P29","Raramente",0.293,0.326,0.343,0.227,0.214
"P29","Nunca",0.428,0.467,0.469,0.601,0.609
"P30","Todos los días",0.079,0.024,0.007,0.015,0.092
"P30","Entre 4 y 6 días a la semana",0.036,0.037,0.007,0.016,0.013
"P30","Entre 1 y 3 días a la semana",0.13,0.118,0.111,0.084,0.058
"P30","Raramente",0.332,0.391,0.359,0.22,0.223
"P30","Nunca",0.423,0.43,0.516,0.665,0.614
"P31","Todos los días",0.622,0.585,0.619,0.636,0.636
"P31","Entre 4 y 6 días a la semana",0.169,0.231,0.189,0.126,0.062
"P31","Entre 1 y 3 días a la semana",0.056,0.069,0.072,0.1,0.078
"P31","Raramente",0.08,0.056,0.054,0.071,0.061
"P31","Nunca",0.073,0.059,0.066,0.067,0.163
"P32","Menos de 1 comida al día",0.168,0.13,0.149,0.209,0.347
"P32","1 comida",0.287,0.309,0.311,0.348,0.339
"P32","2 comidas",0.238,0.269,0.262,0.201,0.158
"P32","3 comidas",0.151,0.165,0.141,0.118,0.061
"P32","4 comidas",0.118,0.113,0.117,0.085,0.078
"P32","Más de 4 comidas",0.038,0.014,0.02,0.039,0.017
"P33","Precio",0.317,0.277,0.248,0.378,0.466
"P33","Calidad",0.164,0.15,0.133,0.165,0.165
"P33","Ambas",0.425,0.478,0.567,0.404,0.307
"P33","Compra sin ningún tipo de consideración",0.094,0.095,0.052,0.053,0.062
"P34","Menos de 1 vez a la semana",0.19,0.174,0.175,0.321,0.307
"P34","1 vez a la semana",0.278,0.294,0.289,0.246,0.249
"P34","Entre 1 a 4 veces a la semana",0.287,0.319,0.35,0.246,0.165
"P34","Más de 4 veces a la semana",0.158,0.148,0.112,0.124,0.089
"P34","No sabe",0.087,0.065,0.074,0.063,0.19
"P35","Hipermercado/Supermercado",0.484,0.474,0.482,0.468,0.439
"P35","Almacenes",0.261,0.274,0.23,0.227,0.276
"P35","Productores locales/mercados de cercanía/Ferias",0.182,0.186,0.204,0.197,0.127
"P35","Vía pública",0.024,0.018,0.036,0.034,0.044
"P35","No sabe",0.049,0.048,0.048,0.074,0.114
