"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P51","Ni buena ni mala",0.083,0.13,0.224,0.165
"P51","Mala",0.129,0.246,0.201,0.256
"P51","Muy mala",0.441,0.371,0.423,0.425
"P51","No sabe",0.012,0.008,0,0.065
"P53","Muy buena",0.247,0.102,0.042,0.058
"P53","Buena",0.189,0.133,0.187,0.081
"P53","Ni buena ni mala",0.135,0.339,0.488,0.591
"P53","Mala",0.126,0.162,0.117,0.104
"P53","Muy mala",0.299,0.244,0.15,0.138
"P53","No sabe",0.004,0.02,0.016,0.028
"P54","Muy buena",0.253,0.167,0.149,0.287
"P54","Buena",0.196,0.291,0.318,0.293
"P54","Ni buena ni mala",0.132,0.196,0.219,0.268
"P54","Mala",0.151,0.155,0.126,0.102
"P54","Muy mala",0.265,0.182,0.156,0.05
"P54","No sabe",0.003,0.009,0.032,0
"P55","Muy buena",0.188,0.083,0.075,0.049
"P55","Buena",0.114,0.164,0.084,0.056
"P55","Ni buena ni mala",0.193,0.313,0.299,0.307
"P55","Mala",0.139,0.247,0.143,0.14
"P55","Muy mala",0.325,0.186,0.232,0.347
"P55","No sabe",0.041,0.007,0.167,0.101
"P56","Muy buena",0.071,0.02,0.022,0.04
"P56","Buena",0.117,0.112,0.073,0.018
"P56","Ni buena ni mala",0.251,0.238,0.236,0.215
"P56","Mala",0.134,0.264,0.266,0.257
"P56","Muy mala",0.384,0.309,0.305,0.405
"P56","No sabe",0.043,0.057,0.098,0.065
"P57","Muy buena",0.056,0.044,0.09,0.135
"P57","Buena",0.125,0.169,0.179,0.108
"P57","Ni buena ni mala",0.29,0.33,0.387,0.452
"P57","Mala",0.248,0.247,0.243,0.151
"P57","Muy mala",0.253,0.193,0.093,0.109
"P57","No sabe",0.028,0.017,0.008,0.045
"P58","Muy buena",0.198,0.166,0.111,0.056
"P58","Buena",0.155,0.161,0.188,0.097
"P58","Ni buena ni mala",0.213,0.312,0.387,0.428
"P58","Mala",0.151,0.187,0.131,0.121
"P58","Muy mala",0.259,0.158,0.085,0.247
"P58","No sabe",0.024,0.016,0.098,0.051
"P59","Radio",0.195,0.236,0.184,0.248
"P59","Televisión",0.339,0.289,0.398,0.443
"P59","Diario",0.062,0.048,0.075,0.024
"P59","Medio digital",0.193,0.197,0.15,0.058
"P59","Redes Sociales",0.14,0.127,0.132,0.147
"P59","Ninguno en particular",0.071,0.091,0.061,0.08
"P59","No sabe",0,0.012,0,0
"P60","Muy buena",0.08,0.05,0.064,0.059
"P60","Buena",0.159,0.178,0.088,0.108
"P60","Ni buena ni mala",0.231,0.204,0.385,0.234
"P60","Mala",0.283,0.397,0.317,0.253
"P60","Muy mala",0.235,0.142,0.131,0.259
"P60","No sabe",0.012,0.029,0.015,0.087
"P61","Muy buena",0.035,0.034,0.015,0.024
"P61","Buena",0.117,0.153,0.064,0.063
"P61","Ni buena ni mala",0.236,0.333,0.34,0.317
"P61","Mala",0.282,0.242,0.407,0.258
"P61","Muy mala",0.32,0.227,0.154,0.314
"P61","No sabe",0.01,0.011,0.02,0.024
