"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P11","Intervenir para asegurar que quien tomó el crédito pueda afrontar los pagos",0.526,0.497,0.536,0.511,0.583,0.544,0.595,0.5,0.446
"P11","No sabe",0.253,0.384,0.19,0.202,0.206,0.305,0.237,0.332,0.42
"P12","Si",0.857,0.623,0.777,0.787,0.746,0.596,0.618,0.553,0.506
"P12","No",0.143,0.377,0.223,0.213,0.254,0.404,0.382,0.447,0.494
"P13","Banco Publico o cooperativo",0.312,0.452,0.517,0.556,0.499,0.541,0.549,0.579,0.518
"P13","Banco privado",0.676,0.385,0.439,0.409,0.458,0.361,0.395,0.333,0.259
"P13","No sabe",0.012,0.163,0.044,0.035,0.043,0.098,0.056,0.088,0.223
"P14","Banco Nacion",0.164,0.295,0.339,0.44,0.397,0.333,0.427,0.415,0.555
"P14","Banco Provincia",0.158,0.416,0.179,0.213,0.239,0.302,0.254,0.273,0.322
"P14","Banco Ciudad",0.028,0,0.058,0.029,0.06,0.028,0.049,0.027,0
"P14","Bancor, Banco de Cordoba",0,0,0.097,0.024,0.063,0.054,0.023,0.018,0.036
"P14","Nuevo Banco de Santa Fe",0,0,0.017,0.009,0.043,0.012,0.009,0.007,0
"P14","Credicoop",0,0,0.01,0.013,0.027,0.035,0.043,0.045,0
"P14","Otro",0.65,0.289,0.3,0.272,0.171,0.236,0.195,0.215,0.087
"P15","Santander",0.065,0.025,0.147,0.159,0.174,0.242,0.196,0.179,0.099
"P15","Galicia",0.569,0.078,0.28,0.279,0.217,0.254,0.184,0.187,0.419
"P15","Macro",0.087,0.285,0.048,0.062,0.078,0.116,0.144,0.103,0.242
"P15","Frances",0.042,0.348,0.089,0.211,0.094,0.082,0.111,0.108,0.157
"P15","ICBC",0.127,0.087,0.125,0.075,0.039,0.039,0.065,0.093,0
"P15","Patagonia",0.011,0,0.077,0.026,0.058,0.019,0.028,0.061,0
"P15","No sabe",0.099,0.177,0.234,0.188,0.34,0.248,0.272,0.269,0.083
"P16","Las billeteras virtuales ofertadas por entidades bancarias como MODO o Cuenta DNI",0.187,0.257,0.254,0.308,0.281,0.259,0.234,0.226,0.192
"P16","Las billeteras virtuales ofertadas por entidades no bancarias como Mercado Pago o Ualá",0.325,0.317,0.439,0.359,0.364,0.378,0.336,0.377,0.26
"P16","No sabe",0.488,0.426,0.307,0.333,0.355,0.363,0.43,0.397,0.548
"P17","Porque son mas seguras",0.11,0.178,0.222,0.184,0.228,0.149,0.161,0.191,0.205
"P17","Porque los costos del servicio son menores",0.396,0.141,0.219,0.212,0.181,0.204,0.239,0.205,0.177
"P17","Porque tienen mas clientes adheridos",0.118,0.12,0.132,0.179,0.127,0.161,0.133,0.114,0.073
"P17","Porque la calidad de la aplicación",0.043,0.201,0.096,0.091,0.102,0.089,0.091,0.072,0.096
"P17","Por la calidad de la atención al cliente",0,0.01,0.038,0.028,0.029,0.047,0.029,0.024,0.048
"P17","Por la eficiencia en la solución de reclamos",0.005,0.044,0.014,0.037,0.028,0.035,0.018,0.015,0.011
"P17","No sabe",0.328,0.306,0.279,0.269,0.305,0.315,0.329,0.379,0.39
"P18","Si, las conozco",0.409,0.342,0.376,0.322,0.402,0.34,0.294,0.367,0.384
"P18","No, no las conozco",0.591,0.658,0.624,0.678,0.598,0.66,0.706,0.633,0.616
"P19","Si",0.684,0.497,0.635,0.63,0.544,0.476,0.427,0.429,0.38
"P19","No",0.316,0.503,0.365,0.37,0.456,0.524,0.573,0.571,0.62
"P20","MODO",0.291,0.216,0.216,0.155,0.188,0.157,0.185,0.159,0.298
"P20","Cuenta DNI",0.019,0.303,0.133,0.134,0.164,0.161,0.134,0.168,0
"P20","Mercado de Pago",0.219,0.299,0.498,0.517,0.491,0.455,0.448,0.472,0.432
"P20","Ualá",0,0,0.049,0,0.011,0.029,0.032,0.016,0.142
"P20","Brubank",0.153,0,0.005,0.002,0.005,0.018,0.019,0.029,0.025
"P20","Naranja X",0,0,0.057,0.008,0.012,0.021,0.016,0.013,0.025
"P20","Otra",0.318,0.182,0.042,0.184,0.129,0.159,0.166,0.143,0.078
"P21","Para pagar en comercios con el celular",0.525,0.284,0.404,0.464,0.521,0.445,0.402,0.359,0.231
"P21","Para transferir / enviar o recibir dinero de terceros",0.36,0.409,0.355,0.295,0.256,0.232,0.319,0.304,0.492
"P21","Para usarla para trabajar / cobrar / vender",0.035,0.016,0.119,0.156,0.118,0.206,0.122,0.148,0.189
"P21","Para pagar servicios",0,0.15,0.046,0.062,0.082,0.049,0.114,0.122,0.042
"P21","Para extraer dinero sin tarjeta",0.022,0,0.003,0.005,0.015,0.033,0.009,0.011,0.028
"P21","Para recargar el celular / tarjeta de transporte",0.058,0.141,0.073,0.018,0.008,0.035,0.034,0.056,0.018
"P22","Usas más efectivo que antes",0.178,0.146,0.078,0.098,0.085,0.087,0.107,0.12,0.199
"P22","Usas la misma cantidad de efectivo que antes",0.35,0.279,0.278,0.194,0.27,0.366,0.258,0.341,0.373
"P22","Usas menos efectivo que antes",0.472,0.575,0.644,0.708,0.645,0.547,0.635,0.539,0.428
"P23","Tener mayor control de tus gastos",0.249,0.425,0.399,0.42,0.397,0.401,0.382,0.413,0.515
"P23","Tener igual control de tus gastos",0.69,0.534,0.397,0.441,0.481,0.406,0.513,0.483,0.309
"P23","Tener menor control de tus gastos",0.061,0.041,0.204,0.139,0.122,0.193,0.105,0.104,0.176
"P24","Muy de acuerdo",0.329,0.174,0.327,0.308,0.343,0.414,0.338,0.442,0.183
"P24","De acuerdo",0.217,0.162,0.333,0.258,0.251,0.214,0.292,0.205,0.083
"P24","Algo de acuerdo",0.35,0.16,0.133,0.295,0.218,0.186,0.222,0.258,0.196
"P24","Poco de acuerdo",0,0.487,0.102,0.083,0.101,0.067,0.076,0.054,0.323
"P24","Nada de acuerdo",0.104,0.017,0.105,0.056,0.087,0.119,0.072,0.041,0.215
"P25","Deberían mantenerse y ampliarse aún mas",0.26,0.337,0.384,0.397,0.356,0.329,0.319,0.284,0.22
"P25","Deberían  mantenerse pero garantizando también la calidad de los servicios presenciales",0.663,0.494,0.432,0.446,0.477,0.39,0.484,0.467,0.401
"P25","Deberian limitarse a los estrictamente necesarios",0.071,0.106,0.144,0.077,0.077,0.11,0.084,0.084,0.156
"P25","Deberian eliminarse y volverse a la situación anterior",0.006,0.063,0.04,0.08,0.09,0.171,0.113,0.165,0.223
"P26","Sí, compraría",0.31,0.118,0.308,0.21,0.16,0.157,0.166,0.176,0.166
"P26","No, no tengo suficiente información",0.373,0.378,0.367,0.395,0.505,0.472,0.509,0.498,0.345
"P26","No, me resulta una inversión riesgosa",0.083,0.149,0.132,0.141,0.153,0.112,0.077,0.112,0.114
"P26","No, me parece una inversión poco confiable",0.148,0.023,0.135,0.141,0.099,0.093,0.093,0.063,0.131
"P26","No me interesa",0.086,0.332,0.058,0.113,0.083,0.166,0.155,0.151,0.244
"P27","Si",0.649,0.294,0.493,0.391,0.286,0.191,0.223,0.187,0.22
"P27","No",0.351,0.706,0.507,0.609,0.714,0.809,0.777,0.813,0.78
"P28","Muy seguro",0.59,0.324,0.369,0.272,0.23,0.211,0.197,0.212,0.173
"P28","Bastante seguro",0.169,0.19,0.224,0.341,0.356,0.264,0.296,0.229,0.191
"P28","Seguro",0.085,0.126,0.198,0.217,0.154,0.179,0.198,0.172,0.153
"P28","Poco seguro",0.038,0.158,0.085,0.071,0.087,0.065,0.096,0.105,0.04
"P28","Nada seguro",0.112,0,0.062,0.016,0.066,0.041,0.067,0.088,0.084
"P28","No hago operaciones online",0.006,0.202,0.062,0.083,0.107,0.24,0.146,0.194,0.359
"P29","Sí, he sido víctima",0.079,0.075,0.273,0.194,0.148,0.159,0.153,0.185,0.124
"P29","No, no he sido víctima",0.858,0.648,0.672,0.742,0.793,0.713,0.744,0.694,0.654
"P29","No sabe",0.063,0.277,0.055,0.064,0.059,0.128,0.103,0.121,0.222
"P30","Estafa por redes sociales",0.239,0.278,0.36,0.206,0.244,0.3,0.281,0.366,0.069
"P30","Estafa telefónica",0,0.722,0.13,0.155,0.207,0.287,0.175,0.176,0
"P30","Correos electrónicos falsos que dirigían a un sitio web fraudulento",0,0,0.166,0.126,0.134,0.195,0.108,0.115,0
"P30","Virus",0.135,0,0,0.012,0.018,0.013,0.006,0.011,0
"P30","Otros",0.626,0,0.344,0.501,0.397,0.205,0.43,0.332,0.931
"P31","Informar y asesorar a los usuarios/as sobre esta temática",0.129,0.062,0.202,0.137,0.205,0.165,0.224,0.229,0.019
"P31","Incentivar a clientes a desarrollar habilidades para la verificación de la información virtual",0.434,0.395,0.328,0.344,0.279,0.297,0.274,0.264,0.469
"P31","Generar productos bancarios que aseguren a los clientes ante estas situaciones",0.41,0.332,0.316,0.345,0.334,0.272,0.265,0.233,0.213
"P31","No sabe",0.027,0.211,0.154,0.174,0.182,0.266,0.237,0.274,0.299
"P32","Si, he limitado las operaciones",0.384,0.067,0.231,0.135,0.175,0.226,0.198,0.214,0.144
"P32","He limitado parcialmente",0.135,0.179,0.146,0.232,0.221,0.254,0.238,0.236,0.241
"P32","No, continúo operando igual que siempre",0.481,0.754,0.623,0.633,0.604,0.52,0.564,0.55,0.615
"P33","1",0.235,0.175,0.199,0.289,0.211,0.289,0.26,0.327,0.274
"P33","2",0.092,0.164,0.087,0.098,0.123,0.115,0.097,0.116,0.137
"P33","3",0.14,0.111,0.142,0.206,0.14,0.119,0.12,0.123,0.26
"P33","4",0.029,0.111,0.056,0.066,0.061,0.057,0.055,0.044,0.022
"P33","5",0.101,0.228,0.166,0.139,0.208,0.185,0.203,0.139,0.088
"P33","6",0.299,0.12,0.063,0.026,0.07,0.03,0.06,0.051,0.066
"P33","7",0.056,0.013,0.045,0.038,0.047,0.037,0.04,0.032,0
"P33","8",0.022,0,0.047,0.032,0.04,0.029,0.03,0.04,0.049
"P33","9",0.026,0.078,0.195,0.106,0.1,0.139,0.135,0.128,0.104
"P34","1",0.156,0.392,0.245,0.246,0.259,0.302,0.286,0.364,0.305
"P34","2",0.105,0.112,0.107,0.121,0.14,0.094,0.13,0.103,0.151
"P34","3",0.038,0.042,0.072,0.121,0.102,0.045,0.09,0.066,0.048
"P34","4",0.095,0.146,0.087,0.082,0.085,0.07,0.08,0.066,0.083
"P34","5",0.14,0.108,0.192,0.278,0.202,0.222,0.203,0.16,0.21
"P34","6",0.266,0,0.056,0.04,0.058,0.057,0.055,0.058,0.038
"P34","7",0,0.178,0.053,0.023,0.035,0.051,0.024,0.062,0
"P34","8",0.11,0,0.044,0.039,0.024,0.024,0.033,0.027,0.023
"P34","9",0.09,0.022,0.144,0.05,0.095,0.135,0.099,0.094,0.142
"P35","1",0.206,0.111,0.279,0.227,0.195,0.264,0.239,0.313,0.409
"P35","2",0.101,0.209,0.108,0.068,0.079,0.095,0.081,0.076,0.182
"P35","3",0,0.028,0.037,0.035,0.041,0.037,0.043,0.041,0.027
"P35","4",0.088,0.127,0.027,0.047,0.035,0.023,0.029,0.047,0.011
"P35","5",0.051,0.157,0.178,0.225,0.195,0.14,0.172,0.116,0.033
"P35","6",0.019,0.076,0.06,0.043,0.051,0.04,0.063,0.034,0.093
"P35","7",0,0,0.056,0.048,0.06,0.039,0.044,0.077,0
"P35","8",0.043,0.027,0.065,0.066,0.081,0.066,0.071,0.044,0.14
"P35","9",0.492,0.265,0.19,0.241,0.263,0.296,0.258,0.252,0.105
"P36","La falta de visión de largo plazo para el desarrollo productivo regional",0.175,0.189,0.339,0.385,0.279,0.226,0.299,0.273,0.122
"P36","Insuficiente coordinación entre los distintos actores que son parte de un proyecto productivo regional",0.249,0.233,0.182,0.242,0.235,0.228,0.218,0.227,0.468
"P36","La ausencia de evaluaciones de impacto productivo de los programas a implementar",0.511,0.163,0.147,0.155,0.215,0.175,0.208,0.209,0.079
"P36","No sabe",0.065,0.415,0.332,0.218,0.271,0.371,0.275,0.291,0.331
"P37","Muy buena",0.184,0.149,0.097,0.084,0.088,0.078,0.07,0.094,0.117
"P37","Buena",0.224,0.192,0.152,0.184,0.175,0.081,0.102,0.095,0.111
"P37","Ni buena ni mala",0.189,0.079,0.184,0.151,0.167,0.202,0.177,0.17,0.16
"P37","Mala",0.131,0.253,0.195,0.152,0.149,0.197,0.176,0.209,0.11
"P37","Muy mala",0.272,0.268,0.348,0.422,0.403,0.411,0.45,0.393,0.345
"P37","No sabe",0,0.059,0.024,0.007,0.018,0.031,0.025,0.039,0.157
"P39","Mejor",0.35,0.146,0.19,0.185,0.177,0.073,0.096,0.063,0.08
"P39","Igual",0.227,0.266,0.304,0.287,0.31,0.204,0.249,0.201,0.195
"P39","Peor",0.386,0.416,0.436,0.436,0.402,0.572,0.523,0.621,0.334
"P39","No sabe",0.037,0.172,0.07,0.092,0.111,0.151,0.132,0.115,0.391
