"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P12","Ni buena ni mala",0.373,0.422,0.521,0.396,0.472,0.397,0.383,0.337,0.319
"P12","Mala",0.035,0,0.061,0.275,0.021,0.07,0.052,0.087,0.115
"P12","Muy mala",0.013,0.017,0.054,0.055,0.208,0.085,0.196,0.021,0.168
"P12","No sabe",0.227,0.295,0.278,0.171,0.228,0.325,0.236,0.524,0.339
"P13","Muy buena",0.258,0.014,0.006,0.052,0.004,0.045,0,0,0.015
"P13","Buena",0.095,0.301,0.046,0.008,0.008,0.002,0,0.021,0.004
"P13","Ni buena ni mala",0.274,0.363,0.501,0.349,0.486,0.393,0.295,0.341,0.36
"P13","Mala",0.034,0,0.035,0.248,0.025,0.04,0.082,0.052,0.092
"P13","Muy mala",0,0.007,0.021,0.131,0.203,0.048,0.161,0.041,0.155
"P13","No sabe",0.339,0.315,0.391,0.212,0.274,0.472,0.462,0.545,0.374
"P15","La seguridad",0.743,0.241,0.487,0.274,0.417,0.518,0.382,0.456,0.502
"P15","El tránsito",0.023,0.297,0.026,0.018,0.071,0.024,0.052,0.019,0.007
"P15","El arreglo de las calles",0.107,0.219,0.224,0.323,0.165,0.125,0.154,0.198,0.125
"P15","El estado de las escuelas y la educación",0,0,0.073,0.239,0.111,0.064,0,0.038,0.05
"P15","El sistema de salud",0.113,0.234,0.104,0.128,0.15,0.112,0.092,0.051,0.045
"P15","El deporte y la cultura",0.014,0.009,0.025,0,0.054,0.108,0.027,0,0.001
"P15","La obra pública",0,0,0.023,0.008,0.011,0.031,0.164,0.011,0.014
"P15","La luminaria",0,0,0.005,0,0.003,0.001,0.049,0.121,0.022
"P15","No sabe",0,0,0.033,0.01,0.018,0.017,0.08,0.106,0.234
"P16","Agua corriente y cloacas",0.526,0.523,0.462,0.324,0.483,0.513,0.478,0.547,0.464
"P16","Energía eléctrica",0.029,0.022,0.082,0.07,0.085,0.134,0.118,0.043,0.151
"P16","Red de gas natural",0.144,0.146,0.119,0.09,0.222,0.153,0.016,0.06,0.145
"P16","Recolección de residuos",0.271,0.066,0.153,0.245,0.103,0.128,0.162,0.197,0.11
"P16","Ninguno",0.03,0.243,0.184,0.271,0.107,0.072,0.226,0.153,0.13
"P17","Los robos",0.47,0.567,0.651,0.313,0.707,0.531,0.604,0.585,0.475
"P17","El narcotráfico",0.016,0.086,0.045,0.23,0.118,0.143,0.116,0.093,0.173
"P17","La ausencia de patrulleros y personal policial",0.172,0.248,0.232,0.211,0.101,0.231,0.153,0.277,0.254
"P17","Otro",0.264,0.099,0.032,0.218,0.038,0.072,0.127,0.04,0.077
"P17","Ninguno",0.078,0,0.04,0.028,0.036,0.023,0,0.005,0.021
"P18","Muy buena",0.274,0.253,0.108,0.183,0.19,0.051,0.118,0.052,0.024
"P18","Buena",0.089,0.219,0.175,0.109,0.141,0.128,0.17,0.117,0.04
"P18","Ni buena ni mala",0.3,0.181,0.479,0.339,0.383,0.23,0.372,0.226,0.279
"P18","Mala",0.114,0.182,0.13,0.296,0.093,0.258,0.145,0.495,0.287
"P18","Muy mala",0.187,0.099,0.06,0.058,0.188,0.229,0.167,0.075,0.294
"P18","No sabe",0.036,0.066,0.048,0.015,0.005,0.104,0.028,0.035,0.076
"P19","Muy buena",0.242,0.009,0.054,0.105,0.124,0.058,0.123,0.078,0.005
"P19","Buena",0.063,0.117,0.193,0.173,0.165,0.124,0.226,0.092,0.023
"P19","Ni buena ni mala",0.348,0.565,0.479,0.241,0.303,0.327,0.245,0.356,0.274
"P19","Mala",0.093,0.108,0.09,0.34,0.24,0.242,0.139,0.237,0.241
"P19","Muy mala",0.16,0.088,0.113,0.125,0.142,0.149,0.135,0.08,0.376
"P19","No sabe",0.094,0.113,0.071,0.016,0.026,0.1,0.132,0.157,0.081
"P20","Al candidato del Frente de Todos",0.385,0.108,0.446,0.452,0.364,0.271,0.718,0.185,0.127
"P20","Al candidato de Juntos por el Cambio",0.07,0.395,0.206,0.068,0.155,0.238,0.07,0.388,0.281
"P20","Al candidato de la Izquierda",0.281,0.108,0.097,0.055,0.038,0.191,0.045,0.082,0.066
"P20","A otro candidato",0.055,0.089,0.132,0.258,0.222,0.187,0.077,0.264,0.292
"P20","No sabe",0.209,0.3,0.119,0.167,0.221,0.113,0.09,0.081,0.234
"P21","A Gustavo Menéndez",0.814,0.308,0.513,0.5,0.329,0.49,0.327,0.539,0.43
"P21","A Karina Menéndez",0,0.692,0.279,0.148,0.244,0.24,0.093,0.243,0.092
"P21","A Florencia Lizaraso",0.097,0,0.056,0.119,0.06,0.193,0.171,0.194,0.177
"P21","No sabe",0.089,0,0.152,0.233,0.367,0.077,0.409,0.024,0.301
"P22","Frente de Todos y el peronismo",0.376,0.338,0.515,0.605,0.355,0.299,0.748,0.286,0.279
"P22","Cambiemos",0.17,0.068,0.216,0.15,0.248,0.302,0.01,0.31,0.24
"P22","Liberales",0.122,0.222,0.12,0.061,0.129,0.129,0.007,0.248,0.163
"P22","Izquierda",0.016,0.047,0.04,0.143,0.145,0.145,0.091,0.037,0.119
"P22","No sabe",0.316,0.325,0.109,0.041,0.123,0.125,0.144,0.119,0.199
"P24","A Alberto Fernández",0.515,0.294,0.392,0.314,0.253,0.189,0.296,0.133,0.283
"P24","A Sergio Massa",0.445,0.634,0.158,0.15,0.357,0.117,0.188,0.281,0.191
"P24","A algún candidato del peronismo",0,0.023,0.148,0.343,0.123,0.113,0.078,0.374,0.243
"P24","A algún candidato del kirchnerismo",0.04,0.049,0.302,0.193,0.267,0.581,0.438,0.212,0.283
"P25","Seguro la votaria",0.879,0.37,0.786,0.56,0.857,0.798,0.712,0.554,0.608
"P25","Quizás la votaría",0.121,0.63,0.158,0.139,0.095,0.097,0.247,0.053,0.062
"P25","Nunca la votaría",0,0,0.056,0.301,0.048,0.105,0.041,0.393,0.33
"P26","A Horacio Rodriguez Larreta",0.707,0.139,0.71,0.412,0.197,0.738,1,0.32,0.324
"P26","A Mauricio Macri",0.293,0.139,0.066,0.561,0.346,0.014,0,0.115,0.31
"P26","A Patricia Bullrich",0,0.41,0.086,0.027,0.221,0.149,0,0.479,0.255
"P26","A Facundo Manes",0,0.312,0.096,0,0.052,0.094,0,0.071,0.039
"P26","A Martín Lousteau",0,0,0.042,0,0.184,0.005,0,0.015,0.072
"P27","Seguro lo votaria",0.605,0,0.139,0,0.298,0.704,0,0.039,0.128
"P27","Quizás lo votaría",0.199,0,0.126,0,0.152,0.051,0,0.132,0.245
"P27","Nunca lo votaría",0.196,1,0.735,1,0.55,0.245,1,0.829,0.627
"P28","Muy buena",0.296,0.193,0.116,0.235,0.118,0.086,0.094,0.065,0.046
"P28","Buena",0.1,0.19,0.227,0.138,0.301,0.127,0.365,0.08,0.112
"P28","Ni buena ni mala",0.259,0.041,0.293,0.153,0.174,0.254,0.073,0.229,0.201
"P28","Mala",0.168,0.142,0.182,0.31,0.128,0.188,0.262,0.148,0.153
"P28","Muy mala",0.164,0.228,0.178,0.164,0.279,0.345,0.206,0.468,0.48
"P28","No sabe",0.013,0.206,0.004,0,0,0,0,0.01,0.008
"P29","Muy buena",0.217,0.096,0.095,0.05,0.139,0.066,0.095,0.037,0.126
"P29","Buena",0,0.101,0.103,0.047,0.064,0.111,0,0.253,0.138
"P29","Ni buena ni mala",0.159,0.177,0.187,0.037,0.15,0.142,0.075,0.116,0.177
"P29","Mala",0.255,0.442,0.183,0.438,0.181,0.204,0.174,0.219,0.137
"P29","Muy mala",0.343,0.184,0.41,0.384,0.459,0.473,0.605,0.375,0.41
"P29","No sabe",0.026,0,0.022,0.044,0.007,0.004,0.051,0,0.012
"P30","Muy buena",0.369,0.119,0.443,0.663,0.3,0.254,0.64,0.293,0.22
"P30","Buena",0.067,0,0.155,0.011,0.048,0.055,0.117,0.035,0.045
"P30","Ni buena ni mala",0.162,0.348,0.101,0,0.288,0.071,0.034,0.075,0.155
"P30","Mala",0.049,0.125,0.076,0.187,0.061,0.101,0.074,0.048,0.062
"P30","Muy mala",0.247,0.198,0.223,0.139,0.303,0.509,0.135,0.549,0.51
"P30","No sabe",0.106,0.21,0.002,0,0,0.01,0,0,0.008
"P31","Muy buena",0.3,0.095,0.145,0.198,0.193,0.175,0.016,0.127,0.186
"P31","Buena",0.055,0.167,0.134,0.087,0.062,0.128,0.13,0.2,0.132
"P31","Ni buena ni mala",0.109,0.402,0.322,0,0.376,0.225,0.194,0.293,0.18
"P31","Mala",0.198,0.013,0.129,0.319,0.151,0.104,0.296,0.103,0.133
"P31","Muy mala",0.254,0.112,0.215,0.297,0.178,0.36,0.339,0.26,0.32
"P31","No sabe",0.084,0.211,0.055,0.099,0.04,0.008,0.025,0.017,0.049
"P32","Muy buena",0.198,0.258,0.109,0.133,0.155,0.099,0.102,0.122,0.032
"P32","Buena",0.1,0.061,0.226,0.167,0.135,0.144,0.306,0.081,0.085
"P32","Ni buena ni mala",0.24,0.083,0.316,0.166,0.299,0.219,0.3,0.26,0.237
"P32","Mala",0.058,0.114,0.133,0.271,0.117,0.246,0.133,0.143,0.142
"P32","Muy mala",0.222,0.187,0.164,0.243,0.294,0.279,0.159,0.394,0.476
"P32","No sabe",0.182,0.297,0.052,0.02,0,0.013,0,0,0.028
"P33","Muy buena",0.125,0.227,0.201,0.087,0.203,0.254,0.082,0.269,0.152
"P33","Buena",0.007,0.063,0.131,0.077,0.047,0.078,0.068,0.194,0.134
"P33","Ni buena ni mala",0.134,0.298,0.202,0.054,0.137,0.242,0.036,0.097,0.203
"P33","Mala",0.414,0.256,0.224,0.311,0.29,0.07,0.163,0.184,0.117
"P33","Muy mala",0.294,0.156,0.21,0.399,0.323,0.349,0.626,0.256,0.382
"P33","No sabe",0.026,0,0.032,0.072,0,0.007,0.025,0,0.012
"P34","Muy buena",0.346,0.085,0.14,0.126,0.272,0.138,0.133,0.138,0.166
"P34","Buena",0.012,0.048,0.061,0.016,0.084,0.042,0.048,0.14,0.076
"P34","Ni buena ni mala",0.19,0.441,0.277,0.181,0.128,0.286,0.041,0.146,0.191
"P34","Mala",0.134,0.3,0.167,0.304,0.118,0.108,0.161,0.174,0.122
"P34","Muy mala",0.164,0.126,0.277,0.303,0.351,0.369,0.542,0.384,0.361
"P34","No sabe",0.154,0,0.078,0.07,0.047,0.057,0.075,0.018,0.084
