"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P14","El deporte y la cultura",0.574,0.08,0.11
"P14","La obra pública",0,0,0.002
"P14","La luminaria",0.007,0.043,0.077
"P14","No sabe",0.164,0.6,0.44
"P15","La seguridad",0.778,0.602,0.439
"P15","El tránsito",0.004,0.036,0.063
"P15","El arreglo de las calles",0.054,0.163,0.242
"P15","El estado de las escuelas y la educación",0.032,0.003,0.013
"P15","El sistema de salud",0.103,0.026,0.058
"P15","El deporte y la cultura",0,0.004,0
"P15","La obra pública",0.025,0.067,0.007
"P15","La luminaria",0,0,0.037
"P15","No sabe",0.004,0.099,0.141
"P16","Agua corriente y cloacas",0.727,0.472,0.479
"P16","Energía eléctrica",0.013,0.126,0.148
"P16","Red de gas natural",0.126,0.151,0.176
"P16","Recolección de residuos",0.032,0.195,0.043
"P16","Ninguno",0.102,0.056,0.154
"P17","Los robos",0.731,0.506,0.508
"P17","El narcotráfico",0.03,0.213,0.167
"P17","La ausencia de patrulleros y personal policial",0.223,0.191,0.25
"P17","Otro",0.016,0.09,0.059
"P17","Ninguno",0,0,0.016
"P18","Muy buena",0.137,0.115,0.037
"P18","Buena",0.124,0.038,0.067
"P18","Ni buena ni mala",0.26,0.257,0.343
"P18","Mala",0.083,0.228,0.364
"P18","Muy mala",0.363,0.329,0.183
"P18","No sabe",0.033,0.033,0.006
"P19","Muy buena",0.085,0.025,0.03
"P19","Buena",0.017,0.044,0.039
"P19","Ni buena ni mala",0.392,0.219,0.359
"P19","Mala",0.138,0.319,0.277
"P19","Muy mala",0.193,0.35,0.228
"P19","No sabe",0.175,0.043,0.067
"P20","Al candidato del Frente de Todos",0.173,0.004,0.2
"P20","Al candidato de Juntos por el Cambio",0.594,0.712,0.464
"P20","Al candidato de la Izquierda",0.04,0.025,0.068
"P20","A otro candidato",0.193,0.146,0.112
"P20","No sabe",0,0.113,0.156
"P21","A Gustavo Menéndez",1,0,0.613
"P21","A Karina Menéndez",0,1,0.171
"P21","A Florencia Lizaraso",0,0,0
"P21","No sabe",0,0,0.216
"P26","A Horacio Rodriguez Larreta",0.728,0.297,0.452
"P26","A Mauricio Macri",0.093,0.342,0.196
"P26","A Patricia Bullrich",0.133,0.153,0.232
"P26","A Facundo Manes",0.039,0.043,0.083
"P26","A Martín Lousteau",0.007,0.165,0.037
"P28","Muy buena",0.051,0,0.016
"P28","Buena",0.048,0.021,0.061
"P28","Ni buena ni mala",0.11,0.246,0.214
"P28","Mala",0.141,0.173,0.206
"P28","Muy mala",0.65,0.56,0.503
"P28","No sabe",0,0,0
"P29","Muy buena",0.308,0.269,0.112
"P29","Buena",0.109,0.192,0.307
"P29","Ni buena ni mala",0.446,0.423,0.164
"P29","Mala",0.054,0.053,0.141
"P29","Muy mala",0.083,0.063,0.208
"P29","No sabe",0,0,0.068
"P30","Muy buena",0.088,0.013,0.188
"P30","Buena",0,0.042,0.043
"P30","Ni buena ni mala",0.092,0.004,0.086
"P30","Mala",0.178,0.144,0.202
"P30","Muy mala",0.642,0.797,0.481
"P30","No sabe",0,0,0
"P31","Muy buena",0.408,0.305,0.244
"P31","Buena",0.158,0.22,0.322
"P31","Ni buena ni mala",0.254,0.241,0.209
"P31","Mala",0.034,0.004,0.032
"P31","Muy mala",0.143,0.23,0.059
"P31","No sabe",0.003,0,0.134
"P32","Muy buena",0.098,0.01,0.07
"P32","Buena",0.025,0.023,0.082
"P32","Ni buena ni mala",0.144,0.252,0.164
"P32","Mala",0.08,0.147,0.269
"P32","Muy mala",0.653,0.568,0.411
"P32","No sabe",0,0,0.004
"P33","Muy buena",0.448,0.4,0.224
"P33","Buena",0.054,0.24,0.232
"P33","Ni buena ni mala",0.481,0.315,0.182
"P33","Mala",0.011,0.006,0.186
"P33","Muy mala",0.006,0.039,0.109
"P33","No sabe",0,0,0.067
"P34","Muy buena",0.512,0.055,0.083
"P34","Buena",0.084,0.068,0.025
"P34","Ni buena ni mala",0.221,0.717,0.278
"P34","Mala",0.007,0.008,0.314
"P34","Muy mala",0.133,0.139,0.229
"P34","No sabe",0.043,0.013,0.071
