"var","categoria","Peor","Igual","Mejor","No sabe"
"P31","Javier Milei",0.482,0,0.55,0.33
"P31","Los gobernadores",0.459,0,0.194,0.453
"P31","No sabe",0.059,0,0.256,0.217
"P32","Muy buena",0.151,0,0.216,0.189
"P32","Buena",0.132,0,0.153,0.124
"P32","Ni buena ni mala",0.287,0,0.265,0.127
"P32","Mala",0.238,0,0.225,0.378
"P32","Muy mala",0.192,0,0.141,0.163
"P32","No sabe",0,0,0,0.019
"P34","Muy buena",0.295,0,0.199,0.151
"P34","Buena",0.146,0,0.131,0.093
"P34","Ni buena ni mala",0.226,0,0.218,0.484
"P34","Mala",0.175,0,0.27,0.094
"P34","Muy mala",0.158,0,0.129,0.149
"P34","No sabe",0,0,0.053,0.029
"P35","Muy buena",0.249,0,0.066,0.131
"P35","Buena",0.113,0,0.283,0.06
"P35","Ni buena ni mala",0.305,0,0.349,0.193
"P35","Mala",0.169,0,0.111,0.395
"P35","Muy mala",0.156,0,0.127,0.014
"P35","No sabe",0.008,0,0.064,0.207
"P36","Muy buena",0.279,0,0.051,0.252
"P36","Buena",0.096,0,0.065,0.014
"P36","Ni buena ni mala",0.137,0,0.224,0.053
"P36","Mala",0.203,0,0.115,0.064
"P36","Muy mala",0.285,0,0.545,0.598
"P36","No sabe",0,0,0,0.019
"P37","Muy buena",0.248,0,0.111,0.015
"P37","Buena",0.104,0,0.192,0.055
"P37","Ni buena ni mala",0.102,0,0.279,0.069
"P37","Mala",0.241,0,0.224,0.407
"P37","Muy mala",0.305,0,0.184,0.434
"P37","No sabe",0,0,0.01,0.02
"P38","Muy buena",0.158,0,0.046,0.137
"P38","Buena",0.101,0,0.058,0.055
"P38","Ni buena ni mala",0.226,0,0.133,0.077
"P38","Mala",0.207,0,0.21,0.068
"P38","Muy mala",0.308,0,0.553,0.643
"P38","No sabe",0,0,0,0.02
"P39","Muy buena",0.319,0,0.069,0.112
"P39","Buena",0.091,0,0.019,0.016
"P39","Ni buena ni mala",0.129,0,0.172,0.088
"P39","Mala",0.137,0,0.108,0.189
"P39","Muy mala",0.324,0,0.577,0.551
"P39","No sabe",0,0,0.055,0.044
"P40","Muy buena",0.342,0,0.448,0.143
"P40","Buena",0.076,0,0.174,0.305
"P40","Ni buena ni mala",0.058,0,0.166,0.083
"P40","Mala",0.152,0,0.148,0.207
"P40","Muy mala",0.372,0,0.064,0.217
"P40","No sabe",0,0,0,0.045
"P41","Muy buena",0.303,0,0.345,0.141
"P41","Buena",0.108,0,0.279,0.345
"P41","Ni buena ni mala",0.1,0,0.172,0.196
"P41","Mala",0.121,0,0.145,0.201
"P41","Muy mala",0.368,0,0.059,0.097
"P41","No sabe",0,0,0,0.02
"P42","Muy buena",0.354,0,0.396,0.441
"P42","Buena",0.09,0,0.217,0.017
"P42","Ni buena ni mala",0.116,0,0.244,0.194
"P42","Mala",0.086,0,0.107,0.213
"P42","Muy mala",0.343,0,0.033,0.045
"P42","No sabe",0.011,0,0.003,0.09
"P43","Muy buena",0.161,0,0.154,0.053
"P43","Buena",0.072,0,0.132,0.219
"P43","Ni buena ni mala",0.375,0,0.453,0.402
"P43","Mala",0.136,0,0.152,0.216
"P43","Muy mala",0.229,0,0.051,0
"P43","No sabe",0.027,0,0.058,0.11
