"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P46","Puede que lo vote",0.077,0.17,0.072,0.079
"P46","Nunca lo votaría",0.578,0.545,0.559,0.483
"P46","No sabe",0.047,0.004,0.018,0.274
"P47","Lo votaría",0.045,0.074,0.094,0.145
"P47","Puede que lo vote",0.171,0.121,0.126,0.14
"P47","Nunca lo votaría",0.628,0.545,0.566,0.419
"P47","No sabe",0.156,0.26,0.214,0.296
"P48","Si",0.418,0.367,0.612,0.273
"P48","No",0.582,0.633,0.388,0.727
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.384,0.492,0.346,0.238
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.23,0.148,0.224,0.085
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.323,0.211,0.206,0.183
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.034,0.055,0.05,0.023
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.007,0.023,0.086,0.043
"PRESIDENTE","En blanco",0.007,0.014,0.043,0.025
"PRESIDENTE","No sabe",0.015,0.057,0.045,0.403
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.475,0.453,0.237,0.303
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.125,0.052,0.083,0.163
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.149,0.243,0.384,0.229
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.129,0.115,0.151,0.191
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.006,0.005,0,0.019
"DIPUTADOS","En blanco",0.064,0.039,0.009,0.014
"DIPUTADOS","No sabe",0.052,0.093,0.136,0.081
"P14_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.362,0.433,0.311,0.403
"P14_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.227,0.129,0.218,0.188
"P14_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.059,0.154,0.211,0.051
"P14_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.31,0.215,0.215,0.269
"P14_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.034,0.055,0.011,0.029
"P14_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.005,0.014,0.028,0.035
"P14_imputada","En blanco",0.003,0,0.006,0.025
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.397,0.492,0.383,0.427
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.232,0.152,0.224,0.191
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.323,0.215,0.214,0.273
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.034,0.055,0.05,0.03
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.007,0.063,0.086,0.053
"PRESIDENTE_imputada","En blanco",0.007,0.023,0.043,0.026
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.476,0.454,0.329,0.335
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.137,0.052,0.107,0.195
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.151,0.282,0.384,0.257
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.156,0.168,0.171,0.182
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.006,0.005,0,0.018
"DIPUTADOS_imputada","En blanco",0.074,0.039,0.009,0.013
