"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P44","Nunca lo votaría",0.737,0.715,0.583,0.585,0.59,0.052
"P44","No sabe",0.063,0.005,0.083,0,0.21,0.664
"P45","Lo votaría",0.097,0.013,0.033,0.369,0.022,0.033
"P45","Puede que lo vote",0.192,0.146,0.232,0.034,0.117,0
"P45","Nunca lo votaría",0.55,0.645,0.591,0.304,0.626,0.639
"P45","No sabe",0.161,0.196,0.144,0.293,0.235,0.328
"P46","Lo votaría",0.169,0.191,0.617,0.486,0.536,0.101
"P46","Puede que lo vote",0.079,0.109,0.084,0.081,0.178,0
"P46","Nunca lo votaría",0.743,0.68,0.21,0.386,0.108,0.579
"P46","No sabe",0.009,0.02,0.089,0.047,0.178,0.32
"P47","Lo votaría",0.031,0.063,0.094,0.328,0,0
"P47","Puede que lo vote",0.179,0.305,0.043,0.074,0.024,0
"P47","Nunca lo votaría",0.6,0.505,0.745,0.598,0.689,0.29
"P47","No sabe",0.19,0.127,0.118,0,0.287,0.71
"P48","Si",0.427,0.371,0.564,0.402,0.317,0.115
"P48","No",0.573,0.629,0.436,0.598,0.683,0.885
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.686,0.7,0.112,0.388,0.216,0.818
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.101,0.062,0.133,0.474,0.04,0.094
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.185,0.226,0.612,0.115,0.689,0.081
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.009,0.004,0,0,0,0.007
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.005,0,0.053,0.023,0.024,0
"PRESIDENTE","En blanco",0.006,0.002,0,0,0.008,0
"PRESIDENTE","No sabe",0.008,0.006,0.09,0,0.023,0
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.634,0.674,0.069,0.731,0.037,0.466
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.107,0.025,0.207,0.068,0.243,0.134
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.117,0.069,0.093,0.023,0.203,0.066
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.092,0.08,0.447,0.065,0.19,0
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.012,0.004,0,0,0,0
"DIPUTADOS","En blanco",0.035,0.037,0.136,0.101,0.179,0
"DIPUTADOS","No sabe",0.003,0.111,0.048,0.012,0.148,0.334
"P14_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.635,0.678,0.117,0.388,0.216,0.818
"P14_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.091,0.054,0.218,0.474,0.04,0.094
"P14_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.075,0.041,0.029,0.023,0,0
"P14_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.185,0.221,0.612,0.115,0.712,0.081
"P14_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.009,0.004,0,0,0,0.007
"P14_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.005,0,0.024,0,0.024,0
"P14_imputada","En blanco",0,0.002,0,0,0.008,0
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.693,0.705,0.117,0.388,0.216,0.818
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.102,0.063,0.218,0.474,0.04,0.094
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.185,0.226,0.612,0.115,0.712,0.081
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.009,0.004,0,0,0,0.007
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.005,0,0.053,0.023,0.024,0
"PRESIDENTE_imputada","En blanco",0.006,0.002,0,0,0.008,0
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.634,0.68,0.077,0.743,0.045,0.799
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.109,0.027,0.229,0.068,0.35,0.134
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.117,0.072,0.099,0.023,0.204,0.067
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.093,0.18,0.459,0.065,0.222,0
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.012,0.004,0,0,0,0
"DIPUTADOS_imputada","En blanco",0.035,0.037,0.136,0.101,0.179,0
