"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P38","En blanco",0.365,0.344,0.225,0.232,0.156
"P38","No sabe",0.081,0.127,0.086,0.133,0.116
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.521,0.539,0.344,0.22,0.217
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.371,0.267,0.309,0.37,0.501
"P39","En blanco",0.089,0.123,0.234,0.26,0.17
"P39","No sabe",0.019,0.071,0.113,0.15,0.112
"P40","Lo votaría",0.542,0.541,0.282,0.204,0.142
"P40","Puede que lo vote",0.098,0.112,0.117,0.172,0.13
"P40","Nunca lo votaría",0.344,0.317,0.555,0.592,0.692
"P40","No sabe",0.016,0.03,0.046,0.032,0.036
"P41","Lo votaría",0.215,0.318,0.479,0.42,0.451
"P41","Puede que lo vote",0.095,0.122,0.115,0.113,0.116
"P41","Nunca lo votaría",0.655,0.522,0.354,0.423,0.398
"P41","No sabe",0.035,0.038,0.052,0.044,0.035
"P42","Lo votaría",0.38,0.191,0.182,0.243,0.377
"P42","Puede que lo vote",0.026,0.138,0.207,0.193,0.222
"P42","Nunca lo votaría",0.588,0.631,0.535,0.504,0.37
"P42","No sabe",0.006,0.04,0.076,0.06,0.031
"P43","Lo votaría",0.153,0.118,0.072,0.124,0.184
"P43","Puede que lo vote",0.216,0.306,0.167,0.136,0.162
"P43","Nunca lo votaría",0.613,0.495,0.704,0.71,0.635
"P43","No sabe",0.018,0.081,0.057,0.03,0.019
"P44","Lo votaría",0.146,0.072,0.063,0.048,0.123
"P44","Puede que lo vote",0.169,0.278,0.292,0.186,0.193
"P44","Nunca lo votaría",0.673,0.565,0.569,0.638,0.633
"P44","No sabe",0.012,0.085,0.076,0.128,0.051
"P53","Sergio Massa y Javier Milei",0.58,0.494,0.373,0.284,0.243
"P53","Patricia Bullrich y Javier Milei",0.219,0.341,0.462,0.451,0.579
"P53","Sergio Massa y Patricia Bullrich",0.201,0.165,0.165,0.265,0.178
"P54","Muy buena",0.174,0.062,0.068,0.08,0.068
"P54","Buena",0.156,0.163,0.07,0.07,0.15
"P54","Regular",0.204,0.297,0.157,0.096,0.038
"P54","Mala",0.177,0.242,0.263,0.258,0.077
"P54","Muy mala",0.289,0.236,0.442,0.496,0.667
"P55","Muy buena",0.184,0.026,0.009,0.014,0.008
"P55","Buena",0.227,0.209,0.054,0.021,0
"P55","Regular",0.134,0.299,0.188,0.115,0.007
"P55","Mala",0.125,0.172,0.269,0.25,0.144
"P55","Muy mala",0.33,0.294,0.48,0.6,0.841
"P56","Muy buena",0.445,0.095,0.017,0.02,0.077
"P56","Buena",0.167,0.462,0.096,0.1,0
"P56","Regular",0.184,0.268,0.54,0.187,0.093
"P56","Mala",0.061,0.093,0.235,0.461,0.209
"P56","Muy mala",0.143,0.082,0.112,0.232,0.621
"P57","Muy buena",0.325,0.047,0.026,0.039,0.054
"P57","Buena",0.279,0.461,0.178,0.083,0.043
"P57","Regular",0.185,0.412,0.578,0.449,0.169
"P57","Mala",0.127,0.059,0.19,0.323,0.298
"P57","Muy mala",0.084,0.021,0.028,0.106,0.436
"P58","Muy buena",0.468,0.101,0.026,0.026,0.007
"P58","Buena",0.225,0.454,0.107,0.029,0.038
"P58","Regular",0.078,0.291,0.526,0.186,0.09
"P58","Mala",0.1,0.089,0.237,0.578,0.076
"P58","Muy mala",0.129,0.065,0.104,0.181,0.789
"P60","Ha aumentado significativamente",0.477,0.085,0.041,0.003,0.023
"P60","Ha aumentado ligeramente",0.203,0.392,0.14,0.061,0.074
"P60","Se mantiene igual",0.136,0.273,0.42,0.149,0.097
"P60","Ha disminuido ligeramente",0.055,0.156,0.226,0.428,0.168
"P60","Ha disminuido significativamente",0.129,0.094,0.173,0.359,0.638
"P61","Muy baja",0.16,0.026,0.017,0.065,0.043
"P61","Baja",0.062,0.105,0.045,0.03,0.015
"P61","Moderada",0.139,0.093,0.085,0.055,0.018
"P61","Alta",0.227,0.324,0.22,0.198,0.122
"P61","Muy alta",0.412,0.452,0.633,0.652,0.802
"P62","Muy bajas",0.159,0.058,0.058,0.037,0.027
"P62","Bajas",0.085,0.196,0.173,0.118,0.114
"P62","Adecuadas",0.342,0.321,0.302,0.263,0.133
"P62","Altas",0.164,0.282,0.265,0.325,0.253
"P62","Muy altas",0.25,0.143,0.202,0.257,0.473
"P63","No, ninguna dificultad",0.603,0.529,0.395,0.242,0.158
"P63","Alguna dificultad ocasional",0.157,0.311,0.367,0.385,0.336
"P63","Sí, dificultades frecuentes",0.24,0.16,0.238,0.373,0.506
"P64","Sí, absolutamente",0.691,0.479,0.337,0.303,0.326
"P64","Sí, en cierta medida",0.149,0.364,0.394,0.383,0.327
"P64","No, en absoluto",0.16,0.157,0.269,0.314,0.347
"P65","Reducir la inflación",0.443,0.426,0.405,0.389,0.357
"P65","Implementar reformas fiscales",0.174,0.145,0.133,0.152,0.134
"P65","Establecer políticas de control de precios",0.179,0.182,0.144,0.093,0.083
"P65","Reducir el gasto público",0.157,0.202,0.281,0.3,0.355
"P65","Estimular la inversión extranjera",0.031,0.028,0.029,0.051,0.055
"P65","Aumentar los subsidios a los servicios públicos",0.016,0.017,0.008,0.015,0.016
"P66","Fomentar la competencia entre proveedores",0.45,0.272,0.409,0.407,0.419
"P66","Incrementar la inversión en infraestructura",0.201,0.311,0.266,0.252,0.177
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.143,0.142,0.099,0.09,0.14
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.206,0.275,0.226,0.251,0.264
"P67","Muy positiva",0.465,0.254,0.151,0.121,0.128
"P67","Positiva",0.168,0.333,0.207,0.132,0.168
"P67","Neutral",0.156,0.209,0.267,0.345,0.204
"P67","Algo negativa",0.14,0.081,0.16,0.228,0.217
"P67","Negativa",0.057,0.094,0.128,0.101,0.245
"P67","No sabe",0.014,0.029,0.087,0.073,0.038
"P68","Muy positivo",0.453,0.197,0.111,0.023,0.138
"P68","Positivo",0.172,0.325,0.194,0.149,0.108
"P68","Neutral",0.172,0.216,0.34,0.397,0.263
"P68","Algo negativo",0.067,0.078,0.12,0.219,0.199
"P68","Negativo",0.076,0.121,0.149,0.116,0.262
"P68","No sabe",0.06,0.063,0.086,0.096,0.03
"P69","Muy positivo",0.322,0.113,0.052,0.033,0.042
"P69","Positivo",0.108,0.287,0.157,0.061,0.09
"P69","Neutral",0.354,0.424,0.505,0.564,0.538
"P69","Algo negativo",0.049,0.053,0.08,0.128,0.129
"P69","Negativo",0.113,0.06,0.106,0.083,0.166
"P69","No sabe",0.054,0.063,0.1,0.131,0.035
"P70","Muy positiva",0.507,0.44,0.252,0.205,0.124
"P70","Positiva",0.1,0.212,0.17,0.215,0.102
"P70","Neutral",0.199,0.172,0.299,0.291,0.268
"P70","Algo negativa",0.101,0.056,0.103,0.101,0.197
"P70","Negativa",0.067,0.093,0.131,0.147,0.3
"P70","No sabe",0.026,0.027,0.045,0.041,0.009
"P71","Muy positivo",0.519,0.441,0.239,0.203,0.108
"P71","Positivo",0.082,0.244,0.199,0.22,0.169
"P71","Neutral",0.204,0.139,0.277,0.222,0.214
"P71","Algo negativo",0.105,0.051,0.122,0.141,0.161
"P71","Negativo",0.078,0.108,0.13,0.168,0.339
"P71","No sabe",0.012,0.017,0.033,0.046,0.009
"P72","Muy positivo",0.572,0.351,0.205,0.095,0.109
"P72","Positivo",0.098,0.273,0.236,0.291,0.118
"P72","Neutral",0.205,0.228,0.359,0.343,0.309
"P72","Algo negativo",0.068,0.043,0.069,0.082,0.08
"P72","Negativo",0.042,0.092,0.098,0.134,0.366
"P72","No sabe",0.015,0.013,0.033,0.055,0.018
"P73","Muy positiva",0.481,0.301,0.176,0.066,0.101
"P73","Positiva",0.111,0.325,0.17,0.197,0.101
"P73","Neutral",0.117,0.169,0.276,0.269,0.246
"P73","Algo negativa",0.101,0.046,0.14,0.109,0.207
"P73","Negativa",0.143,0.111,0.156,0.23,0.274
"P73","No sabe",0.047,0.048,0.082,0.129,0.071
"P74","Muy positivo",0.49,0.26,0.164,0.027,0.024
"P74","Positivo",0.111,0.33,0.161,0.144,0.099
"P74","Neutral",0.057,0.191,0.287,0.258,0.311
"P74","Algo negativo",0.075,0.069,0.155,0.186,0.118
"P74","Negativo",0.194,0.107,0.171,0.227,0.364
"P74","No sabe",0.073,0.043,0.062,0.158,0.084
"P75","Muy positivo",0.378,0.175,0.116,0.027,0.045
"P75","Positivo",0.152,0.307,0.145,0.065,0.114
"P75","Neutral",0.168,0.307,0.392,0.381,0.343
"P75","Algo negativo",0.059,0.089,0.12,0.163,0.094
"P75","Negativo",0.177,0.073,0.157,0.203,0.328
"P75","No sabe",0.066,0.049,0.07,0.161,0.076
"P76","Muy positiva",0.647,0.482,0.225,0.218,0.21
"P76","Positiva",0.109,0.163,0.247,0.179,0.319
"P76","Neutral",0.129,0.169,0.222,0.191,0.222
"P76","Algo negativa",0.079,0.083,0.1,0.182,0.064
"P76","Negativa",0.029,0.083,0.148,0.153,0.175
"P76","No sabe",0.007,0.02,0.058,0.077,0.01
"P77","Muy positivo",0.612,0.437,0.244,0.152,0.12
"P77","Positivo",0.131,0.23,0.216,0.208,0.333
"P77","Neutral",0.093,0.146,0.195,0.21,0.299
"P77","Algo negativo",0.044,0.07,0.099,0.214,0.048
"P77","Negativo",0.109,0.09,0.178,0.169,0.19
"P77","No sabe",0.011,0.027,0.068,0.047,0.01
"P78","Muy positivo",0.601,0.355,0.227,0.154,0.108
"P78","Positivo",0.137,0.22,0.156,0.152,0.356
"P78","Neutral",0.163,0.287,0.396,0.325,0.225
"P78","Algo negativo",0.049,0.054,0.071,0.108,0.137
"P78","Negativo",0.034,0.069,0.103,0.16,0.149
"P78","No sabe",0.016,0.015,0.047,0.101,0.025
"P79","Si",0.625,0.507,0.483,0.443,0.488
"P79","No",0.375,0.493,0.517,0.557,0.512
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.527,0.503,0.282,0.153,0.124
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.1,0.275,0.479,0.468,0.428
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.331,0.17,0.144,0.219,0.319
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.018,0.025,0.021,0.035,0.012
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.013,0.009,0.032,0.072,0.017
"PRESIDENTE","En blanco",0,0.012,0.02,0.027,0.055
"PRESIDENTE","No sabe",0.011,0.006,0.022,0.026,0.045
