"var","categoria","Con políticas de shock, mano dura y castigando a los corruptos y ladrones","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar","Con políticas de desarrollo que permitan el crecimiento con inclusión social","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares","No sabe"
"P40","Puede que lo vote",0.11,0.15,0.078,0.149,0.189,0.219
"P40","Nunca lo votaría",0.71,0.611,0.187,0.169,0.373,0.387
"P40","No sabe",0.043,0.037,0.036,0.044,0.019,0.113
"P41","Lo votaría",0.496,0.565,0.211,0.108,0.21,0.374
"P41","Puede que lo vote",0.164,0.136,0.08,0.043,0,0.165
"P41","Nunca lo votaría",0.286,0.249,0.658,0.782,0.756,0.384
"P41","No sabe",0.054,0.05,0.051,0.067,0.034,0.077
"P42","Lo votaría",0.425,0.247,0.069,0.076,0.12,0.193
"P42","Puede que lo vote",0.199,0.276,0.08,0.024,0.047,0.132
"P42","Nunca lo votaría",0.332,0.415,0.823,0.823,0.747,0.502
"P42","No sabe",0.044,0.062,0.028,0.077,0.086,0.173
"P43","Lo votaría",0.12,0.071,0.089,0.262,0.177,0.063
"P43","Puede que lo vote",0.076,0.154,0.4,0.277,0.221,0.105
"P43","Nunca lo votaría",0.775,0.744,0.447,0.363,0.542,0.548
"P43","No sabe",0.029,0.031,0.064,0.098,0.06,0.284
"P44","Lo votaría",0.092,0.076,0.061,0.149,0.029,0.028
"P44","Puede que lo vote",0.215,0.291,0.3,0.135,0.209,0.228
"P44","Nunca lo votaría",0.658,0.544,0.557,0.553,0.662,0.562
"P44","No sabe",0.035,0.089,0.082,0.163,0.1,0.182
"P53","Sergio Massa y Javier Milei",0.224,0.268,0.646,0.694,0.44,0.422
"P53","Patricia Bullrich y Javier Milei",0.589,0.556,0.204,0.06,0.234,0.36
"P53","Sergio Massa y Patricia Bullrich",0.187,0.176,0.15,0.246,0.326,0.218
"P54","Muy buena",0.071,0.048,0.072,0.122,0.202,0.091
"P54","Buena",0.095,0.093,0.14,0.085,0.223,0.053
"P54","Regular",0.083,0.085,0.386,0.279,0.208,0.127
"P54","Mala",0.176,0.25,0.231,0.403,0.123,0.355
"P54","Muy mala",0.575,0.524,0.171,0.111,0.244,0.374
"P55","Muy buena",0.032,0.008,0.038,0.044,0.122,0.018
"P55","Buena",0.032,0.052,0.259,0.144,0.125,0.008
"P55","Regular",0.063,0.102,0.37,0.352,0.178,0.246
"P55","Mala",0.237,0.227,0.154,0.236,0.16,0.227
"P55","Muy mala",0.636,0.611,0.179,0.224,0.415,0.501
"P56","Muy buena",0.085,0.027,0.144,0.166,0.114,0.035
"P56","Buena",0.139,0.148,0.357,0.286,0.094,0.072
"P56","Regular",0.33,0.404,0.307,0.257,0.315,0.422
"P56","Mala",0.236,0.241,0.132,0.145,0.184,0.206
"P56","Muy mala",0.21,0.18,0.06,0.146,0.293,0.265
"P57","Muy buena",0.057,0.024,0.095,0.098,0.152,0.052
"P57","Buena",0.179,0.253,0.374,0.229,0.183,0.223
"P57","Regular",0.413,0.515,0.391,0.392,0.467,0.5
"P57","Mala",0.223,0.184,0.09,0.194,0.126,0.13
"P57","Muy mala",0.128,0.024,0.05,0.087,0.072,0.095
"P58","Muy buena",0.063,0.05,0.153,0.165,0.158,0.036
"P58","Buena",0.131,0.178,0.324,0.301,0.191,0.137
"P58","Regular",0.3,0.377,0.323,0.265,0.376,0.353
"P58","Mala",0.249,0.231,0.142,0.203,0.132,0.251
"P58","Muy mala",0.257,0.164,0.058,0.066,0.143,0.223
"P59","Muy buena",0.121,0.055,0.135,0.212,0.162,0.032
"P59","Buena",0.211,0.284,0.447,0.318,0.256,0.277
"P59","Regular",0.388,0.476,0.322,0.242,0.4,0.404
"P59","Mala",0.147,0.122,0.058,0.169,0.147,0.206
"P59","Muy mala",0.133,0.063,0.038,0.059,0.035,0.081
"P60","Ha aumentado significativamente",0.067,0.076,0.127,0.18,0.171,0.021
"P60","Ha aumentado ligeramente",0.166,0.177,0.303,0.171,0.219,0.181
"P60","Se mantiene igual",0.296,0.261,0.282,0.282,0.279,0.353
"P60","Ha disminuido ligeramente",0.178,0.291,0.167,0.237,0.139,0.243
"P60","Ha disminuido significativamente",0.293,0.195,0.121,0.13,0.192,0.202
"P61","Muy baja",0.055,0.023,0.018,0.087,0.124,0.04
"P61","Baja",0.06,0.047,0.075,0.088,0.044,0.022
"P61","Moderada",0.054,0.074,0.106,0.152,0.053,0.163
"P61","Alta",0.158,0.159,0.385,0.342,0.304,0.087
"P61","Muy alta",0.673,0.697,0.416,0.331,0.475,0.688
"P62","Muy bajas",0.11,0.024,0.052,0.081,0.023,0.049
"P62","Bajas",0.167,0.227,0.158,0.065,0.06,0.083
"P62","Adecuadas",0.18,0.328,0.398,0.369,0.291,0.176
"P62","Altas",0.284,0.207,0.248,0.327,0.294,0.351
"P62","Muy altas",0.259,0.214,0.144,0.158,0.332,0.341
"P63","No, ninguna dificultad",0.357,0.427,0.532,0.449,0.39,0.249
"P63","Alguna dificultad ocasional",0.297,0.399,0.299,0.244,0.377,0.4
"P63","Sí, dificultades frecuentes",0.346,0.174,0.169,0.307,0.233,0.351
"P64","Sí, absolutamente",0.319,0.221,0.572,0.649,0.655,0.393
"P64","Sí, en cierta medida",0.325,0.485,0.343,0.196,0.238,0.349
"P64","No, en absoluto",0.356,0.294,0.085,0.155,0.107,0.258
"P65","Reducir la inflación",0.369,0.354,0.491,0.449,0.43,0.433
"P65","Implementar reformas fiscales",0.139,0.149,0.164,0.137,0.146,0.029
"P65","Establecer políticas de control de precios",0.09,0.069,0.23,0.318,0.192,0.121
"P65","Reducir el gasto público",0.376,0.365,0.068,0.034,0.167,0.344
"P65","Estimular la inversión extranjera",0.021,0.056,0.03,0.028,0.02,0.073
"P65","Aumentar los subsidios a los servicios públicos",0.005,0.007,0.017,0.034,0.045,0
"P66","Fomentar la competencia entre proveedores",0.486,0.392,0.238,0.353,0.269,0.415
"P66","Incrementar la inversión en infraestructura",0.227,0.313,0.33,0.169,0.163,0.228
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.052,0.102,0.152,0.206,0.265,0.148
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.235,0.193,0.28,0.272,0.303,0.209
"P67","Muy positiva",0.119,0.12,0.322,0.518,0.253,0.083
"P67","Positiva",0.155,0.174,0.362,0.262,0.22,0.218
"P67","Neutral",0.298,0.251,0.202,0.1,0.209,0.311
"P67","Algo negativa",0.188,0.218,0.06,0.071,0.172,0.072
"P67","Negativa",0.171,0.162,0.021,0.022,0.132,0.2
"P67","No sabe",0.069,0.075,0.033,0.027,0.014,0.116
"P68","Muy positivo",0.087,0.066,0.283,0.32,0.308,0.039
"P68","Positivo",0.126,0.132,0.349,0.33,0.295,0.191
"P68","Neutral",0.342,0.345,0.218,0.185,0.145,0.38
"P68","Algo negativo",0.18,0.161,0.052,0.079,0.014,0.094
"P68","Negativo",0.19,0.184,0.049,0.04,0.193,0.166
"P68","No sabe",0.075,0.112,0.049,0.046,0.045,0.13
"P69","Muy positivo",0.069,0.03,0.142,0.172,0.265,0
"P69","Positivo",0.1,0.096,0.247,0.355,0.253,0.178
"P69","Neutral",0.493,0.576,0.464,0.336,0.265,0.417
"P69","Algo negativo",0.135,0.061,0.047,0.057,0.005,0.069
"P69","Negativo",0.134,0.1,0.045,0.024,0.135,0.177
"P69","No sabe",0.069,0.137,0.055,0.056,0.077,0.159
"P70","Muy positiva",0.173,0.094,0.559,0.599,0.547,0.22
"P70","Positiva",0.122,0.256,0.205,0.14,0.064,0.222
"P70","Neutral",0.344,0.257,0.167,0.132,0.177,0.231
"P70","Algo negativa",0.132,0.158,0.03,0.079,0.006,0.089
"P70","Negativa",0.201,0.166,0.021,0.05,0.154,0.168
"P70","No sabe",0.028,0.069,0.018,0,0.052,0.07
"P71","Muy positivo",0.17,0.12,0.526,0.661,0.484,0.184
"P71","Positivo",0.173,0.22,0.223,0.189,0.126,0.282
"P71","Neutral",0.312,0.271,0.118,0.054,0.193,0.16
"P71","Algo negativo",0.132,0.188,0.044,0.028,0.016,0.133
"P71","Negativo",0.19,0.17,0.069,0.059,0.152,0.151
"P71","No sabe",0.023,0.031,0.02,0.009,0.029,0.09
"P72","Muy positivo",0.153,0.107,0.457,0.468,0.464,0.081
"P72","Positivo",0.161,0.266,0.279,0.292,0.082,0.3
"P72","Neutral",0.368,0.389,0.195,0.131,0.282,0.294
"P72","Algo negativo",0.097,0.079,0.012,0.059,0.055,0.083
"P72","Negativo",0.196,0.127,0.041,0.023,0.082,0.167
"P72","No sabe",0.025,0.032,0.016,0.027,0.035,0.075
"P73","Muy positiva",0.101,0.055,0.429,0.444,0.415,0.083
"P73","Positiva",0.096,0.157,0.324,0.386,0.145,0.227
"P73","Neutral",0.294,0.301,0.124,0.109,0.18,0.199
"P73","Algo negativa",0.167,0.151,0.047,0.016,0.064,0.124
"P73","Negativa",0.259,0.188,0.044,0.045,0.151,0.296
"P73","No sabe",0.083,0.148,0.032,0,0.045,0.071
"P74","Muy positivo",0.069,0.038,0.408,0.386,0.401,0.042
"P74","Positivo",0.096,0.124,0.324,0.38,0.132,0.236
"P74","Neutral",0.327,0.306,0.13,0.076,0.157,0.171
"P74","Algo negativo",0.152,0.184,0.052,0.073,0.076,0.178
"P74","Negativo",0.286,0.205,0.05,0.065,0.185,0.288
"P74","No sabe",0.07,0.143,0.036,0.02,0.049,0.085
"P75","Muy positivo",0.064,0.023,0.268,0.277,0.377,0.06
"P75","Positivo",0.093,0.144,0.295,0.32,0.076,0.219
"P75","Neutral",0.364,0.391,0.297,0.269,0.248,0.286
"P75","Algo negativo",0.14,0.143,0.063,0.044,0.086,0.108
"P75","Negativo",0.266,0.143,0.04,0.072,0.162,0.267
"P75","No sabe",0.073,0.156,0.037,0.018,0.051,0.06
"P76","Muy positiva",0.215,0.184,0.587,0.495,0.5,0.145
"P76","Positiva",0.176,0.277,0.155,0.281,0.146,0.279
"P76","Neutral",0.26,0.201,0.148,0.128,0.062,0.202
"P76","Algo negativa",0.116,0.164,0.051,0.055,0.089,0.074
"P76","Negativa",0.172,0.141,0.036,0.041,0.164,0.21
"P76","No sabe",0.061,0.033,0.023,0,0.039,0.09
"P77","Muy positivo",0.185,0.2,0.502,0.573,0.449,0.141
"P77","Positivo",0.173,0.243,0.235,0.27,0.192,0.264
"P77","Neutral",0.277,0.171,0.139,0.03,0.067,0.183
"P77","Algo negativo",0.106,0.152,0.034,0.111,0.062,0.079
"P77","Negativo",0.204,0.203,0.053,0.016,0.198,0.196
"P77","No sabe",0.055,0.031,0.037,0,0.032,0.137
"P78","Muy positivo",0.201,0.175,0.45,0.427,0.417,0.082
"P78","Positivo",0.199,0.2,0.188,0.228,0.102,0.103
"P78","Neutral",0.314,0.383,0.263,0.25,0.269,0.465
"P78","Algo negativo",0.094,0.098,0.032,0.087,0.031,0.095
"P78","Negativo",0.141,0.128,0.028,0,0.151,0.15
"P78","No sabe",0.051,0.016,0.039,0.008,0.03,0.105
"P79","Si",0.453,0.511,0.543,0.536,0.632,0.345
"P79","No",0.547,0.489,0.457,0.464,0.368,0.655
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.138,0.19,0.647,0.567,0.348,0.335
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.456,0.553,0.162,0.09,0.212,0.295
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.349,0.185,0.097,0.072,0.193,0.134
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.018,0.019,0.021,0.053,0.071,0.038
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.011,0.013,0.017,0.068,0.165,0.011
"PRESIDENTE","En blanco",0.017,0.022,0.026,0.11,0.011,0.028
"PRESIDENTE","No sabe",0.011,0.018,0.03,0.04,0,0.159
