"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.095,0.061,0.148,0.158,0.193
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.07,0.118,0.06,0.101,0.052
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.118,0.158,0.195,0.17,0.151
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.44,0.372,0.294,0.231,0.386
"P22","En blanco",0.159,0.219,0.203,0.245,0.153
"P22","No sabe",0.118,0.072,0.1,0.095,0.065
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.106,0.1,0.117,0.049,0.096
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.34,0.357,0.389,0.331,0.405
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.307,0.201,0.148,0.186,0.075
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.156,0.015,0.015,0.009,0.186
"P25","En blanco",0.073,0.199,0.244,0.254,0.195
"P25","No sabe",0.018,0.128,0.087,0.171,0.043
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.03,0.222,0.158,0.116,0.048
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.302,0.298,0.482,0.439,0.388
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.231,0.278,0.15,0.167,0.167
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.058,0.02,0.049,0.109,0.082
"P28","En blanco",0.379,0.17,0.125,0.132,0.268
"P28","No sabe",0,0.012,0.036,0.037,0.047
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.267,0.23,0.311,0.438,0.548
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.076,0.212,0.254,0.237,0.067
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.372,0.402,0.247,0.147,0.18
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.126,0.081,0.081,0.104,0.103
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.132,0.043,0.065,0.046,0.057
"P36","No sabe",0.027,0.032,0.042,0.028,0.045
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.639,0.496,0.36,0.237,0.168
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.129,0.329,0.486,0.539,0.482
"P37","En blanco",0.167,0.144,0.102,0.125,0.174
"P37","No sabe",0.065,0.031,0.052,0.099,0.176
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.383,0.339,0.444,0.49,0.295
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.166,0.194,0.2,0.215,0.347
"P38","En blanco",0.321,0.374,0.247,0.18,0.207
"P38","No sabe",0.13,0.093,0.109,0.115,0.151
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.64,0.512,0.391,0.232,0.216
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.147,0.273,0.323,0.411,0.481
"P39","En blanco",0.16,0.158,0.198,0.214,0.108
"P39","No sabe",0.053,0.057,0.088,0.143,0.195
"P40","Lo votaría",0.607,0.548,0.336,0.179,0.192
"P40","Puede que lo vote",0.147,0.079,0.147,0.119,0.106
"P40","Nunca lo votaría",0.228,0.348,0.482,0.645,0.648
"P40","No sabe",0.018,0.025,0.035,0.057,0.054
"P41","Lo votaría",0.286,0.374,0.381,0.471,0.388
"P41","Puede que lo vote",0.054,0.11,0.135,0.095,0.128
"P41","Nunca lo votaría",0.627,0.497,0.436,0.351,0.451
"P41","No sabe",0.033,0.019,0.048,0.083,0.033
"P42","Lo votaría",0.205,0.192,0.198,0.268,0.515
"P42","Puede que lo vote",0.059,0.139,0.185,0.195,0.113
"P42","Nunca lo votaría",0.701,0.643,0.558,0.44,0.348
"P42","No sabe",0.035,0.026,0.059,0.097,0.024
"P43","Lo votaría",0.24,0.11,0.086,0.109,0.143
"P43","Puede que lo vote",0.16,0.291,0.242,0.089,0.106
"P43","Nunca lo votaría",0.558,0.555,0.6,0.754,0.721
"P43","No sabe",0.042,0.044,0.072,0.048,0.03
"P44","Lo votaría",0.167,0.083,0.059,0.065,0.104
"P44","Puede que lo vote",0.179,0.311,0.279,0.191,0.142
"P44","Nunca lo votaría",0.654,0.554,0.572,0.618,0.686
"P44","No sabe",0,0.052,0.09,0.126,0.068
"P53","Sergio Massa y Javier Milei",0.52,0.532,0.391,0.273,0.323
"P53","Patricia Bullrich y Javier Milei",0.111,0.321,0.433,0.532,0.484
"P53","Sergio Massa y Patricia Bullrich",0.369,0.147,0.176,0.195,0.193
"P54","Muy buena",0.227,0.099,0.057,0.063,0.069
"P54","Buena",0.155,0.142,0.096,0.095,0.118
"P54","Regular",0.294,0.284,0.205,0.053,0.034
"P54","Mala",0.171,0.195,0.269,0.251,0.11
"P54","Muy mala",0.153,0.28,0.373,0.538,0.669
"P55","Muy buena",0.282,0.035,0.01,0.006,0.019
"P55","Buena",0.209,0.239,0.08,0.014,0.007
"P55","Regular",0.22,0.248,0.242,0.064,0.007
"P55","Mala",0.062,0.181,0.249,0.238,0.134
"P55","Muy mala",0.227,0.297,0.419,0.678,0.833
"P56","Muy buena",0.532,0.096,0.058,0.013,0.09
"P56","Buena",0.15,0.357,0.185,0.129,0.061
"P56","Regular",0.132,0.307,0.467,0.261,0.039
"P56","Mala",0.087,0.126,0.185,0.399,0.168
"P56","Muy mala",0.099,0.114,0.105,0.198,0.642
"P58","Muy buena",0.701,0.117,0.034,0.017,0.02
"P58","Buena",0.133,0.556,0.128,0.033,0
"P58","Regular",0.057,0.249,0.509,0.202,0.058
"P58","Mala",0.05,0.071,0.241,0.397,0.171
"P58","Muy mala",0.059,0.007,0.088,0.351,0.751
"P59","Muy buena",0.537,0.129,0.05,0.09,0.135
"P59","Buena",0.201,0.553,0.291,0.108,0.086
"P59","Regular",0.136,0.265,0.503,0.429,0.146
"P59","Mala",0.067,0.04,0.126,0.235,0.175
"P59","Muy mala",0.059,0.013,0.03,0.138,0.458
"P60","Ha aumentado significativamente",0.488,0.134,0.043,0.067,0.03
"P60","Ha aumentado ligeramente",0.24,0.366,0.188,0.084,0.06
"P60","Se mantiene igual",0.2,0.317,0.335,0.21,0.122
"P60","Ha disminuido ligeramente",0,0.128,0.272,0.24,0.183
"P60","Ha disminuido significativamente",0.072,0.055,0.162,0.399,0.605
"P61","Muy baja",0.159,0.033,0.021,0.057,0.086
"P61","Baja",0.11,0.086,0.053,0.052,0
"P61","Moderada",0.23,0.103,0.079,0.041,0.026
"P61","Alta",0.212,0.293,0.277,0.148,0.116
"P61","Muy alta",0.289,0.485,0.57,0.702,0.772
"P62","Muy bajas",0.246,0.042,0.056,0.063,0.037
"P62","Bajas",0.142,0.248,0.134,0.123,0.09
"P62","Adecuadas",0.327,0.359,0.302,0.245,0.113
"P62","Altas",0.141,0.235,0.311,0.279,0.176
"P62","Muy altas",0.144,0.116,0.197,0.29,0.584
"P63","No, ninguna dificultad",0.765,0.653,0.379,0.172,0.142
"P63","Alguna dificultad ocasional",0.129,0.268,0.369,0.405,0.252
"P63","Sí, dificultades frecuentes",0.106,0.079,0.252,0.423,0.606
"P64","Sí, absolutamente",0.761,0.47,0.386,0.301,0.374
"P64","Sí, en cierta medida",0.127,0.377,0.383,0.368,0.2
"P64","No, en absoluto",0.112,0.153,0.231,0.331,0.426
"P65","Reducir la inflación",0.549,0.391,0.409,0.381,0.415
"P65","Implementar reformas fiscales",0.201,0.19,0.121,0.107,0.146
"P65","Establecer políticas de control de precios",0.137,0.171,0.175,0.073,0.097
"P65","Reducir el gasto público",0.078,0.196,0.252,0.395,0.275
"P65","Estimular la inversión extranjera",0.021,0.04,0.032,0.025,0.05
"P65","Aumentar los subsidios a los servicios públicos",0.014,0.012,0.011,0.019,0.017
"P66","Fomentar la competencia entre proveedores",0.394,0.273,0.396,0.411,0.466
"P66","Incrementar la inversión en infraestructura",0.249,0.333,0.26,0.221,0.156
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.187,0.148,0.109,0.069,0.123
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.17,0.246,0.235,0.299,0.255
"P67","Muy positiva",0.381,0.27,0.205,0.095,0.17
"P67","Positiva",0.183,0.331,0.202,0.182,0.194
"P67","Neutral",0.271,0.169,0.266,0.24,0.293
"P67","Algo negativa",0.099,0.087,0.165,0.212,0.137
"P67","Negativa",0.021,0.114,0.104,0.183,0.136
"P67","No sabe",0.045,0.029,0.058,0.088,0.07
"P68","Muy positivo",0.502,0.191,0.137,0.066,0.165
"P68","Positivo",0.184,0.349,0.204,0.112,0.139
"P68","Neutral",0.133,0.214,0.338,0.331,0.244
"P68","Algo negativo",0.064,0.077,0.119,0.202,0.137
"P68","Negativo",0.065,0.112,0.122,0.221,0.198
"P68","No sabe",0.052,0.057,0.08,0.068,0.117
"P69","Muy positivo",0.425,0.133,0.064,0.034,0.018
"P69","Positivo",0.177,0.246,0.176,0.086,0.105
"P69","Neutral",0.273,0.432,0.509,0.533,0.452
"P69","Algo negativo",0.022,0.057,0.077,0.135,0.091
"P69","Negativo",0.046,0.067,0.084,0.116,0.248
"P69","No sabe",0.057,0.065,0.09,0.096,0.086
"P70","Muy positiva",0.567,0.422,0.308,0.209,0.108
"P70","Positiva",0.197,0.207,0.153,0.189,0.142
"P70","Neutral",0.111,0.191,0.263,0.309,0.312
"P70","Algo negativa",0.033,0.057,0.123,0.128,0.059
"P70","Negativa",0.048,0.09,0.113,0.15,0.344
"P70","No sabe",0.044,0.033,0.04,0.015,0.035
"P71","Muy positivo",0.587,0.4,0.321,0.168,0.125
"P71","Positivo",0.13,0.246,0.167,0.242,0.212
"P71","Neutral",0.141,0.157,0.231,0.296,0.21
"P71","Algo negativo",0.061,0.086,0.125,0.113,0.053
"P71","Negativo",0.078,0.094,0.122,0.162,0.369
"P71","No sabe",0.003,0.017,0.034,0.019,0.031
"P72","Muy positivo",0.621,0.314,0.247,0.179,0.156
"P72","Positivo",0.096,0.269,0.242,0.228,0.147
"P72","Neutral",0.198,0.278,0.31,0.327,0.286
"P72","Algo negativo",0.033,0.023,0.08,0.087,0.072
"P72","Negativo",0.048,0.101,0.087,0.164,0.277
"P72","No sabe",0.004,0.015,0.034,0.015,0.062
"P73","Muy positiva",0.583,0.329,0.193,0.102,0.104
"P73","Positiva",0.137,0.28,0.206,0.147,0.178
"P73","Neutral",0.153,0.144,0.249,0.296,0.209
"P73","Algo negativa",0.015,0.078,0.117,0.183,0.086
"P73","Negativa",0.1,0.115,0.142,0.203,0.359
"P73","No sabe",0.012,0.054,0.093,0.069,0.064
"P74","Muy positivo",0.69,0.28,0.173,0.03,0.066
"P74","Positivo",0.09,0.29,0.189,0.144,0.198
"P74","Neutral",0.088,0.149,0.253,0.372,0.18
"P74","Algo negativo",0.029,0.083,0.143,0.153,0.116
"P74","Negativo",0.078,0.14,0.154,0.25,0.359
"P74","No sabe",0.025,0.058,0.088,0.051,0.081
"P75","Muy positivo",0.539,0.183,0.12,0.036,0.083
"P75","Positivo",0.112,0.292,0.175,0.087,0.158
"P75","Neutral",0.253,0.274,0.356,0.436,0.254
"P75","Algo negativo",0.028,0.077,0.115,0.17,0.095
"P75","Negativo",0.055,0.114,0.137,0.218,0.333
"P75","No sabe",0.013,0.06,0.097,0.053,0.077
"P76","Muy positiva",0.616,0.483,0.308,0.214,0.223
"P76","Positiva",0.08,0.197,0.207,0.248,0.226
"P76","Neutral",0.236,0.135,0.204,0.212,0.204
"P76","Algo negativa",0.034,0.084,0.123,0.092,0.076
"P76","Negativa",0.03,0.077,0.101,0.211,0.23
"P76","No sabe",0.004,0.024,0.057,0.023,0.041
"P77","Muy positivo",0.634,0.428,0.284,0.192,0.23
"P77","Positivo",0.151,0.198,0.237,0.245,0.184
"P77","Neutral",0.112,0.161,0.18,0.23,0.18
"P77","Algo negativo",0.066,0.077,0.106,0.066,0.132
"P77","Negativo",0.033,0.107,0.134,0.239,0.238
"P77","No sabe",0.004,0.029,0.059,0.028,0.036
"P78","Muy positivo",0.67,0.39,0.246,0.199,0.092
"P78","Positivo",0.142,0.227,0.169,0.169,0.27
"P78","Neutral",0.125,0.225,0.383,0.366,0.255
"P78","Algo negativo",0.037,0.081,0.071,0.044,0.144
"P78","Negativo",0.022,0.061,0.075,0.192,0.196
"P78","No sabe",0.004,0.016,0.056,0.03,0.043
"P79","Si",0.653,0.54,0.509,0.4,0.43
"P79","No",0.347,0.46,0.491,0.6,0.57
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.563,0.504,0.33,0.181,0.12
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.145,0.296,0.412,0.476,0.292
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.19,0.163,0.166,0.248,0.406
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.037,0.009,0.027,0.014,0.056
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.054,0.014,0.024,0.033,0.023
"PRESIDENTE","En blanco",0.011,0.009,0.026,0.018,0.038
"PRESIDENTE","No sabe",0,0.005,0.015,0.03,0.065
