"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P72","Positivo",0.223,0.316,0.162
"P72","Neutral",0.288,0.395,0.196
"P72","Algo negativo",0.064,0.029,0.127
"P72","Negativo",0.116,0.118,0.047
"P72","No sabe",0.023,0.005,0.202
"P73","Muy positiva",0.241,0.113,0.328
"P73","Positiva",0.209,0.202,0.171
"P73","Neutral",0.217,0.288,0.125
"P73","Algo negativa",0.11,0.125,0
"P73","Negativa",0.157,0.198,0.097
"P73","No sabe",0.066,0.074,0.279
"P74","Muy positivo",0.217,0.063,0.328
"P74","Positivo",0.203,0.188,0.171
"P74","Neutral",0.223,0.321,0.117
"P74","Algo negativo",0.121,0.127,0.015
"P74","Negativo",0.175,0.194,0.12
"P74","No sabe",0.061,0.107,0.249
"P75","Muy positivo",0.156,0.076,0.251
"P75","Positivo",0.189,0.122,0.253
"P75","Neutral",0.334,0.383,0.12
"P75","Algo negativo",0.109,0.089,0.045
"P75","Negativo",0.147,0.223,0.093
"P75","No sabe",0.065,0.107,0.238
"P76","Muy positiva",0.367,0.24,0.306
"P76","Positiva",0.197,0.246,0.236
"P76","Neutral",0.188,0.241,0.137
"P76","Algo negativa",0.1,0.097,0.046
"P76","Negativa",0.115,0.144,0.044
"P76","No sabe",0.033,0.032,0.231
"P77","Muy positivo",0.335,0.272,0.317
"P77","Positivo",0.221,0.2,0.182
"P77","Neutral",0.166,0.306,0.174
"P77","Algo negativo",0.095,0.06,0.064
"P77","Negativo",0.146,0.124,0.079
"P77","No sabe",0.037,0.038,0.184
"P78","Muy positivo",0.308,0.245,0.147
"P78","Positivo",0.188,0.123,0.397
"P78","Neutral",0.302,0.441,0.182
"P78","Algo negativo",0.075,0.066,0.016
"P78","Negativo",0.093,0.103,0.08
"P78","No sabe",0.034,0.022,0.178
"P79","Si",0.526,0.398,0.19
"P79","No",0.474,0.602,0.81
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.361,0.222,0.131
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.346,0.337,0.223
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.205,0.222,0.182
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.022,0.055,0.055
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.025,0.028,0.069
"PRESIDENTE","En blanco",0.016,0.083,0.275
"PRESIDENTE","No sabe",0.025,0.053,0.065
