"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.071,0.086,0.118,0.385,0.557
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.191,0.061,0.053,0.23,0.283
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.01,0.004,0.033,0.027,0.023
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.118,0.026,0.04,0.02,0.014
"P14","En blanco",0.008,0,0.026,0.023,0.022
"P14","No sabe",0,0.005,0.02,0.018,0.02
"P17","Totalmente seguro",0.765,0.779,0.677,0.575,0.711
"P17","Bastante seguro",0.111,0.12,0.149,0.199,0.149
"P17","Algo seguro",0.069,0.07,0.142,0.14,0.083
"P17","Para nada seguro",0.055,0.031,0.032,0.086,0.057
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.043,0.05,0.096,0.156,0.304
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.122,0.073,0.059,0.084,0.194
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.164,0.11,0.233,0.113,0.163
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.166,0.447,0.311,0.404,0.139
"P22","En blanco",0.27,0.26,0.207,0.145,0.16
"P22","No sabe",0.235,0.06,0.094,0.098,0.04
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.082,0.459,0.303,0.081,0.068
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.276,0.228,0.217,0.437,0.364
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.392,0.123,0.306,0.144,0.161
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0.059,0.05,0.003,0.036
"P25","En blanco",0.25,0.062,0.03,0.153,0.283
"P25","No sabe",0,0.069,0.094,0.182,0.088
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.164,0.445,0.236,0.18,0.092
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.343,0.171,0.277,0.411,0.444
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.332,0.384,0.236,0.213,0.155
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.161,0,0.032,0.094,0.045
"P28","En blanco",0,0,0.07,0.102,0.228
"P28","No sabe",0,0,0.149,0,0.036
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.304,0.093,0.107,0.377,0.464
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.05,0.099,0.112,0.235,0.29
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.302,0.626,0.521,0.203,0.108
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.113,0.113,0.16,0.1,0.044
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.212,0.066,0.055,0.046,0.055
"P36","No sabe",0.019,0.003,0.045,0.039,0.039
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.714,0.813,0.714,0.327,0.12
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.038,0.069,0.107,0.463,0.677
"P37","En blanco",0.115,0.109,0.089,0.142,0.143
"P37","No sabe",0.133,0.009,0.09,0.068,0.06
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.383,0.166,0.193,0.435,0.551
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.035,0.095,0.087,0.219,0.304
"P38","En blanco",0.342,0.601,0.55,0.224,0.086
"P38","No sabe",0.24,0.138,0.17,0.122,0.059
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.72,0.808,0.771,0.364,0.124
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.05,0.108,0.059,0.343,0.505
"P39","En blanco",0.128,0.075,0.092,0.173,0.262
"P39","No sabe",0.102,0.009,0.078,0.12,0.109
"P40","Lo votaría",0.631,0.858,0.711,0.299,0.112
"P40","Puede que lo vote",0.141,0.054,0.166,0.139,0.109
"P40","Nunca lo votaría",0.177,0.075,0.09,0.493,0.751
"P40","No sabe",0.051,0.013,0.033,0.069,0.028
"P41","Lo votaría",0.211,0.192,0.168,0.39,0.544
"P41","Puede que lo vote",0.082,0.034,0.12,0.143,0.123
"P41","Nunca lo votaría",0.644,0.759,0.663,0.375,0.304
"P41","No sabe",0.063,0.015,0.049,0.092,0.029
"P42","Lo votaría",0.198,0.049,0.05,0.209,0.371
"P42","Puede que lo vote",0.042,0.071,0.08,0.192,0.209
"P42","Nunca lo votaría",0.717,0.872,0.824,0.504,0.373
"P42","No sabe",0.043,0.008,0.046,0.095,0.047
"P43","Lo votaría",0.305,0.127,0.15,0.111,0.074
"P43","Puede que lo vote",0.213,0.463,0.376,0.187,0.092
"P43","Nunca lo votaría",0.429,0.371,0.369,0.622,0.807
"P43","No sabe",0.053,0.039,0.105,0.08,0.027
"P44","Lo votaría",0.178,0.08,0.06,0.112,0.062
"P44","Puede que lo vote",0.162,0.309,0.326,0.286,0.201
"P44","Nunca lo votaría",0.64,0.553,0.499,0.482,0.687
"P44","No sabe",0.02,0.058,0.115,0.12,0.05
"P53","Sergio Massa y Javier Milei",0.629,0.709,0.634,0.441,0.205
"P53","Patricia Bullrich y Javier Milei",0.071,0.135,0.133,0.398,0.616
"P53","Sergio Massa y Patricia Bullrich",0.3,0.156,0.233,0.161,0.179
"P54","Muy buena",0.438,0.096,0.089,0.089,0.041
"P54","Buena",0.273,0.292,0.044,0.054,0.112
"P54","Regular",0.182,0.468,0.535,0.078,0.031
"P54","Mala",0.033,0.123,0.298,0.582,0.079
"P54","Muy mala",0.074,0.021,0.034,0.197,0.737
"P56","Muy buena",0.708,0.273,0.092,0.033,0.034
"P56","Buena",0.119,0.545,0.372,0.108,0.108
"P56","Regular",0.063,0.144,0.473,0.422,0.306
"P56","Mala",0.085,0.023,0.053,0.366,0.232
"P56","Muy mala",0.025,0.015,0.01,0.071,0.32
"P57","Muy buena",0.558,0.128,0.078,0.021,0.035
"P57","Buena",0.253,0.539,0.324,0.221,0.169
"P57","Regular",0.121,0.308,0.54,0.519,0.404
"P57","Mala",0.027,0.021,0.055,0.19,0.251
"P57","Muy mala",0.041,0.004,0.003,0.049,0.141
"P58","Muy buena",0.747,0.22,0.119,0.052,0.029
"P58","Buena",0.148,0.584,0.31,0.167,0.102
"P58","Regular",0.032,0.177,0.485,0.41,0.279
"P58","Mala",0.032,0.019,0.083,0.314,0.268
"P58","Muy mala",0.041,0,0.003,0.057,0.322
"P59","Muy buena",0.618,0.235,0.082,0.07,0.086
"P59","Buena",0.224,0.563,0.475,0.25,0.201
"P59","Regular",0.091,0.18,0.368,0.483,0.405
"P59","Mala",0.049,0.022,0.073,0.144,0.163
"P59","Muy mala",0.018,0,0.002,0.053,0.145
"P60","Ha aumentado significativamente",0.443,0.199,0.118,0.071,0.054
"P60","Ha aumentado ligeramente",0.361,0.454,0.269,0.157,0.135
"P60","Se mantiene igual",0.098,0.251,0.413,0.298,0.245
"P60","Ha disminuido ligeramente",0,0.086,0.153,0.289,0.234
"P60","Ha disminuido significativamente",0.098,0.01,0.047,0.185,0.332
"P61","Muy baja",0.313,0.045,0.023,0.04,0.034
"P61","Baja",0.151,0.137,0.072,0.064,0.03
"P61","Moderada",0.2,0.145,0.161,0.073,0.034
"P61","Alta",0.249,0.424,0.405,0.301,0.1
"P61","Muy alta",0.087,0.249,0.339,0.522,0.802
"P62","Muy bajas",0.257,0.035,0.059,0.067,0.059
"P62","Bajas",0.13,0.194,0.106,0.134,0.186
"P62","Adecuadas",0.473,0.455,0.397,0.282,0.203
"P62","Altas",0.1,0.255,0.362,0.301,0.221
"P62","Muy altas",0.04,0.061,0.076,0.216,0.331
"P63","No, ninguna dificultad",0.622,0.651,0.488,0.405,0.335
"P63","Alguna dificultad ocasional",0.191,0.235,0.336,0.268,0.377
"P63","Sí, dificultades frecuentes",0.187,0.114,0.176,0.327,0.288
"P64","Sí, absolutamente",0.767,0.674,0.684,0.353,0.239
"P64","Sí, en cierta medida",0.134,0.307,0.278,0.41,0.379
"P64","No, en absoluto",0.099,0.019,0.038,0.237,0.382
"P65","Reducir la inflación",0.455,0.371,0.537,0.453,0.34
"P65","Implementar reformas fiscales",0.153,0.292,0.129,0.114,0.127
"P65","Establecer políticas de control de precios",0.327,0.295,0.243,0.134,0.064
"P65","Reducir el gasto público",0,0.015,0.056,0.255,0.412
"P65","Estimular la inversión extranjera",0.027,0.015,0.027,0.023,0.047
"P65","Aumentar los subsidios a los servicios públicos",0.038,0.012,0.008,0.021,0.01
"P66","Fomentar la competencia entre proveedores",0.415,0.183,0.221,0.419,0.463
"P66","Incrementar la inversión en infraestructura",0.228,0.37,0.312,0.239,0.23
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.25,0.179,0.141,0.13,0.078
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.107,0.268,0.326,0.212,0.229
"P67","Muy positiva",0.479,0.475,0.265,0.226,0.098
"P67","Positiva",0.18,0.361,0.437,0.182,0.128
"P67","Neutral",0.201,0.115,0.178,0.263,0.293
"P67","Algo negativa",0.092,0.017,0.055,0.182,0.207
"P67","Negativa",0.019,0.003,0.006,0.082,0.215
"P67","No sabe",0.029,0.029,0.059,0.065,0.059
"P68","Muy positivo",0.715,0.36,0.291,0.098,0.046
"P68","Positivo",0.202,0.484,0.348,0.206,0.1
"P68","Neutral",0.031,0.11,0.234,0.339,0.349
"P68","Algo negativo",0.016,0.021,0.022,0.151,0.183
"P68","Negativo",0,0,0.009,0.123,0.248
"P68","No sabe",0.036,0.025,0.096,0.083,0.074
"P69","Muy positivo",0.63,0.265,0.145,0.028,0.02
"P69","Positivo",0.178,0.338,0.314,0.161,0.075
"P69","Neutral",0.094,0.344,0.408,0.544,0.536
"P69","Algo negativo",0.016,0.009,0.02,0.117,0.11
"P69","Negativo",0.045,0.02,0.002,0.067,0.173
"P69","No sabe",0.037,0.024,0.111,0.083,0.086
"P70","Muy positiva",0.787,0.714,0.581,0.283,0.09
"P70","Positiva",0.149,0.183,0.206,0.178,0.158
"P70","Neutral",0,0.094,0.123,0.238,0.362
"P70","Algo negativa",0,0.004,0.025,0.152,0.134
"P70","Negativa",0.043,0.005,0.015,0.107,0.223
"P70","No sabe",0.021,0,0.05,0.042,0.033
"P71","Muy positivo",0.735,0.731,0.586,0.244,0.1
"P71","Positivo",0.097,0.179,0.237,0.245,0.176
"P71","Neutral",0.092,0.066,0.087,0.213,0.319
"P71","Algo negativo",0.049,0.011,0.026,0.144,0.147
"P71","Negativo",0.027,0.005,0.025,0.114,0.239
"P71","No sabe",0,0.008,0.039,0.04,0.019
"P72","Muy positivo",0.822,0.559,0.458,0.217,0.092
"P72","Positivo",0.023,0.309,0.293,0.28,0.176
"P72","Neutral",0.105,0.114,0.157,0.297,0.418
"P72","Algo negativo",0.033,0.018,0.039,0.059,0.09
"P72","Negativo",0.017,0,0.01,0.113,0.2
"P72","No sabe",0,0,0.043,0.034,0.024
"P73","Muy positiva",0.7,0.586,0.386,0.18,0.055
"P73","Positiva",0.095,0.365,0.374,0.22,0.094
"P73","Neutral",0.143,0.032,0.122,0.236,0.314
"P73","Algo negativa",0.032,0.004,0.021,0.164,0.157
"P73","Negativa",0.03,0.013,0.003,0.14,0.289
"P73","No sabe",0,0,0.094,0.06,0.091
"P74","Muy positivo",0.819,0.544,0.356,0.111,0.036
"P74","Positivo",0.088,0.394,0.364,0.219,0.074
"P74","Neutral",0.033,0.045,0.132,0.288,0.311
"P74","Algo negativo",0.031,0.012,0.044,0.13,0.186
"P74","Negativo",0.029,0,0,0.195,0.31
"P74","No sabe",0,0.005,0.104,0.057,0.083
"P75","Muy positivo",0.675,0.417,0.226,0.069,0.036
"P75","Positivo",0.23,0.387,0.349,0.192,0.048
"P75","Neutral",0.062,0.178,0.284,0.36,0.408
"P75","Algo negativo",0.016,0.013,0.033,0.145,0.155
"P75","Negativo",0,0,0,0.171,0.27
"P75","No sabe",0.017,0.005,0.108,0.063,0.083
"P76","Muy positiva",0.885,0.571,0.591,0.274,0.177
"P76","Positiva",0.054,0.277,0.182,0.282,0.172
"P76","Neutral",0.034,0.107,0.121,0.183,0.261
"P76","Algo negativa",0.016,0.039,0.023,0.136,0.139
"P76","Negativa",0.011,0.006,0.015,0.081,0.215
"P76","No sabe",0,0,0.068,0.044,0.036
"P77","Muy positivo",0.736,0.52,0.559,0.224,0.181
"P77","Positivo",0.189,0.289,0.259,0.222,0.182
"P77","Neutral",0.034,0.138,0.083,0.262,0.209
"P77","Algo negativo",0.016,0.031,0.02,0.111,0.139
"P77","Negativo",0,0.014,0.015,0.124,0.257
"P77","No sabe",0.025,0.008,0.064,0.057,0.032
"P78","Muy positivo",0.791,0.519,0.471,0.241,0.133
"P78","Positivo",0.092,0.241,0.156,0.204,0.195
"P78","Neutral",0.084,0.201,0.285,0.341,0.359
"P78","Algo negativo",0.014,0.031,0.028,0.089,0.103
"P78","Negativo",0.01,0,0.004,0.078,0.176
"P78","No sabe",0.009,0.008,0.056,0.047,0.034
"P79","Si",0.485,0.533,0.581,0.478,0.476
"P79","No",0.515,0.467,0.419,0.522,0.524
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.602,0.818,0.71,0.297,0.081
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.071,0.086,0.118,0.385,0.557
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.191,0.061,0.053,0.23,0.283
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.01,0.004,0.033,0.027,0.023
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.118,0.026,0.04,0.02,0.014
"PRESIDENTE","En blanco",0.008,0,0.026,0.023,0.022
"PRESIDENTE","No sabe",0,0.005,0.02,0.018,0.02
