"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P71","Algo negativo",0.014,0.031,0.072,0.7,0.051,0.049
"P71","Negativo",0.019,0.015,0.073,0.09,0.788,0.032
"P71","No sabe",0.006,0.026,0.004,0.014,0.007,0.479
"P72","Muy positivo",0.658,0.162,0.079,0.057,0.021,0.025
"P72","Positivo",0.235,0.543,0.135,0.129,0.028,0.307
"P72","Neutral",0.08,0.23,0.678,0.328,0.211,0.165
"P72","Algo negativo",0.015,0.013,0.045,0.354,0.085,0.006
"P72","Negativo",0.009,0.034,0.056,0.097,0.623,0.079
"P72","No sabe",0.003,0.018,0.007,0.035,0.032,0.418
"P73","Muy positiva",0.575,0.08,0.079,0.007,0.041,0.067
"P73","Positiva",0.256,0.468,0.127,0.082,0.013,0.057
"P73","Neutral",0.086,0.243,0.427,0.186,0.183,0.153
"P73","Algo negativa",0.021,0.054,0.141,0.422,0.131,0.026
"P73","Negativa",0.026,0.046,0.171,0.226,0.606,0.145
"P73","No sabe",0.036,0.109,0.055,0.077,0.026,0.552
"P74","Muy positivo",0.508,0.092,0.078,0,0,0.028
"P74","Positivo",0.297,0.408,0.1,0,0.024,0.11
"P74","Neutral",0.11,0.281,0.415,0.17,0.162,0.136
"P74","Algo negativo",0.012,0.079,0.179,0.439,0.127,0.013
"P74","Negativo",0.037,0.063,0.17,0.307,0.644,0.129
"P74","No sabe",0.036,0.077,0.058,0.084,0.043,0.584
"P75","Muy positivo",0.377,0.085,0.032,0,0.017,0.031
"P75","Positivo",0.239,0.403,0.093,0.116,0.02,0.017
"P75","Neutral",0.272,0.346,0.536,0.2,0.205,0.125
"P75","Algo negativo",0.033,0.048,0.147,0.347,0.133,0.007
"P75","Negativo",0.033,0.041,0.143,0.267,0.579,0.099
"P75","No sabe",0.046,0.077,0.049,0.07,0.046,0.721
"P76","Muy positiva",0.679,0.409,0.122,0.104,0.112,0.173
"P76","Positiva",0.167,0.339,0.254,0.151,0.083,0.06
"P76","Neutral",0.09,0.116,0.372,0.193,0.185,0.197
"P76","Algo negativa",0.036,0.08,0.104,0.291,0.15,0.007
"P76","Negativa",0.007,0.037,0.106,0.233,0.461,0.077
"P76","No sabe",0.021,0.019,0.042,0.028,0.009,0.486
"P77","Muy positivo",0.631,0.294,0.167,0.082,0.103,0.172
"P77","Positivo",0.21,0.432,0.216,0.106,0.08,0.103
"P77","Neutral",0.09,0.117,0.335,0.187,0.172,0.146
"P77","Algo negativo",0.041,0.086,0.097,0.284,0.094,0
"P77","Negativo",0.01,0.05,0.132,0.313,0.542,0.076
"P77","No sabe",0.018,0.021,0.053,0.028,0.009,0.503
"P78","Muy positivo",0.556,0.293,0.145,0.079,0.073,0.206
"P78","Positivo",0.124,0.394,0.182,0.154,0.159,0.117
"P78","Neutral",0.265,0.246,0.474,0.352,0.184,0.128
"P78","Algo negativo",0.024,0.028,0.089,0.213,0.14,0
"P78","Negativo",0,0.021,0.079,0.186,0.434,0.056
"P78","No sabe",0.031,0.018,0.031,0.016,0.01,0.493
"P79","Si",0.575,0.432,0.514,0.469,0.393,0.601
"P79","No",0.425,0.568,0.486,0.531,0.607,0.399
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.691,0.391,0.181,0.081,0.044,0.057
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.12,0.35,0.441,0.564,0.636,0.306
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.107,0.187,0.268,0.259,0.254,0.278
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.021,0.011,0.035,0.054,0.021,0.111
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.034,0.029,0.041,0,0.005,0
"PRESIDENTE","En blanco",0.017,0.02,0.017,0.042,0.003,0.132
"PRESIDENTE","No sabe",0.01,0.012,0.017,0,0.037,0.116
