"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P14","No sabe",0.006,0.018,0.02,0.018,0.004,0.216
"P17","Totalmente seguro",0.784,0.64,0.689,0.791,0.709,0.456
"P17","Bastante seguro",0.082,0.159,0.164,0.075,0.168,0.164
"P17","Algo seguro",0.089,0.135,0.077,0.069,0.099,0.247
"P17","Para nada seguro",0.045,0.066,0.07,0.065,0.024,0.133
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.035,0.121,0.221,0.309,0.261,0.207
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.037,0.062,0.196,0.41,0,0
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.18,0.233,0.205,0.178,0.672,0
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.402,0.288,0.21,0.103,0.067,0.793
"P22","En blanco",0.216,0.21,0.12,0,0,0
"P22","No sabe",0.13,0.086,0.048,0,0,0
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.338,0.074,0.08,0.056,0.082,0.108
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.398,0.324,0.346,0.379,0.423,0.253
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.102,0.215,0.202,0.084,0.096,0.129
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.094,0.005,0.009,0.062,0.057,0.029
"P25","En blanco",0.048,0.26,0.248,0.291,0.251,0.25
"P25","No sabe",0.02,0.122,0.115,0.128,0.091,0.231
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.268,0.18,0.18,0.029,0.092,0
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.568,0.306,0.446,0.29,0.512,0.375
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.055,0.238,0.114,0.484,0.134,0.371
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.026,0,0.086,0,0.044,0
"P28","En blanco",0.041,0.226,0.138,0.197,0.202,0
"P28","No sabe",0.042,0.05,0.036,0,0.016,0.254
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.181,0.229,0.405,0.499,0.554,0.306
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.082,0.243,0.277,0.262,0.232,0.254
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.465,0.341,0.184,0.053,0.1,0.164
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.159,0.119,0.041,0.087,0.019,0.095
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.103,0.022,0.058,0.053,0.044,0.082
"P36","No sabe",0.01,0.046,0.035,0.046,0.051,0.099
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.677,0.455,0.23,0.063,0.09,0.272
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.13,0.368,0.598,0.651,0.705,0.468
"P37","En blanco",0.152,0.084,0.121,0.164,0.176,0.026
"P37","No sabe",0.041,0.093,0.051,0.122,0.029,0.234
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.259,0.339,0.508,0.46,0.541,0.455
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.097,0.176,0.269,0.342,0.361,0.044
"P38","En blanco",0.477,0.359,0.143,0.036,0.074,0.17
"P38","No sabe",0.167,0.126,0.08,0.162,0.024,0.331
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.705,0.477,0.216,0.126,0.15,0.312
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.12,0.282,0.44,0.531,0.564,0.138
"P39","En blanco",0.107,0.141,0.237,0.145,0.22,0.224
"P39","No sabe",0.068,0.1,0.107,0.198,0.066,0.326
"P40","Lo votaría",0.687,0.413,0.205,0.065,0.146,0.268
"P40","Puede que lo vote",0.1,0.162,0.147,0.225,0.094,0.047
"P40","Nunca lo votaría",0.197,0.368,0.616,0.678,0.741,0.42
"P40","No sabe",0.016,0.057,0.032,0.032,0.019,0.265
"P41","Lo votaría",0.201,0.326,0.504,0.475,0.579,0.537
"P41","Puede que lo vote",0.063,0.092,0.127,0.186,0.136,0.14
"P41","Nunca lo votaría",0.709,0.517,0.328,0.24,0.238,0.167
"P41","No sabe",0.027,0.065,0.041,0.099,0.047,0.156
"P42","Lo votaría",0.164,0.161,0.312,0.341,0.374,0.144
"P42","Puede que lo vote",0.053,0.132,0.18,0.259,0.264,0.318
"P42","Nunca lo votaría",0.769,0.634,0.444,0.374,0.312,0.497
"P42","No sabe",0.014,0.073,0.064,0.026,0.05,0.041
"P43","Lo votaría",0.13,0.158,0.066,0.109,0.077,0.118
"P43","Puede que lo vote",0.343,0.295,0.124,0.067,0.107,0.182
"P43","Nunca lo votaría",0.467,0.464,0.78,0.726,0.795,0.544
"P43","No sabe",0.06,0.083,0.03,0.098,0.021,0.156
"P44","Lo votaría",0.106,0.071,0.07,0.053,0.034,0.148
"P44","Puede que lo vote",0.253,0.31,0.245,0.168,0.202,0.245
"P44","Nunca lo votaría",0.581,0.537,0.657,0.595,0.732,0.328
"P44","No sabe",0.06,0.082,0.028,0.184,0.032,0.279
"P53","Sergio Massa y Javier Milei",0.634,0.544,0.263,0.22,0.161,0.327
"P53","Patricia Bullrich y Javier Milei",0.164,0.276,0.569,0.574,0.659,0.38
"P53","Sergio Massa y Patricia Bullrich",0.202,0.18,0.168,0.206,0.18,0.293
"P54","Muy buena",0.143,0.084,0.039,0.06,0.088,0.027
"P54","Buena",0.143,0.102,0.147,0.097,0.165,0.015
"P54","Regular",0.369,0.232,0.095,0.021,0.024,0.278
"P54","Mala",0.226,0.259,0.166,0.321,0.119,0.256
"P54","Muy mala",0.119,0.323,0.553,0.501,0.604,0.424
"P55","Muy buena",0.129,0.004,0.015,0.022,0.006,0
"P55","Buena",0.224,0.149,0.043,0.031,0,0
"P55","Regular",0.341,0.263,0.109,0.128,0.018,0.336
"P55","Mala",0.155,0.239,0.196,0.182,0.193,0.251
"P55","Muy mala",0.151,0.345,0.637,0.637,0.783,0.413
"P56","Muy buena",0.26,0.078,0.035,0.098,0.019,0
"P56","Buena",0.316,0.258,0.122,0.134,0.154,0.045
"P56","Regular",0.271,0.38,0.333,0.405,0.285,0.532
"P56","Mala",0.093,0.177,0.254,0.268,0.197,0.223
"P56","Muy mala",0.06,0.107,0.256,0.095,0.345,0.2
"P57","Muy buena",0.169,0.031,0.05,0.039,0.031,0.012
"P57","Buena",0.285,0.294,0.235,0.092,0.219,0.139
"P57","Regular",0.4,0.471,0.467,0.565,0.337,0.573
"P57","Mala",0.101,0.153,0.17,0.213,0.22,0.088
"P57","Muy mala",0.045,0.051,0.078,0.091,0.193,0.188
"P58","Muy buena",0.239,0.092,0.055,0.039,0.025,0.012
"P58","Buena",0.317,0.296,0.16,0.056,0.105,0.175
"P58","Regular",0.273,0.369,0.341,0.329,0.272,0.373
"P58","Mala",0.085,0.172,0.267,0.292,0.217,0.27
"P58","Muy mala",0.086,0.071,0.177,0.284,0.381,0.17
"P59","Muy buena",0.251,0.052,0.084,0.13,0.044,0.069
"P59","Buena",0.394,0.368,0.238,0.209,0.247,0.155
"P59","Regular",0.285,0.394,0.464,0.414,0.327,0.483
"P59","Mala",0.039,0.146,0.133,0.148,0.134,0.24
"P59","Muy mala",0.031,0.04,0.081,0.099,0.248,0.053
"P60","Ha aumentado significativamente",0.172,0.123,0.086,0.055,0.019,0
"P60","Ha aumentado ligeramente",0.321,0.271,0.165,0.125,0.175,0.178
"P60","Se mantiene igual",0.271,0.319,0.302,0.273,0.128,0.348
"P60","Ha disminuido ligeramente",0.143,0.182,0.233,0.228,0.265,0.133
"P60","Ha disminuido significativamente",0.093,0.105,0.214,0.319,0.413,0.341
"P61","Muy baja",0.074,0.036,0.047,0,0.02,0
"P61","Baja",0.103,0.079,0.052,0.03,0.032,0.065
"P61","Moderada",0.123,0.138,0.049,0.026,0.016,0.184
"P61","Alta",0.373,0.335,0.148,0.201,0.1,0.105
"P61","Muy alta",0.327,0.412,0.704,0.743,0.832,0.646
"P62","Muy bajas",0.127,0.028,0.067,0.011,0.096,0.019
"P62","Bajas",0.079,0.191,0.186,0.187,0.17,0.123
"P62","Adecuadas",0.386,0.39,0.242,0.226,0.122,0.381
"P62","Altas",0.263,0.232,0.269,0.278,0.218,0.249
"P62","Muy altas",0.145,0.159,0.236,0.298,0.394,0.228
"P63","No, ninguna dificultad",0.54,0.421,0.393,0.372,0.288,0.318
"P63","Alguna dificultad ocasional",0.227,0.366,0.392,0.171,0.328,0.454
"P63","Sí, dificultades frecuentes",0.233,0.213,0.215,0.457,0.384,0.228
"P64","Sí, absolutamente",0.709,0.344,0.304,0.236,0.268,0.329
"P64","Sí, en cierta medida",0.205,0.492,0.411,0.417,0.25,0.497
"P64","No, en absoluto",0.086,0.164,0.285,0.347,0.482,0.174
"P65","Reducir la inflación",0.452,0.443,0.424,0.224,0.26,0.465
"P65","Implementar reformas fiscales",0.138,0.156,0.152,0.103,0.116,0.157
"P65","Establecer políticas de control de precios",0.267,0.176,0.064,0.108,0.118,0.083
"P65","Reducir el gasto público",0.094,0.2,0.323,0.476,0.441,0.211
"P65","Estimular la inversión extranjera",0.032,0.02,0.029,0.06,0.04,0.084
"P65","Aumentar los subsidios a los servicios públicos",0.017,0.005,0.008,0.029,0.025,0
"P66","Fomentar la competencia entre proveedores",0.28,0.308,0.444,0.499,0.412,0.422
"P66","Incrementar la inversión en infraestructura",0.241,0.311,0.246,0.161,0.261,0.312
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.23,0.108,0.082,0.054,0.07,0.052
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.249,0.273,0.228,0.286,0.257,0.214
"P67","Muy positiva",0.443,0.205,0.106,0.074,0.064,0.092
"P67","Positiva",0.292,0.351,0.18,0.083,0.086,0.03
"P67","Neutral",0.159,0.228,0.339,0.385,0.183,0.163
"P67","Algo negativa",0.085,0.142,0.175,0.28,0.187,0.158
"P67","Negativa",0.007,0.027,0.127,0.156,0.451,0.125
"P67","No sabe",0.014,0.047,0.073,0.022,0.029,0.432
"P68","Muy positivo",0.461,0.058,0.066,0.044,0.011,0.022
"P68","Positivo",0.29,0.42,0.128,0.015,0.043,0
"P68","Neutral",0.178,0.299,0.423,0.406,0.125,0.215
"P68","Algo negativo",0.02,0.078,0.167,0.328,0.217,0.077
"P68","Negativo",0.023,0.047,0.149,0.187,0.56,0.104
"P68","No sabe",0.028,0.098,0.067,0.02,0.044,0.582
"P69","Muy positivo",0.284,0.034,0.04,0.068,0.006,0
"P69","Positivo",0.268,0.319,0.058,0.072,0.016,0.033
"P69","Neutral",0.362,0.462,0.666,0.493,0.361,0.161
"P69","Algo negativo",0.02,0.051,0.097,0.156,0.18,0.017
"P69","Negativo",0.041,0.02,0.067,0.156,0.405,0.052
"P69","No sabe",0.025,0.114,0.072,0.055,0.032,0.737
"P70","Muy positiva",0.797,0.343,0.09,0.078,0.027,0.033
"P70","Positiva",0.099,0.4,0.131,0.034,0.05,0.115
"P70","Neutral",0.071,0.145,0.562,0.174,0.118,0.069
"P70","Algo negativa",0.02,0.054,0.106,0.537,0.081,0.125
"P70","Negativa",0.01,0.016,0.093,0.174,0.702,0.158
"P70","No sabe",0.003,0.042,0.018,0.003,0.022,0.5
"P71","Muy positivo",0.874,0.265,0.051,0.097,0.028,0.033
"P71","Positivo",0.032,0.573,0.165,0.009,0.034,0.087
"P71","Neutral",0.037,0.056,0.575,0.205,0.057,0.033
"P71","Algo negativo",0.022,0.065,0.124,0.581,0.061,0.123
"P71","Negativo",0.035,0.02,0.075,0.108,0.801,0.132
"P71","No sabe",0,0.021,0.01,0,0.019,0.592
"P73","Muy positiva",0.664,0.107,0.062,0.033,0.039,0.019
"P73","Positiva",0.164,0.525,0.101,0.068,0.036,0.084
"P73","Neutral",0.086,0.141,0.446,0.155,0.174,0.16
"P73","Algo negativa",0.021,0.056,0.135,0.545,0.132,0.032
"P73","Negativa",0.039,0.05,0.204,0.143,0.591,0.133
"P73","No sabe",0.026,0.121,0.052,0.056,0.028,0.572
"P74","Muy positivo",0.62,0.087,0.05,0.025,0,0.034
"P74","Positivo",0.192,0.466,0.105,0,0.044,0.077
"P74","Neutral",0.103,0.23,0.374,0.181,0.207,0.07
"P74","Algo negativo",0.014,0.065,0.167,0.566,0.139,0.024
"P74","Negativo",0.06,0.057,0.234,0.174,0.582,0.144
"P74","No sabe",0.011,0.095,0.07,0.054,0.028,0.651
"P75","Muy positivo",0.524,0.022,0.004,0,0.024,0
"P75","Positivo",0.18,0.441,0.08,0.099,0,0.084
"P75","Neutral",0.197,0.359,0.523,0.113,0.271,0.08
"P75","Algo negativo",0.022,0.055,0.144,0.546,0.085,0.042
"P75","Negativo",0.058,0.033,0.179,0.184,0.581,0.113
"P75","No sabe",0.019,0.09,0.07,0.058,0.039,0.681
"P76","Muy positiva",0.764,0.31,0.161,0.074,0.155,0.113
"P76","Positiva",0.112,0.386,0.232,0.06,0.062,0.097
"P76","Neutral",0.084,0.158,0.32,0.157,0.216,0.077
"P76","Algo negativa",0.017,0.081,0.121,0.447,0.094,0.044
"P76","Negativa",0.015,0.024,0.14,0.219,0.462,0.09
"P76","No sabe",0.008,0.041,0.026,0.043,0.011,0.579
"P77","Muy positivo",0.695,0.292,0.145,0.152,0.124,0.112
"P77","Positivo",0.185,0.378,0.222,0.068,0.059,0.106
"P77","Neutral",0.056,0.169,0.315,0.165,0.153,0.079
"P77","Algo negativo",0.026,0.083,0.118,0.313,0.081,0.067
"P77","Negativo",0.029,0.034,0.164,0.282,0.579,0.041
"P77","No sabe",0.009,0.044,0.036,0.02,0.004,0.595
"P78","Muy positivo",0.631,0.256,0.142,0.066,0.104,0.079
"P78","Positivo",0.137,0.332,0.186,0.042,0.109,0.215
"P78","Neutral",0.216,0.319,0.467,0.328,0.115,0.107
"P78","Algo negativo",0.002,0.039,0.087,0.396,0.132,0
"P78","Negativo",0.005,0.019,0.086,0.141,0.521,0.028
"P78","No sabe",0.009,0.035,0.032,0.027,0.019,0.571
"P79","Si",0.596,0.462,0.516,0.357,0.41,0.479
"P79","No",0.404,0.538,0.484,0.643,0.59,0.521
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.65,0.44,0.218,0.104,0.047,0.055
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.135,0.256,0.474,0.529,0.606,0.435
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.137,0.197,0.202,0.268,0.324,0.115
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.022,0.04,0.011,0.081,0.016,0.046
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.024,0.031,0.049,0,0,0
"PRESIDENTE","En blanco",0.026,0.018,0.026,0,0.003,0.133
"PRESIDENTE","No sabe",0.006,0.018,0.02,0.018,0.004,0.216
