"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P39","No sabe",0.043,0.072,0.109,0.1,0.142,0.441
"P40","Lo votaría",0.649,0.418,0.293,0.159,0.102,0.137
"P40","Puede que lo vote",0.118,0.132,0.158,0.122,0.109,0.118
"P40","Nunca lo votaría",0.226,0.393,0.513,0.706,0.732,0.594
"P40","No sabe",0.007,0.057,0.036,0.013,0.057,0.151
"P41","Lo votaría",0.242,0.325,0.398,0.555,0.73,0.555
"P41","Puede que lo vote",0.068,0.133,0.099,0.146,0.115,0.093
"P41","Nunca lo votaría",0.663,0.456,0.436,0.299,0.155,0.178
"P41","No sabe",0.027,0.086,0.067,0,0,0.174
"P42","Lo votaría",0.196,0.277,0.215,0.284,0.372,0.049
"P42","Puede que lo vote",0.08,0.174,0.128,0.197,0.277,0.355
"P42","Nunca lo votaría",0.703,0.511,0.58,0.494,0.312,0.5
"P42","No sabe",0.021,0.038,0.077,0.025,0.039,0.096
"P43","Lo votaría",0.161,0.1,0.088,0.114,0.05,0.054
"P43","Puede que lo vote",0.295,0.274,0.237,0.075,0.037,0.153
"P43","Nunca lo votaría",0.499,0.561,0.619,0.781,0.878,0.671
"P43","No sabe",0.045,0.065,0.056,0.03,0.035,0.122
"P44","Lo votaría",0.155,0.065,0.037,0.082,0.068,0
"P44","Puede que lo vote",0.244,0.279,0.267,0.18,0.153,0.322
"P44","Nunca lo votaría",0.552,0.595,0.617,0.72,0.734,0.447
"P44","No sabe",0.049,0.061,0.079,0.018,0.045,0.231
"P53","Sergio Massa y Javier Milei",0.638,0.413,0.382,0.25,0.116,0.234
"P53","Patricia Bullrich y Javier Milei",0.185,0.439,0.421,0.552,0.747,0.589
"P53","Sergio Massa y Patricia Bullrich",0.177,0.148,0.197,0.198,0.137,0.177
"P54","Muy buena",0.128,0.074,0.077,0.146,0.069,0.022
"P54","Buena",0.177,0.176,0.083,0.141,0.209,0.114
"P54","Regular",0.321,0.18,0.158,0.006,0.023,0.296
"P54","Mala",0.202,0.212,0.228,0.262,0.116,0.216
"P54","Muy mala",0.172,0.358,0.454,0.445,0.583,0.352
"P55","Muy buena",0.12,0.022,0.012,0.009,0.005,0.011
"P55","Buena",0.197,0.144,0.074,0.049,0,0.024
"P55","Regular",0.333,0.174,0.194,0.081,0.01,0.318
"P55","Mala",0.156,0.208,0.213,0.237,0.161,0.243
"P55","Muy mala",0.194,0.452,0.507,0.624,0.824,0.404
"P56","Muy buena",0.266,0.102,0.047,0.088,0.01,0.011
"P56","Buena",0.253,0.226,0.183,0.128,0.106,0.085
"P56","Regular",0.292,0.274,0.378,0.333,0.282,0.582
"P56","Mala",0.092,0.222,0.22,0.156,0.248,0.204
"P56","Muy mala",0.097,0.176,0.172,0.295,0.354,0.118
"P57","Muy buena",0.185,0.062,0.034,0.042,0.02,0.009
"P57","Buena",0.329,0.302,0.182,0.282,0.163,0.109
"P57","Regular",0.365,0.395,0.547,0.431,0.353,0.675
"P57","Mala",0.097,0.129,0.172,0.088,0.298,0.117
"P57","Muy mala",0.024,0.112,0.065,0.157,0.166,0.09
"P58","Muy buena",0.235,0.047,0.071,0.045,0.021,0.009
"P58","Buena",0.333,0.332,0.151,0.151,0.102,0.084
"P58","Regular",0.278,0.279,0.394,0.293,0.257,0.433
"P58","Mala",0.1,0.111,0.263,0.323,0.224,0.241
"P58","Muy mala",0.054,0.231,0.121,0.188,0.396,0.233
"P59","Muy buena",0.272,0.098,0.071,0.091,0.049,0.058
"P59","Buena",0.361,0.353,0.282,0.225,0.224,0.122
"P59","Regular",0.28,0.303,0.471,0.361,0.407,0.466
"P59","Mala",0.056,0.087,0.114,0.163,0.185,0.296
"P59","Muy mala",0.031,0.159,0.062,0.16,0.135,0.058
"P60","Ha aumentado significativamente",0.232,0.07,0.075,0.015,0.032,0.011
"P60","Ha aumentado ligeramente",0.294,0.291,0.217,0.267,0.204,0.089
"P60","Se mantiene igual",0.246,0.305,0.269,0.281,0.14,0.363
"P60","Ha disminuido ligeramente",0.128,0.144,0.269,0.232,0.198,0.177
"P60","Ha disminuido significativamente",0.1,0.19,0.17,0.205,0.426,0.36
"P61","Muy baja",0.106,0.023,0.038,0.008,0.035,0.011
"P61","Baja",0.103,0.11,0.037,0.059,0.037,0.041
"P61","Moderada",0.132,0.115,0.074,0.016,0.029,0.112
"P61","Alta",0.325,0.277,0.251,0.15,0.058,0.199
"P61","Muy alta",0.334,0.475,0.6,0.767,0.841,0.637
"P62","Muy bajas",0.103,0.075,0.084,0.04,0.051,0.027
"P62","Bajas",0.142,0.147,0.143,0.131,0.206,0.045
"P62","Adecuadas",0.376,0.303,0.345,0.181,0.188,0.215
"P62","Altas",0.235,0.226,0.235,0.256,0.227,0.445
"P62","Muy altas",0.144,0.249,0.193,0.392,0.328,0.268
"P63","No, ninguna dificultad",0.55,0.439,0.417,0.254,0.321,0.301
"P63","Alguna dificultad ocasional",0.248,0.34,0.35,0.335,0.39,0.316
"P63","Sí, dificultades frecuentes",0.202,0.221,0.233,0.411,0.289,0.383
"P64","Sí, absolutamente",0.663,0.41,0.335,0.36,0.195,0.295
"P64","Sí, en cierta medida",0.229,0.396,0.431,0.344,0.33,0.524
"P64","No, en absoluto",0.108,0.194,0.234,0.296,0.475,0.181
"P65","Reducir la inflación",0.468,0.412,0.394,0.31,0.293,0.562
"P65","Implementar reformas fiscales",0.149,0.223,0.124,0.092,0.121,0.056
"P65","Establecer políticas de control de precios",0.238,0.126,0.157,0.163,0.043,0.056
"P65","Reducir el gasto público",0.114,0.201,0.291,0.375,0.467,0.298
"P65","Estimular la inversión extranjera",0.021,0.028,0.024,0.03,0.066,0.028
"P65","Aumentar los subsidios a los servicios públicos",0.01,0.01,0.01,0.03,0.01,0
"P66","Fomentar la competencia entre proveedores",0.32,0.327,0.391,0.318,0.453,0.491
"P66","Incrementar la inversión en infraestructura",0.274,0.251,0.259,0.203,0.249,0.176
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.158,0.211,0.087,0.117,0.031,0.071
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.248,0.211,0.263,0.362,0.267,0.262
"P67","Muy positiva",0.398,0.202,0.175,0.082,0.058,0.076
"P67","Positiva",0.331,0.287,0.215,0.05,0.084,0.152
"P67","Neutral",0.173,0.272,0.277,0.404,0.097,0.307
"P67","Algo negativa",0.063,0.141,0.18,0.218,0.225,0.141
"P67","Negativa",0.011,0.037,0.106,0.23,0.481,0.057
"P67","No sabe",0.024,0.061,0.047,0.016,0.055,0.267
"P68","Muy positivo",0.407,0.12,0.102,0.019,0.011,0.017
"P68","Positivo",0.296,0.391,0.201,0.031,0.037,0.129
"P68","Neutral",0.174,0.289,0.383,0.383,0.126,0.294
"P68","Algo negativo",0.039,0.074,0.169,0.318,0.144,0.056
"P68","Negativo",0.027,0.057,0.113,0.234,0.617,0.111
"P68","No sabe",0.057,0.069,0.032,0.015,0.065,0.393
"P69","Muy positivo",0.284,0.061,0.044,0.033,0,0
"P69","Positivo",0.275,0.342,0.123,0.023,0.018,0.055
"P69","Neutral",0.337,0.4,0.695,0.519,0.304,0.304
"P69","Algo negativo",0.03,0.038,0.071,0.29,0.074,0.059
"P69","Negativo",0.027,0.065,0.035,0.116,0.501,0.018
"P69","No sabe",0.047,0.094,0.032,0.019,0.103,0.564
"P70","Muy positiva",0.646,0.227,0.297,0.115,0,0.286
"P70","Positiva",0.16,0.34,0.13,0.063,0.037,0.078
"P70","Neutral",0.121,0.24,0.381,0.307,0.211,0.212
"P70","Algo negativa",0.026,0.08,0.112,0.289,0.195,0.042
"P70","Negativa",0.029,0.097,0.069,0.226,0.541,0.03
"P70","No sabe",0.018,0.016,0.011,0,0.016,0.352
"P71","Muy positivo",0.69,0.227,0.261,0.035,0,0.212
"P71","Positivo",0.133,0.328,0.214,0.223,0.047,0.067
"P71","Neutral",0.119,0.182,0.324,0.177,0.199,0.208
"P71","Algo negativo",0.03,0.072,0.12,0.348,0.177,0.082
"P71","Negativo",0.025,0.166,0.079,0.217,0.556,0
"P71","No sabe",0.003,0.025,0.002,0,0.021,0.431
"P72","Muy positivo",0.606,0.207,0.201,0.006,0.017,0.072
"P72","Positivo",0.195,0.398,0.234,0.121,0.047,0.213
"P72","Neutral",0.145,0.298,0.457,0.363,0.278,0.264
"P72","Algo negativo",0.013,0.013,0.063,0.327,0.09,0.044
"P72","Negativo",0.035,0.058,0.037,0.183,0.561,0.05
"P72","No sabe",0.006,0.026,0.008,0,0.007,0.357
"P73","Muy positiva",0.528,0.153,0.186,0.081,0,0.044
"P73","Positiva",0.223,0.407,0.179,0.094,0.034,0.118
"P73","Neutral",0.118,0.2,0.333,0.272,0.139,0.178
"P73","Algo negativa",0.045,0.051,0.12,0.389,0.119,0.042
"P73","Negativa",0.049,0.134,0.151,0.147,0.697,0
"P73","No sabe",0.037,0.055,0.031,0.017,0.011,0.618
"P74","Muy positivo",0.506,0.156,0.137,0,0,0.028
"P74","Positivo",0.217,0.343,0.179,0.108,0,0.098
"P74","Neutral",0.139,0.26,0.319,0.208,0.144,0.131
"P74","Algo negativo",0.029,0.06,0.145,0.443,0.16,0.028
"P74","Negativo",0.08,0.122,0.172,0.235,0.691,0.024
"P74","No sabe",0.029,0.059,0.048,0.006,0.005,0.691
"P75","Muy positivo",0.383,0.109,0.077,0.006,0.005,0.011
"P75","Positivo",0.242,0.353,0.133,0.079,0.016,0.075
"P75","Neutral",0.241,0.281,0.559,0.179,0.165,0.162
"P75","Algo negativo",0.032,0.07,0.102,0.489,0.12,0.009
"P75","Negativo",0.067,0.139,0.089,0.247,0.684,0.019
"P75","No sabe",0.035,0.048,0.04,0,0.01,0.724
"P76","Muy positiva",0.822,0.256,0.209,0.086,0.01,0.029
"P76","Positiva",0.072,0.517,0.238,0.11,0,0.122
"P76","Neutral",0.093,0.141,0.352,0.136,0.131,0.141
"P76","Algo negativa",0.007,0.03,0.113,0.55,0.047,0.159
"P76","Negativa",0.004,0.033,0.072,0.118,0.812,0.019
"P76","No sabe",0.002,0.023,0.016,0,0,0.53
"P77","Muy positivo",0.826,0.173,0.186,0.023,0.005,0
"P77","Positivo",0.091,0.678,0.21,0.01,0,0.017
"P77","Neutral",0.04,0.071,0.439,0.196,0,0.097
"P77","Algo negativo",0.014,0.018,0.063,0.653,0.039,0.185
"P77","Negativo",0.027,0.035,0.092,0.118,0.956,0.042
"P77","No sabe",0.002,0.025,0.01,0,0,0.659
"P79","Si",0.664,0.447,0.434,0.39,0.465,0.431
"P79","No",0.336,0.553,0.566,0.61,0.535,0.569
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.61,0.331,0.343,0.144,0.075,0.094
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.131,0.254,0.388,0.589,0.688,0.502
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.179,0.295,0.175,0.175,0.204,0.105
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.017,0.008,0.055,0.057,0.033,0.012
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.029,0.045,0.018,0.026,0,0
"PRESIDENTE","En blanco",0.023,0.038,0.007,0.009,0,0.213
"PRESIDENTE","No sabe",0.011,0.029,0.014,0,0,0.074
