"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P40","A Sergio Massa",0.062,0.618,0.009,0.029
"P40","A algún candidato del peronismo",0.126,0.122,0.219,0
"P40","A Cristina Fernández de Kirchner",0.132,0.236,0.756,0.961
"P42","Muy buena",0.545,0.042,0.27,0.055
"P42","Buena",0.16,0.377,0.227,0.132
"P42","Ni buena ni mala",0.28,0.276,0.166,0.436
"P42","Mala",0.015,0.222,0.226,0.245
"P42","Muy mala",0,0.045,0.111,0.03
"P42","No sabe",0,0.038,0,0.102
"P43","Muy buena",0.121,0.004,0.029,0.092
"P43","Buena",0.007,0.229,0,0.023
"P43","Ni buena ni mala",0.191,0.005,0.011,0.207
"P43","Mala",0.191,0.22,0.161,0.113
"P43","Muy mala",0.49,0.513,0.792,0.565
"P43","No sabe",0,0.029,0.007,0
"P44","Muy buena",0.572,0.572,0.74,0.833
"P44","Buena",0.22,0.258,0.023,0.048
"P44","Ni buena ni mala",0.014,0.079,0.011,0.03
"P44","Mala",0.132,0.035,0.011,0.047
"P44","Muy mala",0.062,0.043,0.215,0.042
"P44","No sabe",0,0.013,0,0
"P45","Muy buena",0.26,0.249,0.018,0.01
"P45","Buena",0.094,0.078,0.101,0.005
"P45","Ni buena ni mala",0.086,0.082,0.041,0.199
"P45","Mala",0.274,0.247,0.153,0.168
"P45","Muy mala",0.166,0.282,0.687,0.615
"P45","No sabe",0.12,0.062,0,0.003
"P46","Muy buena",0.072,0.401,0.078,0.04
"P46","Buena",0.283,0.388,0.371,0.429
"P46","Ni buena ni mala",0.441,0.117,0.329,0.333
"P46","Mala",0.018,0.022,0.081,0.101
"P46","Muy mala",0.066,0.072,0.141,0.08
"P46","No sabe",0.12,0,0,0.017
"P47","Muy buena",0.127,0.226,0.13,0.02
"P47","Buena",0.06,0.063,0,0.165
"P47","Ni buena ni mala",0.4,0.064,0.018,0.015
"P47","Mala",0.073,0.119,0.144,0.195
"P47","Muy mala",0.22,0.463,0.708,0.6
"P47","No sabe",0.12,0.065,0,0.005
"P48","Muy buena",0.121,0,0.127,0.02
"P48","Buena",0,0.06,0,0
"P48","Ni buena ni mala",0.335,0.233,0.066,0.192
"P48","Mala",0.186,0.171,0.417,0.09
"P48","Muy mala",0.205,0.461,0.39,0.695
"P48","No sabe",0.153,0.075,0,0.003
