"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P10","Mala",0.075,0.051,0.056,0.141,0.223,0.195,0.225,0.253,0.197
"P10","Muy mala",0.177,0.079,0.059,0.05,0.088,0.121,0.088,0.235,0.023
"P11","Ha aumentado significativamente",0.317,0.215,0.124,0.085,0.029,0.039,0.057,0.081,0.112
"P11","Ha aumentado ligeramente",0.183,0.303,0.344,0.268,0.177,0.15,0.167,0.074,0.238
"P11","Se mantiene igual",0.17,0.246,0.301,0.305,0.387,0.314,0.303,0.211,0.224
"P11","Ha disminuido ligeramente",0.156,0.111,0.148,0.195,0.214,0.255,0.243,0.288,0.185
"P11","Ha disminuido significativamente",0.174,0.125,0.083,0.147,0.193,0.242,0.23,0.346,0.241
"P12","Muy baja",0.281,0.141,0.027,0.023,0.024,0.093,0.068,0.126,0.072
"P12","Baja",0.065,0.077,0.051,0.048,0.043,0.063,0.068,0.062,0
"P12","Moderada",0.097,0.058,0.116,0.077,0.123,0.105,0.118,0.095,0.086
"P12","Alta",0.183,0.2,0.314,0.257,0.261,0.185,0.228,0.19,0.183
"P12","Muy alta",0.374,0.524,0.492,0.595,0.549,0.554,0.518,0.527,0.659
"P13","Muy bajas",0.218,0.137,0.069,0.053,0.025,0.047,0.04,0.078,0.103
"P13","Bajas",0.184,0.155,0.215,0.15,0.094,0.087,0.083,0.056,0.091
"P13","Adecuadas",0.248,0.332,0.427,0.358,0.322,0.234,0.268,0.153,0.14
"P13","Altas",0.168,0.278,0.19,0.251,0.313,0.328,0.359,0.315,0.168
"P13","Muy altas",0.182,0.098,0.099,0.188,0.246,0.304,0.25,0.398,0.498
"P14","No, ninguna dificultad",0.648,0.593,0.706,0.492,0.272,0.18,0.202,0.123,0.502
"P14","Alguna dificultad ocasional",0.102,0.161,0.196,0.381,0.429,0.28,0.391,0.212,0.18
"P14","Sí, dificultades frecuentes",0.25,0.246,0.098,0.127,0.299,0.54,0.407,0.665,0.318
"P15","Sí, absolutamente",0.664,0.674,0.492,0.448,0.363,0.414,0.456,0.501,0.553
"P15","Sí, en cierta medida",0.119,0.123,0.328,0.394,0.406,0.341,0.332,0.219,0.126
"P15","No, en absoluto",0.217,0.203,0.18,0.158,0.231,0.245,0.212,0.28,0.321
"P16","Reducir la inflación",0.526,0.381,0.424,0.394,0.367,0.374,0.438,0.484,0.349
"P16","Implementar reformas fiscales",0.094,0.142,0.144,0.147,0.132,0.057,0.069,0.046,0.022
"P16","Establecer políticas de control de precios",0.145,0.112,0.182,0.142,0.155,0.235,0.175,0.137,0
"P16","Reducir el gasto público",0.175,0.251,0.211,0.267,0.264,0.265,0.269,0.263,0.508
"P16","Estimular la inversión extranjera",0.03,0.033,0.024,0.047,0.068,0.047,0.041,0.038,0
"P16","Aumentar los subsidios a los servicios públicos",0.03,0.081,0.015,0.003,0.014,0.022,0.008,0.032,0.121
"P17","Fomentar la competencia entre proveedores",0.373,0.238,0.289,0.327,0.327,0.314,0.298,0.362,0.527
"P17","Incrementar la inversión en infraestructura",0.272,0.175,0.281,0.228,0.223,0.167,0.205,0.162,0.302
"P17","Implementar políticas de subsidios focalizados en grupos vulnerable",0.108,0.27,0.177,0.141,0.119,0.22,0.161,0.167,0.022
"P17","Realizar auditorías periódicas a las empresas de servicios públicos",0.247,0.317,0.253,0.304,0.331,0.299,0.336,0.309,0.149
"P18","Muy positiva",0.228,0.259,0.289,0.189,0.145,0.195,0.152,0.147,0.121
"P18","Positiva",0.103,0.233,0.293,0.248,0.231,0.181,0.199,0.124,0.122
"P18","Neutral",0.177,0.197,0.226,0.306,0.35,0.342,0.393,0.351,0.043
"P18","Algo negativa",0.21,0.178,0.067,0.09,0.099,0.101,0.105,0.133,0.085
"P18","Negativa",0.141,0.066,0.059,0.095,0.086,0.084,0.075,0.125,0.363
"P18","No sabe",0.141,0.067,0.066,0.072,0.089,0.097,0.076,0.12,0.266
"P19","Muy positivo",0.166,0.205,0.23,0.155,0.098,0.134,0.118,0.116,0.087
"P19","Positivo",0.143,0.31,0.258,0.236,0.193,0.164,0.199,0.13,0.035
"P19","Neutral",0.301,0.298,0.261,0.358,0.407,0.367,0.388,0.347,0.217
"P19","Algo negativo",0.123,0.015,0.082,0.076,0.094,0.131,0.1,0.124,0.337
"P19","Negativo",0.171,0.111,0.107,0.097,0.09,0.09,0.076,0.123,0.062
"P19","No sabe",0.096,0.061,0.062,0.078,0.118,0.114,0.119,0.16,0.262
"P20","Muy positivo",0.19,0.192,0.172,0.104,0.067,0.094,0.071,0.11,0
"P20","Positivo",0.118,0.215,0.169,0.214,0.191,0.136,0.169,0.106,0.097
"P20","Neutral",0.362,0.406,0.458,0.476,0.457,0.408,0.479,0.437,0.207
"P20","Algo negativo",0.056,0.035,0.061,0.053,0.093,0.114,0.09,0.097,0.157
"P20","Negativo",0.215,0.117,0.075,0.055,0.076,0.085,0.08,0.127,0.061
"P20","No sabe",0.059,0.035,0.065,0.098,0.116,0.163,0.111,0.123,0.478
"P21","Muy positiva",0.391,0.362,0.424,0.357,0.29,0.278,0.302,0.313,0.108
"P21","Positiva",0.064,0.078,0.238,0.252,0.264,0.19,0.216,0.188,0.136
"P21","Neutral",0.213,0.381,0.193,0.209,0.226,0.228,0.273,0.281,0.361
"P21","Algo negativa",0.133,0.034,0.063,0.077,0.08,0.12,0.073,0.052,0.027
"P21","Negativa",0.154,0.145,0.067,0.074,0.1,0.125,0.089,0.118,0.099
"P21","No sabe",0.045,0,0.015,0.031,0.04,0.059,0.047,0.048,0.269
"P22","Muy positivo",0.464,0.457,0.387,0.37,0.3,0.297,0.304,0.318,0.145
"P22","Positivo",0.046,0.18,0.251,0.222,0.235,0.208,0.255,0.232,0.177
"P22","Neutral",0.178,0.136,0.18,0.177,0.257,0.193,0.246,0.203,0.359
"P22","Algo negativo",0.083,0.092,0.08,0.117,0.084,0.102,0.075,0.068,0.063
"P22","Negativo",0.189,0.122,0.091,0.095,0.092,0.153,0.07,0.126,0.061
"P22","No sabe",0.04,0.013,0.011,0.019,0.032,0.047,0.05,0.053,0.195
"P23","Muy positivo",0.28,0.349,0.302,0.302,0.287,0.285,0.291,0.287,0.125
"P23","Positivo",0.096,0.201,0.287,0.268,0.262,0.235,0.269,0.223,0.189
"P23","Neutral",0.283,0.268,0.301,0.28,0.288,0.233,0.253,0.257,0.425
"P23","Algo negativo",0.103,0.047,0.046,0.063,0.064,0.067,0.06,0.063,0.027
"P23","Negativo",0.11,0.12,0.052,0.063,0.066,0.132,0.074,0.118,0.065
"P23","No sabe",0.128,0.015,0.012,0.024,0.033,0.048,0.053,0.052,0.169
"P24","Muy positiva",0.306,0.278,0.258,0.247,0.156,0.17,0.196,0.191,0.09
"P24","Positiva",0.103,0.238,0.293,0.259,0.248,0.232,0.261,0.168,0.21
"P24","Neutral",0.27,0.277,0.206,0.265,0.274,0.323,0.271,0.308,0.103
"P24","Algo negativa",0.059,0.051,0.106,0.065,0.103,0.07,0.111,0.084,0.306
"P24","Negativa",0.242,0.127,0.103,0.102,0.12,0.118,0.103,0.155,0.092
"P24","No sabe",0.02,0.029,0.034,0.062,0.099,0.087,0.058,0.094,0.199
"P25","Muy positivo",0.373,0.187,0.236,0.212,0.114,0.174,0.176,0.15,0.09
"P25","Positivo",0.112,0.374,0.279,0.257,0.204,0.214,0.236,0.173,0.211
"P25","Neutral",0.162,0.123,0.203,0.273,0.365,0.273,0.26,0.319,0.072
"P25","Algo negativo",0.088,0.158,0.114,0.087,0.113,0.091,0.123,0.102,0.338
"P25","Negativo",0.245,0.142,0.126,0.114,0.13,0.141,0.111,0.15,0.12
"P25","No sabe",0.02,0.016,0.042,0.057,0.074,0.107,0.094,0.106,0.169
"P26","Muy positivo",0.351,0.118,0.178,0.192,0.108,0.125,0.146,0.155,0.062
"P26","Positivo",0.056,0.343,0.228,0.229,0.195,0.174,0.212,0.187,0.263
"P26","Neutral",0.214,0.262,0.398,0.339,0.415,0.356,0.34,0.353,0.055
"P26","Algo negativo",0.107,0.125,0.052,0.074,0.106,0.086,0.105,0.087,0
"P26","Negativo",0.243,0.054,0.095,0.099,0.103,0.102,0.1,0.128,0.093
"P26","No sabe",0.029,0.098,0.049,0.067,0.073,0.157,0.097,0.09,0.527
"P27","Muy positiva",0.56,0.39,0.446,0.428,0.328,0.306,0.313,0.336,0.322
"P27","Positiva",0.097,0.201,0.221,0.261,0.259,0.193,0.263,0.155,0.389
"P27","Neutral",0.053,0.127,0.169,0.166,0.207,0.24,0.218,0.277,0.03
"P27","Algo negativa",0.112,0.161,0.071,0.07,0.059,0.073,0.069,0.058,0.027
"P27","Negativa",0.113,0.023,0.08,0.054,0.094,0.087,0.098,0.111,0.063
"P27","No sabe",0.065,0.098,0.013,0.021,0.053,0.101,0.039,0.063,0.169
"P28","Muy positivo",0.631,0.526,0.392,0.403,0.277,0.322,0.294,0.352,0.319
"P28","Positivo",0.052,0.1,0.24,0.257,0.252,0.225,0.275,0.183,0.396
"P28","Neutral",0.046,0.167,0.161,0.165,0.245,0.19,0.211,0.242,0.03
"P28","Algo negativo",0.064,0.09,0.094,0.095,0.091,0.075,0.073,0.069,0.027
"P28","Negativo",0.207,0.085,0.101,0.066,0.106,0.076,0.088,0.096,0.062
"P28","No sabe",0,0.032,0.012,0.014,0.029,0.112,0.059,0.058,0.166
"P29","Muy positivo",0.529,0.474,0.347,0.35,0.285,0.259,0.288,0.328,0.254
"P29","Positivo",0.041,0.128,0.197,0.236,0.211,0.199,0.225,0.16,0.069
"P29","Neutral",0.164,0.215,0.312,0.315,0.337,0.317,0.284,0.299,0.403
"P29","Algo negativo",0.047,0.013,0.069,0.044,0.041,0.03,0.066,0.055,0.033
"P29","Negativo",0.137,0.17,0.063,0.038,0.085,0.069,0.079,0.107,0.065
"P29","No sabe",0.082,0,0.012,0.017,0.041,0.126,0.058,0.051,0.176
