"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P19","Positivo",0.288,0.269,0.106,0.052,0.027,0.115
"P19","Neutral",0.254,0.417,0.539,0.367,0.206,0.153
"P19","Algo negativo",0.032,0.072,0.145,0.287,0.156,0.094
"P19","Negativo",0.024,0.035,0.079,0.151,0.482,0.078
"P19","No sabe",0.08,0.116,0.076,0.128,0.108,0.55
"P20","Muy positivo",0.267,0.036,0.017,0.005,0.003,0.006
"P20","Positivo",0.232,0.311,0.047,0.028,0.033,0.017
"P20","Neutral",0.368,0.429,0.726,0.409,0.259,0.202
"P20","Algo negativo",0.034,0.082,0.073,0.345,0.123,0.048
"P20","Negativo",0.019,0.031,0.062,0.107,0.485,0.062
"P20","No sabe",0.08,0.111,0.075,0.106,0.097,0.665
"P22","Muy positivo",0.817,0.122,0.094,0.074,0.02,0.135
"P22","Positivo",0.127,0.674,0.144,0.037,0.037,0.091
"P22","Neutral",0.031,0.147,0.581,0.161,0.072,0.255
"P22","Algo negativo",0.008,0.037,0.103,0.533,0.076,0.023
"P22","Negativo",0.005,0.012,0.05,0.105,0.77,0.047
"P22","No sabe",0.012,0.008,0.028,0.09,0.025,0.449
"P23","Muy positivo",0.703,0.131,0.094,0.081,0.019,0.107
"P23","Positivo",0.186,0.58,0.191,0.093,0.042,0.165
"P23","Neutral",0.083,0.228,0.547,0.354,0.193,0.263
"P23","Algo negativo",0.006,0.029,0.072,0.315,0.124,0.016
"P23","Negativo",0.009,0.012,0.058,0.102,0.568,0.076
"P23","No sabe",0.013,0.02,0.038,0.055,0.054,0.373
"P24","Muy positiva",0.454,0.122,0.063,0.063,0.012,0.158
"P24","Positiva",0.269,0.401,0.167,0.112,0.073,0.119
"P24","Neutral",0.161,0.297,0.446,0.318,0.202,0.174
"P24","Algo negativa",0.037,0.062,0.121,0.296,0.126,0.087
"P24","Negativa",0.031,0.058,0.133,0.152,0.509,0.085
"P24","No sabe",0.048,0.06,0.07,0.059,0.078,0.377
"P25","Muy positivo",0.379,0.116,0.066,0.044,0.024,0.08
"P25","Positivo",0.304,0.32,0.143,0.144,0.036,0.119
"P25","Neutral",0.185,0.334,0.436,0.244,0.174,0.186
"P25","Algo negativo",0.043,0.104,0.143,0.289,0.137,0.083
"P25","Negativo",0.032,0.058,0.147,0.164,0.553,0.091
"P25","No sabe",0.057,0.068,0.065,0.115,0.076,0.441
"P26","Muy positivo",0.336,0.117,0.051,0.043,0.009,0.023
"P26","Positivo",0.269,0.293,0.133,0.146,0.044,0.135
"P26","Neutral",0.274,0.402,0.515,0.298,0.239,0.236
"P26","Algo negativo",0.036,0.065,0.123,0.262,0.13,0.054
"P26","Negativo",0.03,0.044,0.111,0.126,0.487,0.074
"P26","No sabe",0.055,0.079,0.067,0.125,0.091,0.478
"P27","Muy positiva",0.649,0.329,0.167,0.148,0.125,0.145
"P27","Positiva",0.169,0.344,0.258,0.215,0.098,0.197
"P27","Neutral",0.106,0.201,0.374,0.217,0.213,0.204
"P27","Algo negativa",0.033,0.055,0.074,0.208,0.104,0.025
"P27","Negativa",0.021,0.033,0.087,0.132,0.436,0.045
"P27","No sabe",0.022,0.038,0.04,0.08,0.024,0.384
"P28","Muy positivo",0.63,0.282,0.161,0.148,0.136,0.203
"P28","Positivo",0.207,0.345,0.268,0.168,0.096,0.173
"P28","Neutral",0.088,0.226,0.358,0.208,0.198,0.153
"P28","Algo negativo",0.041,0.078,0.1,0.223,0.078,0.042
"P28","Negativo",0.02,0.033,0.077,0.171,0.445,0.045
"P28","No sabe",0.014,0.036,0.036,0.082,0.047,0.384
"P29","Muy positivo",0.56,0.28,0.168,0.119,0.131,0.171
"P29","Positivo",0.161,0.289,0.238,0.206,0.065,0.172
"P29","Neutral",0.219,0.306,0.419,0.32,0.315,0.224
"P29","Algo negativo",0.021,0.043,0.069,0.169,0.06,0.029
"P29","Negativo",0.019,0.028,0.068,0.125,0.398,0.039
"P29","No sabe",0.02,0.054,0.038,0.061,0.031,0.365
