"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P19","Muy positivo",0.475,0.178,0.076,0.025,0.048,0.055
"P19","Positivo",0.244,0.316,0.191,0.076,0.041,0.075
"P19","Neutral",0.194,0.316,0.486,0.372,0.321,0.267
"P19","Algo negativo",0.024,0.075,0.091,0.282,0.104,0.11
"P19","Negativo",0.014,0.026,0.069,0.19,0.416,0.073
"P19","No sabe",0.049,0.089,0.087,0.055,0.07,0.42
"P20","Muy positivo",0.424,0.103,0.024,0.041,0.016,0.042
"P20","Positivo",0.235,0.306,0.125,0.097,0.026,0.043
"P20","Neutral",0.245,0.419,0.652,0.416,0.386,0.304
"P20","Algo negativo",0.021,0.073,0.068,0.263,0.078,0.082
"P20","Negativo",0.012,0.017,0.053,0.139,0.41,0.061
"P20","No sabe",0.063,0.082,0.078,0.044,0.084,0.468
"P21","Muy positiva",0.723,0.433,0.252,0.13,0.091,0.203
"P21","Positiva",0.164,0.308,0.241,0.156,0.088,0.19
"P21","Neutral",0.081,0.16,0.353,0.336,0.252,0.185
"P21","Algo negativa",0.02,0.05,0.059,0.205,0.081,0.099
"P21","Negativa",0.006,0.022,0.068,0.148,0.46,0.104
"P21","No sabe",0.006,0.027,0.027,0.025,0.028,0.219
"P22","Muy positivo",0.81,0.463,0.236,0.126,0.088,0.152
"P22","Positivo",0.087,0.388,0.268,0.135,0.1,0.204
"P22","Neutral",0.056,0.074,0.332,0.378,0.184,0.207
"P22","Algo negativo",0.019,0.049,0.077,0.18,0.13,0.084
"P22","Negativo",0.006,0.02,0.074,0.162,0.475,0.1
"P22","No sabe",0.022,0.006,0.013,0.019,0.023,0.253
"P23","Muy positivo",0.746,0.37,0.214,0.116,0.066,0.125
"P23","Positivo",0.111,0.446,0.253,0.149,0.128,0.242
"P23","Neutral",0.095,0.131,0.418,0.368,0.22,0.261
"P23","Algo negativo",0.016,0.034,0.053,0.215,0.088,0.038
"P23","Negativo",0.008,0.014,0.043,0.136,0.456,0.107
"P23","No sabe",0.024,0.005,0.019,0.016,0.042,0.227
"P24","Muy positiva",0.786,0.195,0.102,0.052,0.008,0.057
"P24","Positiva",0.116,0.596,0.192,0.128,0.071,0.11
"P24","Neutral",0.078,0.115,0.523,0.2,0.113,0.231
"P24","Algo negativa",0.007,0.033,0.082,0.47,0.089,0.06
"P24","Negativa",0.003,0.013,0.065,0.13,0.705,0.112
"P24","No sabe",0.01,0.048,0.036,0.02,0.014,0.43
"P25","Muy positivo",0.829,0.111,0.057,0.013,0.001,0.035
"P25","Positivo",0.088,0.737,0.126,0.032,0.019,0.074
"P25","Neutral",0.052,0.085,0.651,0.127,0.039,0.11
"P25","Algo negativo",0.015,0.026,0.076,0.732,0.058,0.041
"P25","Negativo",0.001,0.02,0.06,0.093,0.855,0.093
"P25","No sabe",0.015,0.021,0.03,0.003,0.028,0.647
"P27","Muy positiva",0.819,0.411,0.279,0.152,0.174,0.133
"P27","Positiva",0.093,0.411,0.237,0.15,0.107,0.208
"P27","Neutral",0.06,0.1,0.381,0.231,0.157,0.136
"P27","Algo negativa",0.021,0.042,0.044,0.331,0.068,0.03
"P27","Negativa",0.004,0.026,0.042,0.129,0.479,0.066
"P27","No sabe",0.003,0.01,0.017,0.007,0.015,0.427
"P28","Muy positivo",0.734,0.438,0.24,0.145,0.191,0.208
"P28","Positivo",0.151,0.322,0.282,0.226,0.131,0.14
"P28","Neutral",0.087,0.133,0.331,0.221,0.113,0.177
"P28","Algo negativo",0.017,0.061,0.077,0.244,0.109,0.044
"P28","Negativo",0.008,0.03,0.053,0.142,0.412,0.072
"P28","No sabe",0.003,0.016,0.017,0.022,0.044,0.359
"P29","Muy positivo",0.712,0.399,0.204,0.188,0.146,0.205
"P29","Positivo",0.122,0.337,0.204,0.197,0.115,0.11
"P29","Neutral",0.148,0.174,0.491,0.317,0.196,0.231
"P29","Algo negativo",0.005,0.025,0.053,0.164,0.085,0.041
"P29","Negativo",0.005,0.029,0.033,0.106,0.423,0.057
"P29","No sabe",0.008,0.036,0.015,0.028,0.035,0.356
