"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P16","Reducir el gasto público",0.137,0.262,0.339,0.361,0.469,0.266
"P16","Estimular la inversión extranjera",0.048,0.04,0.037,0.031,0.051,0.043
"P16","Aumentar los subsidios a los servicios públicos",0.025,0.006,0.025,0.003,0.011,0.019
"P17","Fomentar la competencia entre proveedores",0.273,0.296,0.369,0.354,0.361,0.324
"P17","Incrementar la inversión en infraestructura",0.197,0.2,0.215,0.191,0.211,0.111
"P17","Implementar políticas de subsidios focalizados en grupos vulnerable",0.22,0.176,0.114,0.143,0.108,0.229
"P17","Realizar auditorías periódicas a las empresas de servicios públicos",0.31,0.328,0.302,0.312,0.32,0.336
"P18","Muy positiva",0.333,0.147,0.094,0.054,0.056,0.094
"P18","Positiva",0.266,0.245,0.158,0.213,0.07,0.056
"P18","Neutral",0.244,0.354,0.471,0.32,0.317,0.276
"P18","Algo negativa",0.066,0.094,0.118,0.177,0.162,0.091
"P18","Negativa",0.046,0.058,0.095,0.165,0.331,0.074
"P18","No sabe",0.045,0.102,0.064,0.071,0.064,0.409
"P19","Muy positivo",0.306,0.103,0.047,0.049,0.024,0.05
"P19","Positivo",0.288,0.24,0.096,0.13,0.01,0.041
"P19","Neutral",0.265,0.384,0.515,0.395,0.315,0.238
"P19","Algo negativo",0.05,0.092,0.148,0.162,0.168,0.052
"P19","Negativo",0.033,0.055,0.089,0.226,0.421,0.066
"P19","No sabe",0.058,0.126,0.105,0.038,0.062,0.553
"P20","Muy positivo",0.224,0.062,0.024,0.039,0.024,0.056
"P20","Positivo",0.244,0.186,0.099,0.114,0.021,0.017
"P20","Neutral",0.376,0.499,0.601,0.447,0.421,0.338
"P20","Algo negativo",0.048,0.087,0.112,0.129,0.098,0.059
"P20","Negativo",0.032,0.034,0.068,0.22,0.384,0.05
"P20","No sabe",0.076,0.132,0.096,0.051,0.052,0.48
"P21","Muy positiva",0.604,0.247,0.163,0.16,0.077,0.149
"P21","Positiva",0.198,0.325,0.2,0.174,0.077,0.165
"P21","Neutral",0.116,0.281,0.427,0.271,0.235,0.205
"P21","Algo negativa",0.03,0.069,0.073,0.223,0.105,0.119
"P21","Negativa",0.036,0.044,0.1,0.157,0.487,0.05
"P21","No sabe",0.016,0.034,0.037,0.015,0.019,0.312
"P22","Muy positivo",0.632,0.23,0.181,0.158,0.068,0.109
"P22","Positivo",0.194,0.363,0.225,0.165,0.082,0.219
"P22","Neutral",0.093,0.268,0.389,0.212,0.198,0.14
"P22","Algo negativo",0.03,0.069,0.11,0.21,0.107,0.11
"P22","Negativo",0.037,0.049,0.084,0.213,0.513,0.05
"P22","No sabe",0.014,0.021,0.011,0.042,0.032,0.372
"P23","Muy positivo",0.563,0.198,0.142,0.121,0.054,0.137
"P23","Positivo",0.201,0.411,0.242,0.162,0.111,0.226
"P23","Neutral",0.168,0.271,0.429,0.371,0.26,0.224
"P23","Algo negativo",0.017,0.044,0.094,0.157,0.121,0.03
"P23","Negativo",0.031,0.05,0.068,0.17,0.422,0.065
"P23","No sabe",0.02,0.026,0.025,0.019,0.032,0.318
"P24","Muy positiva",0.438,0.126,0.068,0.095,0.033,0.061
"P24","Positiva",0.239,0.415,0.144,0.121,0.088,0.163
"P24","Neutral",0.19,0.25,0.519,0.233,0.141,0.227
"P24","Algo negativa",0.044,0.083,0.099,0.322,0.151,0.05
"P24","Negativa",0.055,0.072,0.117,0.164,0.527,0.096
"P24","No sabe",0.034,0.054,0.053,0.065,0.06,0.403
"P25","Muy positivo",0.387,0.099,0.044,0.057,0.012,0.057
"P25","Positivo",0.262,0.36,0.129,0.118,0.065,0.049
"P25","Neutral",0.194,0.308,0.507,0.244,0.101,0.2
"P25","Algo negativo",0.055,0.093,0.147,0.368,0.125,0.039
"P25","Negativo",0.061,0.063,0.121,0.167,0.631,0.132
"P25","No sabe",0.041,0.077,0.052,0.046,0.066,0.523
"P26","Muy positivo",0.358,0.064,0.043,0.047,0.008,0.008
"P26","Positivo",0.236,0.37,0.094,0.128,0.059,0.042
"P26","Neutral",0.281,0.374,0.631,0.234,0.165,0.127
"P26","Algo negativo",0.038,0.059,0.096,0.442,0.128,0.014
"P26","Negativo",0.054,0.052,0.08,0.11,0.576,0.034
"P26","No sabe",0.033,0.081,0.056,0.039,0.064,0.775
"P28","Muy positivo",0.786,0.112,0.094,0.076,0.054,0.127
"P28","Positivo",0.131,0.657,0.135,0.049,0.064,0.041
"P28","Neutral",0.049,0.144,0.647,0.161,0.033,0.103
"P28","Algo negativo",0.028,0.041,0.061,0.576,0.071,0.057
"P28","Negativo",0.004,0.016,0.035,0.119,0.755,0.02
"P28","No sabe",0.002,0.03,0.028,0.019,0.023,0.652
"P29","Muy positivo",0.666,0.153,0.108,0.086,0.067,0.142
"P29","Positivo",0.122,0.503,0.128,0.111,0.064,0.074
"P29","Neutral",0.177,0.27,0.614,0.351,0.189,0.173
"P29","Algo negativo",0.008,0.027,0.065,0.357,0.052,0.027
"P29","Negativo",0.014,0.018,0.043,0.07,0.594,0.034
"P29","No sabe",0.013,0.029,0.042,0.025,0.034,0.55
