"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P12","Muy baja",0.09,0.066,0.041,0.097,0.049,0.17
"P12","Baja",0.062,0.066,0.044,0.03,0.002,0.082
"P12","Moderada",0.185,0.103,0.077,0.066,0.06,0.066
"P12","Alta",0.321,0.272,0.166,0.174,0.122,0.14
"P12","Muy alta",0.342,0.493,0.672,0.633,0.767,0.542
"P13","Muy bajas",0.058,0.027,0.063,0.081,0.098,0.084
"P13","Bajas",0.073,0.087,0.149,0.174,0.105,0.067
"P13","Adecuadas",0.374,0.314,0.251,0.092,0.149,0.181
"P13","Altas",0.278,0.343,0.276,0.359,0.227,0.371
"P13","Muy altas",0.217,0.229,0.261,0.294,0.421,0.297
"P14","No, ninguna dificultad",0.388,0.259,0.279,0.203,0.19,0.193
"P14","Alguna dificultad ocasional",0.294,0.346,0.359,0.355,0.261,0.345
"P14","Sí, dificultades frecuentes",0.318,0.395,0.362,0.442,0.549,0.462
"P15","Sí, absolutamente",0.673,0.427,0.306,0.316,0.226,0.482
"P15","Sí, en cierta medida",0.224,0.388,0.366,0.329,0.279,0.345
"P15","No, en absoluto",0.103,0.185,0.328,0.355,0.495,0.173
"P16","Reducir la inflación",0.496,0.412,0.383,0.346,0.293,0.375
"P16","Implementar reformas fiscales",0.095,0.112,0.096,0.098,0.056,0.058
"P16","Establecer políticas de control de precios",0.262,0.167,0.101,0.139,0.103,0.261
"P16","Reducir el gasto público",0.094,0.238,0.369,0.334,0.503,0.229
"P16","Estimular la inversión extranjera",0.025,0.063,0.04,0.046,0.044,0.058
"P16","Aumentar los subsidios a los servicios públicos",0.028,0.008,0.011,0.037,0.001,0.019
"P17","Fomentar la competencia entre proveedores",0.25,0.28,0.388,0.328,0.338,0.351
"P17","Incrementar la inversión en infraestructura",0.187,0.206,0.197,0.272,0.23,0.131
"P17","Implementar políticas de subsidios focalizados en grupos vulnerable",0.251,0.18,0.113,0.094,0.053,0.177
"P17","Realizar auditorías periódicas a las empresas de servicios públicos",0.312,0.334,0.302,0.306,0.379,0.341
"P18","Muy positiva",0.339,0.147,0.095,0.063,0.063,0.131
"P18","Positiva",0.269,0.255,0.159,0.13,0.09,0.055
"P18","Neutral",0.242,0.355,0.456,0.384,0.229,0.255
"P18","Algo negativa",0.073,0.106,0.11,0.206,0.178,0.11
"P18","Negativa",0.033,0.044,0.101,0.147,0.341,0.141
"P18","No sabe",0.044,0.093,0.079,0.07,0.099,0.308
"P19","Muy positivo",0.334,0.094,0.042,0.054,0.029,0.088
"P19","Positivo",0.274,0.26,0.128,0.062,0.015,0.027
"P19","Neutral",0.254,0.369,0.527,0.38,0.247,0.253
"P19","Algo negativo",0.039,0.108,0.107,0.279,0.158,0.101
"P19","Negativo",0.025,0.044,0.095,0.167,0.439,0.127
"P19","No sabe",0.074,0.125,0.101,0.058,0.112,0.404
"P20","Muy positivo",0.261,0.054,0.012,0.062,0.013,0.015
"P20","Positivo",0.239,0.236,0.105,0.027,0.019,0.014
"P20","Neutral",0.349,0.486,0.642,0.367,0.306,0.313
"P20","Algo negativo",0.046,0.078,0.075,0.329,0.11,0.075
"P20","Negativo",0.02,0.034,0.071,0.152,0.437,0.156
"P20","No sabe",0.085,0.112,0.095,0.063,0.115,0.427
"P21","Muy positiva",0.781,0.239,0.101,0.032,0.034,0.097
"P21","Positiva",0.098,0.505,0.187,0.104,0.032,0.104
"P21","Neutral",0.08,0.187,0.506,0.29,0.166,0.217
"P21","Algo negativa",0.02,0.026,0.095,0.366,0.085,0.092
"P21","Negativa",0.006,0.016,0.07,0.197,0.646,0.124
"P21","No sabe",0.015,0.027,0.041,0.011,0.037,0.366
"P22","Muy positivo",0.89,0.162,0.072,0.057,0.035,0.072
"P22","Positivo",0.07,0.678,0.134,0.046,0.014,0.039
"P22","Neutral",0.023,0.101,0.612,0.119,0.08,0.161
"P22","Algo negativo",0.007,0.035,0.081,0.652,0.076,0.054
"P22","Negativo",0.005,0.008,0.075,0.114,0.778,0.09
"P22","No sabe",0.005,0.016,0.026,0.012,0.017,0.584
"P24","Muy positiva",0.538,0.088,0.054,0.032,0.024,0.091
"P24","Positiva",0.235,0.481,0.111,0.124,0.053,0.109
"P24","Neutral",0.128,0.246,0.538,0.254,0.158,0.124
"P24","Algo negativa",0.033,0.058,0.12,0.401,0.086,0.093
"P24","Negativa",0.026,0.066,0.107,0.145,0.626,0.098
"P24","No sabe",0.04,0.061,0.07,0.044,0.053,0.485
"P25","Muy positivo",0.44,0.087,0.061,0.053,0.02,0.057
"P25","Positivo",0.274,0.384,0.121,0.106,0.03,0.092
"P25","Neutral",0.181,0.288,0.441,0.258,0.162,0.223
"P25","Algo negativo",0.041,0.085,0.146,0.382,0.116,0.077
"P25","Negativo",0.028,0.069,0.144,0.165,0.571,0.124
"P25","No sabe",0.036,0.087,0.087,0.036,0.101,0.427
"P26","Muy positivo",0.387,0.069,0.053,0.04,0.013,0.096
"P26","Positivo",0.256,0.369,0.099,0.116,0.031,0.029
"P26","Neutral",0.26,0.365,0.552,0.314,0.17,0.182
"P26","Algo negativo",0.035,0.054,0.122,0.318,0.135,0.037
"P26","Negativo",0.024,0.056,0.088,0.157,0.545,0.121
"P26","No sabe",0.038,0.087,0.086,0.055,0.106,0.535
"P27","Muy positiva",0.678,0.287,0.219,0.1,0.123,0.189
"P27","Positiva",0.152,0.374,0.224,0.17,0.126,0.154
"P27","Neutral",0.103,0.21,0.339,0.342,0.164,0.142
"P27","Algo negativa",0.028,0.044,0.091,0.178,0.127,0.033
"P27","Negativa",0.017,0.041,0.087,0.185,0.425,0.078
"P27","No sabe",0.022,0.044,0.04,0.025,0.035,0.404
"P28","Muy positivo",0.665,0.275,0.171,0.156,0.147,0.189
"P28","Positivo",0.184,0.381,0.234,0.152,0.115,0.136
"P28","Neutral",0.084,0.192,0.345,0.339,0.158,0.152
"P28","Algo negativo",0.035,0.072,0.101,0.177,0.13,0.067
"P28","Negativo",0.02,0.027,0.111,0.143,0.407,0.078
"P28","No sabe",0.012,0.053,0.038,0.033,0.043,0.378
"P29","Muy positivo",0.632,0.244,0.137,0.201,0.149,0.163
"P29","Positivo",0.149,0.327,0.193,0.161,0.087,0.175
"P29","Neutral",0.171,0.285,0.495,0.296,0.251,0.208
"P29","Algo negativo",0.013,0.055,0.064,0.148,0.081,0.043
"P29","Negativo",0.019,0.028,0.068,0.159,0.396,0.063
"P29","No sabe",0.016,0.061,0.043,0.035,0.036,0.348
