"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P36","No sabe",0.231,0.243,0.207
"P37","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.039,0.029,0.046
"P37","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.8,0.804,0.804
"P37","No sabe",0.161,0.167,0.15
"P38","Muy buena",0.02,0.005,0.013
"P38","Buena",0.071,0.085,0.115
"P38","Ni buena ni mala",0.09,0.071,0.041
"P38","Mala",0.161,0.062,0.073
"P38","Muy mala",0.658,0.774,0.757
"P38","No sabe",0,0.003,0.001
"P39","Muy buena",0.008,0.003,0.005
"P39","Buena",0.004,0.022,0.019
"P39","Ni buena ni mala",0.064,0.06,0.044
"P39","Mala",0.19,0.08,0.07
"P39","Muy mala",0.734,0.834,0.862
"P39","No sabe",0,0.001,0
"P40","Muy buena",0.007,0.01,0.018
"P40","Buena",0.004,0.017,0.022
"P40","Ni buena ni mala",0.027,0.045,0.019
"P40","Mala",0.171,0.026,0.036
"P40","Muy mala",0.791,0.891,0.904
"P40","No sabe",0,0.011,0.001
"P41","Muy buena",0.266,0.308,0.337
"P41","Buena",0.315,0.29,0.285
"P41","Ni buena ni mala",0.178,0.189,0.147
"P41","Mala",0.139,0.079,0.089
"P41","Muy mala",0.101,0.113,0.135
"P41","No sabe",0.001,0.021,0.007
"P42","Muy buena",0.296,0.312,0.281
"P42","Buena",0.357,0.357,0.415
"P42","Ni buena ni mala",0.241,0.181,0.165
"P42","Mala",0.054,0.082,0.069
"P42","Muy mala",0.052,0.032,0.06
"P42","No sabe",0,0.036,0.01
"P43","Muy buena",0.011,0.037,0.032
"P43","Buena",0.054,0.068,0.041
"P43","Ni buena ni mala",0.136,0.097,0.079
"P43","Mala",0.254,0.161,0.139
"P43","Muy mala",0.54,0.613,0.699
"P43","No sabe",0.005,0.024,0.01
"P44","Muy buena",0.138,0.024,0.014
"P44","Buena",0.224,0.252,0.054
"P44","Ni buena ni mala",0.247,0.483,0.247
"P44","Mala",0.183,0.084,0.285
"P44","Muy mala",0.184,0.111,0.379
"P44","No sabe",0.024,0.046,0.021
"P45","Muy buena",0.412,0.364,0.314
"P45","Buena",0.299,0.328,0.356
"P45","Ni buena ni mala",0.209,0.225,0.162
"P45","Mala",0.038,0.014,0.082
"P45","Muy mala",0.042,0.059,0.071
"P45","No sabe",0,0.01,0.015
"P46","Muy buena",0.03,0.06,0.031
"P46","Buena",0.073,0.025,0.066
"P46","Ni buena ni mala",0.156,0.114,0.075
"P46","Mala",0.188,0.18,0.132
"P46","Muy mala",0.533,0.607,0.681
"P46","No sabe",0.02,0.014,0.015
"P47","Muy buena",0.074,0.074,0.095
"P47","Buena",0.141,0.188,0.203
"P47","Ni buena ni mala",0.421,0.358,0.328
"P47","Mala",0.136,0.114,0.15
"P47","Muy mala",0.127,0.194,0.186
"P47","No sabe",0.101,0.072,0.038
