"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P34","Nunca",0.29,0.367,0.437,0.556,0.791
"P35","Todos los días",0.532,0.583,0.607,0.676,0.639
"P35","Entre 4 y 6 días a la semana",0.212,0.156,0.189,0.105,0.101
"P35","Entre 1 y 3 días a la semana",0.091,0.106,0.081,0.057,0.043
"P35","Raramente",0.077,0.087,0.061,0.072,0.048
"P35","Nunca",0.088,0.068,0.062,0.09,0.169
"P36","Menos de 1 comida al día",0.199,0.167,0.127,0.208,0.273
"P36","1 comida",0.223,0.291,0.298,0.341,0.311
"P36","2 comidas",0.246,0.259,0.315,0.237,0.224
"P36","3 comidas",0.131,0.119,0.149,0.12,0.088
"P36","4 comidas",0.167,0.143,0.104,0.081,0.093
"P36","Más de 4 comidas",0.034,0.021,0.007,0.013,0.011
"P37","Precio",0.235,0.28,0.249,0.328,0.389
"P37","Calidad",0.284,0.215,0.191,0.155,0.171
"P37","Cantidad de sellos presentes en el producto",0.031,0.09,0.077,0.056,0.044
"P37","Precio y calidad",0.303,0.273,0.327,0.292,0.218
"P37","Precio y cantidad de sellos presentes en el producto",0.036,0.049,0.046,0.042,0.032
"P37","Calidad y cantidad de sellos presentes en el producto",0.039,0.012,0.008,0.014,0.015
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.042,0.061,0.068,0.055,0.07
"P37","Compra sin ningún tipo de consideración",0.03,0.02,0.034,0.058,0.061
"P38","Menos de 1 vez a la semana",0.207,0.131,0.154,0.247,0.281
"P38","1 vez a la semana",0.252,0.274,0.296,0.259,0.313
"P38","Entre 1 a 4 veces a la semana",0.261,0.34,0.336,0.225,0.124
"P38","Más de 4 veces a la semana",0.206,0.172,0.161,0.178,0.165
"P38","No sabe",0.074,0.083,0.053,0.091,0.117
"P39","Hipermercado/Supermercado",0.501,0.481,0.479,0.478,0.397
"P39","Almacenes",0.275,0.266,0.225,0.25,0.336
"P39","Productores locales/mercados de cercanía/Ferias",0.131,0.19,0.19,0.171,0.13
"P39","Vía pública",0.027,0.012,0.056,0.04,0.061
"P39","No sabe",0.066,0.051,0.05,0.061,0.076
