"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P16","No consume agua",0.037,0.007,0.001,0.009,0.02
"P17","Todos los días",0.247,0.06,0.086,0.051,0.044
"P17","Entre 4 y 6 días a la semana",0.189,0.182,0.098,0.08,0.058
"P17","Entre 1 y 3 días a la semana",0.129,0.213,0.304,0.206,0.139
"P17","Raramente",0.277,0.302,0.317,0.375,0.251
"P17","Nunca",0.158,0.243,0.195,0.288,0.508
"P18","Vino",0.246,0.181,0.256,0.253,0.195
"P18","Cerveza",0.257,0.218,0.2,0.166,0.08
"P18","Destilados (whisky, vodka, ron, etc.)",0.156,0.07,0.094,0.051,0.025
"P18","Espumantes",0.074,0.079,0.068,0.051,0.037
"P18","Otros",0.081,0.096,0.139,0.117,0.117
"P18","No consume bebidas alcohólicas",0.186,0.356,0.243,0.362,0.546
"P19","Todos los días",0.38,0.14,0.161,0.098,0.071
"P19","Entre 4 y 6 días a la semana",0.166,0.179,0.138,0.111,0.035
"P19","Entre 1 y 3 días a la semana",0.212,0.191,0.284,0.171,0.085
"P19","Raramente",0.174,0.345,0.286,0.424,0.418
"P19","Nunca",0.068,0.145,0.131,0.196,0.391
"P20","Todos los días",0.633,0.44,0.488,0.512,0.531
"P20","Entre 4 y 6 días a la semana",0.093,0.163,0.106,0.092,0.074
"P20","Entre 1 y 3 días a la semana",0.075,0.097,0.17,0.086,0.07
"P20","Raramente",0.053,0.191,0.141,0.181,0.155
"P20","Nunca",0.146,0.109,0.095,0.129,0.17
"P21","Todos los días",0.663,0.487,0.537,0.499,0.455
"P21","Entre 4 y 6 días a la semana",0.106,0.199,0.176,0.168,0.166
"P21","Entre 1 y 3 días a la semana",0.05,0.119,0.163,0.145,0.127
"P21","Raramente",0.115,0.133,0.086,0.133,0.158
"P21","Nunca",0.066,0.062,0.038,0.055,0.094
"P22","Asado",0.509,0.4,0.442,0.417,0.371
"P22","Pizza",0.064,0.105,0.091,0.095,0.08
"P22","Milanesa",0.155,0.196,0.203,0.159,0.113
"P22","Pastas",0.086,0.131,0.092,0.119,0.111
"P22","Empanadas",0.05,0.032,0.059,0.039,0.048
"P22","Hamburguesa",0.069,0.026,0.006,0.007,0.011
"P22","Ensaladas (de cualquier tipo)",0.024,0.028,0.035,0.055,0.08
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.022,0.07,0.058,0.069,0.088
"P22","Polenta o similares (de cualquier tipo)",0.002,0.003,0.007,0.015,0.056
"P22","Ninguno de los anteriores",0.019,0.009,0.007,0.025,0.042
"P23","Asado",0.369,0.152,0.134,0.099,0.083
"P23","Pizza",0.107,0.109,0.072,0.065,0.052
"P23","Milanesa",0.153,0.2,0.316,0.202,0.115
"P23","Pastas",0.076,0.173,0.176,0.214,0.167
"P23","Empanadas",0.011,0.033,0.063,0.03,0.036
"P23","Hamburguesa",0.072,0.024,0.03,0.012,0.018
"P23","Ensaladas (de cualquier tipo)",0.065,0.058,0.055,0.112,0.132
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.102,0.132,0.068,0.129,0.15
"P23","Polenta o similares (de cualquier tipo)",0.022,0.053,0.038,0.051,0.143
"P23","Ninguno de los anteriores",0.023,0.066,0.048,0.086,0.104
"P24","Helado",0.453,0.29,0.273,0.265,0.2
"P24","Tortas, tartas dulces y masas",0.129,0.157,0.227,0.133,0.127
"P24","Ensalada de frutas",0.125,0.158,0.179,0.173,0.164
"P24","Flan, budín de pan y similares",0.123,0.118,0.105,0.133,0.125
"P24","Dulce de batata, membrillo o similares",0.035,0.101,0.053,0.073,0.106
"P24","Facturas de todo tipo",0.042,0.03,0.044,0.035,0.04
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.003,0.02,0.019,0.034,0.026
"P24","Gelatina",0.006,0.021,0.015,0.047,0.058
"P24","Panqueques, wafles y similares",0.024,0.032,0.022,0.026,0.02
"P24","Ninguno de los anteriores",0.06,0.073,0.063,0.081,0.134
"P25","Helado",0.353,0.152,0.145,0.108,0.068
"P25","Tortas, tartas dulces y masas",0.172,0.204,0.203,0.146,0.079
"P25","Ensalada de frutas",0.094,0.093,0.115,0.096,0.094
"P25","Flan, budín de pan y similares",0.103,0.061,0.064,0.063,0.058
"P25","Dulce de batata, membrillo o similares",0.077,0.097,0.082,0.12,0.114
"P25","Facturas de todo tipo",0.065,0.1,0.132,0.089,0.044
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.001,0.019,0.019,0.042,0.02
"P25","Gelatina",0,0.016,0.016,0.053,0.067
"P25","Panqueques, wafles y similares",0,0.016,0.013,0.012,0.018
"P25","Ninguno de los anteriores",0.135,0.242,0.211,0.271,0.438
"P26","Vegetariano",0.104,0.092,0.046,0.042,0.035
"P26","Vegano",0.13,0.091,0.043,0.034,0.034
"P26","Dieta baja en carnes rojas",0.145,0.176,0.142,0.137,0.141
"P26","Dieta baja en carbohidratos",0.124,0.076,0.095,0.086,0.106
"P26","Dieta baja en azúcares",0.044,0.088,0.107,0.149,0.129
"P26","Kosher o Alal",0.003,0.057,0.035,0.018,0.008
"P26","Ninguna restricción alimentaria",0.45,0.42,0.532,0.534,0.547
"P27","Si",0.536,0.432,0.578,0.569,0.498
"P27","Parcialmente",0.197,0.214,0.22,0.178,0.152
"P27","No",0.267,0.354,0.202,0.253,0.35
"P28","Si",0.672,0.701,0.722,0.742,0.691
"P28","Si, pero solo en algunos de ellos",0.203,0.219,0.241,0.229,0.251
"P28","No",0.125,0.08,0.037,0.029,0.058
"P29","Si",0.548,0.554,0.605,0.652,0.623
"P29","No",0.452,0.446,0.395,0.348,0.377
"P30","Muy de acuerdo",0.624,0.495,0.561,0.58,0.52
"P30","Parcialmente de acuerdo",0.128,0.326,0.353,0.316,0.335
"P30","No",0.248,0.179,0.086,0.104,0.145
"P31","Bajo peso",0.221,0.078,0.097,0.086,0.096
"P31","Sobrepeso",0.27,0.257,0.315,0.281,0.233
"P31","Obesidad",0.154,0.152,0.142,0.09,0.116
"P31","Normal",0.313,0.44,0.379,0.471,0.464
"P31","No sabe",0.042,0.073,0.067,0.072,0.091
"P32","Diabetes",0.163,0.098,0.099,0.085,0.117
"P32","Hipertensión",0.163,0.145,0.197,0.172,0.193
"P32","Enfermedades cardiovasculares",0.049,0.071,0.071,0.039,0.066
"P32","Celiaquía",0.121,0.066,0.075,0.091,0.067
"P32","Ninguna",0.48,0.555,0.475,0.538,0.453
"P32","No sabe",0.024,0.065,0.083,0.075,0.104
"P33","Todos los días",0.214,0.04,0.029,0.027,0.031
"P33","Entre 4 y 6 días a la semana",0.104,0.076,0.075,0.042,0.037
"P33","Entre 1 y 3 días a la semana",0.143,0.192,0.194,0.094,0.042
"P33","Raramente",0.161,0.336,0.356,0.385,0.176
"P33","Nunca",0.378,0.356,0.346,0.452,0.714
"P34","Todos los días",0.216,0.018,0.014,0.009,0.005
"P34","Entre 4 y 6 días a la semana",0.083,0.085,0.028,0.013,0.013
"P34","Entre 1 y 3 días a la semana",0.193,0.161,0.264,0.092,0.023
"P34","Raramente",0.249,0.341,0.391,0.426,0.165
"P34","Nunca",0.259,0.395,0.303,0.46,0.794
"P35","Todos los días",0.49,0.478,0.494,0.666,0.726
"P35","Entre 4 y 6 días a la semana",0.216,0.134,0.236,0.146,0.064
"P35","Entre 1 y 3 días a la semana",0.08,0.124,0.134,0.049,0.048
"P35","Raramente",0.1,0.124,0.069,0.068,0.048
"P35","Nunca",0.114,0.14,0.067,0.071,0.114
"P36","Menos de 1 comida al día",0.297,0.246,0.145,0.168,0.219
"P36","1 comida",0.286,0.287,0.257,0.302,0.366
"P36","2 comidas",0.235,0.213,0.306,0.264,0.237
"P36","3 comidas",0.058,0.144,0.155,0.136,0.089
"P36","4 comidas",0.109,0.077,0.126,0.113,0.082
"P36","Más de 4 comidas",0.015,0.033,0.011,0.017,0.007
"P37","Precio",0.31,0.241,0.217,0.304,0.369
"P37","Calidad",0.227,0.258,0.227,0.163,0.169
"P37","Cantidad de sellos presentes en el producto",0.126,0.113,0.077,0.055,0.04
"P37","Precio y calidad",0.199,0.226,0.339,0.321,0.235
"P37","Precio y cantidad de sellos presentes en el producto",0.011,0.065,0.052,0.043,0.034
"P37","Calidad y cantidad de sellos presentes en el producto",0.044,0.018,0.014,0.011,0.015
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.009,0.055,0.045,0.069,0.065
"P37","Compra sin ningún tipo de consideración",0.074,0.024,0.029,0.034,0.073
"P38","Menos de 1 vez a la semana",0.23,0.176,0.174,0.21,0.228
"P38","1 vez a la semana",0.294,0.249,0.273,0.253,0.328
"P38","Entre 1 a 4 veces a la semana",0.219,0.296,0.305,0.277,0.201
"P38","Más de 4 veces a la semana",0.189,0.157,0.192,0.186,0.14
"P38","No sabe",0.068,0.122,0.056,0.074,0.103
"P39","Hipermercado/Supermercado",0.405,0.404,0.477,0.523,0.406
"P39","Almacenes",0.306,0.304,0.264,0.219,0.301
"P39","Productores locales/mercados de cercanía/Ferias",0.161,0.227,0.17,0.171,0.154
"P39","Vía pública",0.018,0.037,0.047,0.032,0.06
"P39","No sabe",0.11,0.028,0.042,0.055,0.079
