"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P10","Todos los días",0.389,0.431,0.274,0.296,0.3,0.132,0.155,0.096,0.205
"P10","Entre 4 y 6 días a la semana",0.291,0.423,0.242,0.271,0.243,0.139,0.207,0.117,0.057
"P10","Entre 1 y 3 días a la semana",0.135,0.067,0.272,0.284,0.275,0.305,0.329,0.226,0.158
"P10","Raramente",0.102,0.079,0.14,0.121,0.148,0.315,0.257,0.406,0.38
"P10","Nunca",0.083,0,0.072,0.028,0.034,0.109,0.052,0.155,0.2
"P11","Todos los días",0.665,0.557,0.462,0.488,0.417,0.204,0.243,0.132,0.355
"P11","Entre 4 y 6 días a la semana",0.067,0.163,0.225,0.231,0.242,0.165,0.183,0.113,0.147
"P11","Entre 1 y 3 días a la semana",0.115,0.157,0.191,0.161,0.212,0.289,0.308,0.24,0.102
"P11","Raramente",0.072,0,0.089,0.095,0.106,0.248,0.216,0.36,0.218
"P11","Nunca",0.081,0.123,0.033,0.025,0.023,0.094,0.05,0.155,0.178
"P12","Todos los días",0.326,0.096,0.064,0.056,0.087,0.076,0.061,0.05,0.143
"P12","Entre 4 y 6 días a la semana",0.077,0.033,0.135,0.11,0.115,0.071,0.129,0.097,0.097
"P12","Entre 1 y 3 días a la semana",0.259,0.4,0.353,0.405,0.391,0.298,0.294,0.249,0.184
"P12","Raramente",0.265,0.471,0.351,0.373,0.341,0.404,0.414,0.413,0.451
"P12","Nunca",0.073,0,0.097,0.056,0.066,0.151,0.102,0.191,0.125
"P13","Todos los días",0.313,0.542,0.306,0.247,0.303,0.207,0.272,0.248,0.317
"P13","Entre 4 y 6 días a la semana",0.306,0.181,0.215,0.287,0.265,0.233,0.267,0.201,0.149
"P13","Entre 1 y 3 días a la semana",0.228,0.184,0.27,0.297,0.291,0.303,0.294,0.26,0.225
"P13","Raramente",0.131,0.093,0.186,0.157,0.123,0.188,0.142,0.225,0.164
"P13","Nunca",0.022,0,0.023,0.012,0.018,0.069,0.025,0.066,0.145
"P14","Todos los días",0.155,0.198,0.112,0.094,0.127,0.116,0.115,0.133,0.161
"P14","Entre 4 y 6 días a la semana",0.347,0.093,0.19,0.193,0.202,0.213,0.265,0.224,0.207
"P14","Entre 1 y 3 días a la semana",0.269,0.583,0.474,0.528,0.443,0.341,0.383,0.29,0.224
"P14","Raramente",0.136,0.126,0.16,0.168,0.195,0.257,0.196,0.252,0.313
"P14","Nunca",0.093,0,0.064,0.017,0.033,0.073,0.041,0.101,0.095
"P15","Menos de un vaso al día",0.05,0.089,0.047,0.056,0.069,0.086,0.093,0.114,0.2
"P15","De 1 a 4 vasos al día",0.32,0.262,0.339,0.292,0.32,0.314,0.389,0.346,0.151
"P15","Más de 4 vasos al día",0.535,0.643,0.595,0.601,0.565,0.524,0.46,0.441,0.62
"P15","No consume agua",0.095,0.006,0.019,0.051,0.046,0.076,0.058,0.099,0.029
"P16","Agua embotellada/mineral",0.291,0.227,0.167,0.177,0.221,0.127,0.156,0.125,0.213
"P16","Agua de la canilla filtrada",0.412,0.211,0.303,0.315,0.292,0.284,0.305,0.314,0.235
"P16","Agua de la canilla directamente",0.191,0.356,0.365,0.367,0.346,0.468,0.401,0.461,0.365
"P16","Agua de bidón",0.092,0.2,0.158,0.133,0.137,0.108,0.135,0.079,0.14
"P16","No consume agua",0.014,0.006,0.007,0.008,0.004,0.013,0.003,0.021,0.047
"P17","Todos los días",0.082,0.413,0.094,0.096,0.087,0.045,0.049,0.059,0.14
"P17","Entre 4 y 6 días a la semana",0.247,0,0.098,0.118,0.099,0.078,0.094,0.084,0.059
"P17","Entre 1 y 3 días a la semana",0.35,0.273,0.275,0.301,0.256,0.205,0.221,0.133,0.165
"P17","Raramente",0.193,0.241,0.375,0.28,0.346,0.333,0.331,0.307,0.239
"P17","Nunca",0.128,0.073,0.158,0.205,0.212,0.339,0.305,0.417,0.397
"P18","Vino",0.314,0.431,0.363,0.326,0.313,0.213,0.228,0.163,0.218
"P18","Cerveza",0.254,0.271,0.306,0.23,0.198,0.138,0.169,0.095,0.212
"P18","Destilados (whisky, vodka, ron, etc.)",0.237,0.149,0.065,0.121,0.087,0.04,0.059,0.038,0.012
"P18","Espumantes",0.025,0,0.023,0.022,0.024,0.051,0.056,0.085,0.012
"P18","Otros",0.064,0,0.094,0.118,0.097,0.116,0.119,0.141,0.05
"P18","No consume bebidas alcohólicas",0.106,0.149,0.149,0.183,0.281,0.442,0.369,0.478,0.496
"P19","Todos los días",0.199,0.258,0.129,0.129,0.128,0.115,0.113,0.103,0.258
"P19","Entre 4 y 6 días a la semana",0.12,0.081,0.13,0.1,0.129,0.104,0.112,0.087,0.06
"P19","Entre 1 y 3 días a la semana",0.289,0.273,0.19,0.182,0.207,0.147,0.203,0.143,0.108
"P19","Raramente",0.201,0.137,0.33,0.32,0.369,0.379,0.385,0.408,0.383
"P19","Nunca",0.191,0.251,0.221,0.269,0.167,0.255,0.187,0.259,0.191
"P20","Todos los días",0.533,0.721,0.5,0.543,0.473,0.468,0.523,0.54,0.416
"P20","Entre 4 y 6 días a la semana",0.17,0.007,0.091,0.069,0.125,0.095,0.104,0.083,0.081
"P20","Entre 1 y 3 días a la semana",0.026,0.1,0.126,0.105,0.123,0.113,0.095,0.083,0.018
"P20","Raramente",0.07,0.075,0.118,0.143,0.135,0.173,0.164,0.175,0.293
"P20","Nunca",0.201,0.097,0.165,0.14,0.144,0.151,0.114,0.119,0.192
"P21","Todos los días",0.673,0.823,0.622,0.555,0.602,0.417,0.528,0.432,0.459
"P21","Entre 4 y 6 días a la semana",0.135,0.111,0.157,0.146,0.165,0.194,0.146,0.184,0.218
"P21","Entre 1 y 3 días a la semana",0.087,0.052,0.094,0.129,0.124,0.141,0.153,0.143,0.115
"P21","Raramente",0.099,0.014,0.092,0.104,0.068,0.171,0.121,0.162,0.096
"P21","Nunca",0.006,0,0.035,0.066,0.041,0.077,0.052,0.079,0.112
"P22","Asado",0.546,0.701,0.454,0.472,0.403,0.378,0.41,0.411,0.373
"P22","Pizza",0.123,0.121,0.115,0.081,0.086,0.083,0.101,0.086,0.006
"P22","Milanesa",0.125,0.131,0.163,0.161,0.199,0.161,0.173,0.128,0.096
"P22","Pastas",0.067,0.029,0.078,0.119,0.111,0.125,0.108,0.109,0.214
"P22","Empanadas",0.011,0,0.036,0.04,0.056,0.052,0.038,0.048,0.04
"P22","Hamburguesa",0.055,0,0.027,0.002,0.007,0.013,0.004,0.018,0.032
"P22","Ensaladas (de cualquier tipo)",0.051,0.018,0.059,0.059,0.065,0.04,0.063,0.048,0.028
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.015,0,0.027,0.053,0.045,0.085,0.068,0.084,0.164
"P22","Polenta o similares (de cualquier tipo)",0,0,0.003,0.003,0.004,0.03,0.016,0.044,0
"P22","Ninguno de los anteriores",0.007,0,0.038,0.01,0.024,0.033,0.019,0.024,0.047
"P23","Asado",0.323,0.648,0.173,0.141,0.126,0.081,0.101,0.111,0.168
"P23","Pizza",0.011,0.049,0.035,0.046,0.079,0.055,0.085,0.071,0.03
"P23","Milanesa",0.193,0.105,0.269,0.286,0.302,0.208,0.203,0.117,0.117
"P23","Pastas",0.073,0.048,0.146,0.175,0.159,0.146,0.206,0.226,0.067
"P23","Empanadas",0.038,0,0.05,0.045,0.033,0.037,0.036,0.038,0.045
"P23","Hamburguesa",0.055,0,0.04,0.027,0.014,0.02,0.027,0.012,0.014
"P23","Ensaladas (de cualquier tipo)",0.192,0.125,0.16,0.139,0.128,0.089,0.096,0.077,0.035
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.042,0,0.051,0.055,0.065,0.165,0.134,0.146,0.14
"P23","Polenta o similares (de cualquier tipo)",0,0,0.001,0.012,0.023,0.087,0.051,0.128,0.161
"P23","Ninguno de los anteriores",0.073,0.025,0.075,0.074,0.071,0.112,0.061,0.074,0.223
"P24","Helado",0.202,0.209,0.292,0.373,0.323,0.235,0.24,0.234,0.253
"P24","Tortas, tartas dulces y masas",0.155,0.267,0.098,0.167,0.12,0.164,0.169,0.145,0.217
"P24","Ensalada de frutas",0.261,0.084,0.217,0.137,0.187,0.157,0.182,0.151,0.145
"P24","Flan, budín de pan y similares",0.056,0.035,0.127,0.126,0.123,0.114,0.111,0.148,0.08
"P24","Dulce de batata, membrillo o similares",0.061,0.231,0.044,0.043,0.062,0.086,0.073,0.101,0.043
"P24","Facturas de todo tipo",0,0.033,0.058,0.031,0.018,0.043,0.051,0.032,0.007
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.017,0.134,0.028,0.024,0.033,0.026,0.032,0.02,0
"P24","Gelatina",0.121,0,0.011,0.006,0.02,0.059,0.049,0.04,0.055
"P24","Panqueques, wafles y similares",0.085,0.007,0.036,0.015,0.017,0.007,0.02,0.039,0.009
"P24","Ninguno de los anteriores",0.042,0,0.089,0.078,0.097,0.109,0.073,0.09,0.191
"P25","Helado",0.221,0.111,0.148,0.125,0.154,0.111,0.102,0.111,0.126
"P25","Tortas, tartas dulces y masas",0.234,0.251,0.205,0.198,0.19,0.153,0.141,0.094,0.21
"P25","Ensalada de frutas",0.105,0.13,0.109,0.117,0.125,0.077,0.112,0.081,0.061
"P25","Flan, budín de pan y similares",0.016,0.198,0.091,0.058,0.046,0.057,0.052,0.085,0.016
"P25","Dulce de batata, membrillo o similares",0.154,0.068,0.075,0.07,0.097,0.098,0.129,0.115,0.047
"P25","Facturas de todo tipo",0.096,0.125,0.111,0.166,0.088,0.094,0.089,0.047,0.218
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.043,0.008,0.026,0.027,0.027,0.025,0.024,0.038,0.007
"P25","Gelatina",0,0.039,0.01,0.009,0.023,0.063,0.048,0.055,0.052
"P25","Panqueques, wafles y similares",0,0,0.047,0.009,0.006,0.017,0.01,0.015,0
"P25","Ninguno de los anteriores",0.131,0.07,0.178,0.221,0.244,0.305,0.293,0.359,0.263
"P26","Vegetariano",0.066,0,0.044,0.054,0.03,0.051,0.048,0.046,0.165
"P26","Vegano",0.013,0.008,0.027,0.031,0.039,0.04,0.05,0.05,0.047
"P26","Dieta baja en carnes rojas",0.061,0.135,0.11,0.107,0.152,0.107,0.158,0.163,0.104
"P26","Dieta baja en carbohidratos",0.103,0.176,0.102,0.119,0.109,0.092,0.077,0.089,0.16
"P26","Dieta baja en azúcares",0.272,0.022,0.164,0.12,0.122,0.115,0.143,0.112,0.134
"P26","Kosher o Alal",0,0,0.002,0.041,0.029,0.012,0.029,0.016,0.017
"P26","Ninguna restricción alimentaria",0.485,0.659,0.551,0.528,0.519,0.583,0.495,0.524,0.373
"P27","Si",0.81,0.887,0.724,0.701,0.711,0.487,0.536,0.41,0.385
"P27","Parcialmente",0.077,0.095,0.182,0.158,0.164,0.207,0.216,0.159,0.17
"P27","No",0.113,0.018,0.094,0.141,0.125,0.306,0.248,0.431,0.445
"P28","Si",0.894,0.971,0.791,0.789,0.791,0.677,0.671,0.706,0.593
"P28","Si, pero solo en algunos de ellos",0.097,0.029,0.172,0.175,0.181,0.283,0.28,0.231,0.346
"P28","No",0.009,0,0.037,0.036,0.028,0.04,0.049,0.063,0.061
"P29","Si",0.7,0.73,0.684,0.705,0.668,0.631,0.6,0.57,0.606
"P29","No",0.3,0.27,0.316,0.295,0.332,0.369,0.4,0.43,0.394
"P30","Muy de acuerdo",0.675,0.589,0.627,0.576,0.616,0.533,0.555,0.494,0.67
"P30","Parcialmente de acuerdo",0.261,0.196,0.225,0.294,0.298,0.346,0.341,0.345,0.248
"P30","No",0.064,0.215,0.148,0.13,0.086,0.121,0.104,0.161,0.082
"P31","Bajo peso",0.085,0.316,0.071,0.049,0.075,0.09,0.096,0.119,0.112
"P31","Sobrepeso",0.307,0.203,0.309,0.285,0.305,0.244,0.279,0.265,0.154
"P31","Obesidad",0.037,0.008,0.076,0.093,0.067,0.146,0.112,0.143,0.064
"P31","Normal",0.472,0.454,0.512,0.53,0.497,0.467,0.438,0.37,0.433
"P31","No sabe",0.099,0.019,0.032,0.043,0.056,0.053,0.075,0.103,0.237
"P32","Diabetes",0.222,0,0.076,0.08,0.102,0.109,0.09,0.104,0.17
"P32","Hipertensión",0.1,0.091,0.15,0.167,0.154,0.197,0.21,0.173,0.092
"P32","Enfermedades cardiovasculares",0.043,0.019,0.023,0.025,0.055,0.064,0.054,0.066,0.026
"P32","Celiaquía",0.06,0.084,0.133,0.108,0.083,0.065,0.072,0.083,0.092
"P32","Ninguna",0.551,0.561,0.577,0.576,0.571,0.472,0.502,0.453,0.498
"P32","No sabe",0.024,0.245,0.041,0.044,0.035,0.093,0.072,0.121,0.122
"P33","Todos los días",0.04,0.008,0.039,0.017,0.032,0.044,0.025,0.045,0.128
"P33","Entre 4 y 6 días a la semana",0.051,0,0.046,0.081,0.049,0.048,0.054,0.049,0.037
"P33","Entre 1 y 3 días a la semana",0.473,0.425,0.355,0.251,0.162,0.078,0.054,0.042,0.266
"P33","Raramente",0.29,0.479,0.421,0.443,0.435,0.337,0.314,0.187,0.208
"P33","Nunca",0.146,0.088,0.139,0.208,0.322,0.493,0.553,0.677,0.361
"P34","Todos los días",0.019,0,0.03,0.018,0.015,0.017,0.004,0.027,0.074
"P34","Entre 4 y 6 días a la semana",0.155,0.263,0.039,0.034,0.027,0.021,0.012,0.024,0
"P34","Entre 1 y 3 días a la semana",0.144,0.093,0.262,0.296,0.175,0.105,0.083,0.049,0.156
"P34","Raramente",0.273,0.377,0.391,0.386,0.43,0.405,0.348,0.229,0.235
"P34","Nunca",0.409,0.267,0.278,0.266,0.353,0.452,0.553,0.671,0.535
"P35","Todos los días",0.542,0.536,0.447,0.568,0.625,0.638,0.647,0.658,0.615
"P35","Entre 4 y 6 días a la semana",0.15,0.408,0.328,0.227,0.185,0.11,0.131,0.091,0.188
"P35","Entre 1 y 3 días a la semana",0.194,0.008,0.082,0.097,0.076,0.075,0.068,0.062,0.03
"P35","Raramente",0.063,0.048,0.081,0.065,0.054,0.086,0.065,0.066,0.107
"P35","Nunca",0.051,0,0.062,0.043,0.06,0.091,0.089,0.123,0.06
"P36","Menos de 1 comida al día",0.013,0.197,0.075,0.111,0.124,0.177,0.191,0.263,0.31
"P36","1 comida",0.117,0.128,0.212,0.183,0.209,0.331,0.278,0.437,0.239
"P36","2 comidas",0.288,0.076,0.297,0.281,0.263,0.295,0.3,0.201,0.09
"P36","3 comidas",0.369,0.23,0.233,0.163,0.195,0.118,0.116,0.053,0.24
"P36","4 comidas",0.122,0.349,0.158,0.192,0.197,0.06,0.109,0.043,0.087
"P36","Más de 4 comidas",0.091,0.02,0.025,0.07,0.012,0.019,0.006,0.003,0.034
"P37","Precio",0.039,0.029,0.037,0.088,0.108,0.295,0.33,0.494,0.303
"P37","Calidad",0.376,0.197,0.222,0.188,0.254,0.168,0.172,0.157,0.251
"P37","Cantidad de sellos presentes en el producto",0.033,0.046,0.028,0.055,0.05,0.053,0.073,0.077,0.039
"P37","Precio y calidad",0.378,0.434,0.491,0.45,0.402,0.276,0.289,0.165,0.152
"P37","Precio y cantidad de sellos presentes en el producto",0.033,0.294,0.055,0.08,0.043,0.061,0.036,0.022,0.027
"P37","Calidad y cantidad de sellos presentes en el producto",0,0,0.013,0.018,0.029,0.015,0.008,0.011,0.038
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.086,0,0.098,0.084,0.084,0.057,0.06,0.034,0.081
"P37","Compra sin ningún tipo de consideración",0.055,0,0.056,0.037,0.03,0.075,0.032,0.04,0.109
"P38","Menos de 1 vez a la semana",0.225,0.086,0.165,0.135,0.124,0.208,0.183,0.287,0.397
"P38","1 vez a la semana",0.101,0.159,0.28,0.248,0.255,0.315,0.297,0.268,0.186
"P38","Entre 1 a 4 veces a la semana",0.362,0.399,0.333,0.333,0.401,0.261,0.242,0.176,0.123
"P38","Más de 4 veces a la semana",0.205,0.06,0.189,0.245,0.188,0.136,0.182,0.163,0.147
"P38","No sabe",0.107,0.296,0.033,0.039,0.032,0.08,0.096,0.106,0.147
"P39","Hipermercado/Supermercado",0.734,0.71,0.558,0.531,0.541,0.434,0.468,0.412,0.445
"P39","Almacenes",0.04,0.107,0.207,0.215,0.207,0.273,0.272,0.304,0.135
"P39","Productores locales/mercados de cercanía/Ferias",0.156,0.123,0.214,0.186,0.194,0.166,0.171,0.151,0.112
"P39","Vía pública",0.024,0,0.009,0.041,0.031,0.057,0.028,0.058,0.09
"P39","No sabe",0.046,0.06,0.012,0.027,0.027,0.07,0.061,0.075,0.218
