"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P24","Flan, budín de pan y similares",0.118,0.127,0.15,0.149,0.046
"P24","Dulce de batata, membrillo o similares",0.074,0.082,0.067,0.075,0.137
"P24","Facturas de todo tipo",0.036,0.036,0.031,0.054,0.039
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.027,0.019,0.024,0.036,0.033
"P24","Gelatina",0.04,0.042,0.039,0.047,0.024
"P24","Panqueques, wafles y similares",0.022,0.026,0.042,0.008,0.024
"P24","Ninguno de los anteriores",0.08,0.074,0.071,0.124,0.185
"P25","Helado",0.133,0.111,0.096,0.081,0.145
"P25","Tortas, tartas dulces y masas",0.173,0.123,0.105,0.144,0.076
"P25","Ensalada de frutas",0.105,0.096,0.101,0.087,0.071
"P25","Flan, budín de pan y similares",0.057,0.06,0.096,0.078,0.025
"P25","Dulce de batata, membrillo o similares",0.102,0.132,0.117,0.09,0.099
"P25","Facturas de todo tipo",0.085,0.108,0.107,0.049,0.062
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.035,0.011,0.021,0.039,0.024
"P25","Gelatina",0.034,0.067,0.037,0.061,0.046
"P25","Panqueques, wafles y similares",0.016,0.013,0.007,0.006,0.025
"P25","Ninguno de los anteriores",0.26,0.279,0.313,0.365,0.427
"P26","Vegetariano",0.052,0.053,0.041,0.027,0.048
"P26","Vegano",0.054,0.039,0.021,0.042,0.028
"P26","Dieta baja en carnes rojas",0.155,0.118,0.144,0.122,0.141
"P26","Dieta baja en carbohidratos",0.093,0.11,0.082,0.103,0.059
"P26","Dieta baja en azúcares",0.136,0.102,0.126,0.123,0.132
"P26","Kosher o Alal",0.023,0.034,0.007,0.011,0.028
"P26","Ninguna restricción alimentaria",0.487,0.544,0.579,0.572,0.564
"P27","Si",0.589,0.512,0.493,0.48,0.441
"P27","Parcialmente",0.176,0.211,0.189,0.183,0.15
"P27","No",0.235,0.277,0.318,0.337,0.409
"P28","Si",0.749,0.671,0.677,0.686,0.78
"P28","Si, pero solo en algunos de ellos",0.212,0.288,0.27,0.249,0.159
"P28","No",0.039,0.041,0.053,0.065,0.061
"P29","Si",0.635,0.592,0.648,0.606,0.59
"P29","No",0.365,0.408,0.352,0.394,0.41
"P30","Muy de acuerdo",0.569,0.56,0.53,0.571,0.448
"P30","Parcialmente de acuerdo",0.326,0.314,0.343,0.304,0.29
"P30","No",0.105,0.126,0.127,0.125,0.262
"P31","Bajo peso",0.094,0.111,0.083,0.084,0.109
"P31","Sobrepeso",0.31,0.226,0.24,0.246,0.223
"P31","Obesidad",0.092,0.106,0.158,0.134,0.176
"P31","Normal",0.44,0.462,0.45,0.428,0.435
"P31","No sabe",0.064,0.095,0.069,0.108,0.057
"P32","Diabetes",0.098,0.091,0.111,0.098,0.117
"P32","Hipertensión",0.186,0.167,0.175,0.192,0.139
"P32","Enfermedades cardiovasculares",0.05,0.045,0.07,0.069,0.064
"P32","Celiaquía",0.091,0.097,0.056,0.054,0.072
"P32","Ninguna",0.498,0.532,0.513,0.506,0.442
"P32","No sabe",0.077,0.068,0.075,0.081,0.166
"P33","Todos los días",0.043,0.041,0.015,0.023,0.046
"P33","Entre 4 y 6 días a la semana",0.059,0.049,0.041,0.046,0.029
"P33","Entre 1 y 3 días a la semana",0.127,0.123,0.09,0.057,0.063
"P33","Raramente",0.339,0.31,0.344,0.269,0.128
"P33","Nunca",0.432,0.477,0.51,0.605,0.734
"P34","Todos los días",0.022,0.019,0.006,0.002,0.04
"P34","Entre 4 y 6 días a la semana",0.033,0.027,0.016,0.002,0.007
"P34","Entre 1 y 3 días a la semana",0.121,0.124,0.12,0.101,0.078
"P34","Raramente",0.371,0.32,0.376,0.27,0.162
"P34","Nunca",0.453,0.51,0.482,0.625,0.713
"P35","Todos los días",0.644,0.603,0.593,0.663,0.556
"P35","Entre 4 y 6 días a la semana",0.142,0.184,0.174,0.08,0.103
"P35","Entre 1 y 3 días a la semana",0.076,0.057,0.085,0.051,0.087
"P35","Raramente",0.067,0.079,0.073,0.064,0.051
"P35","Nunca",0.071,0.077,0.075,0.142,0.203
"P36","Menos de 1 comida al día",0.188,0.196,0.183,0.141,0.272
"P36","1 comida",0.29,0.297,0.323,0.41,0.253
"P36","2 comidas",0.256,0.272,0.249,0.269,0.264
"P36","3 comidas",0.124,0.123,0.174,0.093,0.086
"P36","4 comidas",0.128,0.105,0.062,0.062,0.092
"P36","Más de 4 comidas",0.014,0.007,0.009,0.025,0.033
"P37","Precio",0.252,0.338,0.322,0.362,0.425
"P37","Calidad",0.207,0.147,0.16,0.213,0.131
"P37","Cantidad de sellos presentes en el producto",0.062,0.052,0.084,0.069,0.035
"P37","Precio y calidad",0.314,0.314,0.285,0.217,0.18
"P37","Precio y cantidad de sellos presentes en el producto",0.045,0.049,0.035,0.017,0.069
"P37","Calidad y cantidad de sellos presentes en el producto",0.013,0.014,0.023,0.012,0.011
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.067,0.043,0.054,0.054,0.072
"P37","Compra sin ningún tipo de consideración",0.04,0.043,0.037,0.056,0.077
"P38","Menos de 1 vez a la semana",0.195,0.199,0.201,0.236,0.284
"P38","1 vez a la semana",0.277,0.244,0.34,0.282,0.224
"P38","Entre 1 a 4 veces a la semana",0.27,0.304,0.233,0.205,0.249
"P38","Más de 4 veces a la semana",0.186,0.172,0.16,0.138,0.169
"P38","No sabe",0.072,0.081,0.066,0.139,0.074
"P39","Hipermercado/Supermercado",0.499,0.441,0.47,0.434,0.377
"P39","Almacenes",0.241,0.255,0.265,0.303,0.322
"P39","Productores locales/mercados de cercanía/Ferias",0.168,0.178,0.175,0.155,0.187
"P39","Vía pública",0.034,0.051,0.041,0.057,0.062
"P39","No sabe",0.058,0.075,0.049,0.051,0.052
