"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P24","Dulce de batata, membrillo o similares",0.079,0.064,0.083,0.076,0.112
"P24","Facturas de todo tipo",0.041,0.033,0.033,0.052,0.026
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.022,0.019,0.032,0.031,0.018
"P24","Gelatina",0.05,0.041,0.036,0.044,0.026
"P24","Panqueques, wafles y similares",0.044,0.034,0.014,0.021,0.017
"P24","Ninguno de los anteriores",0.058,0.086,0.072,0.128,0.146
"P25","Helado",0.189,0.115,0.101,0.11,0.137
"P25","Tortas, tartas dulces y masas",0.167,0.165,0.151,0.106,0.14
"P25","Ensalada de frutas",0.108,0.091,0.115,0.089,0.03
"P25","Flan, budín de pan y similares",0.059,0.073,0.064,0.062,0.036
"P25","Dulce de batata, membrillo o similares",0.077,0.126,0.109,0.112,0.068
"P25","Facturas de todo tipo",0.073,0.09,0.096,0.079,0.056
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.022,0.015,0.032,0.04,0.037
"P25","Gelatina",0.042,0.038,0.049,0.05,0.014
"P25","Panqueques, wafles y similares",0.015,0.018,0.011,0.008,0.034
"P25","Ninguno de los anteriores",0.248,0.269,0.272,0.344,0.448
"P26","Vegetariano",0.087,0.054,0.038,0.039,0.043
"P26","Vegano",0.085,0.054,0.027,0.032,0.077
"P26","Dieta baja en carnes rojas",0.155,0.123,0.152,0.131,0.169
"P26","Dieta baja en carbohidratos",0.061,0.073,0.095,0.128,0.109
"P26","Dieta baja en azúcares",0.122,0.123,0.126,0.15,0.068
"P26","Kosher o Alal",0.029,0.03,0.021,0.013,0.004
"P26","Ninguna restricción alimentaria",0.461,0.543,0.541,0.507,0.53
"P27","Si",0.527,0.518,0.584,0.504,0.493
"P27","Parcialmente",0.198,0.216,0.178,0.169,0.098
"P27","No",0.275,0.266,0.238,0.327,0.409
"P28","Si",0.75,0.706,0.735,0.673,0.776
"P28","Si, pero solo en algunos de ellos",0.182,0.248,0.232,0.267,0.195
"P28","No",0.068,0.046,0.033,0.06,0.029
"P29","Si",0.634,0.623,0.641,0.585,0.618
"P29","No",0.366,0.377,0.359,0.415,0.382
"P30","Muy de acuerdo",0.545,0.561,0.555,0.562,0.572
"P30","Parcialmente de acuerdo",0.341,0.344,0.314,0.31,0.277
"P30","No",0.114,0.095,0.131,0.128,0.151
"P31","Bajo peso",0.179,0.086,0.078,0.085,0.117
"P31","Sobrepeso",0.249,0.281,0.279,0.284,0.199
"P31","Obesidad",0.155,0.116,0.101,0.112,0.114
"P31","Normal",0.351,0.433,0.485,0.433,0.429
"P31","No sabe",0.066,0.084,0.057,0.086,0.141
"P32","Diabetes",0.134,0.104,0.08,0.109,0.12
"P32","Hipertensión",0.138,0.155,0.19,0.212,0.174
"P32","Enfermedades cardiovasculares",0.088,0.053,0.047,0.063,0.017
"P32","Celiaquía",0.095,0.097,0.086,0.048,0.076
"P32","Ninguna",0.403,0.52,0.532,0.486,0.51
"P32","No sabe",0.142,0.071,0.065,0.082,0.103
"P33","Todos los días",0.074,0.038,0.026,0.029,0.059
"P33","Entre 4 y 6 días a la semana",0.067,0.052,0.053,0.042,0.046
"P33","Entre 1 y 3 días a la semana",0.103,0.111,0.125,0.081,0.102
"P33","Raramente",0.262,0.345,0.32,0.327,0.193
"P33","Nunca",0.494,0.454,0.476,0.521,0.6
"P34","Todos los días",0.053,0.013,0.012,0.012,0.028
"P34","Entre 4 y 6 días a la semana",0.053,0.019,0.022,0.021,0.01
"P34","Entre 1 y 3 días a la semana",0.108,0.128,0.144,0.076,0.04
"P34","Raramente",0.271,0.371,0.364,0.333,0.185
"P34","Nunca",0.515,0.469,0.458,0.558,0.737
"P35","Todos los días",0.619,0.659,0.652,0.571,0.546
"P35","Entre 4 y 6 días a la semana",0.132,0.121,0.173,0.142,0.065
"P35","Entre 1 y 3 días a la semana",0.065,0.053,0.07,0.079,0.149
"P35","Raramente",0.06,0.076,0.049,0.107,0.048
"P35","Nunca",0.124,0.091,0.056,0.101,0.192
"P36","Menos de 1 comida al día",0.235,0.19,0.184,0.164,0.197
"P36","1 comida",0.248,0.267,0.314,0.366,0.34
"P36","2 comidas",0.273,0.248,0.274,0.24,0.261
"P36","3 comidas",0.114,0.152,0.117,0.116,0.121
"P36","4 comidas",0.102,0.125,0.096,0.107,0.081
"P36","Más de 4 comidas",0.028,0.018,0.015,0.007,0
"P37","Precio",0.358,0.304,0.27,0.314,0.306
"P37","Calidad",0.181,0.173,0.186,0.217,0.141
"P37","Cantidad de sellos presentes en el producto",0.06,0.075,0.067,0.042,0.066
"P37","Precio y calidad",0.255,0.29,0.326,0.274,0.18
"P37","Precio y cantidad de sellos presentes en el producto",0.029,0.041,0.038,0.049,0.085
"P37","Calidad y cantidad de sellos presentes en el producto",0.02,0.019,0.013,0.008,0.017
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.054,0.064,0.069,0.043,0.055
"P37","Compra sin ningún tipo de consideración",0.043,0.034,0.031,0.053,0.15
"P38","Menos de 1 vez a la semana",0.243,0.155,0.207,0.219,0.296
"P38","1 vez a la semana",0.276,0.291,0.269,0.278,0.283
"P38","Entre 1 a 4 veces a la semana",0.201,0.284,0.294,0.23,0.183
"P38","Más de 4 veces a la semana",0.2,0.178,0.173,0.164,0.133
"P38","No sabe",0.08,0.092,0.057,0.109,0.105
"P39","Hipermercado/Supermercado",0.472,0.395,0.517,0.484,0.398
"P39","Almacenes",0.251,0.315,0.221,0.264,0.283
"P39","Productores locales/mercados de cercanía/Ferias",0.124,0.179,0.186,0.158,0.163
"P39","Vía pública",0.046,0.044,0.037,0.034,0.089
"P39","No sabe",0.107,0.067,0.039,0.06,0.067
