"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P20","Todos los días",0.566,0.475,0.463,0.513,0.51
"P20","Entre 4 y 6 días a la semana",0.14,0.208,0.102,0.092,0.087
"P20","Entre 1 y 3 días a la semana",0.034,0.056,0.173,0.117,0.084
"P20","Raramente",0.108,0.19,0.132,0.171,0.16
"P20","Nunca",0.152,0.071,0.13,0.107,0.159
"P21","Todos los días",0.63,0.691,0.532,0.562,0.462
"P21","Entre 4 y 6 días a la semana",0.18,0.189,0.18,0.16,0.172
"P21","Entre 1 y 3 días a la semana",0.044,0.093,0.143,0.152,0.132
"P21","Raramente",0.018,0.01,0.107,0.099,0.154
"P21","Nunca",0.128,0.017,0.038,0.027,0.08
"P22","Asado",0.452,0.518,0.475,0.42,0.383
"P22","Pizza",0.109,0.079,0.078,0.106,0.085
"P22","Milanesa",0.051,0.171,0.207,0.178,0.143
"P22","Pastas",0.04,0.043,0.087,0.109,0.114
"P22","Empanadas",0.124,0.055,0.061,0.048,0.042
"P22","Hamburguesa",0,0.097,0.005,0.006,0.014
"P22","Ensaladas (de cualquier tipo)",0.091,0.011,0.023,0.048,0.075
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.04,0.026,0.046,0.051,0.085
"P22","Polenta o similares (de cualquier tipo)",0.018,0,0.001,0.018,0.028
"P22","Ninguno de los anteriores",0.075,0,0.017,0.016,0.031
"P23","Asado",0.45,0.285,0.13,0.118,0.085
"P23","Pizza",0.095,0.06,0.065,0.082,0.066
"P23","Milanesa",0.06,0.229,0.347,0.245,0.143
"P23","Pastas",0.12,0.107,0.154,0.189,0.199
"P23","Empanadas",0.015,0.077,0.095,0.037,0.028
"P23","Hamburguesa",0.018,0.066,0.012,0.014,0.023
"P23","Ensaladas (de cualquier tipo)",0.108,0.034,0.071,0.11,0.115
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.029,0.083,0.046,0.098,0.147
"P23","Polenta o similares (de cualquier tipo)",0.029,0.043,0.014,0.035,0.104
"P23","Ninguno de los anteriores",0.076,0.016,0.066,0.072,0.09
"P24","Helado",0.359,0.363,0.324,0.261,0.225
"P24","Tortas, tartas dulces y masas",0.099,0.183,0.191,0.171,0.132
"P24","Ensalada de frutas",0.089,0.161,0.147,0.193,0.173
"P24","Flan, budín de pan y similares",0.21,0.098,0.128,0.122,0.132
"P24","Dulce de batata, membrillo o similares",0.052,0.094,0.052,0.069,0.091
"P24","Facturas de todo tipo",0.03,0.033,0.035,0.03,0.04
"P24","Postres lácteos caseros o envasados de cualquier tipo",0,0.019,0.02,0.03,0.029
"P24","Gelatina",0.05,0.036,0.017,0.034,0.046
"P24","Panqueques, wafles y similares",0.016,0.002,0.016,0.018,0.024
"P24","Ninguno de los anteriores",0.095,0.011,0.07,0.072,0.108
"P25","Helado",0.43,0.254,0.168,0.12,0.075
"P25","Tortas, tartas dulces y masas",0.08,0.25,0.214,0.187,0.099
"P25","Ensalada de frutas",0.111,0.042,0.118,0.106,0.102
"P25","Flan, budín de pan y similares",0.105,0.048,0.072,0.056,0.065
"P25","Dulce de batata, membrillo o similares",0.105,0.064,0.067,0.113,0.116
"P25","Facturas de todo tipo",0.04,0.122,0.171,0.099,0.062
"P25","Postres lácteos caseros o envasados de cualquier tipo",0,0.063,0.02,0.026,0.034
"P25","Gelatina",0.057,0.053,0.02,0.037,0.057
"P25","Panqueques, wafles y similares",0,0,0.017,0.009,0.015
"P25","Ninguno de los anteriores",0.072,0.104,0.133,0.247,0.375
"P26","Vegetariano",0.226,0.018,0.038,0.045,0.038
"P26","Vegano",0.112,0.146,0.046,0.045,0.028
"P26","Dieta baja en carnes rojas",0.183,0.14,0.131,0.148,0.15
"P26","Dieta baja en carbohidratos",0.147,0.074,0.112,0.102,0.081
"P26","Dieta baja en azúcares",0.098,0.113,0.085,0.129,0.138
"P26","Kosher o Alal",0.024,0.03,0.025,0.018,0.022
"P26","Ninguna restricción alimentaria",0.21,0.479,0.563,0.513,0.543
"P27","Si",0.583,0.535,0.603,0.575,0.505
"P27","Parcialmente",0.15,0.16,0.22,0.189,0.158
"P27","No",0.267,0.305,0.177,0.236,0.337
"P28","Si",0.671,0.697,0.766,0.751,0.697
"P28","Si, pero solo en algunos de ellos",0.208,0.277,0.203,0.212,0.254
"P28","No",0.121,0.026,0.031,0.037,0.049
"P29","Si",0.475,0.749,0.6,0.656,0.611
"P29","No",0.525,0.251,0.4,0.344,0.389
"P30","Muy de acuerdo",0.449,0.706,0.586,0.594,0.525
"P30","Parcialmente de acuerdo",0.265,0.187,0.318,0.313,0.328
"P30","No",0.286,0.107,0.096,0.093,0.147
"P31","Bajo peso",0.364,0.196,0.053,0.084,0.093
"P31","Sobrepeso",0.214,0.335,0.27,0.318,0.238
"P31","Obesidad",0.117,0.102,0.122,0.11,0.119
"P31","Normal",0.142,0.36,0.489,0.432,0.461
"P31","No sabe",0.163,0.007,0.066,0.056,0.089
"P32","Diabetes",0.446,0.164,0.067,0.087,0.103
"P32","Hipertensión",0.118,0.205,0.153,0.193,0.177
"P32","Enfermedades cardiovasculares",0.07,0.043,0.081,0.048,0.055
"P32","Celiaquía",0.015,0.053,0.096,0.082,0.081
"P32","Ninguna",0.309,0.428,0.557,0.534,0.483
"P32","No sabe",0.042,0.107,0.046,0.056,0.101
"P33","Todos los días",0.64,0.13,0.028,0.026,0.021
"P33","Entre 4 y 6 días a la semana",0.086,0.294,0.07,0.053,0.034
"P33","Entre 1 y 3 días a la semana",0.071,0.277,0.47,0.073,0.045
"P33","Raramente",0.069,0.173,0.259,0.547,0.184
"P33","Nunca",0.134,0.126,0.173,0.301,0.716
"P35","Todos los días",0.624,0.219,0.293,0.626,0.726
"P35","Entre 4 y 6 días a la semana",0.162,0.425,0.362,0.181,0.053
"P35","Entre 1 y 3 días a la semana",0.02,0.185,0.28,0.038,0.042
"P35","Raramente",0.106,0.094,0.047,0.145,0.02
"P35","Nunca",0.088,0.077,0.018,0.01,0.159
"P36","Menos de 1 comida al día",0.423,0.233,0.118,0.169,0.206
"P36","1 comida",0.223,0.238,0.203,0.293,0.35
"P36","2 comidas",0.068,0.278,0.308,0.258,0.256
"P36","3 comidas",0.102,0.075,0.182,0.142,0.103
"P36","4 comidas",0.158,0.125,0.147,0.127,0.077
"P36","Más de 4 comidas",0.026,0.051,0.042,0.011,0.008
"P37","Precio",0.549,0.166,0.14,0.228,0.382
"P37","Calidad",0.174,0.38,0.203,0.222,0.15
"P37","Cantidad de sellos presentes en el producto",0.049,0.018,0.112,0.057,0.058
"P37","Precio y calidad",0.072,0.256,0.382,0.336,0.248
"P37","Precio y cantidad de sellos presentes en el producto",0,0.078,0.067,0.047,0.034
"P37","Calidad y cantidad de sellos presentes en el producto",0.096,0.046,0.026,0.007,0.012
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.031,0.011,0.049,0.061,0.065
"P37","Compra sin ningún tipo de consideración",0.029,0.045,0.021,0.042,0.051
"P38","Menos de 1 vez a la semana",0.386,0.174,0.161,0.181,0.229
"P38","1 vez a la semana",0.251,0.382,0.257,0.263,0.287
"P38","Entre 1 a 4 veces a la semana",0.056,0.201,0.355,0.285,0.234
"P38","Más de 4 veces a la semana",0.247,0.12,0.182,0.208,0.149
"P38","No sabe",0.06,0.123,0.045,0.063,0.101
"P39","Hipermercado/Supermercado",0.574,0.401,0.487,0.481,0.46
"P39","Almacenes",0.173,0.374,0.242,0.257,0.26
"P39","Productores locales/mercados de cercanía/Ferias",0.112,0.173,0.189,0.168,0.169
"P39","Vía pública",0.03,0.036,0.05,0.03,0.049
"P39","No sabe",0.111,0.016,0.032,0.064,0.062
