"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P17","Nunca",0.276,0.235,0.259,0.382,0.534
"P18","Vino",0.348,0.272,0.253,0.151,0.121
"P18","Cerveza",0.153,0.189,0.184,0.143,0.082
"P18","Destilados (whisky, vodka, ron, etc.)",0.062,0.077,0.055,0.052,0.05
"P18","Espumantes",0.026,0.061,0.056,0.072,0.034
"P18","Otros",0.079,0.137,0.108,0.118,0.186
"P18","No consume bebidas alcohólicas",0.332,0.264,0.344,0.464,0.527
"P19","Todos los días",0.201,0.119,0.096,0.1,0.09
"P19","Entre 4 y 6 días a la semana",0.085,0.163,0.099,0.105,0.044
"P19","Entre 1 y 3 días a la semana",0.15,0.225,0.211,0.136,0.124
"P19","Raramente",0.308,0.319,0.409,0.427,0.393
"P19","Nunca",0.256,0.174,0.185,0.232,0.349
"P20","Todos los días",0.579,0.512,0.492,0.5,0.473
"P20","Entre 4 y 6 días a la semana",0.057,0.157,0.091,0.089,0.09
"P20","Entre 1 y 3 días a la semana",0.082,0.111,0.134,0.075,0.067
"P20","Raramente",0.13,0.113,0.175,0.195,0.178
"P20","Nunca",0.152,0.107,0.108,0.141,0.192
"P21","Todos los días",0.638,0.541,0.498,0.446,0.336
"P21","Entre 4 y 6 días a la semana",0.165,0.207,0.18,0.147,0.131
"P21","Entre 1 y 3 días a la semana",0.093,0.139,0.16,0.14,0.144
"P21","Raramente",0.073,0.065,0.115,0.194,0.216
"P21","Nunca",0.031,0.048,0.047,0.073,0.173
"P22","Asado",0.428,0.441,0.396,0.431,0.316
"P22","Pizza",0.104,0.096,0.088,0.08,0.086
"P22","Milanesa",0.148,0.161,0.189,0.151,0.099
"P22","Pastas",0.107,0.096,0.132,0.106,0.104
"P22","Empanadas",0.027,0.036,0.043,0.049,0.094
"P22","Hamburguesa",0.012,0.002,0.015,0.012,0.023
"P22","Ensaladas (de cualquier tipo)",0.094,0.065,0.037,0.042,0.047
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.046,0.064,0.071,0.073,0.115
"P22","Polenta o similares (de cualquier tipo)",0.005,0.02,0.014,0.033,0.057
"P22","Ninguno de los anteriores",0.029,0.019,0.015,0.023,0.059
"P23","Asado",0.189,0.147,0.09,0.092,0.079
"P23","Pizza",0.036,0.11,0.054,0.078,0.061
"P23","Milanesa",0.247,0.232,0.243,0.141,0.081
"P23","Pastas",0.157,0.132,0.217,0.205,0.186
"P23","Empanadas",0.043,0.036,0.042,0.035,0.026
"P23","Hamburguesa",0.015,0.016,0.016,0.023,0.042
"P23","Ensaladas (de cualquier tipo)",0.174,0.128,0.07,0.076,0.071
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.056,0.093,0.148,0.148,0.145
"P23","Polenta o similares (de cualquier tipo)",0.015,0.023,0.052,0.122,0.184
"P23","Ninguno de los anteriores",0.068,0.083,0.068,0.08,0.125
"P24","Helado",0.324,0.271,0.267,0.233,0.169
"P24","Tortas, tartas dulces y masas",0.145,0.166,0.153,0.157,0.113
"P24","Ensalada de frutas",0.226,0.197,0.169,0.126,0.126
"P24","Flan, budín de pan y similares",0.078,0.116,0.118,0.162,0.128
"P24","Dulce de batata, membrillo o similares",0.077,0.079,0.07,0.081,0.097
"P24","Facturas de todo tipo",0.026,0.029,0.039,0.048,0.046
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.031,0.024,0.029,0.018,0.045
"P24","Gelatina",0.016,0.033,0.048,0.045,0.059
"P24","Panqueques, wafles y similares",0.019,0.015,0.022,0.026,0.052
"P24","Ninguno de los anteriores",0.058,0.07,0.085,0.104,0.165
"P25","Helado",0.193,0.103,0.123,0.087,0.086
"P25","Tortas, tartas dulces y masas",0.149,0.178,0.17,0.121,0.069
"P25","Ensalada de frutas",0.171,0.137,0.094,0.051,0.037
"P25","Flan, budín de pan y similares",0.044,0.078,0.06,0.071,0.059
"P25","Dulce de batata, membrillo o similares",0.09,0.133,0.123,0.092,0.09
"P25","Facturas de todo tipo",0.081,0.107,0.099,0.07,0.058
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.034,0.015,0.031,0.03,0.031
"P25","Gelatina",0.036,0.042,0.034,0.059,0.053
"P25","Panqueques, wafles y similares",0.009,0.012,0.014,0.011,0.034
"P25","Ninguno de los anteriores",0.193,0.195,0.252,0.408,0.483
"P26","Vegetariano",0.095,0.042,0.038,0.037,0.026
"P26","Vegano",0.047,0.05,0.041,0.042,0.038
"P26","Dieta baja en carnes rojas",0.177,0.145,0.155,0.125,0.077
"P26","Dieta baja en carbohidratos",0.12,0.096,0.105,0.076,0.049
"P26","Dieta baja en azúcares",0.168,0.126,0.133,0.103,0.099
"P26","Kosher o Alal",0.016,0.022,0.026,0.018,0.027
"P26","Ninguna restricción alimentaria",0.377,0.519,0.502,0.599,0.684
"P27","Si",0.677,0.58,0.558,0.457,0.369
"P27","Parcialmente",0.144,0.191,0.214,0.182,0.144
"P27","No",0.179,0.229,0.228,0.361,0.487
"P28","Si",0.741,0.742,0.702,0.708,0.722
"P28","Si, pero solo en algunos de ellos",0.208,0.207,0.269,0.245,0.199
"P28","No",0.051,0.051,0.029,0.047,0.079
"P29","Si",0.713,0.639,0.605,0.569,0.612
"P29","No",0.287,0.361,0.395,0.431,0.388
"P30","Muy de acuerdo",0.657,0.573,0.513,0.528,0.522
"P30","Parcialmente de acuerdo",0.24,0.351,0.369,0.299,0.348
"P30","No",0.103,0.076,0.118,0.173,0.13
"P31","Bajo peso",0.126,0.076,0.071,0.095,0.167
"P31","Sobrepeso",0.25,0.291,0.294,0.261,0.25
"P31","Obesidad",0.064,0.098,0.105,0.142,0.201
"P31","Normal",0.519,0.475,0.457,0.399,0.293
"P31","No sabe",0.041,0.06,0.073,0.103,0.089
"P32","Diabetes",0.135,0.094,0.091,0.088,0.107
"P32","Hipertensión",0.19,0.19,0.179,0.177,0.139
"P32","Enfermedades cardiovasculares",0.046,0.054,0.063,0.051,0.06
"P32","Celiaquía",0.076,0.109,0.087,0.067,0.057
"P32","Ninguna",0.511,0.478,0.518,0.512,0.464
"P32","No sabe",0.042,0.075,0.062,0.105,0.173
"P33","Todos los días",0.059,0.035,0.027,0.03,0.046
"P33","Entre 4 y 6 días a la semana",0.07,0.045,0.058,0.04,0.045
"P33","Entre 1 y 3 días a la semana",0.163,0.171,0.09,0.066,0.058
"P33","Raramente",0.387,0.399,0.334,0.234,0.151
"P33","Nunca",0.321,0.35,0.491,0.63,0.7
"P34","Todos los días",0.043,0.013,0.009,0.01,0.027
"P34","Entre 4 y 6 días a la semana",0.049,0.026,0.014,0.021,0.012
"P34","Entre 1 y 3 días a la semana",0.126,0.181,0.128,0.073,0.054
"P34","Raramente",0.388,0.414,0.385,0.256,0.174
"P34","Nunca",0.394,0.366,0.464,0.64,0.733
"P35","Todos los días",0.642,0.623,0.635,0.631,0.559
"P35","Entre 4 y 6 días a la semana",0.159,0.196,0.147,0.114,0.08
"P35","Entre 1 y 3 días a la semana",0.053,0.07,0.079,0.055,0.153
"P35","Raramente",0.067,0.066,0.069,0.077,0.048
"P35","Nunca",0.079,0.045,0.07,0.123,0.16
"P36","Menos de 1 comida al día",0.144,0.174,0.166,0.226,0.26
"P36","1 comida",0.189,0.289,0.29,0.406,0.351
"P36","2 comidas",0.264,0.25,0.313,0.222,0.223
"P36","3 comidas",0.156,0.143,0.136,0.086,0.108
"P36","4 comidas",0.213,0.123,0.088,0.056,0.04
"P36","Más de 4 comidas",0.034,0.021,0.007,0.004,0.018
"P37","Precio",0.178,0.216,0.278,0.393,0.53
"P37","Calidad",0.254,0.205,0.171,0.158,0.145
"P37","Cantidad de sellos presentes en el producto",0.05,0.077,0.068,0.07,0.013
"P37","Precio y calidad",0.335,0.319,0.339,0.23,0.153
"P37","Precio y cantidad de sellos presentes en el producto",0.066,0.057,0.038,0.032,0.009
"P37","Calidad y cantidad de sellos presentes en el producto",0.031,0.018,0.006,0.011,0.006
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.075,0.075,0.067,0.039,0.038
"P37","Compra sin ningún tipo de consideración",0.011,0.033,0.033,0.067,0.106
"P38","Menos de 1 vez a la semana",0.141,0.181,0.161,0.272,0.351
"P38","1 vez a la semana",0.258,0.285,0.312,0.239,0.316
"P38","Entre 1 a 4 veces a la semana",0.338,0.331,0.291,0.179,0.101
"P38","Más de 4 veces a la semana",0.187,0.162,0.176,0.194,0.085
"P38","No sabe",0.076,0.041,0.06,0.116,0.147
"P39","Hipermercado/Supermercado",0.534,0.473,0.47,0.457,0.364
"P39","Almacenes",0.214,0.239,0.272,0.285,0.267
"P39","Productores locales/mercados de cercanía/Ferias",0.174,0.217,0.169,0.148,0.127
"P39","Vía pública",0.016,0.021,0.043,0.048,0.129
"P39","No sabe",0.062,0.05,0.046,0.062,0.113
