"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P20","Nunca",0.17,0.125,0.123,0.119,0.228
"P21","Todos los días",0.575,0.528,0.526,0.417,0.452
"P21","Entre 4 y 6 días a la semana",0.127,0.181,0.166,0.186,0.132
"P21","Entre 1 y 3 días a la semana",0.1,0.123,0.15,0.147,0.114
"P21","Raramente",0.112,0.107,0.116,0.181,0.131
"P21","Nunca",0.086,0.061,0.042,0.069,0.171
"P22","Asado",0.449,0.438,0.421,0.374,0.349
"P22","Pizza",0.075,0.096,0.087,0.097,0.081
"P22","Milanesa",0.132,0.169,0.181,0.14,0.055
"P22","Pastas",0.104,0.104,0.104,0.132,0.127
"P22","Empanadas",0.043,0.033,0.057,0.026,0.076
"P22","Hamburguesa",0.017,0.005,0.014,0.003,0.05
"P22","Ensaladas (de cualquier tipo)",0.069,0.038,0.052,0.063,0.075
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.079,0.073,0.055,0.088,0.085
"P22","Polenta o similares (de cualquier tipo)",0.008,0.025,0.012,0.043,0.038
"P22","Ninguno de los anteriores",0.024,0.019,0.017,0.034,0.064
"P23","Asado",0.284,0.131,0.103,0.075,0.103
"P23","Pizza",0.076,0.082,0.072,0.049,0.058
"P23","Milanesa",0.183,0.257,0.228,0.135,0.044
"P23","Pastas",0.106,0.178,0.189,0.219,0.164
"P23","Empanadas",0.024,0.037,0.04,0.035,0.047
"P23","Hamburguesa",0.034,0.013,0.015,0.024,0.054
"P23","Ensaladas (de cualquier tipo)",0.079,0.099,0.108,0.093,0.101
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.113,0.117,0.109,0.152,0.132
"P23","Polenta o similares (de cualquier tipo)",0.033,0.032,0.056,0.132,0.144
"P23","Ninguno de los anteriores",0.068,0.054,0.08,0.086,0.153
"P24","Helado",0.324,0.282,0.283,0.188,0.194
"P24","Tortas, tartas dulces y masas",0.097,0.163,0.155,0.154,0.152
"P24","Ensalada de frutas",0.223,0.206,0.162,0.143,0.115
"P24","Flan, budín de pan y similares",0.125,0.109,0.129,0.14,0.064
"P24","Dulce de batata, membrillo o similares",0.06,0.069,0.075,0.093,0.099
"P24","Facturas de todo tipo",0.035,0.024,0.038,0.055,0.022
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.021,0.02,0.026,0.034,0.035
"P24","Gelatina",0.009,0.029,0.035,0.064,0.071
"P24","Panqueques, wafles y similares",0.04,0.02,0.017,0.02,0.087
"P24","Ninguno de los anteriores",0.066,0.078,0.08,0.109,0.161
"P25","Helado",0.209,0.128,0.114,0.091,0.113
"P25","Tortas, tartas dulces y masas",0.159,0.181,0.154,0.089,0.167
"P25","Ensalada de frutas",0.129,0.131,0.092,0.074,0.091
"P25","Flan, budín de pan y similares",0.09,0.061,0.064,0.067,0.018
"P25","Dulce de batata, membrillo o similares",0.094,0.099,0.112,0.108,0.123
"P25","Facturas de todo tipo",0.042,0.096,0.09,0.092,0.049
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.038,0.024,0.033,0.026,0.005
"P25","Gelatina",0.013,0.028,0.042,0.071,0.051
"P25","Panqueques, wafles y similares",0.011,0.02,0.016,0.004,0.015
"P25","Ninguno de los anteriores",0.215,0.232,0.283,0.378,0.368
"P26","Vegetariano",0.091,0.04,0.029,0.049,0.17
"P26","Vegano",0.044,0.057,0.035,0.031,0.118
"P26","Dieta baja en carnes rojas",0.175,0.169,0.137,0.119,0.146
"P26","Dieta baja en carbohidratos",0.114,0.101,0.103,0.076,0.031
"P26","Dieta baja en azúcares",0.151,0.116,0.131,0.127,0.09
"P26","Kosher o Alal",0.016,0.035,0.017,0.023,0.011
"P26","Ninguna restricción alimentaria",0.409,0.482,0.548,0.575,0.434
"P27","Si",0.489,0.537,0.593,0.461,0.534
"P27","Parcialmente",0.161,0.186,0.2,0.173,0.102
"P27","No",0.35,0.277,0.207,0.366,0.364
"P28","Si",0.761,0.734,0.707,0.708,0.79
"P28","Si, pero solo en algunos de ellos",0.169,0.203,0.262,0.237,0.176
"P28","No",0.07,0.063,0.031,0.055,0.034
"P29","Si",0.664,0.634,0.639,0.549,0.717
"P29","No",0.336,0.366,0.361,0.451,0.283
"P30","Muy de acuerdo",0.645,0.577,0.552,0.515,0.58
"P30","Parcialmente de acuerdo",0.217,0.297,0.358,0.308,0.272
"P30","No",0.138,0.126,0.09,0.177,0.148
"P31","Bajo peso",0.137,0.099,0.08,0.086,0.201
"P31","Sobrepeso",0.298,0.275,0.299,0.235,0.169
"P31","Obesidad",0.105,0.118,0.089,0.148,0.175
"P31","Normal",0.383,0.443,0.466,0.435,0.367
"P31","No sabe",0.077,0.065,0.066,0.096,0.088
"P32","Diabetes",0.18,0.108,0.079,0.096,0.136
"P32","Hipertensión",0.186,0.163,0.195,0.173,0.136
"P32","Enfermedades cardiovasculares",0.065,0.041,0.061,0.057,0.037
"P32","Celiaquía",0.094,0.068,0.089,0.069,0.11
"P32","Ninguna",0.429,0.551,0.503,0.496,0.455
"P32","No sabe",0.046,0.069,0.073,0.109,0.126
"P33","Todos los días",0.125,0.043,0.021,0.023,0.078
"P33","Entre 4 y 6 días a la semana",0.077,0.055,0.044,0.059,0.03
"P33","Entre 1 y 3 días a la semana",0.141,0.152,0.122,0.031,0.122
"P33","Raramente",0.282,0.339,0.355,0.249,0.19
"P33","Nunca",0.375,0.411,0.458,0.638,0.58
"P34","Todos los días",0.097,0.012,0.007,0.015,0.029
"P34","Entre 4 y 6 días a la semana",0.033,0.038,0.022,0.012,0.031
"P34","Entre 1 y 3 días a la semana",0.123,0.18,0.128,0.044,0.063
"P34","Raramente",0.286,0.377,0.374,0.295,0.141
"P34","Nunca",0.461,0.393,0.469,0.634,0.736
"P35","Todos los días",0.606,0.625,0.641,0.645,0.462
"P35","Entre 4 y 6 días a la semana",0.142,0.136,0.161,0.122,0.121
"P35","Entre 1 y 3 días a la semana",0.089,0.088,0.07,0.049,0.094
"P35","Raramente",0.069,0.091,0.059,0.07,0.058
"P35","Nunca",0.094,0.06,0.069,0.114,0.265
"P36","Menos de 1 comida al día",0.254,0.16,0.159,0.224,0.29
"P36","1 comida",0.267,0.254,0.295,0.395,0.317
"P36","2 comidas",0.228,0.295,0.282,0.216,0.176
"P36","3 comidas",0.126,0.162,0.123,0.097,0.106
"P36","4 comidas",0.109,0.107,0.128,0.062,0.074
"P36","Más de 4 comidas",0.016,0.022,0.013,0.006,0.037
"P37","Precio",0.263,0.231,0.244,0.45,0.436
"P37","Calidad",0.276,0.246,0.17,0.146,0.127
"P37","Cantidad de sellos presentes en el producto",0.091,0.089,0.059,0.042,0.031
"P37","Precio y calidad",0.251,0.287,0.355,0.207,0.187
"P37","Precio y cantidad de sellos presentes en el producto",0.046,0.053,0.049,0.027,0.013
"P37","Calidad y cantidad de sellos presentes en el producto",0.032,0.015,0.01,0.014,0.025
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.028,0.058,0.067,0.049,0.105
"P37","Compra sin ningún tipo de consideración",0.013,0.021,0.046,0.065,0.076
"P38","Menos de 1 vez a la semana",0.179,0.197,0.164,0.293,0.251
"P38","1 vez a la semana",0.326,0.269,0.281,0.246,0.354
"P38","Entre 1 a 4 veces a la semana",0.226,0.297,0.317,0.165,0.131
"P38","Más de 4 veces a la semana",0.202,0.181,0.178,0.164,0.101
"P38","No sabe",0.067,0.056,0.06,0.132,0.163
"P39","Hipermercado/Supermercado",0.476,0.491,0.496,0.414,0.406
"P39","Almacenes",0.278,0.272,0.225,0.291,0.316
"P39","Productores locales/mercados de cercanía/Ferias",0.121,0.165,0.195,0.153,0.131
"P39","Vía pública",0.058,0.037,0.029,0.062,0.06
"P39","No sabe",0.067,0.035,0.055,0.08,0.087
