"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.036,0.028,0.065
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.161,0.063,0.038
"P25","Nicolás del Caño – Myriam Bregman",0.009,0.004,0.003
"P25","Otros candidatos",0.047,0.069,0.096
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.068,0.023,0.071
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.616,0.775,0.681
"P29","Javier Milei – José Luis Espert por los liberales",0.222,0.108,0.063
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.007,0.001,0.007
"P29","Otro candidato",0.087,0.093,0.178
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.51,0.547,0.57
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.109,0.103,0.13
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.288,0.189,0.082
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.006,0.001,0.011
"P31","Otro candidato",0.087,0.16,0.207
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.064,0.038,0.082
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.626,0.725,0.689
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.201,0.104,0.058
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.003,0.001,0.01
"P33","Otro candidato",0.106,0.132,0.161
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.153,0.084,0.1
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.468,0.535,0.634
"P35","Javier Milei – José Luis Espert por los liberales",0.258,0.218,0.068
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.004,0.002,0.013
"P35","Otro candidato",0.117,0.161,0.185
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.088,0.052,0.098
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.571,0.545,0.62
"P37","Javier Milei – José Luis Espert por los liberales",0.275,0.234,0.085
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0,0.001,0.003
"P37","Otro candidato",0.066,0.168,0.194
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.044,0.014,0.047
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.616,0.754,0.692
"P38","Javier Milei – José Luis Espert por los liberales",0.235,0.117,0.076
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.003,0.004,0.012
"P38","Otro candidato",0.102,0.111,0.173
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.086,0.059,0.095
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.707,0.865,0.764
"P39","No sabe",0.207,0.076,0.141
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.04,0.037,0.057
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.791,0.808,0.781
"P40","No sabe",0.169,0.155,0.162
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.036,0.026,0.055
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.78,0.87,0.811
"P41","No sabe",0.184,0.104,0.134
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.043,0.015,0.06
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.781,0.814,0.805
"P42","No sabe",0.176,0.171,0.135
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.061,0.023,0.056
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.763,0.805,0.784
"P43","No sabe",0.176,0.172,0.16
"P44","Mauricio Macri – María Eugenia Vidal",0.63,0.735,0.701
"P44","Sergio Massa – Wado de Pedro",0.201,0.18,0.166
"P44","No sabe",0.169,0.085,0.133
"P45","Sergio Massa – Wado de Pedro",0.155,0.12,0.138
"P45","Javier Milei – José Luis Espert",0.533,0.573,0.276
"P45","No sabe",0.312,0.307,0.586
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.49,0.482,0.626
"P46","Javier Milei – José Luis Espert",0.371,0.343,0.139
"P46","No sabe",0.139,0.175,0.235
"P47","Muy buena",0.125,0.046,0.103
"P47","Buena",0.052,0.054,0.039
"P47","Ni buena ni mala",0.066,0.049,0.05
"P47","Mala",0.071,0.101,0.079
"P47","Muy mala",0.685,0.75,0.728
"P47","No sabe",0.001,0,0.001
"P48","Muy buena",0.03,0.006,0.026
"P48","Buena",0.052,0.013,0.02
"P48","Ni buena ni mala",0.052,0.032,0.043
"P48","Mala",0.098,0.127,0.078
"P48","Muy mala",0.762,0.813,0.832
"P48","No sabe",0.006,0.009,0.001
"P49","Muy buena",0.048,0.014,0.048
"P49","Buena",0.005,0.016,0.018
"P49","Ni buena ni mala",0.03,0.014,0.019
"P49","Mala",0.064,0.053,0.043
"P49","Muy mala",0.853,0.9,0.872
"P49","No sabe",0,0.003,0
"P50","Muy buena",0.347,0.311,0.325
"P50","Buena",0.257,0.304,0.252
"P50","Ni buena ni mala",0.167,0.172,0.137
"P50","Mala",0.066,0.037,0.079
"P50","Muy mala",0.156,0.176,0.206
"P50","No sabe",0.007,0,0.001
"P51","Muy buena",0.37,0.278,0.297
"P51","Buena",0.344,0.442,0.374
"P51","Ni buena ni mala",0.2,0.206,0.196
"P51","Mala",0.051,0.043,0.057
"P51","Muy mala",0.024,0.024,0.071
"P51","No sabe",0.011,0.007,0.005
"P52","Muy buena",0.095,0.031,0.054
"P52","Buena",0.06,0.105,0.08
"P52","Ni buena ni mala",0.106,0.082,0.095
"P52","Mala",0.141,0.162,0.15
"P52","Muy mala",0.589,0.618,0.616
"P52","No sabe",0.009,0.002,0.005
"P53","Muy buena",0.371,0.489,0.444
"P53","Buena",0.274,0.246,0.216
"P53","Ni buena ni mala",0.183,0.127,0.135
"P53","Mala",0.048,0.038,0.058
"P53","Muy mala",0.124,0.099,0.143
"P53","No sabe",0,0.001,0.004
"P54","Muy buena",0.223,0.124,0.105
"P54","Buena",0.36,0.311,0.089
"P54","Ni buena ni mala",0.308,0.455,0.355
"P54","Mala",0.055,0.059,0.256
"P54","Muy mala",0.051,0.033,0.184
"P54","No sabe",0.003,0.018,0.011
"P55","Muy buena",0.371,0.358,0.302
"P55","Buena",0.296,0.362,0.298
"P55","Ni buena ni mala",0.19,0.207,0.209
"P55","Mala",0.058,0.052,0.085
"P55","Muy mala",0.078,0.021,0.103
"P55","No sabe",0.007,0,0.003
"P56","Muy buena",0.065,0.063,0.065
"P56","Buena",0.052,0.103,0.056
"P56","Ni buena ni mala",0.136,0.096,0.104
"P56","Mala",0.146,0.171,0.163
"P56","Muy mala",0.586,0.565,0.606
"P56","No sabe",0.015,0.002,0.006
"P57","Muy buena",0.135,0.104,0.16
"P57","Buena",0.175,0.209,0.184
"P57","Ni buena ni mala",0.333,0.332,0.318
"P57","Mala",0.095,0.15,0.116
"P57","Muy mala",0.187,0.169,0.212
"P57","No sabe",0.075,0.036,0.01
"P58","Muy buena",0.116,0.077,0.161
"P58","Buena",0.261,0.271,0.239
"P58","Ni buena ni mala",0.377,0.4,0.345
"P58","Mala",0.098,0.124,0.1
"P58","Muy mala",0.07,0.08,0.124
"P58","No sabe",0.078,0.048,0.031
"P59","Siempre",0.394,0.324,0.366
"P59","Casi siempre",0.353,0.399,0.368
"P59","Casi nunca",0.157,0.213,0.184
"P59","Nunca, pero esta es una excepción",0.096,0.064,0.082
"P60","Si",0.596,0.565,0.554
"P60","No",0.404,0.435,0.446
