"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P37","No sabe",0.049,0.045,0.048,0.105,0.088
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.213,0.232,0.369,0.481,0.456
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.087,0.114,0.193,0.264,0.383
"P38","En blanco",0.547,0.468,0.275,0.123,0.096
"P38","No sabe",0.153,0.186,0.163,0.132,0.065
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.794,0.772,0.496,0.214,0.109
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.095,0.116,0.303,0.427,0.546
"P39","En blanco",0.075,0.069,0.105,0.174,0.251
"P39","No sabe",0.036,0.043,0.096,0.185,0.094
"P45","Lo votaría",0.799,0.757,0.503,0.198,0.058
"P45","Puede que lo vote",0.058,0.034,0.09,0.115,0.111
"P45","Nunca lo votaría",0.132,0.178,0.361,0.662,0.777
"P45","No sabe",0.011,0.031,0.046,0.025,0.054
"P46","Lo votaría",0.154,0.178,0.291,0.428,0.521
"P46","Puede que lo vote",0.035,0.087,0.125,0.158,0.142
"P46","Nunca lo votaría",0.794,0.692,0.523,0.366,0.3
"P46","No sabe",0.017,0.043,0.061,0.048,0.037
"P47","Lo votaría",0.145,0.094,0.183,0.277,0.324
"P47","Puede que lo vote",0.043,0.089,0.134,0.231,0.183
"P47","Nunca lo votaría",0.8,0.787,0.623,0.426,0.411
"P47","No sabe",0.012,0.03,0.06,0.066,0.082
"P48","Lo votaría",0.245,0.128,0.143,0.092,0.095
"P48","Puede que lo vote",0.255,0.418,0.255,0.317,0.253
"P48","Nunca lo votaría",0.46,0.385,0.526,0.525,0.618
"P48","No sabe",0.04,0.069,0.076,0.066,0.034
"P49","Lo votaría",0.137,0.096,0.077,0.114,0.041
"P49","Puede que lo vote",0.273,0.269,0.314,0.258,0.22
"P49","Nunca lo votaría",0.531,0.538,0.543,0.498,0.672
"P49","No sabe",0.059,0.097,0.066,0.13,0.067
"P50","Si",0.386,0.358,0.461,0.475,0.544
"P50","No",0.614,0.642,0.539,0.525,0.456
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.632,0.529,0.313,0.306,0.188
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.074,0.161,0.191,0.202,0.216
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.09,0.164,0.343,0.336,0.545
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.115,0.116,0.092,0.091,0.033
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.004,0.015,0.03,0.005,0.015
"P51","En blanco",0.085,0.013,0.01,0.011,0
"P51","No sabe",0,0.002,0.021,0.049,0.003
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.57,0.601,0.465,0.394,0.359
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.094,0.204,0.346,0.389,0.463
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.056,0.018,0.066,0.047,0.113
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.037,0.103,0.073,0.115,0.038
"P52","En blanco",0.084,0.049,0.004,0.018,0.005
"P52","No sabe",0.159,0.025,0.046,0.037,0.022
"P53","Sergio Massa y Javier Milei",0.81,0.671,0.505,0.334,0.302
"P53","Patricia Bullrich y Javier Milei",0.146,0.235,0.379,0.581,0.604
"P53","Sergio Massa y Patricia Bullrich",0.044,0.094,0.116,0.085,0.094
"P54","Muy buena",0.134,0.038,0.049,0.056,0.016
"P54","Buena",0.237,0.23,0.074,0.049,0.035
"P54","Regular",0.392,0.453,0.306,0.041,0.011
"P54","Mala",0.115,0.154,0.286,0.363,0.129
"P54","Muy mala",0.122,0.125,0.285,0.491,0.809
"P55","Muy buena",0.356,0.099,0.022,0.022,0.025
"P55","Buena",0.295,0.42,0.104,0.019,0.005
"P55","Regular",0.17,0.243,0.319,0.111,0.003
"P55","Mala",0.069,0.119,0.239,0.282,0.071
"P55","Muy mala",0.11,0.119,0.316,0.566,0.896
"P56","Muy buena",0.463,0.233,0.102,0.057,0.061
"P56","Buena",0.327,0.472,0.26,0.145,0.065
"P56","Regular",0.069,0.233,0.418,0.421,0.312
"P56","Mala",0.131,0.049,0.15,0.266,0.25
"P56","Muy mala",0.01,0.013,0.07,0.111,0.312
"P57","Muy buena",0.354,0.05,0.029,0.002,0.004
"P57","Buena",0.46,0.593,0.124,0.045,0.007
"P57","Regular",0.121,0.314,0.699,0.442,0.228
"P57","Mala",0.061,0.032,0.13,0.428,0.306
"P57","Muy mala",0.004,0.011,0.018,0.083,0.455
"P59","Muy buena",0.425,0.164,0.085,0.044,0.049
"P59","Buena",0.407,0.661,0.284,0.147,0.098
"P59","Regular",0.105,0.157,0.586,0.461,0.315
"P59","Mala",0.063,0.01,0.033,0.314,0.236
"P59","Muy mala",0,0.008,0.012,0.034,0.302
"P60","Ha aumentado significativamente",0.342,0.112,0.049,0.029,0.014
"P60","Ha aumentado ligeramente",0.316,0.369,0.238,0.083,0.085
"P60","Se mantiene igual",0.219,0.382,0.426,0.196,0.141
"P60","Ha disminuido ligeramente",0.084,0.108,0.189,0.376,0.127
"P60","Ha disminuido significativamente",0.039,0.029,0.098,0.316,0.633
"P61","Muy baja",0.073,0.038,0.03,0.068,0.039
"P61","Baja",0.066,0.096,0.087,0.032,0.046
"P61","Moderada",0.112,0.209,0.116,0.035,0.018
"P61","Alta",0.45,0.395,0.326,0.231,0.046
"P61","Muy alta",0.299,0.262,0.441,0.634,0.851
"P62","Muy bajas",0.097,0.013,0.023,0.042,0.103
"P62","Bajas",0.136,0.123,0.083,0.092,0.058
"P62","Adecuadas",0.436,0.421,0.309,0.2,0.116
"P62","Altas",0.177,0.344,0.367,0.426,0.177
"P62","Muy altas",0.154,0.099,0.218,0.24,0.546
"P63","No, ninguna dificultad",0.722,0.523,0.28,0.176,0.121
"P63","Alguna dificultad ocasional",0.075,0.34,0.41,0.324,0.234
"P63","Sí, dificultades frecuentes",0.203,0.137,0.31,0.5,0.645
"P64","Sí, absolutamente",0.799,0.666,0.477,0.309,0.25
"P64","Sí, en cierta medida",0.117,0.236,0.344,0.399,0.297
"P64","No, en absoluto",0.084,0.098,0.179,0.292,0.453
"P65","Reducir la inflación",0.584,0.483,0.429,0.446,0.395
"P65","Implementar reformas fiscales",0.118,0.135,0.113,0.106,0.055
"P65","Establecer políticas de control de precios",0.201,0.257,0.151,0.073,0.065
"P65","Reducir el gasto público",0.032,0.085,0.212,0.294,0.448
"P65","Estimular la inversión extranjera",0.052,0.031,0.082,0.058,0.028
"P65","Aumentar los subsidios a los servicios públicos",0.013,0.009,0.013,0.023,0.009
"P66","Fomentar la competencia entre proveedores",0.37,0.257,0.31,0.344,0.416
"P66","Incrementar la inversión en infraestructura",0.143,0.194,0.225,0.23,0.168
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.222,0.258,0.142,0.107,0.126
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.265,0.291,0.323,0.319,0.29
"P67","Muy positiva",0.681,0.358,0.258,0.134,0.154
"P67","Positiva",0.157,0.315,0.237,0.185,0.117
"P67","Neutral",0.111,0.152,0.275,0.309,0.331
"P67","Algo negativa",0.012,0.069,0.098,0.13,0.099
"P67","Negativa",0.03,0.033,0.051,0.121,0.24
"P67","No sabe",0.009,0.073,0.081,0.121,0.059
"P68","Muy positivo",0.559,0.298,0.173,0.08,0.027
"P68","Positivo",0.174,0.368,0.228,0.162,0.106
"P68","Neutral",0.208,0.196,0.321,0.312,0.414
"P68","Algo negativo",0.024,0.033,0.092,0.15,0.098
"P68","Negativo",0.019,0.03,0.069,0.14,0.237
"P68","No sabe",0.016,0.075,0.117,0.156,0.118
"P69","Muy positivo",0.392,0.222,0.134,0.081,0.007
"P69","Positivo",0.183,0.299,0.182,0.118,0.053
"P69","Neutral",0.387,0.294,0.453,0.465,0.471
"P69","Algo negativo",0.003,0.043,0.06,0.107,0.119
"P69","Negativo",0.009,0.027,0.042,0.077,0.219
"P69","No sabe",0.026,0.115,0.129,0.152,0.131
"P70","Muy positiva",0.716,0.597,0.382,0.197,0.165
"P70","Positiva",0.117,0.211,0.235,0.214,0.22
"P70","Neutral",0.148,0.068,0.233,0.26,0.266
"P70","Algo negativa",0.006,0.057,0.041,0.168,0.116
"P70","Negativa",0.01,0.023,0.061,0.138,0.198
"P70","No sabe",0.003,0.044,0.048,0.023,0.035
"P71","Muy positivo",0.697,0.588,0.385,0.157,0.139
"P71","Positivo",0.141,0.243,0.214,0.19,0.222
"P71","Neutral",0.101,0.076,0.228,0.294,0.258
"P71","Algo negativo",0.006,0.042,0.052,0.18,0.142
"P71","Negativo",0.055,0.026,0.06,0.15,0.227
"P71","No sabe",0,0.025,0.061,0.029,0.012
"P72","Muy positivo",0.653,0.537,0.343,0.163,0.18
"P72","Positivo",0.132,0.267,0.244,0.198,0.246
"P72","Neutral",0.148,0.125,0.281,0.39,0.276
"P72","Algo negativo",0.033,0.022,0.027,0.086,0.092
"P72","Negativo",0.034,0.04,0.062,0.115,0.181
"P72","No sabe",0,0.009,0.043,0.048,0.025
"P73","Muy positiva",0.663,0.366,0.275,0.116,0.083
"P73","Positiva",0.185,0.408,0.233,0.18,0.156
"P73","Neutral",0.081,0.104,0.282,0.26,0.26
"P73","Algo negativa",0.009,0.05,0.074,0.139,0.148
"P73","Negativa",0.059,0.027,0.087,0.22,0.273
"P73","No sabe",0.003,0.045,0.049,0.085,0.08
"P74","Muy positivo",0.536,0.367,0.215,0.088,0.094
"P74","Positivo",0.216,0.394,0.264,0.171,0.138
"P74","Neutral",0.182,0.132,0.259,0.291,0.292
"P74","Algo negativo",0.011,0.041,0.09,0.167,0.138
"P74","Negativo",0.052,0.027,0.101,0.197,0.254
"P74","No sabe",0.003,0.039,0.071,0.086,0.084
"P75","Muy positivo",0.526,0.292,0.176,0.09,0.1
"P75","Positivo",0.143,0.353,0.265,0.125,0.125
"P75","Neutral",0.277,0.235,0.333,0.373,0.358
"P75","Algo negativo",0.01,0.053,0.05,0.144,0.098
"P75","Negativo",0.041,0.017,0.098,0.152,0.237
"P75","No sabe",0.003,0.05,0.078,0.116,0.082
"P76","Muy positiva",0.646,0.59,0.412,0.263,0.211
"P76","Positiva",0.16,0.235,0.235,0.195,0.175
"P76","Neutral",0.178,0.086,0.191,0.216,0.254
"P76","Algo negativa",0.007,0.034,0.053,0.101,0.066
"P76","Negativa",0.009,0.031,0.054,0.157,0.252
"P76","No sabe",0,0.024,0.055,0.068,0.042
"P77","Muy positivo",0.654,0.572,0.402,0.259,0.194
"P77","Positivo",0.199,0.297,0.24,0.212,0.177
"P77","Neutral",0.076,0.079,0.185,0.178,0.293
"P77","Algo negativo",0.052,0.021,0.069,0.166,0.071
"P77","Negativo",0.016,0.026,0.055,0.133,0.234
"P77","No sabe",0.003,0.005,0.049,0.052,0.031
"P78","Muy positivo",0.597,0.486,0.329,0.211,0.217
"P78","Positivo",0.108,0.283,0.251,0.181,0.174
"P78","Neutral",0.279,0.159,0.279,0.328,0.309
"P78","Algo negativo",0.006,0.021,0.033,0.109,0.058
"P78","Negativo",0.004,0.02,0.054,0.104,0.187
"P78","No sabe",0.006,0.031,0.054,0.067,0.055
"P79","Si",0.588,0.605,0.511,0.531,0.67
"P79","No",0.412,0.395,0.489,0.469,0.33
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.752,0.685,0.44,0.245,0.106
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.072,0.124,0.241,0.383,0.369
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.092,0.142,0.224,0.279,0.447
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.048,0.034,0.039,0.039,0.019
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.006,0.005,0.029,0.008,0.01
"PRESIDENTE","En blanco",0.03,0.006,0.015,0.014,0.007
"PRESIDENTE","No sabe",0,0.004,0.012,0.032,0.042
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.718,0.703,0.495,0.261,0.18
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.096,0.149,0.319,0.489,0.517
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.092,0.09,0.105,0.154,0.242
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.02,0.031,0.044,0.049,0.023
"GOBERNADOR","En blanco",0.02,0.016,0.014,0.02,0.013
"GOBERNADOR","No sabe",0.054,0.011,0.023,0.027,0.025
"CORTA_PRESIDENTE","Si",0.179,0.147,0.205,0.225,0.312
"CORTA_PRESIDENTE","No",0.821,0.853,0.795,0.775,0.688
"CORTA_GOBERNADOR","Si",0.232,0.138,0.217,0.238,0.279
"CORTA_GOBERNADOR","No",0.768,0.862,0.783,0.762,0.721
