"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.196,0.316,0.277,0.167,0.057
"P32","En blanco",0.303,0.251,0.226,0.128,0.261
"P32","No sabe",0.14,0.152,0.1,0.137,0.025
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.483,0.475,0.16,0.137,0.049
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.443,0.404,0.499,0.467,0.387
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.057,0.091,0.248,0.14,0.122
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0,0,0.011,0.018,0.009
"P33","En blanco",0.017,0,0.075,0.102,0.292
"P33","No sabe",0,0.03,0.007,0.136,0.141
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.326,0.586,0.596,0.112,0.063
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.459,0.119,0.191,0.575,0.444
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.087,0.226,0.041,0.118,0.172
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0,0,0.145,0,0.014
"P34","En blanco",0.101,0.069,0.017,0.132,0.25
"P34","No sabe",0.027,0,0.01,0.063,0.057
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.174,0.095,0.145,0.385,0.583
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.114,0.098,0.115,0.217,0.216
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.569,0.544,0.445,0.2,0.069
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.066,0.123,0.185,0.079,0.029
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.037,0.105,0.073,0.036,0.048
"P36","No sabe",0.04,0.035,0.037,0.083,0.055
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.75,0.862,0.755,0.345,0.104
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.112,0.021,0.094,0.455,0.682
"P37","En blanco",0.066,0.076,0.099,0.105,0.138
"P37","No sabe",0.072,0.041,0.052,0.095,0.076
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.221,0.111,0.189,0.502,0.507
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.086,0.052,0.114,0.191,0.35
"P38","En blanco",0.389,0.615,0.477,0.18,0.074
"P38","No sabe",0.304,0.222,0.22,0.127,0.069
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.753,0.89,0.776,0.343,0.121
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.138,0.041,0.073,0.362,0.539
"P39","En blanco",0.021,0.027,0.107,0.128,0.215
"P39","No sabe",0.088,0.042,0.044,0.167,0.125
"P45","Lo votaría",0.761,0.898,0.813,0.331,0.077
"P45","Puede que lo vote",0.028,0.042,0.067,0.107,0.106
"P45","Nunca lo votaría",0.17,0.043,0.084,0.506,0.778
"P45","No sabe",0.041,0.017,0.036,0.056,0.039
"P46","Lo votaría",0.183,0.105,0.123,0.386,0.5
"P46","Puede que lo vote",0.053,0.043,0.061,0.125,0.183
"P46","Nunca lo votaría",0.701,0.826,0.764,0.405,0.281
"P46","No sabe",0.063,0.026,0.052,0.084,0.036
"P47","Lo votaría",0.121,0.037,0.057,0.173,0.361
"P47","Puede que lo vote",0.043,0.019,0.078,0.195,0.231
"P47","Nunca lo votaría",0.812,0.924,0.819,0.536,0.348
"P47","No sabe",0.024,0.02,0.046,0.096,0.06
"P48","Lo votaría",0.281,0.121,0.213,0.107,0.079
"P48","Puede que lo vote",0.233,0.431,0.36,0.319,0.238
"P48","Nunca lo votaría",0.449,0.388,0.349,0.469,0.64
"P48","No sabe",0.037,0.06,0.078,0.105,0.043
"P49","Lo votaría",0.266,0.075,0.114,0.111,0.049
"P49","Puede que lo vote",0.195,0.299,0.26,0.302,0.268
"P49","Nunca lo votaría",0.491,0.545,0.545,0.479,0.594
"P49","No sabe",0.048,0.081,0.081,0.108,0.089
"P50","Si",0.378,0.283,0.377,0.523,0.52
"P50","No",0.622,0.717,0.623,0.477,0.48
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.676,0.61,0.468,0.314,0.197
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.024,0.044,0.103,0.204,0.265
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.217,0.07,0.146,0.379,0.468
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.067,0.189,0.207,0.057,0.031
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.005,0.024,0.046,0.008,0.01
"P51","En blanco",0.005,0.031,0.014,0.007,0.014
"P51","No sabe",0.006,0.032,0.016,0.031,0.015
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.571,0.707,0.607,0.433,0.341
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.028,0.072,0.165,0.375,0.485
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.036,0.023,0.013,0.052,0.1
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.047,0.153,0.193,0.081,0.021
"P52","En blanco",0.215,0,0.006,0.009,0.012
"P52","No sabe",0.103,0.045,0.016,0.05,0.041
"P53","Sergio Massa y Javier Milei",0.768,0.821,0.614,0.424,0.291
"P53","Patricia Bullrich y Javier Milei",0.17,0.091,0.224,0.466,0.645
"P53","Sergio Massa y Patricia Bullrich",0.062,0.088,0.162,0.11,0.064
"P54","Muy buena",0.253,0.056,0.061,0.024,0.019
"P54","Buena",0.358,0.316,0.067,0.046,0.041
"P54","Regular",0.306,0.559,0.603,0.053,0.014
"P54","Mala",0.046,0.051,0.206,0.726,0.126
"P54","Muy mala",0.037,0.018,0.063,0.151,0.8
"P56","Muy buena",0.67,0.277,0.136,0.058,0.046
"P56","Buena",0.215,0.539,0.406,0.172,0.114
"P56","Regular",0.03,0.149,0.39,0.49,0.354
"P56","Mala",0.03,0.024,0.056,0.246,0.266
"P56","Muy mala",0.055,0.011,0.012,0.034,0.22
"P57","Muy buena",0.185,0.112,0.054,0.024,0.008
"P57","Buena",0.402,0.505,0.249,0.123,0.075
"P57","Regular",0.261,0.322,0.551,0.528,0.414
"P57","Mala",0.097,0.058,0.139,0.271,0.28
"P57","Muy mala",0.055,0.003,0.007,0.054,0.223
"P58","Muy buena",0.417,0.151,0.065,0.027,0.018
"P58","Buena",0.305,0.57,0.245,0.121,0.052
"P58","Regular",0.116,0.238,0.543,0.412,0.231
"P58","Mala",0.086,0.034,0.144,0.369,0.315
"P58","Muy mala",0.076,0.007,0.003,0.071,0.384
"P59","Muy buena",0.404,0.222,0.112,0.058,0.048
"P59","Buena",0.367,0.578,0.427,0.264,0.15
"P59","Regular",0.084,0.176,0.414,0.48,0.456
"P59","Mala",0.072,0.014,0.038,0.154,0.22
"P59","Muy mala",0.073,0.01,0.009,0.044,0.126
"P60","Ha aumentado significativamente",0.316,0.135,0.074,0.054,0.02
"P60","Ha aumentado ligeramente",0.154,0.407,0.295,0.141,0.126
"P60","Se mantiene igual",0.311,0.377,0.385,0.31,0.216
"P60","Ha disminuido ligeramente",0.133,0.056,0.165,0.327,0.217
"P60","Ha disminuido significativamente",0.086,0.025,0.081,0.168,0.421
"P61","Muy baja",0.1,0.039,0.044,0.053,0.037
"P61","Baja",0.15,0.103,0.09,0.052,0.038
"P61","Moderada",0.129,0.227,0.179,0.061,0.025
"P61","Alta",0.436,0.444,0.425,0.369,0.085
"P61","Muy alta",0.185,0.187,0.262,0.465,0.815
"P62","Muy bajas",0.117,0.01,0.004,0.033,0.072
"P62","Bajas",0.088,0.128,0.062,0.089,0.095
"P62","Adecuadas",0.429,0.44,0.323,0.242,0.195
"P62","Altas",0.241,0.332,0.428,0.476,0.231
"P62","Muy altas",0.125,0.09,0.183,0.16,0.407
"P63","No, ninguna dificultad",0.596,0.503,0.32,0.289,0.191
"P63","Alguna dificultad ocasional",0.206,0.336,0.314,0.343,0.322
"P63","Sí, dificultades frecuentes",0.198,0.161,0.366,0.368,0.487
"P64","Sí, absolutamente",0.783,0.772,0.661,0.406,0.227
"P64","Sí, en cierta medida",0.127,0.201,0.28,0.38,0.36
"P64","No, en absoluto",0.09,0.027,0.059,0.214,0.413
"P65","Reducir la inflación",0.532,0.484,0.555,0.455,0.374
"P65","Implementar reformas fiscales",0.108,0.129,0.127,0.122,0.08
"P65","Establecer políticas de control de precios",0.232,0.317,0.163,0.081,0.083
"P65","Reducir el gasto público",0.077,0.02,0.044,0.265,0.41
"P65","Estimular la inversión extranjera",0.02,0.044,0.086,0.068,0.043
"P65","Aumentar los subsidios a los servicios públicos",0.031,0.006,0.025,0.009,0.01
"P66","Fomentar la competencia entre proveedores",0.336,0.226,0.203,0.319,0.431
"P66","Incrementar la inversión en infraestructura",0.044,0.179,0.224,0.265,0.202
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.247,0.244,0.235,0.144,0.088
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.373,0.351,0.338,0.272,0.279
"P67","Muy positiva",0.6,0.47,0.352,0.21,0.122
"P67","Positiva",0.226,0.34,0.293,0.197,0.136
"P67","Neutral",0.089,0.069,0.216,0.317,0.339
"P67","Algo negativa",0.044,0.056,0.057,0.113,0.121
"P67","Negativa",0.028,0.004,0.004,0.049,0.199
"P67","No sabe",0.013,0.061,0.078,0.114,0.083
"P68","Muy positivo",0.49,0.419,0.276,0.154,0.018
"P68","Positivo",0.339,0.4,0.313,0.195,0.095
"P68","Neutral",0.106,0.127,0.259,0.331,0.399
"P68","Algo negativo",0.029,0.011,0.022,0.134,0.139
"P68","Negativo",0.021,0.001,0.008,0.048,0.218
"P68","No sabe",0.015,0.042,0.122,0.138,0.131
"P69","Muy positivo",0.403,0.307,0.17,0.146,0.012
"P69","Positivo",0.296,0.302,0.287,0.151,0.046
"P69","Neutral",0.165,0.305,0.359,0.417,0.54
"P69","Algo negativo",0.049,0.015,0.02,0.091,0.118
"P69","Negativo",0.022,0.003,0.006,0.038,0.16
"P69","No sabe",0.065,0.068,0.158,0.157,0.124
"P70","Muy positiva",0.718,0.731,0.574,0.304,0.108
"P70","Positiva",0.11,0.201,0.275,0.289,0.175
"P70","Neutral",0.114,0.03,0.074,0.221,0.343
"P70","Algo negativa",0,0.023,0.007,0.062,0.166
"P70","Negativa",0.051,0,0.022,0.076,0.171
"P70","No sabe",0.007,0.015,0.048,0.048,0.037
"P71","Muy positivo",0.597,0.712,0.622,0.268,0.083
"P71","Positivo",0.202,0.225,0.221,0.234,0.189
"P71","Neutral",0.073,0.023,0.096,0.282,0.326
"P71","Algo negativo",0.041,0.027,0.012,0.06,0.176
"P71","Negativo",0.077,0,0.006,0.098,0.196
"P71","No sabe",0.01,0.013,0.043,0.058,0.03
"P72","Muy positivo",0.592,0.687,0.555,0.237,0.093
"P72","Positivo",0.173,0.219,0.241,0.289,0.213
"P72","Neutral",0.084,0.074,0.149,0.325,0.397
"P72","Algo negativo",0.066,0.002,0.019,0.027,0.093
"P72","Negativo",0.029,0.003,0.008,0.093,0.168
"P72","No sabe",0.056,0.015,0.028,0.029,0.036
"P73","Muy positiva",0.501,0.557,0.436,0.156,0.045
"P73","Positiva",0.242,0.371,0.308,0.213,0.161
"P73","Neutral",0.147,0.044,0.164,0.333,0.288
"P73","Algo negativa",0.004,0.006,0.047,0.092,0.161
"P73","Negativa",0.042,0.007,0.018,0.114,0.268
"P73","No sabe",0.064,0.015,0.027,0.092,0.077
"P74","Muy positivo",0.445,0.439,0.41,0.121,0.044
"P74","Positivo",0.329,0.407,0.342,0.234,0.118
"P74","Neutral",0.118,0.102,0.176,0.318,0.317
"P74","Algo negativo",0.038,0.011,0.036,0.14,0.161
"P74","Negativo",0.007,0.006,0.011,0.087,0.277
"P74","No sabe",0.063,0.035,0.025,0.1,0.083
"P75","Muy positivo",0.412,0.384,0.335,0.102,0.053
"P75","Positivo",0.132,0.396,0.333,0.231,0.092
"P75","Neutral",0.342,0.176,0.241,0.366,0.402
"P75","Algo negativo",0.036,0.001,0.054,0.088,0.121
"P75","Negativo",0,0.004,0.004,0.074,0.245
"P75","No sabe",0.078,0.039,0.033,0.139,0.087
"P76","Muy positiva",0.634,0.666,0.594,0.296,0.196
"P76","Positiva",0.105,0.26,0.233,0.249,0.177
"P76","Neutral",0.116,0.055,0.117,0.209,0.273
"P76","Algo negativa",0.005,0,0.04,0.081,0.09
"P76","Negativa",0.042,0.001,0.003,0.07,0.218
"P76","No sabe",0.098,0.018,0.013,0.095,0.046
"P77","Muy positivo",0.73,0.617,0.574,0.294,0.192
"P77","Positivo",0.105,0.302,0.242,0.257,0.204
"P77","Neutral",0.096,0.06,0.096,0.229,0.243
"P77","Algo negativo",0.005,0.009,0.036,0.11,0.13
"P77","Negativo",0,0.002,0.007,0.085,0.193
"P77","No sabe",0.064,0.01,0.045,0.025,0.038
"P78","Muy positivo",0.614,0.543,0.478,0.237,0.184
"P78","Positivo",0.154,0.257,0.232,0.219,0.2
"P78","Neutral",0.158,0.19,0.224,0.331,0.319
"P78","Algo negativo",0.005,0.003,0.006,0.043,0.1
"P78","Negativo",0,0.001,0.018,0.073,0.15
"P78","No sabe",0.069,0.006,0.042,0.097,0.047
"P79","Si",0.567,0.602,0.632,0.523,0.54
"P79","No",0.433,0.398,0.368,0.477,0.46
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.732,0.794,0.698,0.357,0.108
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.1,0.038,0.093,0.331,0.41
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.133,0.088,0.091,0.229,0.409
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.023,0.044,0.073,0.028,0.019
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.007,0.007,0.029,0.006,0.014
"PRESIDENTE","En blanco",0.002,0.013,0.008,0.015,0.019
"PRESIDENTE","No sabe",0.003,0.016,0.008,0.034,0.021
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.691,0.815,0.741,0.378,0.171
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.106,0.048,0.121,0.445,0.529
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.084,0.075,0.043,0.078,0.238
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.022,0.038,0.081,0.035,0.019
"GOBERNADOR","En blanco",0.064,0.004,0.008,0.018,0.021
"GOBERNADOR","No sabe",0.033,0.02,0.006,0.046,0.022
"CORTA_PRESIDENTE","Si",0.206,0.101,0.17,0.24,0.262
"CORTA_PRESIDENTE","No",0.794,0.899,0.83,0.76,0.738
"CORTA_GOBERNADOR","Si",0.22,0.089,0.186,0.249,0.267
"CORTA_GOBERNADOR","No",0.78,0.911,0.814,0.751,0.733
