"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.064,0.213,0.435,0.511,0.568
"P37","En blanco",0.102,0.104,0.114,0.087,0.174
"P37","No sabe",0.056,0.018,0.07,0.092,0.126
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.263,0.284,0.389,0.447,0.385
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.166,0.12,0.235,0.222,0.367
"P38","En blanco",0.474,0.449,0.216,0.189,0.152
"P38","No sabe",0.097,0.147,0.16,0.142,0.096
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.741,0.724,0.415,0.265,0.153
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.166,0.147,0.347,0.395,0.493
"P39","En blanco",0.068,0.09,0.121,0.188,0.237
"P39","No sabe",0.025,0.039,0.117,0.152,0.117
"P45","Lo votaría",0.744,0.708,0.399,0.272,0.099
"P45","Puede que lo vote",0.066,0.046,0.101,0.11,0.061
"P45","Nunca lo votaría",0.19,0.221,0.455,0.584,0.774
"P45","No sabe",0,0.025,0.045,0.034,0.066
"P46","Lo votaría",0.241,0.233,0.334,0.403,0.424
"P46","Puede que lo vote",0.038,0.077,0.137,0.165,0.098
"P46","Nunca lo votaría",0.718,0.65,0.48,0.369,0.423
"P46","No sabe",0.003,0.04,0.049,0.063,0.055
"P47","Lo votaría",0.244,0.086,0.217,0.254,0.316
"P47","Puede que lo vote",0.04,0.102,0.179,0.171,0.158
"P47","Nunca lo votaría",0.704,0.767,0.545,0.522,0.437
"P47","No sabe",0.012,0.045,0.059,0.053,0.089
"P48","Lo votaría",0.225,0.124,0.126,0.109,0.12
"P48","Puede que lo vote",0.252,0.362,0.289,0.331,0.214
"P48","Nunca lo votaría",0.508,0.449,0.507,0.508,0.62
"P48","No sabe",0.015,0.065,0.078,0.052,0.046
"P49","Lo votaría",0.226,0.084,0.076,0.104,0.049
"P49","Puede que lo vote",0.202,0.267,0.293,0.283,0.194
"P49","Nunca lo votaría",0.507,0.551,0.551,0.528,0.635
"P49","No sabe",0.065,0.098,0.08,0.085,0.122
"P50","Si",0.383,0.398,0.457,0.499,0.484
"P50","No",0.617,0.602,0.543,0.501,0.516
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.56,0.529,0.293,0.295,0.214
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.036,0.201,0.195,0.162,0.238
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.189,0.154,0.375,0.37,0.502
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.202,0.072,0.099,0.079,0.01
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.006,0.004,0.01,0.038,0.028
"P51","En blanco",0.007,0.03,0.013,0.007,0.004
"P51","No sabe",0,0.01,0.015,0.049,0.004
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.589,0.602,0.422,0.408,0.371
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.036,0.254,0.386,0.337,0.445
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.032,0.037,0.046,0.09,0.139
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.169,0.041,0.082,0.118,0.006
"P52","En blanco",0,0.037,0.021,0.016,0.005
"P52","No sabe",0.174,0.029,0.043,0.031,0.034
"P53","Sergio Massa y Javier Milei",0.755,0.668,0.44,0.408,0.325
"P53","Patricia Bullrich y Javier Milei",0.188,0.253,0.455,0.51,0.553
"P53","Sergio Massa y Patricia Bullrich",0.057,0.079,0.105,0.082,0.122
"P54","Muy buena",0.18,0.05,0.035,0.065,0.013
"P54","Buena",0.201,0.249,0.072,0.043,0.041
"P54","Regular",0.452,0.372,0.252,0.082,0.014
"P54","Mala",0.065,0.15,0.287,0.308,0.143
"P54","Muy mala",0.102,0.179,0.354,0.502,0.789
"P55","Muy buena",0.251,0.124,0.036,0.028,0.029
"P55","Buena",0.349,0.357,0.101,0.038,0.003
"P55","Regular",0.227,0.237,0.234,0.123,0.012
"P55","Mala",0.099,0.116,0.221,0.237,0.089
"P55","Muy mala",0.074,0.166,0.408,0.574,0.867
"P56","Muy buena",0.686,0.223,0.083,0.071,0.075
"P56","Buena",0.178,0.514,0.235,0.133,0.035
"P56","Regular",0.05,0.187,0.476,0.362,0.133
"P56","Mala",0.052,0.06,0.146,0.355,0.209
"P56","Muy mala",0.034,0.016,0.06,0.079,0.548
"P58","Muy buena",0.564,0.167,0.02,0.02,0.003
"P58","Buena",0.209,0.569,0.135,0.028,0.019
"P58","Regular",0.203,0.201,0.506,0.195,0.051
"P58","Mala",0.008,0.056,0.243,0.488,0.177
"P58","Muy mala",0.016,0.007,0.096,0.269,0.75
"P59","Muy buena",0.502,0.178,0.081,0.04,0.054
"P59","Buena",0.282,0.582,0.279,0.165,0.103
"P59","Regular",0.168,0.206,0.502,0.469,0.225
"P59","Mala",0.033,0.027,0.095,0.257,0.307
"P59","Muy mala",0.015,0.007,0.043,0.069,0.311
"P60","Ha aumentado significativamente",0.318,0.138,0.042,0.034,0.028
"P60","Ha aumentado ligeramente",0.332,0.326,0.196,0.134,0.074
"P60","Se mantiene igual",0.244,0.39,0.352,0.186,0.113
"P60","Ha disminuido ligeramente",0.057,0.098,0.239,0.251,0.192
"P60","Ha disminuido significativamente",0.049,0.048,0.171,0.395,0.593
"P61","Muy baja",0.151,0.043,0.021,0.063,0.065
"P61","Baja",0.033,0.09,0.067,0.059,0.05
"P61","Moderada",0.213,0.152,0.101,0.038,0.031
"P61","Alta",0.333,0.384,0.307,0.174,0.099
"P61","Muy alta",0.27,0.331,0.504,0.666,0.755
"P62","Muy bajas",0.089,0.032,0.043,0.032,0.092
"P62","Bajas",0.197,0.116,0.096,0.072,0.029
"P62","Adecuadas",0.337,0.432,0.296,0.163,0.118
"P62","Altas",0.253,0.289,0.362,0.367,0.213
"P62","Muy altas",0.124,0.131,0.203,0.366,0.548
"P63","No, ninguna dificultad",0.714,0.608,0.271,0.099,0.102
"P63","Alguna dificultad ocasional",0.141,0.248,0.417,0.288,0.199
"P63","Sí, dificultades frecuentes",0.145,0.144,0.312,0.613,0.699
"P64","Sí, absolutamente",0.762,0.648,0.4,0.385,0.318
"P64","Sí, en cierta medida",0.09,0.251,0.342,0.355,0.305
"P64","No, en absoluto",0.148,0.101,0.258,0.26,0.377
"P65","Reducir la inflación",0.648,0.473,0.425,0.418,0.465
"P65","Implementar reformas fiscales",0.079,0.127,0.112,0.084,0.086
"P65","Establecer políticas de control de precios",0.2,0.228,0.135,0.064,0.115
"P65","Reducir el gasto público",0.044,0.12,0.26,0.336,0.275
"P65","Estimular la inversión extranjera",0.023,0.039,0.063,0.066,0.041
"P65","Aumentar los subsidios a los servicios públicos",0.006,0.013,0.005,0.032,0.018
"P66","Fomentar la competencia entre proveedores",0.34,0.283,0.361,0.344,0.287
"P66","Incrementar la inversión en infraestructura",0.103,0.214,0.215,0.205,0.182
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.186,0.223,0.136,0.115,0.195
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.371,0.28,0.288,0.336,0.336
"P67","Muy positiva",0.579,0.398,0.245,0.153,0.143
"P67","Positiva",0.154,0.278,0.2,0.194,0.193
"P67","Neutral",0.09,0.16,0.274,0.315,0.335
"P67","Algo negativa",0.087,0.062,0.098,0.104,0.114
"P67","Negativa",0.043,0.046,0.093,0.111,0.198
"P67","No sabe",0.047,0.056,0.09,0.123,0.017
"P68","Muy positivo",0.591,0.289,0.165,0.079,0.028
"P68","Positivo",0.156,0.329,0.189,0.186,0.176
"P68","Neutral",0.085,0.23,0.319,0.343,0.4
"P68","Algo negativo",0.041,0.047,0.101,0.107,0.121
"P68","Negativo",0.018,0.046,0.107,0.118,0.212
"P68","No sabe",0.109,0.059,0.119,0.167,0.063
"P69","Muy positivo",0.431,0.223,0.126,0.067,0
"P69","Positivo",0.178,0.29,0.152,0.114,0.084
"P69","Neutral",0.248,0.348,0.452,0.431,0.528
"P69","Algo negativo",0.008,0.035,0.077,0.079,0.161
"P69","Negativo",0.013,0.023,0.072,0.106,0.174
"P69","No sabe",0.122,0.081,0.121,0.203,0.053
"P70","Muy positiva",0.608,0.551,0.341,0.271,0.188
"P70","Positiva",0.179,0.208,0.213,0.262,0.143
"P70","Neutral",0.112,0.12,0.236,0.195,0.331
"P70","Algo negativa",0.014,0.057,0.074,0.131,0.121
"P70","Negativa",0.078,0.038,0.085,0.11,0.204
"P70","No sabe",0.009,0.026,0.051,0.031,0.013
"P71","Muy positivo",0.708,0.552,0.315,0.239,0.154
"P71","Positivo",0.177,0.197,0.198,0.24,0.235
"P71","Neutral",0.012,0.145,0.256,0.191,0.278
"P71","Algo negativo",0.008,0.042,0.078,0.169,0.143
"P71","Negativo",0.092,0.055,0.1,0.13,0.178
"P71","No sabe",0.003,0.009,0.053,0.031,0.012
"P72","Muy positivo",0.581,0.507,0.308,0.232,0.158
"P72","Positivo",0.147,0.211,0.237,0.26,0.219
"P72","Neutral",0.182,0.195,0.292,0.274,0.323
"P72","Algo negativo",0.038,0.027,0.041,0.093,0.073
"P72","Negativo",0.052,0.052,0.082,0.098,0.192
"P72","No sabe",0,0.008,0.04,0.043,0.035
"P73","Muy positiva",0.667,0.394,0.221,0.146,0.077
"P73","Positiva",0.202,0.308,0.24,0.197,0.171
"P73","Neutral",0.049,0.138,0.264,0.245,0.272
"P73","Algo negativa",0.007,0.068,0.082,0.124,0.171
"P73","Negativa",0.075,0.068,0.129,0.187,0.254
"P73","No sabe",0,0.024,0.064,0.101,0.055
"P74","Muy positivo",0.378,0.383,0.18,0.149,0.102
"P74","Positivo",0.328,0.298,0.239,0.211,0.151
"P74","Neutral",0.187,0.191,0.239,0.286,0.3
"P74","Algo negativo",0.026,0.047,0.123,0.108,0.138
"P74","Negativo",0.081,0.059,0.142,0.149,0.236
"P74","No sabe",0,0.022,0.077,0.097,0.073
"P75","Muy positivo",0.415,0.309,0.171,0.112,0.088
"P75","Positivo",0.198,0.289,0.203,0.207,0.139
"P75","Neutral",0.329,0.263,0.334,0.34,0.366
"P75","Algo negativo",0.006,0.055,0.085,0.1,0.09
"P75","Negativo",0.052,0.053,0.115,0.124,0.26
"P75","No sabe",0,0.031,0.092,0.117,0.057
"P76","Muy positiva",0.652,0.545,0.374,0.301,0.217
"P76","Positiva",0.187,0.242,0.214,0.199,0.152
"P76","Neutral",0.147,0.11,0.214,0.181,0.259
"P76","Algo negativa",0.011,0.052,0.052,0.104,0.037
"P76","Negativa",0.003,0.041,0.086,0.147,0.294
"P76","No sabe",0,0.01,0.06,0.068,0.041
"P77","Muy positivo",0.616,0.524,0.38,0.269,0.232
"P77","Positivo",0.254,0.267,0.233,0.22,0.151
"P77","Neutral",0.088,0.078,0.192,0.191,0.299
"P77","Algo negativo",0.017,0.075,0.068,0.123,0.101
"P77","Negativo",0.021,0.048,0.084,0.15,0.179
"P77","No sabe",0.004,0.008,0.043,0.047,0.038
"P78","Muy positivo",0.58,0.457,0.304,0.261,0.226
"P78","Positivo",0.113,0.255,0.237,0.175,0.175
"P78","Neutral",0.288,0.199,0.299,0.299,0.244
"P78","Algo negativo",0.009,0.038,0.04,0.068,0.11
"P78","Negativo",0,0.036,0.059,0.14,0.17
"P78","No sabe",0.01,0.015,0.061,0.057,0.075
"P79","Si",0.56,0.579,0.536,0.567,0.699
"P79","No",0.44,0.421,0.464,0.433,0.301
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.642,0.653,0.385,0.301,0.114
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.056,0.194,0.261,0.315,0.382
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.228,0.095,0.271,0.277,0.411
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.062,0.03,0.039,0.042,0.005
"PRESIDENTE","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.009,0.003,0.011,0.022,0.038
"PRESIDENTE","En blanco",0.003,0.013,0.02,0.012,0.005
"PRESIDENTE","No sabe",0,0.012,0.013,0.031,0.045
"GOBERNADOR","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.656,0.68,0.42,0.33,0.173
"GOBERNADOR","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.058,0.221,0.362,0.422,0.489
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.173,0.052,0.137,0.146,0.265
"GOBERNADOR","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.055,0.017,0.037,0.056,0.028
"GOBERNADOR","En blanco",0,0.013,0.022,0.024,0.008
"GOBERNADOR","No sabe",0.058,0.017,0.022,0.022,0.037
"CORTA_PRESIDENTE","Si",0.247,0.139,0.207,0.27,0.27
"CORTA_PRESIDENTE","No",0.753,0.861,0.793,0.73,0.73
"CORTA_GOBERNADOR","Si",0.282,0.152,0.203,0.259,0.305
"CORTA_GOBERNADOR","No",0.718,0.848,0.797,0.741,0.695
